correct,functions,mean_depth,mean_peak_ancilla,mean_score,mean_time_s,method,n,total_CNOT,total_T
12,12,16268.5,3.0833333333333335,11349.055833333334,0.8425406813621521,and_boolean_linear_pair_screen,18,195221,124672
