name,n,method,model_path,score,T,CNOT,depth,peak_ancilla,correct,time_s
large_n10_7,10,and_resource_nmcts,random-prior:0,4530.19,4008,6855,6856,8,True,381.8
large_n10_7,10,and_resource_nmcts,random-prior:1,4530.19,4008,6855,6856,8,True,380.94
large_n10_7,10,and_resource_nmcts,random-prior:2,4530.19,4008,6855,6856,8,True,378.41
large_n10_7,10,and_resource_nmcts,random-prior:3,4530.19,4008,6855,6856,8,True,378.23
large_n10_7,10,and_resource_nmcts,random-prior:4,4530.19,4008,6855,6856,8,True,376.0
large_n10_7,10,and_resource_nmcts,random-prior:5,4530.19,4008,6855,6856,8,True,376.4
large_n10_8,10,and_resource_nmcts,,4500.58,3984,6802,6816,7,True,337.44
large_n10_8,10,and_resource_nmcts,models/action_scorer_v2.pt,4500.58,3984,6802,6816,7,True,337.25
large_n10_7,10,and_resource_nmcts,random-prior:7,4530.19,4008,6855,6856,8,True,375.46
large_n10_7,10,and_resource_nmcts,random-prior:6,4530.19,4008,6855,6856,8,True,375.51
large_n10_8,10,and_resource_nmcts,random-prior:0,4500.58,3984,6802,6816,7,True,336.61
large_n10_8,10,and_resource_nmcts,random-prior:1,4500.58,3984,6802,6816,7,True,339.16
large_n10_8,10,and_resource_nmcts,random-prior:2,4500.58,3984,6802,6816,7,True,336.38
large_n10_8,10,and_resource_nmcts,random-prior:3,4500.58,3984,6802,6816,7,True,336.5
large_n10_8,10,and_resource_nmcts,random-prior:4,4500.58,3984,6802,6816,7,True,339.3
large_n10_8,10,and_resource_nmcts,random-prior:5,4500.58,3984,6802,6816,7,True,337.18
large_n10_9,10,and_resource_nmcts,,4420.39,3908,6719,6728,8,True,269.42
large_n10_9,10,and_resource_nmcts,models/action_scorer_v2.pt,4420.39,3908,6719,6728,8,True,269.01
large_n10_9,10,and_resource_nmcts,random-prior:1,4420.39,3908,6719,6728,8,True,268.78
large_n10_9,10,and_resource_nmcts,random-prior:0,4420.39,3908,6719,6728,8,True,269.68
large_n10_9,10,and_resource_nmcts,random-prior:2,4420.39,3908,6719,6728,8,True,266.37
large_n10_9,10,and_resource_nmcts,random-prior:3,4420.39,3908,6719,6728,8,True,262.85
large_n10_8,10,and_resource_nmcts,random-prior:6,4500.58,3984,6802,6816,7,True,323.54
large_n10_8,10,and_resource_nmcts,random-prior:7,4500.58,3984,6802,6816,7,True,322.67
large_n10_9,10,and_resource_nmcts,random-prior:4,4420.39,3908,6719,6728,8,True,202.56
large_n10_9,10,and_resource_nmcts,random-prior:5,4420.39,3908,6719,6728,8,True,201.71
large_n10_9,10,and_resource_nmcts,random-prior:6,4420.39,3908,6719,6728,8,True,185.28
large_n10_9,10,and_resource_nmcts,random-prior:7,4420.39,3908,6719,6728,8,True,182.3
