CNOT,T,anf_terms,correct,depth,error,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,profile,profile_label,score,skipped,terms,time_s,truth_table_hex
309,156,34,True,309,,1,131,and_mcts_factor,6,8,sweep_truth_n6_4,2,t_heavy,T-heavy,164.83499999999998,,34,0.7352728843688965,72FF5D2A386ECBE0
260,128,33,True,261,,2,115,and_resource_nmcts,6,9,sweep_truth_n6_2,3,t_heavy,T-heavy,136.78,,26,1.1958470344543457,B38A088CA65ED389
142,200,34,True,188,,0,90,sshr_h,6,7,sweep_truth_n6_4,2,t_heavy,T-heavy,205.51999999999998,,34,0.44057488441467285,72FF5D2A386ECBE0
244,152,30,True,284,,0,132,and_cube_beam,6,7,sweep_truth_n6_5,4,t_heavy,T-heavy,161.73999999999998,,30,0.0534367561340332,4737819096DA1DAC
3,0,3,True,3,,0,3,and_direct_anf,3,4,parity_n3,0,balanced,Balanced,0.19499999999999998,,3,4.1961669921875e-05,96
3,0,3,True,3,,0,3,and_mcts_factor,3,4,parity_n3,0,balanced,Balanced,0.19499999999999998,,3,9.012222290039062e-05,96
142,212,30,True,194,,0,96,sshr_h,6,7,sweep_truth_n6_5,2,t_heavy,T-heavy,217.57999999999998,,30,0.03565478324890137,4737819096DA1DAC
3,0,3,True,3,,0,3,and_affine_nmcts,3,4,parity_n3,0,balanced,Balanced,0.19499999999999998,,3,0.006412029266357422,96
52,32,3,True,64,,0,32,and_cube_beam,3,4,parity_n3,1,balanced,Balanced,37.36,,3,0.00032401084899902344,96
16,8,3,True,20,,0,10,sshr_h,3,4,parity_n3,0,balanced,Balanced,9.040000000000001,,3,6.29425048828125e-05,96
21,12,3,True,21,,0,9,and_direct_anf,3,4,majority_n3,0,balanced,Balanced,13.245,,3,3.3855438232421875e-05,E8
21,12,3,True,21,,0,9,and_mcts_factor,3,4,majority_n3,0,balanced,Balanced,13.245,,3,8.702278137207031e-05,E8
3,0,3,True,3,,0,3,and_resource_nmcts,3,4,parity_n3,0,balanced,Balanced,0.19499999999999998,,3,0.007509946823120117,96
12,4,3,True,12,,0,8,and_affine_nmcts,3,4,majority_n3,0,balanced,Balanced,4.74,,2,0.00714874267578125,E8
272,136,34,True,279,,2,127,and_affine_nmcts,6,9,sweep_truth_n6_4,3,t_heavy,T-heavy,145.11,,29,0.8348538875579834,72FF5D2A386ECBE0
27,16,3,True,33,,0,17,and_cube_beam,3,4,majority_n3,1,balanced,Balanced,19.745,,3,0.0002951622009277344,E8
