n,method,functions,mean_terms,mean_T,mean_CNOT,mean_depth,mean_peak_ancilla,mean_schedule_logical_depth,mean_schedule_cnot_depth_proxy,mean_schedule_t_depth_proxy,mean_explicit_ancilla_live_peak,mean_explicit_ancilla_lifetime_area,mean_score,mean_plan_time_s,mean_truth_build_time_s,mean_truth_verify_time_s,truth_verified_rows,anf_verified_rows,circuit_verified_rows,mean_circuit_max_wire_terms
27,adaptive_all_depth,6,113,843.3333333333334,1377.8333333333333,1377.8333333333333,5,111.33333333333333,1078.1666666666667,394.5,1,30.833333333333332,934.4591666666666,7.549634854643955,1.361249784832277,1.136225756839849,6,6,6,113
27,depth2_guard_direct,6,113,877.3333333333334,1427.8333333333333,1427.8333333333333,5,110.5,1113,410,1,22.5,971.3691666666666,0.4691101736583126,1.361249784832277,1.126428444496317,6,6,6,113
27,depth_frontier_policy,6,113,846.6666666666666,1382.5,1382.5,5,111,1080.8333333333333,396,1,29.833333333333332,938.0625,5.16143936116229,1.361249784832277,1.1172612636728445,6,6,6,113
27,depth_policy,6,113,877.3333333333334,1427.8333333333333,1427.8333333333333,5,110.5,1113,410,1,22.5,971.3691666666666,0.4691101736583126,1.361249784832277,1.126428444496317,6,6,6,113
27,direct_logical_and,6,113,1002,1616,1616,4.666666666666667,113,1242.6666666666667,468.8333333333333,0,0,1106.3533333333332,1.3423331741554042e-05,1.361249784832277,1.4027710001682863,6,6,6,113
27,screen_depth1,6,113,906,1471.1666666666667,1471.1666666666667,5,110.33333333333333,1143.1666666666667,423.3333333333333,1,16.833333333333332,1002.5658333333333,0.10632054182254554,1.361249784832277,1.2103811318326432,6,6,6,113
27,screen_depth2,6,113,877.3333333333334,1427.8333333333333,1427.8333333333333,5,110.5,1113,410,1,22.5,971.3691666666666,0.4691101736583126,1.361249784832277,1.126428444496317,6,6,6,113
27,screen_depth3,6,113,858,1399.5,1399.5,5,111,1094.1666666666667,401.1666666666667,1,27.166666666666668,950.3875,1.7299036459977895,1.361249784832277,1.1450002219935413,6,6,6,113
27,screen_depth4,6,113,843.3333333333334,1377.8333333333333,1377.8333333333333,5,111.33333333333333,1078.1666666666667,394.5,1,30.833333333333332,934.4591666666666,5.227081298493431,1.361249784832277,1.1232201388387086,6,6,6,113
27,screen_single,6,113,948,1534.5,1534.5,4.833333333333333,110.5,1187.6666666666667,442.8333333333333,1,8.5,1047.9291666666666,0.01721919467187642,1.361249784832277,1.231128951665596,6,6,6,113
