name,n,method,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,score_lower_bound,score_rz1,score_rz1.5,score_rz2,score_rz4,score_rz10,score_synth_tperrz30,score_synth_tperrz60,score_synth_tperrz100,time_s,anf_terms,parity_gadgets,rz_total,rz_clifford,rz_t_like,rz_non_clifford,rz_max_denominator,phase_ops,ct_supported,verified_up_to_global_phase,correct,skipped,error,truth_table_hex,candidate_polarities,global_phase_pi,global_phase_pi_den,global_phase_pi_num,polarity,polarity_hex,polarity_weight,rank_metric,shifted_constant_term
truth_n4_23,4,phase_parity_fprm_opt_score,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.000125885009765625,8,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,9A1D,16,1/1,1,1,2,0x2,1,score,1
truth_n4_23,4,phase_parity_fprm_opt_rz1,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.000125885009765625,8,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,9A1D,16,1/1,1,1,2,0x2,1,score_rz1,1
truth_n4_23,4,phase_parity_fprm_opt_tperrz30,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.000125885009765625,8,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,9A1D,16,1/1,1,1,2,0x2,1,score_synth_tperrz30,1
truth_n4_24,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00019407272338867188,12,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,6CB,16,1/1,1,1,0,0x0,0,score,1
truth_n4_24,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00019407272338867188,12,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,6CB,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_24,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00019407272338867188,12,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,6CB,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_25,4,phase_parity_fprm_opt_score,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.0001380443572998047,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,8FAD,16,1/1,1,1,4,0x4,1,score,0
truth_n4_25,4,phase_parity_fprm_opt_rz1,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.0001380443572998047,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,8FAD,16,1/1,1,1,4,0x4,1,score_rz1,0
truth_n4_25,4,phase_parity_fprm_opt_tperrz30,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.0001380443572998047,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,8FAD,16,1/1,1,1,4,0x4,1,score_synth_tperrz30,0
truth_n4_26,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00016927719116210938,8,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,32E7,16,1/1,1,1,0,0x0,0,score,1
truth_n4_26,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00016927719116210938,8,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,32E7,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_26,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00016927719116210938,8,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,32E7,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_27,4,phase_parity_fprm_opt_score,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00013065338134765625,8,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,B74D,16,1/1,1,1,1,0x1,1,score,0
truth_n4_27,4,phase_parity_fprm_opt_rz1,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00013065338134765625,8,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,B74D,16,1/1,1,1,1,0x1,1,score_rz1,0
truth_n4_27,4,phase_parity_fprm_opt_tperrz30,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00013065338134765625,8,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,B74D,16,1/1,1,1,1,0x1,1,score_synth_tperrz30,0
truth_n4_28,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00019502639770507812,9,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,A65E,16,0/1,1,0,0,0x0,0,score,0
truth_n4_28,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00019502639770507812,9,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,A65E,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_28,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00019502639770507812,9,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,A65E,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_29,4,phase_parity_fprm_opt_score,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00015997886657714844,5,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,B38A,16,0/1,1,0,2,0x2,1,score,0
truth_n4_29,4,phase_parity_fprm_opt_rz1,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00015997886657714844,5,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,B38A,16,0/1,1,0,2,0x2,1,score_rz1,0
truth_n4_29,4,phase_parity_fprm_opt_tperrz30,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00015997886657714844,5,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,B38A,16,0/1,1,0,2,0x2,1,score_synth_tperrz30,0
truth_n4_3,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017309188842773438,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,BDD6,16,0/1,1,0,0,0x0,0,score,0
truth_n4_3,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017309188842773438,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,BDD6,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_3,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017309188842773438,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,BDD6,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_30,4,phase_parity_fprm_opt_score,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00013113021850585938,9,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,8B81,16,1/1,1,1,0,0x0,0,score,1
truth_n4_30,4,phase_parity_fprm_opt_rz1,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00013113021850585938,9,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,8B81,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_30,4,phase_parity_fprm_opt_tperrz30,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00013113021850585938,9,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,8B81,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_31,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017690658569335938,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,6B65,16,1/1,1,1,0,0x0,0,score,1
truth_n4_31,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017690658569335938,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,6B65,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_31,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017690658569335938,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,6B65,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_32,4,phase_parity_fprm_opt_score,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00013780593872070312,10,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,386E,16,0/1,1,0,1,0x1,1,score,1
truth_n4_32,4,phase_parity_fprm_opt_rz1,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00013780593872070312,10,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,386E,16,0/1,1,0,1,0x1,1,score_rz1,1
truth_n4_32,4,phase_parity_fprm_opt_tperrz30,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00013780593872070312,10,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,386E,16,0/1,1,0,1,0x1,1,score_synth_tperrz30,1
truth_n4_33,4,phase_parity_fprm_opt_score,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.00014209747314453125,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,72FF,16,1/1,1,1,2,0x2,1,score,1
truth_n4_33,4,phase_parity_fprm_opt_rz1,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.00014209747314453125,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,72FF,16,1/1,1,1,2,0x2,1,score_rz1,1
truth_n4_33,4,phase_parity_fprm_opt_tperrz30,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.00014209747314453125,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,72FF,16,1/1,1,1,2,0x2,1,score_synth_tperrz30,1
truth_n4_34,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00015616416931152344,5,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,96DA,16,0/1,1,0,0,0x0,0,score,0
truth_n4_34,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00015616416931152344,5,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,96DA,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_34,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00015616416931152344,5,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,96DA,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_35,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00016617774963378906,6,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,4737,16,1/1,1,1,0,0x0,0,score,1
truth_n4_35,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00016617774963378906,6,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,4737,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_35,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00016617774963378906,6,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,4737,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_36,4,phase_parity_fprm_opt_score,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.0001380443572998047,9,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,CF36,16,0/1,1,0,0,0x0,0,score,0
truth_n4_36,4,phase_parity_fprm_opt_rz1,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.0001380443572998047,9,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,CF36,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_36,4,phase_parity_fprm_opt_tperrz30,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.0001380443572998047,9,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,CF36,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_37,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0002067089080810547,9,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,DE8A,16,0/1,1,0,0,0x0,0,score,0
truth_n4_37,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0002067089080810547,9,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,DE8A,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_37,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0002067089080810547,9,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,DE8A,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_38,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00018596649169921875,8,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,1A9,16,1/1,1,1,0,0x0,0,score,1
truth_n4_38,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00018596649169921875,8,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,1A9,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_38,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00018596649169921875,8,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,1A9,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_39,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00018787384033203125,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,C241,16,1/1,1,1,0,0x0,0,score,1
truth_n4_39,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00018787384033203125,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,C241,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_39,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00018787384033203125,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,C241,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_4,4,phase_parity_fprm_opt_score,7,24,34,34,0,0,4,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,0.0001461505889892578,9,10,10,3,7,0,4,7,1,True,phase oracle verified up to global phase,,,4668,16,0/1,1,0,1,0x1,1,score,0
truth_n4_4,4,phase_parity_fprm_opt_rz1,7,24,34,34,0,0,4,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,0.0001461505889892578,9,10,10,3,7,0,4,7,1,True,phase oracle verified up to global phase,,,4668,16,0/1,1,0,1,0x1,1,score_rz1,0
truth_n4_4,4,phase_parity_fprm_opt_tperrz30,7,24,34,34,0,0,4,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,0.0001461505889892578,9,10,10,3,7,0,4,7,1,True,phase oracle verified up to global phase,,,4668,16,0/1,1,0,1,0x1,1,score_synth_tperrz30,0
truth_n4_40,4,phase_parity_fprm_opt_score,7,24,35,35,0,0,4,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,0.00013828277587890625,7,11,11,4,7,0,4,7,1,True,phase oracle verified up to global phase,,,CE4A,16,0/1,1,0,1,0x1,1,score,1
truth_n4_40,4,phase_parity_fprm_opt_rz1,7,24,35,35,0,0,4,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,0.00013828277587890625,7,11,11,4,7,0,4,7,1,True,phase oracle verified up to global phase,,,CE4A,16,0/1,1,0,1,0x1,1,score_rz1,1
truth_n4_40,4,phase_parity_fprm_opt_tperrz30,7,24,35,35,0,0,4,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,0.00013828277587890625,7,11,11,4,7,0,4,7,1,True,phase oracle verified up to global phase,,,CE4A,16,0/1,1,0,1,0x1,1,score_synth_tperrz30,1
truth_n4_41,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001800060272216797,6,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,28DF,16,1/1,1,1,0,0x0,0,score,1
truth_n4_41,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001800060272216797,6,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,28DF,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_41,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001800060272216797,6,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,28DF,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_42,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0002079010009765625,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,B2B9,16,1/1,1,1,0,0x0,0,score,1
truth_n4_42,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0002079010009765625,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,B2B9,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_42,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0002079010009765625,11,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,B2B9,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_43,4,phase_parity_fprm_opt_score,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.00013589859008789062,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,6C30,16,0/1,1,0,1,0x1,1,score,0
truth_n4_43,4,phase_parity_fprm_opt_rz1,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.00013589859008789062,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,6C30,16,0/1,1,0,1,0x1,1,score_rz1,0
truth_n4_43,4,phase_parity_fprm_opt_tperrz30,8,18,28,28,0,0,4,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,0.00013589859008789062,5,10,10,2,8,0,4,8,1,True,phase oracle verified up to global phase,,,6C30,16,0/1,1,0,1,0x1,1,score_synth_tperrz30,0
truth_n4_44,4,phase_parity_fprm_opt_score,8,28,42,42,0,0,4,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,0.0001800060272216797,10,14,14,6,8,0,4,8,1,True,phase oracle verified up to global phase,,,571A,16,0/1,1,0,0,0x0,0,score,0
truth_n4_44,4,phase_parity_fprm_opt_rz1,8,28,42,42,0,0,4,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,0.0001800060272216797,10,14,14,6,8,0,4,8,1,True,phase oracle verified up to global phase,,,571A,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_44,4,phase_parity_fprm_opt_tperrz30,8,28,42,42,0,0,4,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,10.170000000000002,0.0001800060272216797,10,14,14,6,8,0,4,8,1,True,phase oracle verified up to global phase,,,571A,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_45,4,phase_parity_fprm_opt_score,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00012230873107910156,6,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,4722,16,0/1,1,0,0,0x0,0,score,0
truth_n4_45,4,phase_parity_fprm_opt_rz1,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00012230873107910156,6,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,4722,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_45,4,phase_parity_fprm_opt_tperrz30,7,14,23,23,0,0,4,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,8.135,0.00012230873107910156,6,9,9,2,7,0,4,7,1,True,phase oracle verified up to global phase,,,4722,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_46,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001761913299560547,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,27CD,16,1/1,1,1,0,0x0,0,score,1
truth_n4_46,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001761913299560547,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,27CD,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_46,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001761913299560547,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,27CD,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_47,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00020194053649902344,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,371E,16,0/1,1,0,0,0x0,0,score,0
truth_n4_47,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00020194053649902344,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,371E,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_47,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00020194053649902344,10,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,371E,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_48,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0002079010009765625,13,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,F50B,16,1/1,1,1,0,0x0,0,score,1
