name,n,method,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,score_lower_bound,score_rz1,score_rz1.5,score_rz2,score_rz4,score_rz10,score_synth_tperrz30,score_synth_tperrz60,score_synth_tperrz100,time_s,anf_terms,parity_gadgets,rz_total,rz_clifford,rz_t_like,rz_non_clifford,rz_max_denominator,phase_ops,ct_supported,verified_up_to_global_phase,correct,skipped,error,truth_table_hex,candidate_polarities,global_phase_pi,global_phase_pi_den,global_phase_pi_num,polarity,polarity_hex,polarity_weight,rank_metric,shifted_constant_term
mul_w2_bit1,4,phase_parity_fprm_opt_tperrz30,0,4,10,10,0,0,4,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,9.489059448242188e-05,2,6,6,6,0,0,2,0,1,True,phase oracle verified up to global phase,,,6AC0,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
parity_n4,4,phase_parity_fprm_opt_score,0,0,4,4,0,0,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.081031799316406e-05,4,4,4,4,0,0,1,0,1,True,phase oracle verified up to global phase,,,6996,16,0/1,1,0,0,0x0,0,score,0
parity_n4,4,phase_parity_fprm_opt_rz1,0,0,4,4,0,0,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.081031799316406e-05,4,4,4,4,0,0,1,0,1,True,phase oracle verified up to global phase,,,6996,16,0/1,1,0,0,0x0,0,score_rz1,0
parity_n4,4,phase_parity_fprm_opt_tperrz30,0,0,4,4,0,0,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.081031799316406e-05,4,4,4,4,0,0,1,0,1,True,phase oracle verified up to global phase,,,6996,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
threshold2_n4,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001742839813232422,7,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,FEE8,16,0/1,1,0,0,0x0,0,score,0
threshold2_n4,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001742839813232422,7,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,FEE8,16,0/1,1,0,0,0x0,0,score_rz1,0
threshold2_n4,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.0001742839813232422,7,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,FEE8,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_0,4,phase_parity_fprm_opt_score,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00014710426330566406,9,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,A3B1,16,1/1,1,1,0,0x0,0,score,1
truth_n4_0,4,phase_parity_fprm_opt_rz1,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00014710426330566406,9,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,A3B1,16,1/1,1,1,0,0x0,0,score_rz1,1
truth_n4_0,4,phase_parity_fprm_opt_tperrz30,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00014710426330566406,9,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,A3B1,16,1/1,1,1,0,0x0,0,score_synth_tperrz30,1
truth_n4_1,4,phase_parity_fprm_opt_score,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00014901161193847656,8,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,1C80,16,0/1,1,0,10,0xa,2,score,1
truth_n4_1,4,phase_parity_fprm_opt_rz1,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00014901161193847656,8,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,1C80,16,0/1,1,0,10,0xa,2,score_rz1,1
truth_n4_1,4,phase_parity_fprm_opt_tperrz30,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.00014901161193847656,8,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,1C80,16,0/1,1,0,10,0xa,2,score_synth_tperrz30,1
truth_n4_10,4,phase_parity_fprm_opt_score,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017905235290527344,7,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,AD3C,16,0/1,1,0,0,0x0,0,score,0
truth_n4_10,4,phase_parity_fprm_opt_rz1,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017905235290527344,7,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,AD3C,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_10,4,phase_parity_fprm_opt_tperrz30,0,34,49,49,0,0,4,2.585,2.585,17.585,25.085,32.585,62.585,152.585,463.83500000000004,925.085,1540.0849999999998,0.00017905235290527344,7,15,15,0,0,15,8,15,0,True,phase oracle verified up to global phase,,,AD3C,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_11,4,phase_parity_fprm_opt_score,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.0001380443572998047,9,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,BD9C,16,0/1,1,0,0,0x0,0,score,0
truth_n4_11,4,phase_parity_fprm_opt_rz1,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.0001380443572998047,9,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,BD9C,16,0/1,1,0,0,0x0,0,score_rz1,0
truth_n4_11,4,phase_parity_fprm_opt_tperrz30,8,20,31,31,0,0,4,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,9.575000000000001,0.0001380443572998047,9,11,11,3,8,0,4,8,1,True,phase oracle verified up to global phase,,,BD9C,16,0/1,1,0,0,0x0,0,score_synth_tperrz30,0
truth_n4_12,4,phase_parity_fprm_opt_score,7,24,35,35,0,0,4,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,0.00015997886657714844,7,11,11,4,7,0,4,7,1,True,phase oracle verified up to global phase,,,E465,16,1/1,1,1,1,0x1,1,score,0
truth_n4_12,4,phase_parity_fprm_opt_rz1,7,24,35,35,0,0,4,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,8.834999999999999,0.00015997886657714844,7,11,11,4,7,0,4,7,1,True,phase oracle verified up to global phase,,,E465,16,1/1,1,1,1,0x1,1,score_rz1,0
