CNOT,T,anf_terms,correct,depth,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,score,skipped,terms,time_s,truth_table_hex
15,8,4,True,18,0,10,and_rc_nmcts,3,4,truth_n3_1,1,10.969999999999999,,4,0.011322975158691406,1C
21,12,4,True,21,1,6,greedy_factor,3,5,truth_n3_1,1,15.215,,4,5.507469177246094e-05,1C
21,12,4,True,21,1,6,mcts_factor,3,5,truth_n3_1,1,15.215,,4,0.0004730224609375,1C
21,12,4,True,21,1,6,fprm_mcts,3,5,truth_n3_1,1,15.215,,4,0.004415988922119141,1C
15,8,4,True,18,0,10,and_fprm_mcts,3,4,truth_n3_1,1,10.969999999999999,,4,0.004250049591064453,1C
15,8,4,True,18,0,10,and_fprm_neural_mcts,3,4,truth_n3_1,1,10.969999999999999,,4,0.009962081909179688,1C
20,20,4,True,26,0,8,cube_greedy,3,4,truth_n3_1,1,23.27,,4,1.9073486328125e-05,1C
20,20,4,True,26,0,8,cube_beam,3,4,truth_n3_1,1,23.27,,4,3.814697265625e-05,1C
21,12,4,True,21,1,6,neural_mcts,3,5,truth_n3_1,1,15.215,,4,0.0006561279296875,1C
17,16,4,True,19,0,6,sshr_h,3,4,truth_n3_1,1,19.025,,4,2.6226043701171875e-05,1C
14,8,4,True,14,0,4,direct_anf,3,4,truth_n3_2,0,8.81,,4,1.3113021850585938e-05,6
16,8,4,True,16,0,8,and_direct_anf,3,4,truth_n3_2,0,8.96,,4,1.3113021850585938e-05,6
14,8,4,True,16,0,8,and_rc_nmcts,3,4,truth_n3_2,0,8.88,,2,0.0009379386901855469,6
14,8,4,True,14,0,4,greedy_factor,3,4,truth_n3_2,0,8.81,,4,2.09808349609375e-05,6
14,8,4,True,14,0,4,mcts_factor,3,4,truth_n3_2,0,8.81,,4,3.409385681152344e-05,6
12,8,4,True,14,0,4,fprm_mcts,3,4,truth_n3_2,0,8.73,,2,0.0003600120544433594,6
14,8,4,True,16,0,8,and_fprm_mcts,3,4,truth_n3_2,0,8.88,,2,0.0003509521484375,6
14,8,4,True,16,0,8,and_fprm_neural_mcts,3,4,truth_n3_2,0,8.88,,2,0.0007238388061523438,6
28,32,4,True,36,0,10,cube_greedy,3,4,truth_n3_2,1,35.76,,4,1.71661376953125e-05,6
28,32,4,True,36,0,10,cube_beam,3,4,truth_n3_2,1,35.76,,4,2.002716064453125e-05,6
14,8,4,True,14,0,4,neural_mcts,3,4,truth_n3_2,0,8.81,,4,4.00543212890625e-05,6
8,4,4,True,10,0,5,sshr_h,3,4,truth_n3_2,0,4.5200000000000005,,4,1.71661376953125e-05,6
19,12,5,True,20,0,5,direct_anf,3,4,truth_n3_3,0,13.110000000000001,,5,1.2874603271484375e-05,BD
22,12,5,True,23,0,11,and_direct_anf,3,4,truth_n3_3,0,13.335,,5,1.5020370483398438e-05,BD
22,12,5,True,23,0,11,and_rc_nmcts,3,4,truth_n3_3,0,13.335,,5,0.0011179447174072266,BD
19,12,5,True,20,0,5,greedy_factor,3,4,truth_n3_3,0,13.110000000000001,,5,2.5272369384765625e-05,BD
19,12,5,True,20,0,5,mcts_factor,3,4,truth_n3_3,0,13.110000000000001,,5,3.886222839355469e-05,BD
19,12,5,True,20,0,5,fprm_mcts,3,4,truth_n3_3,0,13.110000000000001,,5,0.00042700767517089844,BD
22,12,5,True,23,0,11,and_fprm_mcts,3,4,truth_n3_3,0,13.335,,5,0.00041604042053222656,BD
22,12,5,True,23,0,11,and_fprm_neural_mcts,3,4,truth_n3_3,0,13.335,,5,0.0008809566497802734,BD
28,32,5,True,35,0,9,cube_greedy,3,4,truth_n3_3,1,35.735,,5,2.4080276489257812e-05,BD
18,12,5,True,24,0,9,cube_beam,3,4,truth_n3_3,0,13.17,,5,0.00026416778564453125,BD
19,12,5,True,20,0,5,neural_mcts,3,4,truth_n3_3,0,13.110000000000001,,5,4.410743713378906e-05,BD
10,4,5,True,11,0,6,sshr_h,3,4,truth_n3_3,0,4.625,,5,2.574920654296875e-05,BD
6,4,1,True,6,0,1,direct_anf,5,6,anf_n5_0,0,4.34,,1,1.2159347534179688e-05,A0A0A0A0
7,4,1,True,7,0,3,and_direct_anf,5,6,anf_n5_0,0,4.415000000000001,,1,1.2874603271484375e-05,A0A0A0A0
7,4,1,True,7,0,3,and_rc_nmcts,5,6,anf_n5_0,0,4.415000000000001,,1,0.0019550323486328125,A0A0A0A0
6,4,1,True,6,0,1,greedy_factor,5,6,anf_n5_0,0,4.34,,1,1.1920928955078125e-05,A0A0A0A0
6,4,1,True,6,0,1,mcts_factor,5,6,anf_n5_0,0,4.34,,1,3.409385681152344e-05,A0A0A0A0
6,4,1,True,6,0,1,fprm_mcts,5,6,anf_n5_0,0,4.34,,1,0.0006830692291259766,A0A0A0A0
7,4,1,True,7,0,3,and_fprm_mcts,5,6,anf_n5_0,0,4.415000000000001,,1,0.0006680488586425781,A0A0A0A0
7,4,1,True,7,0,3,and_fprm_neural_mcts,5,6,anf_n5_0,0,4.415000000000001,,1,0.001558065414428711,A0A0A0A0
6,4,1,True,6,0,1,cube_greedy,5,6,anf_n5_0,0,4.34,,1,0.0007712841033935547,A0A0A0A0
6,4,1,True,6,0,1,cube_beam,5,6,anf_n5_0,0,4.34,,1,0.0012249946594238281,A0A0A0A0
6,4,1,True,6,0,1,neural_mcts,5,6,anf_n5_0,0,4.34,,1,3.1948089599609375e-05,A0A0A0A0
6,4,1,True,6,0,1,sshr_h,5,6,anf_n5_0,0,4.34,,1,0.01265406608581543,A0A0A0A0
6,4,1,True,6,0,1,direct_anf,5,6,anf_n5_1,0,4.34,,1,1.4066696166992188e-05,F000F000
7,4,1,True,7,0,3,and_direct_anf,5,6,anf_n5_1,0,4.415000000000001,,1,1.3828277587890625e-05,F000F000
7,4,1,True,7,0,3,and_rc_nmcts,5,6,anf_n5_1,0,4.415000000000001,,1,0.0018649101257324219,F000F000
6,4,1,True,6,0,1,greedy_factor,5,6,anf_n5_1,0,4.34,,1,1.1920928955078125e-05,F000F000
6,4,1,True,6,0,1,mcts_factor,5,6,anf_n5_1,0,4.34,,1,2.8133392333984375e-05,F000F000
6,4,1,True,6,0,1,fprm_mcts,5,6,anf_n5_1,0,4.34,,1,0.0006730556488037109,F000F000
7,4,1,True,7,0,3,and_fprm_mcts,5,6,anf_n5_1,0,4.415000000000001,,1,0.0006639957427978516,F000F000
7,4,1,True,7,0,3,and_fprm_neural_mcts,5,6,anf_n5_1,0,4.415000000000001,,1,0.0015382766723632812,F000F000
6,4,1,True,6,0,1,cube_greedy,5,6,anf_n5_1,0,4.34,,1,3.695487976074219e-05,F000F000
6,4,1,True,6,0,1,cube_beam,5,6,anf_n5_1,0,4.34,,1,0.0012421607971191406,F000F000
6,4,1,True,6,0,1,neural_mcts,5,6,anf_n5_1,0,4.34,,1,3.0994415283203125e-05,F000F000
6,4,1,True,6,0,1,sshr_h,5,6,anf_n5_1,0,4.34,,1,0.00021505355834960938,F000F000
7,4,2,True,7,0,2,direct_anf,5,6,anf_n5_2,0,4.405,,2,1.4066696166992188e-05,F0F0000
8,4,2,True,8,0,4,and_direct_anf,5,6,anf_n5_2,0,4.48,,2,1.3828277587890625e-05,F0F0000
7,4,2,True,9,0,5,and_rc_nmcts,5,6,anf_n5_2,0,4.465,,1,0.0018858909606933594,F0F0000
7,4,2,True,7,0,2,greedy_factor,5,6,anf_n5_2,0,4.405,,2,1.8835067749023438e-05,F0F0000
7,4,2,True,7,0,2,mcts_factor,5,6,anf_n5_2,0,4.405,,2,3.1948089599609375e-05,F0F0000
6,4,2,True,8,0,3,fprm_mcts,5,6,anf_n5_2,0,4.390000000000001,,1,0.0006921291351318359,F0F0000
7,4,2,True,9,0,5,and_fprm_mcts,5,6,anf_n5_2,0,4.465,,1,0.0006759166717529297,F0F0000
7,4,2,True,9,0,5,and_fprm_neural_mcts,5,6,anf_n5_2,0,4.465,,1,0.0015339851379394531,F0F0000
6,4,2,True,8,0,3,cube_greedy,5,6,anf_n5_2,0,4.390000000000001,,2,4.100799560546875e-05,F0F0000
6,4,2,True,8,0,3,cube_beam,5,6,anf_n5_2,0,4.390000000000001,,2,0.0011980533599853516,F0F0000
7,4,2,True,7,0,2,neural_mcts,5,6,anf_n5_2,0,4.405,,2,3.910064697265625e-05,F0F0000
6,4,2,True,8,0,3,sshr_h,5,6,anf_n5_2,0,4.390000000000001,,2,0.00021600723266601562,F0F0000
32,28,4,True,32,0,4,direct_anf,5,6,anf_n5_3,1,31.8,,4,1.7881393432617188e-05,42CAE860
34,20,4,True,34,0,14,and_direct_anf,5,6,anf_n5_3,1,24.01,,4,1.811981201171875e-05,42CAE860
34,20,4,True,34,0,14,and_rc_nmcts,5,6,anf_n5_3,1,24.01,,4,0.017879009246826172,42CAE860
32,28,4,True,32,0,4,greedy_factor,5,6,anf_n5_3,1,31.8,,4,3.0994415283203125e-05,42CAE860
32,28,4,True,32,0,4,mcts_factor,5,6,anf_n5_3,1,31.8,,4,4.506111145019531e-05,42CAE860
37,24,4,True,39,1,9,fprm_mcts,5,7,anf_n5_3,1,28.155,,5,0.007664918899536133,42CAE860
34,20,4,True,34,0,14,and_fprm_mcts,5,6,anf_n5_3,1,24.01,,4,0.004817962646484375,42CAE860
34,20,4,True,34,0,14,and_fprm_neural_mcts,5,6,anf_n5_3,1,24.01,,4,0.017399072647094727,42CAE860
48,52,4,True,52,0,8,cube_greedy,5,6,anf_n5_3,1,56.78,,4,0.00010013580322265625,42CAE860
48,52,4,True,52,0,8,cube_beam,5,6,anf_n5_3,1,56.78,,4,0.00284576416015625,42CAE860
32,28,4,True,32,0,4,neural_mcts,5,6,anf_n5_3,1,31.8,,4,5.1021575927734375e-05,42CAE860
30,24,4,True,34,0,11,sshr_h,5,6,anf_n5_3,1,27.82,,4,0.0006439685821533203,42CAE860
