name,verified,threshold,run_probability,action,resource_time_s,pareto_time_s,policy_time_s,resource_score,pareto_score,policy_score,resource_T,pareto_T,policy_T,resource_CNOT,pareto_CNOT,policy_CNOT,resource_depth,pareto_depth,policy_depth,resource_gates,pareto_gates,policy_gates,resource_peak_ancilla,pareto_peak_ancilla,policy_peak_ancilla
raw_mcts_budget_policy_test_seed45:truth_n4_0,True,0.6,0.46605774760246277,stop_after_resource,0.06351709365844727,0.41975975036621094,0.06351709365844727,17.740000000000002,17.740000000000002,17.740000000000002,12.0,12.0,12.0,27.0,27.0,27.0,32.0,32.0,32.0,18.0,18.0,18.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_1,True,0.6,0.41020095348358154,stop_after_resource,0.01952505111694336,0.1532738208770752,0.01952505111694336,15.815,15.815,15.815,12.0,12.0,12.0,29.0,29.0,29.0,31.0,31.0,31.0,19.0,19.0,19.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_10,True,0.6,0.43978172540664673,stop_after_resource,0.052607059478759766,0.4095301628112793,0.052607059478759766,24.705,24.705,24.705,20.0,20.0,20.0,43.0,43.0,43.0,49.0,49.0,49.0,25.0,25.0,25.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_11,True,0.6,0.42284613847732544,stop_after_resource,0.034867048263549805,0.2552981376647949,0.034867048263549805,11.14,11.14,11.14,8.0,8.0,8.0,18.0,18.0,18.0,20.0,20.0,20.0,12.0,12.0,12.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_12,True,0.6,0.43389520049095154,stop_after_resource,0.03345894813537598,0.24219894409179688,0.03345894813537598,15.375,15.375,15.375,12.0,12.0,12.0,23.0,23.0,23.0,23.0,23.0,23.0,11.0,11.0,11.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_13,True,0.6,0.5137815475463867,stop_after_resource,0.03778982162475586,0.2704949378967285,0.03778982162475586,15.59,15.59,15.59,12.0,12.0,12.0,24.0,24.0,24.0,30.0,30.0,30.0,18.0,18.0,18.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_14,True,0.6,0.5388259291648865,stop_after_resource,0.004979848861694336,0.04111289978027344,0.004979848861694336,9.01,9.01,9.01,8.0,8.0,8.0,16.0,16.0,16.0,18.0,18.0,18.0,10.0,10.0,10.0,0.0,0.0,0.0
raw_mcts_budget_policy_test_seed45:truth_n4_15,True,0.6,0.44453752040863037,stop_after_resource,0.08076167106628418,0.5421731472015381,0.08076167106628418,18.015,18.015,18.015,12.0,12.0,12.0,32.0,32.0,32.0,35.0,35.0,35.0,21.0,21.0,21.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_16,True,0.6,0.44513970613479614,stop_after_resource,0.0630950927734375,0.4352531433105469,0.0630950927734375,17.65,17.65,17.65,12.0,12.0,12.0,26.0,26.0,26.0,30.0,30.0,30.0,16.0,16.0,16.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_17,True,0.6,0.482826828956604,stop_after_resource,0.08937501907348633,0.573173999786377,0.08937501907348633,22.095,22.095,22.095,16.0,16.0,16.0,35.0,35.0,35.0,35.0,35.0,35.0,17.0,17.0,17.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_18,True,0.6,0.45468947291374207,stop_after_resource,0.07301616668701172,0.49263787269592285,0.07301616668701172,22.205,22.205,22.205,16.0,16.0,16.0,34.0,34.0,34.0,41.0,41.0,41.0,23.0,23.0,23.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_19,True,0.6,0.4760423004627228,stop_after_resource,0.0810859203338623,0.5523090362548828,0.0810859203338623,22.585,22.585,22.585,16.0,16.0,16.0,41.0,41.0,41.0,45.0,45.0,45.0,27.0,27.0,27.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_2,True,0.6,0.6062958240509033,run_pareto,0.04829287528991699,0.33722400665283203,0.385516881942749,20.25,20.25,20.25,16.0,16.0,16.0,37.0,37.0,37.0,38.0,38.0,38.0,20.0,20.0,20.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_20,True,0.6,0.5482885837554932,stop_after_resource,0.03406119346618652,0.25312280654907227,0.03406119346618652,24.195,22.32,24.195,20.0,16.0,20.0,33.0,37.0,33.0,43.0,40.0,43.0,23.0,24.0,23.0,1.0,2.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_21,True,0.6,0.5089666247367859,stop_after_resource,0.07545590400695801,0.49800896644592285,0.07545590400695801,22.25,22.25,22.25,16.0,16.0,16.0,37.0,37.0,37.0,38.0,38.0,38.0,20.0,20.0,20.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_22,True,0.6,0.4576927423477173,stop_after_resource,0.09553885459899902,0.6187639236450195,0.09553885459899902,22.205,22.205,22.205,16.0,16.0,16.0,34.0,34.0,34.0,41.0,41.0,41.0,23.0,23.0,23.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_23,True,0.6,0.37804114818573,stop_after_resource,0.06567120552062988,0.4266700744628906,0.06567120552062988,22.05,22.05,22.05,16.0,16.0,16.0,32.0,32.0,32.0,38.0,38.0,38.0,20.0,20.0,20.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_24,True,0.6,0.44769641757011414,stop_after_resource,0.04264497756958008,0.3217759132385254,0.04264497756958008,20.32,20.32,20.32,16.0,16.0,16.0,38.0,38.0,38.0,40.0,40.0,40.0,20.0,20.0,20.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_25,True,0.6,0.45200231671333313,stop_after_resource,0.02019190788269043,0.15496587753295898,0.02019190788269043,15.59,15.59,15.59,12.0,12.0,12.0,24.0,24.0,24.0,30.0,30.0,30.0,18.0,18.0,18.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_26,True,0.6,0.3832886517047882,stop_after_resource,0.030552148818969727,0.3211667537689209,0.030552148818969727,15.735,15.735,15.735,12.0,12.0,12.0,27.0,27.0,27.0,31.0,31.0,31.0,19.0,19.0,19.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_27,True,0.6,0.4676108658313751,stop_after_resource,0.07271194458007812,0.4578230381011963,0.07271194458007812,17.575,17.575,17.575,12.0,12.0,12.0,26.0,26.0,26.0,27.0,27.0,27.0,13.0,13.0,13.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_28,True,0.6,0.46302810311317444,stop_after_resource,0.0892629623413086,0.5608780384063721,0.0892629623413086,22.08,22.08,22.08,16.0,16.0,16.0,34.0,34.0,34.0,36.0,36.0,36.0,18.0,18.0,18.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_29,True,0.6,0.497909277677536,stop_after_resource,0.02976202964782715,0.23204302787780762,0.02976202964782715,24.255000000000003,24.255000000000003,24.255000000000003,20.0,20.0,20.0,37.0,37.0,37.0,39.0,39.0,39.0,19.0,19.0,19.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_3,True,0.6,0.45085638761520386,stop_after_resource,0.03864002227783203,0.28461623191833496,0.03864002227783203,19.955,19.955,19.955,16.0,16.0,16.0,31.0,31.0,31.0,35.0,35.0,35.0,19.0,19.0,19.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_30,True,0.6,0.3968723714351654,stop_after_resource,0.09270501136779785,0.5909738540649414,0.09270501136779785,22.1,22.1,22.1,16.0,16.0,16.0,32.0,32.0,32.0,40.0,40.0,40.0,22.0,22.0,22.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_31,True,0.6,0.4102826416492462,stop_after_resource,0.030296802520751953,0.31426477432250977,0.030296802520751953,15.815,15.815,15.815,12.0,12.0,12.0,29.0,29.0,29.0,31.0,31.0,31.0,19.0,19.0,19.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_32,True,0.6,0.4490576386451721,stop_after_resource,0.09681415557861328,0.6230459213256836,0.09681415557861328,22.315,22.315,22.315,16.0,16.0,16.0,38.0,38.0,38.0,39.0,39.0,39.0,21.0,21.0,21.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_33,True,0.6,0.459261417388916,stop_after_resource,0.04532194137573242,0.34143805503845215,0.04532194137573242,20.105,20.105,20.105,16.0,16.0,16.0,34.0,34.0,34.0,37.0,37.0,37.0,19.0,19.0,19.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_34,True,0.6,0.505035400390625,stop_after_resource,0.09762883186340332,0.654853105545044,0.09762883186340332,26.585,26.585,26.585,20.0,20.0,20.0,42.0,42.0,42.0,45.0,45.0,45.0,23.0,23.0,23.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_35,True,0.6,0.4697533845901489,stop_after_resource,0.07450294494628906,0.48541712760925293,0.07450294494628906,17.755000000000003,17.755000000000003,17.755000000000003,12.0,12.0,12.0,28.0,28.0,28.0,31.0,31.0,31.0,17.0,17.0,17.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_36,True,0.6,0.3778179883956909,stop_after_resource,0.07388806343078613,0.46877312660217285,0.07388806343078613,21.935,21.935,21.935,16.0,16.0,16.0,31.0,31.0,31.0,35.0,35.0,35.0,17.0,17.0,17.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_37,True,0.6,0.5860364437103271,stop_after_resource,0.03680992126464844,0.28458333015441895,0.03680992126464844,20.08,20.08,20.08,16.0,16.0,16.0,31.0,31.0,31.0,40.0,40.0,40.0,24.0,24.0,24.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_38,True,0.6,0.45809558033943176,stop_after_resource,0.09614109992980957,0.6155009269714355,0.09614109992980957,22.155,22.155,22.155,16.0,16.0,16.0,34.0,34.0,34.0,39.0,39.0,39.0,21.0,21.0,21.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_39,True,0.6,0.5125259160995483,stop_after_resource,0.005285024642944336,0.04600238800048828,0.005285024642944336,9.270000000000001,9.270000000000001,9.270000000000001,8.0,8.0,8.0,20.0,20.0,20.0,22.0,22.0,22.0,14.0,14.0,14.0,0.0,0.0,0.0
raw_mcts_budget_policy_test_seed45:truth_n4_4,True,0.6,0.4907011091709137,stop_after_resource,0.03973817825317383,0.25772523880004883,0.03973817825317383,24.305,24.305,24.305,20.0,20.0,20.0,37.0,37.0,37.0,41.0,41.0,41.0,21.0,21.0,21.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_40,True,0.6,0.4778219759464264,stop_after_resource,0.0727841854095459,0.49761104583740234,0.0727841854095459,26.365,26.365,26.365,20.0,20.0,20.0,39.0,39.0,39.0,41.0,41.0,41.0,19.0,19.0,19.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_41,True,0.6,0.47320884466171265,stop_after_resource,0.020632028579711914,0.1448349952697754,0.020632028579711914,15.51,15.51,15.51,12.0,12.0,12.0,22.0,22.0,22.0,30.0,30.0,30.0,18.0,18.0,18.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_42,True,0.6,0.4898499548435211,stop_after_resource,0.01936793327331543,0.13725900650024414,0.01936793327331543,15.345,15.345,15.345,12.0,12.0,12.0,21.0,21.0,21.0,25.0,25.0,25.0,13.0,13.0,13.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_43,True,0.6,0.392992228269577,stop_after_resource,0.09347987174987793,0.5862436294555664,0.09347987174987793,17.615000000000002,17.615000000000002,17.615000000000002,12.0,12.0,12.0,27.0,27.0,27.0,27.0,27.0,27.0,13.0,13.0,13.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_44,True,0.6,0.457123726606369,stop_after_resource,0.04306292533874512,0.34224700927734375,0.04306292533874512,20.16,20.16,20.16,16.0,16.0,16.0,36.0,36.0,36.0,36.0,36.0,36.0,18.0,18.0,18.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_45,True,0.6,0.44350665807724,stop_after_resource,0.0929269790649414,0.6050801277160645,0.0929269790649414,22.455,22.455,22.455,16.0,16.0,16.0,39.0,39.0,39.0,43.0,43.0,43.0,25.0,25.0,25.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_46,True,0.6,0.4684534966945648,stop_after_resource,0.050878286361694336,0.3639659881591797,0.050878286361694336,20.525000000000002,20.525000000000002,20.525000000000002,16.0,16.0,16.0,40.0,40.0,40.0,45.0,45.0,45.0,25.0,25.0,25.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_47,True,0.6,0.5449661016464233,stop_after_resource,0.054499149322509766,0.3889732360839844,0.054499149322509766,24.759999999999998,24.759999999999998,24.759999999999998,20.0,20.0,20.0,45.0,45.0,45.0,48.0,48.0,48.0,24.0,24.0,24.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_48,True,0.6,0.5754765272140503,stop_after_resource,0.004821062088012695,0.04050898551940918,0.004821062088012695,6.8549999999999995,6.8549999999999995,6.8549999999999995,4.0,4.0,4.0,13.0,13.0,13.0,15.0,15.0,15.0,11.0,11.0,11.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_49,True,0.6,0.496489554643631,stop_after_resource,0.09681987762451172,0.606630802154541,0.09681987762451172,22.475,22.085,22.475,16.0,16.0,16.0,40.0,33.0,40.0,43.0,37.0,43.0,23.0,21.0,23.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_5,True,0.6,0.4646932780742645,stop_after_resource,0.09185409545898438,0.5789029598236084,0.09185409545898438,22.47,22.47,22.47,16.0,16.0,16.0,40.0,40.0,40.0,42.0,42.0,42.0,24.0,24.0,24.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_50,True,0.6,0.48602068424224854,stop_after_resource,0.021656036376953125,0.16523313522338867,0.021656036376953125,19.88,19.88,19.88,16.0,16.0,16.0,31.0,31.0,31.0,32.0,32.0,32.0,16.0,16.0,16.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_51,True,0.6,0.46186041831970215,stop_after_resource,0.03195810317993164,0.3044159412384033,0.03195810317993164,15.700000000000001,15.700000000000001,15.700000000000001,12.0,12.0,12.0,28.0,28.0,28.0,28.0,28.0,28.0,16.0,16.0,16.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_52,True,0.6,0.4481189250946045,stop_after_resource,0.03843402862548828,0.284822940826416,0.03843402862548828,15.6,15.6,15.6,12.0,12.0,12.0,26.0,26.0,26.0,28.0,28.0,28.0,14.0,14.0,14.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_53,True,0.6,0.43235349655151367,stop_after_resource,0.0895090103149414,0.5584242343902588,0.0895090103149414,17.78,17.78,17.78,12.0,12.0,12.0,28.0,28.0,28.0,32.0,32.0,32.0,18.0,18.0,18.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_54,True,0.6,0.4936670660972595,stop_after_resource,0.03317093849182129,0.338529109954834,0.03317093849182129,24.64,24.64,24.64,20.0,20.0,20.0,41.0,41.0,41.0,48.0,48.0,48.0,28.0,28.0,28.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_55,True,0.6,0.4502990245819092,stop_after_resource,0.020971059799194336,0.15781331062316895,0.020971059799194336,15.66,15.66,15.66,12.0,12.0,12.0,27.0,27.0,27.0,28.0,28.0,28.0,16.0,16.0,16.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_56,True,0.6,0.42777296900749207,stop_after_resource,0.03851914405822754,0.2762448787689209,0.03851914405822754,19.875,19.875,19.875,16.0,16.0,16.0,29.0,29.0,29.0,35.0,35.0,35.0,19.0,19.0,19.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_57,True,0.6,0.3992469608783722,stop_after_resource,0.08853507041931152,0.5686750411987305,0.08853507041931152,22.44,22.44,22.44,16.0,16.0,16.0,38.0,38.0,38.0,44.0,44.0,44.0,26.0,26.0,26.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_58,True,0.6,0.4935152232646942,stop_after_resource,0.04240703582763672,0.2996087074279785,0.04240703582763672,20.03,20.03,20.03,16.0,16.0,16.0,34.0,34.0,34.0,34.0,34.0,34.0,16.0,16.0,16.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_59,True,0.6,0.47491317987442017,stop_after_resource,0.08378386497497559,0.553408145904541,0.08378386497497559,22.22,22.22,22.22,16.0,16.0,16.0,35.0,35.0,35.0,40.0,40.0,40.0,22.0,22.0,22.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_6,True,0.6,0.4539586901664734,stop_after_resource,0.01947474479675293,0.14913010597229004,0.01947474479675293,15.865,15.865,15.865,12.0,12.0,12.0,29.0,29.0,29.0,33.0,33.0,33.0,21.0,21.0,21.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_60,True,0.6,0.4179786443710327,stop_after_resource,0.029259204864501953,0.22216510772705078,0.029259204864501953,15.425,15.425,15.425,12.0,12.0,12.0,23.0,23.0,23.0,25.0,25.0,25.0,13.0,13.0,13.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_61,True,0.6,0.42275890707969666,stop_after_resource,0.08180999755859375,0.541316032409668,0.08180999755859375,22.365,22.365,22.365,16.0,16.0,16.0,38.0,38.0,38.0,41.0,41.0,41.0,23.0,23.0,23.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n4_62,True,0.6,0.5099130868911743,stop_after_resource,0.044771671295166016,0.34060096740722656,0.044771671295166016,20.119999999999997,20.119999999999997,20.119999999999997,16.0,16.0,16.0,35.0,35.0,35.0,36.0,36.0,36.0,18.0,18.0,18.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_63,True,0.6,0.4975637197494507,stop_after_resource,0.046111106872558594,0.3445148468017578,0.046111106872558594,20.195,20.195,20.195,16.0,16.0,16.0,35.0,35.0,35.0,39.0,39.0,39.0,21.0,21.0,21.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_7,True,0.6,0.44598668813705444,stop_after_resource,0.035162925720214844,0.24834609031677246,0.035162925720214844,15.490000000000002,15.490000000000002,15.490000000000002,12.0,12.0,12.0,24.0,24.0,24.0,26.0,26.0,26.0,14.0,14.0,14.0,1.0,1.0,1.0
raw_mcts_budget_policy_test_seed45:truth_n4_8,True,0.6,0.6401374340057373,run_pareto,0.005177021026611328,0.04594302177429199,0.05112004280090332,13.44,13.44,13.44,12.0,12.0,12.0,24.0,24.0,24.0,24.0,24.0,24.0,12.0,12.0,12.0,0.0,0.0,0.0
raw_mcts_budget_policy_test_seed45:truth_n4_9,True,0.6,0.4418375790119171,stop_after_resource,0.08914613723754883,0.5935847759246826,0.08914613723754883,22.365,22.365,22.365,16.0,16.0,16.0,38.0,38.0,38.0,41.0,41.0,41.0,23.0,23.0,23.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n5_0,True,0.6,0.39986544847488403,stop_after_resource,0.31177616119384766,2.322409152984619,0.31177616119384766,44.91,44.91,44.91,36.0,36.0,36.0,79.0,79.0,79.0,86.0,86.0,86.0,46.0,46.0,46.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n5_1,True,0.6,0.6641631126403809,run_pareto,0.6049020290374756,3.874116897583008,4.479018926620483,58.19499999999999,53.660000000000004,53.660000000000004,48.0,44.0,44.0,102.0,91.0,91.0,107.0,100.0,100.0,51.0,52.0,52.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n5_10,True,0.6,0.8553780913352966,run_pareto,0.480745792388916,3.181859016418457,3.662604808807373,44.38,41.84,41.84,36.0,32.0,32.0,72.0,62.0,62.0,76.0,68.0,68.0,36.0,34.0,34.0,2.0,3.0,3.0
raw_mcts_budget_policy_test_seed45:truth_n5_11,True,0.6,0.8997419476509094,run_pareto,0.4962286949157715,3.5769662857055664,4.073194980621338,58.25,55.67,55.67,48.0,44.0,44.0,101.0,90.0,90.0,110.0,102.0,102.0,56.0,54.0,54.0,2.0,3.0,3.0
raw_mcts_budget_policy_test_seed45:truth_n5_12,True,0.6,0.6806241273880005,run_pareto,0.5169367790222168,3.662062883377075,4.178999662399292,53.805,53.64,53.64,44.0,44.0,44.0,95.0,91.0,91.0,101.0,100.0,100.0,49.0,50.0,50.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n5_13,True,0.6,0.7012308835983276,run_pareto,0.6432480812072754,4.280413866043091,4.923661947250366,62.585,57.93,57.93,52.0,48.0,48.0,109.0,98.0,98.0,113.0,102.0,102.0,53.0,48.0,48.0,2.0,2.0,2.0
raw_mcts_budget_policy_test_seed45:truth_n5_14,True,0.6,0.6694930195808411,run_pareto,0.4673440456390381,3.2493700981140137,3.7167141437530518,44.709999999999994,40.339999999999996,40.339999999999996,36.0,32.0,32.0,77.0,70.0,70.0,82.0,76.0,76.0,40.0,40.0,40.0,2.0,2.0,2.0
