dataset,index,name,preset_name,n,anf_terms,method,flow,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,source_blif_correct,verilog_correct,time_s,abc_time_s,cirkit_time_s,verify_time_s,aig_gates,aig_level,mc_size,mc_depth,cirkit_commit,abc_binary,cirkit_binary,source_manifest,skipped,error,aig_inputs,aig_outputs
highdim,56,anf_n14_56,anf_n14_56,14,286,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",39280,58921,301,19641,9820,9820,9835,61477.765,True,True,True,4.451502084732056,0.05172300338745117,4.182557821273804,0.11945772171020508,9820,50,9820,50,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,57,anf_n14_57,anf_n14_57,14,376,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",39304,58957,295,19653,9826,9826,9841,61515.235,True,True,True,3.991961717605591,0.051371097564697266,3.726433038711548,0.11989879608154297,9826,49,9826,49,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,58,anf_n14_58,anf_n14_58,14,303,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",39212,58819,289,19607,9803,9803,9818,61371.165,True,True,True,4.045101165771484,0.0527191162109375,3.77895188331604,0.11854219436645508,9803,48,9803,48,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,59,anf_n14_59,anf_n14_59,14,210,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",38728,58093,283,19365,9682,9682,9697,60613.615000000005,True,True,True,3.845536947250366,0.05218696594238281,3.580228328704834,0.11774897575378418,9682,47,9682,47,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,6,anf_n14_6,anf_n14_6,14,442,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",41324,61987,271,20663,10331,10331,10346,64676.175,True,True,True,4.248934030532837,0.05179595947265625,3.9807729721069336,0.12024879455566406,10331,45,10331,45,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,60,anf_n14_60,anf_n14_60,14,283,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",38572,57859,259,19287,9643,9643,9658,60369.115000000005,True,True,True,3.791929006576538,0.052345991134643555,3.5279438495635986,0.11681818962097168,9643,43,9643,43,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,61,anf_n14_61,anf_n14_61,14,13,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",696,1045,103,349,174,174,189,1090.835,True,True,True,0.3544471263885498,0.04124903678894043,0.14174580574035645,0.07628512382507324,174,17,174,17,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,62,anf_n14_62,anf_n14_62,14,75,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",23828,35743,217,11915,5957,5957,5972,37294.125,True,True,True,2.5333411693573,0.046813011169433594,2.2936289310455322,0.09907817840576172,5957,36,5957,36,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,63,anf_n14_63,anf_n14_63,14,389,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",41796,62695,331,20899,10449,10449,10464,65415.755,True,True,True,4.240974187850952,0.057084083557128906,3.9677209854125977,0.12064194679260254,10449,55,10449,55,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,7,anf_n14_7,anf_n14_7,14,394,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",41356,62035,313,20679,10339,10339,10354,64726.885,True,True,True,4.293174982070923,0.05421018600463867,4.023299932479858,0.11967086791992188,10339,52,10339,52,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,8,anf_n14_8,anf_n14_8,14,17,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",1256,1885,109,629,314,314,329,1967.325,True,True,True,0.3868279457092285,0.04165077209472656,0.17410683631896973,0.07642698287963867,314,18,314,18,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
highdim,9,anf_n14_9,anf_n14_9,14,226,external_cirkit_aig_mc,"cut_rewrite -a,resub -a",41892,62839,307,20947,10473,10473,10488,65565.63500000001,True,True,True,4.20213508605957,0.055283308029174805,3.929457902908325,0.12224721908569336,10473,51,10473,51,4531533394725864a304e710d82087ff74fbe801,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,/Users/zhouzixiang/Desktop/tzb/src/tmp/cirkit/build/cli/cirkit,benchmark_exports/highdim_resource_external_seed42,,,14,1
