name,n,family,degree,degree_bucket,anf_terms,anf_bucket,onset_density,density_bucket,truth_table_hex,target_method,target_score,target_T,target_CNOT,direct_anf_score,direct_anf_score_delta_pct,esop_milp_score,esop_milp_score_delta_pct,sshr_h_score,sshr_h_score_delta_pct,abc_xag_score,abc_xag_score_delta_pct,caterpillar_api_score,caterpillar_api_score_delta_pct
truth_n5_22,5,random truth-table,5,degree >=4,18,ANF > 2n,0.406250,onset balanced,4A15544D,and_pareto_resource_nmcts,49.170000,40.000000,84.000000,203.840000,-75.878140,63.430000,-22.481476,117.450000,-58.135377,130.185000,-62.230672,110.510000,-55.506289
truth_n5_23,5,random truth-table,5,degree >=4,15,ANF > 2n,0.593750,onset balanced,FC377A4C,and_pareto_resource_nmcts,53.210000,44.000000,86.000000,191.630000,-72.232949,67.755000,-21.467050,100.815000,-47.220156,159.385000,-66.615428,110.330000,-51.771957
truth_n5_24,5,random truth-table,4,degree >=4,18,ANF > 2n,0.500000,onset balanced,146D3F31,and_pareto_resource_nmcts,49.410000,40.000000,88.000000,182.335000,-72.901527,57.105000,-13.475177,99.680000,-50.431380,126.025000,-60.793493,104.445000,-52.692805
truth_n5_25,5,random truth-table,5,degree >=4,13,ANF > 2n,0.531250,onset balanced,DAF61A26,and_pareto_resource_nmcts,40.370000,32.000000,70.000000,178.290000,-77.357115,50.140000,-19.485441,121.840000,-66.866382,125.895000,-67.933595,85.900000,-53.003492
truth_n5_26,5,random truth-table,5,degree >=4,14,ANF > 2n,0.531250,onset balanced,3B982EF8,and_pareto_resource_nmcts,58.445000,48.000000,107.000000,191.565000,-69.490773,81.215000,-28.036693,113.465000,-48.490724,149.055000,-60.789641,104.180000,-43.899981
truth_n5_27,5,random truth-table,5,degree >=4,21,ANF > 2n,0.656250,onset balanced,DDD1DFB2,and_pareto_resource_nmcts,53.430000,44.000000,89.000000,221.560000,-75.884636,59.090000,-9.578609,80.315000,-33.474444,142.615000,-62.535498,110.960000,-51.847513
truth_n5_28,5,random truth-table,4,degree >=4,14,ANF > 2n,0.500000,onset balanced,19DB3AD0,and_pareto_resource_nmcts,54.095000,44.000000,101.000000,184.850000,-70.735732,70.155000,-22.892167,87.450000,-38.141795,149.055000,-63.708027,98.040000,-44.823541
truth_n5_29,5,random truth-table,4,degree >=4,14,ANF > 2n,0.625000,onset balanced,614FF3D7,and_pareto_resource_nmcts,49.415000,40.000000,87.000000,185.965000,-73.427796,61.430000,-19.558847,90.855000,-45.611139,121.555000,-59.347620,97.965000,-49.558516
truth_n5_3,5,random truth-table,5,degree >=4,19,ANF > 2n,0.468750,onset balanced,EC1B8CA1,and_pareto_resource_nmcts,55.115000,44.000000,85.000000,188.345000,-70.737211,67.795000,-18.703444,88.085000,-37.429755,107.245000,-48.608327,98.540000,-44.068399
truth_n5_30,5,random truth-table,5,degree >=4,18,ANF > 2n,0.468750,onset balanced,47294739,and_pareto_resource_nmcts,40.145000,32.000000,67.000000,232.995000,-82.770017,50.200000,-20.029880,67.370000,-40.411162,109.215000,-63.242229,110.510000,-63.672971
truth_n5_31,5,random truth-table,4,degree >=4,20,ANF > 2n,0.437500,onset balanced,7412B293,and_pareto_resource_nmcts,44.675000,36.000000,75.000000,186.740000,-76.076363,57.155000,-21.835360,69.800000,-35.995702,155.225000,-71.219198,110.695000,-59.641357
truth_n5_32,5,random truth-table,4,degree >=4,15,ANF > 2n,0.562500,onset balanced,A2BC372F,and_pareto_resource_nmcts,49.160000,40.000000,85.000000,181.755000,-72.952601,61.555000,-20.136463,95.615000,-48.585473,192.875000,-74.511990,98.095000,-49.885315
truth_n5_33,5,random truth-table,5,degree >=4,19,ANF > 2n,0.468750,onset balanced,D58842DE,and_pareto_resource_nmcts,53.520000,44.000000,90.000000,204.715000,-73.856337,67.805000,-21.067768,97.000000,-44.824742,167.745000,-68.094429,104.755000,-48.909360
truth_n5_34,5,random truth-table,4,degree >=4,18,ANF > 2n,0.437500,onset balanced,5D65A441,and_pareto_resource_nmcts,49.665000,40.000000,93.000000,161.345000,-69.218135,61.620000,-19.401168,70.370000,-29.423050,138.545000,-64.152441,86.355000,-42.487407
truth_n5_35,5,random truth-table,4,degree >=4,20,ANF > 2n,0.500000,onset balanced,29A3B2E9,and_pareto_resource_nmcts,49.765000,40.000000,93.000000,247.785000,-79.916056,83.650000,-40.508069,87.380000,-43.047608,130.095000,-61.747185,116.790000,-57.389331
truth_n5_36,5,random truth-table,5,degree >=4,10,ANF n..2n,0.406250,onset balanced,5EC42E08,and_pareto_resource_nmcts,53.445000,44.000000,91.000000,145.820000,-63.348649,58.890000,-9.246052,117.950000,-54.688427,124.015000,-56.904407,79.535000,-32.803168
truth_n5_37,5,random truth-table,3,degree 3,10,ANF n..2n,0.500000,onset balanced,5AF30553,and_pareto_resource_nmcts,24.700000,20.000000,43.000000,61.690000,-59.961096,28.675000,-13.862249,62.320000,-60.365854,92.625000,-73.333333,55.290000,-55.326460
truth_n5_38,5,random truth-table,5,degree >=4,16,ANF > 2n,0.406250,onset balanced,35A240AE,and_pareto_resource_nmcts,49.245000,40.000000,87.000000,195.970000,-74.871154,63.365000,-22.283595,110.190000,-55.309012,136.445000,-63.908535,104.455000,-52.855297
truth_n5_39,5,random truth-table,4,degree >=4,19,ANF > 2n,0.437500,onset balanced,AB9099A4,and_pareto_resource_nmcts,41.870000,32.000000,61.000000,243.870000,-82.831017,63.440000,-34.000631,78.120000,-46.402970,104.965000,-60.110513,122.770000,-65.895577
truth_n5_4,5,random truth-table,4,degree >=4,18,ANF > 2n,0.437500,onset balanced,60E7A113,and_pareto_resource_nmcts,55.650000,44.000000,92.000000,219.270000,-74.620331,76.710000,-27.454048,70.060000,-20.568084,119.675000,-53.499060,116.575000,-52.262492
truth_n5_40,5,random truth-table,5,degree >=4,18,ANF > 2n,0.343750,onset balanced,4458A885,and_pareto_resource_nmcts,44.555000,36.000000,75.000000,191.785000,-76.768256,59.105000,-24.617207,100.410000,-55.626930,102.955000,-56.723811,110.600000,-59.715190
truth_n5_41,5,random truth-table,4,degree >=4,17,ANF > 2n,0.687500,onset balanced,B3AA7EFE,and_pareto_resource_nmcts,44.440000,36.000000,71.000000,178.035000,-75.038616,48.085000,-7.580327,90.725000,-51.016809,140.605000,-68.393727,92.380000,-51.894349
truth_n5_42,5,random truth-table,4,degree >=4,23,ANF > 2n,0.500000,onset balanced,EFC89849,and_pareto_resource_nmcts,50.980000,40.000000,80.000000,228.530000,-77.692207,61.530000,-17.146108,95.080000,-46.381994,159.385000,-68.014556,123.125000,-58.594924
truth_n5_43,5,random truth-table,5,degree >=4,11,ANF > 2n,0.656250,onset balanced,AEFCFAD8,and_pareto_resource_nmcts,53.590000,44.000000,94.000000,138.105000,-61.196191,63.455000,-15.546450,93.065000,-42.416591,134.165000,-60.056647,79.650000,-32.718142
truth_n5_44,5,random truth-table,4,degree >=4,21,ANF > 2n,0.562500,onset balanced,A5E5A5AB,and_pareto_resource_nmcts,35.960000,28.000000,63.000000,240.455000,-85.045019,43.900000,-18.086560,44.195000,-18.633330,119.635000,-69.941907,128.960000,-72.115385
truth_n5_45,5,random truth-table,5,degree >=4,18,ANF > 2n,0.531250,onset balanced,12476F57,and_pareto_resource_nmcts,53.620000,44.000000,90.000000,274.205000,-80.445287,63.590000,-15.678566,75.490000,-28.970725,171.995000,-68.824675,116.575000,-54.003860
truth_n5_46,5,random truth-table,5,degree >=4,19,ANF > 2n,0.468750,onset balanced,9BF00273,and_pareto_resource_nmcts,58.140000,48.000000,102.000000,225.280000,-74.192116,63.390000,-8.282063,97.440000,-40.332512,161.575000,-64.016711,110.640000,-47.451193
truth_n5_47,5,random truth-table,5,degree >=4,17,ANF > 2n,0.593750,onset balanced,A28DEFE3,and_pareto_resource_nmcts,57.805000,48.000000,95.000000,216.215000,-73.265037,67.870000,-14.829822,93.065000,-37.887498,142.795000,-59.518891,110.380000,-47.630911
truth_n5_48,5,random truth-table,5,degree >=4,22,ANF > 2n,0.531250,onset balanced,2BCFBE01,and_pareto_resource_nmcts,58.055000,48.000000,98.000000,269.805000,-78.482608,72.320000,-19.724834,113.255000,-48.739570,165.645000,-64.952157,123.010000,-52.804650
truth_n5_49,5,random truth-table,4,degree >=4,17,ANF > 2n,0.437500,onset balanced,88BD6407,and_pareto_resource_nmcts,49.155000,40.000000,83.000000,190.435000,-74.188043,61.530000,-20.112140,70.050000,-29.828694,146.955000,-66.550985,98.355000,-50.022876
truth_n5_5,5,random truth-table,5,degree >=4,14,ANF > 2n,0.468750,onset balanced,142C3FE8,and_pareto_resource_nmcts,49.475000,40.000000,89.000000,199.345000,-75.181218,67.655000,-26.871628,134.770000,-63.289308,104.965000,-52.865241,98.085000,-49.559056
truth_n5_50,5,random truth-table,5,degree >=4,19,ANF > 2n,0.468750,onset balanced,BAA80DD4,and_pareto_resource_nmcts,54.320000,44.000000,104.000000,212.495000,-74.437046,72.235000,-24.800997,103.945000,-47.741594,167.835000,-67.634879,104.695000,-48.115956
truth_n5_51,5,random truth-table,5,degree >=4,14,ANF > 2n,0.656250,onset balanced,3EABEDCB,and_pareto_resource_nmcts,57.780000,48.000000,95.000000,162.755000,-64.498787,67.780000,-14.753615,109.715000,-47.336280,148.875000,-61.188917,91.945000,-37.158084
truth_n5_52,5,random truth-table,4,degree >=4,18,ANF > 2n,0.625000,onset balanced,29D4BEEF,and_pareto_resource_nmcts,53.655000,44.000000,94.000000,206.060000,-73.961468,67.895000,-20.973562,65.735000,-18.376816,155.225000,-65.434047,110.480000,-51.434649
truth_n5_53,5,random truth-table,5,degree >=4,16,ANF > 2n,0.593750,onset balanced,7656AF72,and_pareto_resource_nmcts,49.080000,40.000000,83.000000,191.695000,-74.396828,59.055000,-16.891034,113.305000,-56.683288,123.835000,-60.366617,98.360000,-50.101667
truth_n5_54,5,random truth-table,4,degree >=4,12,ANF > 2n,0.625000,onset balanced,6123FDF7,and_pareto_resource_nmcts,44.240000,36.000000,71.000000,152.405000,-70.972081,61.215000,-27.730132,78.245000,-43.459646,115.475000,-61.688677,85.665000,-48.356972
truth_n5_55,5,random truth-table,4,degree >=4,14,ANF > 2n,0.500000,onset balanced,451B4CF3,and_pareto_resource_nmcts,50.790000,40.000000,79.000000,177.415000,-71.372206,57.030000,-10.941610,78.605000,-35.385790,155.135000,-67.260773,91.960000,-44.769465
truth_n5_56,5,random truth-table,5,degree >=4,11,ANF > 2n,0.593750,onset balanced,FD5166E6,and_pareto_resource_nmcts,54.095000,44.000000,101.000000,177.775000,-69.571087,58.905000,-8.165691,83.345000,-35.095087,171.995000,-68.548504,97.740000,-44.654185
truth_n5_57,5,random truth-table,5,degree >=4,17,ANF > 2n,0.593750,onset balanced,ECE66FA2,and_pareto_resource_nmcts,53.450000,44.000000,90.000000,232.970000,-77.057132,63.340000,-15.614146,93.085000,-42.579363,171.905000,-68.907245,104.450000,-48.827190
truth_n5_58,5,random truth-table,3,degree 3,9,ANF n..2n,0.437500,onset balanced,A3D70628,and_pareto_resource_nmcts,31.020000,24.000000,49.000000,86.545000,-64.157375,41.690000,-25.593668,28.130000,+10.273729,138.545000,-77.610163,61.345000,-49.433532
truth_n5_59,5,random truth-table,5,degree >=4,17,ANF > 2n,0.406250,onset balanced,B02B61C4,and_pareto_resource_nmcts,53.545000,44.000000,90.000000,228.695000,-76.586720,67.870000,-21.106527,117.730000,-54.518814,142.795000,-62.502188,104.495000,-48.758314
truth_n5_6,5,random truth-table,4,degree >=4,21,ANF > 2n,0.437500,onset balanced,8D5288F1,and_pareto_resource_nmcts,45.360000,36.000000,85.000000,199.245000,-77.234059,52.715000,-13.952385,70.310000,-35.485706,119.765000,-62.125830,110.840000,-59.076146
truth_n5_60,5,random truth-table,5,degree >=4,19,ANF > 2n,0.406250,onset balanced,8E944239,and_pareto_resource_nmcts,53.210000,44.000000,86.000000,208.565000,-74.487570,67.845000,-21.571229,109.850000,-51.561220,127.995000,-58.428064,104.605000,-49.132451
truth_n5_61,5,random truth-table,4,degree >=4,14,ANF > 2n,0.437500,onset balanced,3838B326,and_pareto_resource_nmcts,40.160000,32.000000,68.000000,119.915000,-66.509611,48.265000,-16.792707,70.080000,-42.694064,132.155000,-69.611441,73.915000,-45.667321
truth_n5_62,5,random truth-table,5,degree >=4,21,ANF > 2n,0.531250,onset balanced,AF42E12F,and_pareto_resource_nmcts,45.025000,36.000000,81.000000,278.675000,-83.843187,63.570000,-29.172566,104.940000,-57.094530,180.265000,-75.022883,134.965000,-66.639499
truth_n5_63,5,random truth-table,5,degree >=4,14,ANF > 2n,0.468750,onset balanced,5304317F,and_pareto_resource_nmcts,58.685000,48.000000,108.000000,171.690000,-65.819209,67.770000,-13.405637,87.770000,-33.137746,117.665000,-50.125356,104.030000,-43.588388
truth_n5_7,5,random truth-table,5,degree >=4,14,ANF > 2n,0.468750,onset balanced,4B0DBB41,and_pareto_resource_nmcts,48.815000,40.000000,80.000000,133.600000,-63.461826,54.540000,-10.496883,97.670000,-50.020477,117.575000,-58.481820,73.855000,-33.904272
truth_n5_8,5,random truth-table,5,degree >=4,21,ANF > 2n,0.531250,onset balanced,D453DD32,and_pareto_resource_nmcts,53.550000,44.000000,90.000000,257.340000,-79.190954,67.820000,-21.040991,96.195000,-44.331826,171.995000,-68.865374,116.995000,-54.228813
truth_n5_9,5,random truth-table,4,degree >=4,15,ANF > 2n,0.500000,onset balanced,A0EE89AE,and_pareto_resource_nmcts,40.290000,32.000000,67.000000,161.575000,-75.064212,61.320000,-34.295499,56.375000,-28.532151,125.805000,-67.974246,86.130000,-53.221874
truth_n6_0,6,random truth-table,6,degree >=4,29,ANF > 2n,0.453125,onset balanced,C4B032CCD7C524A5,and_pareto_resource_nmcts,120.055000,100.000000,200.000000,394.825000,-69.592858,364.070000,-67.024199,201.000000,-40.271144,345.485000,-65.250300,190.170000,-36.869643
truth_n6_1,6,random truth-table,5,degree >=4,36,ANF > 2n,0.531250,onset balanced,E51F30DC6A7EE39,and_pareto_resource_nmcts,141.740000,120.000000,229.000000,604.560000,-76.554850,337.970000,-58.061366,213.470000,-33.601911,320.445000,-55.767760,239.165000,-40.735476
truth_n6_10,6,random truth-table,6,degree >=4,36,ANF > 2n,0.578125,onset balanced,7FCD9EB1A7CAD415,and_pareto_resource_nmcts,126.505000,108.000000,209.000000,600.560000,-78.935494,315.850000,-59.947760,255.110000,-50.411587,326.615000,-61.267854,233.220000,-45.757225
truth_n6_11,6,random truth-table,6,degree >=4,37,ANF > 2n,0.421875,onset balanced,E27A984D654821D0,and_pareto_resource_nmcts,133.050000,112.000000,216.000000,641.875000,-79.271665,293.675000,-54.694816,246.830000,-46.096504,297.285000,-55.244967,257.520000,-48.334110
truth_n6_12,6,random truth-table,5,degree >=4,29,ANF > 2n,0.500000,onset balanced,A491F0B2EA1FCA65,and_pareto_resource_nmcts,108.745000,92.000000,178.000000,395.045000,-72.472756,329.005000,-66.947311,196.700000,-44.715302,320.485000,-66.068615,178.220000,-38.982718
truth_n6_13,6,random truth-table,6,degree >=4,38,ANF > 2n,0.484375,onset balanced,24933B83757750A9,and_pareto_resource_nmcts,131.580000,112.000000,224.000000,604.305000,-78.226227,333.355000,-60.528566,200.870000,-34.494947,322.415000,-59.189244,257.590000,-48.918824
truth_n6_14,6,random truth-table,5,degree >=4,34,ANF > 2n,0.562500,onset balanced,23BED01D43CF2FDE,and_pareto_resource_nmcts,97.975000,80.000000,165.000000,440.510000,-77.758734,368.905000,-73.441672,181.010000,-45.873156,314.135000,-68.811180,196.825000,-50.222279
truth_n6_15,6,random truth-table,5,degree >=4,29,ANF > 2n,0.593750,onset balanced,BEB799193F22FAF8,and_pareto_resource_nmcts,126.615000,108.000000,211.000000,459.250000,-72.430049,263.455000,-51.940559,205.480000,-38.380864,345.395000,-63.341971,208.365000,-39.234036
truth_n6_16,6,random truth-table,5,degree >=4,35,ANF > 2n,0.562500,onset balanced,89FA6A688FB5D27B,and_pareto_resource_nmcts,115.655000,96.000000,194.000000,518.020000,-77.673642,342.070000,-66.189669,210.690000,-45.106555,341.235000,-66.106935,221.005000,-47.668605
truth_n6_17,6,random truth-table,5,degree >=4,31,ANF > 2n,0.437500,onset balanced,BF3C4C06434308BC,and_pareto_resource_nmcts,111.705000,92.000000,195.000000,522.075000,-78.603649,223.340000,-49.984329,200.790000,-44.367249,337.035000,-66.856558,208.640000,-46.460410
truth_n6_18,6,random truth-table,6,degree >=4,34,ANF > 2n,0.609375,onset balanced,6DADD6C795A76D79,and_pareto_resource_nmcts,100.435000,84.000000,173.000000,467.055000,-78.496109,458.475000,-78.093680,166.885000,-39.817839,324.645000,-69.063130,214.915000,-53.267571
truth_n6_19,6,random truth-table,6,degree >=4,33,ANF > 2n,0.546875,onset balanced,956269F0E5D7B875,and_pareto_resource_nmcts,122.595000,104.000000,209.000000,530.000000,-76.868868,416.565000,-70.570019,213.910000,-42.688514,309.845000,-60.433443,220.835000,-44.485702
truth_n6_2,6,random truth-table,5,degree >=4,37,ANF > 2n,0.531250,onset balanced,D261A7AB3AA2E4F9,and_pareto_resource_nmcts,132.800000,112.000000,213.000000,547.745000,-75.755142,377.085000,-64.782476,185.360000,-28.355632,309.935000,-57.152306,239.400000,-44.527987
truth_n6_20,6,random truth-table,5,degree >=4,30,ANF > 2n,0.562500,onset balanced,5CABCC97663F1C97,and_pareto_resource_nmcts,124.160000,104.000000,203.000000,553.970000,-77.587234,320.155000,-61.218785,197.595000,-37.164402,380.855000,-67.399667,214.530000,-42.124645
truth_n6_21,6,random truth-table,6,degree >=4,35,ANF > 2n,0.546875,onset balanced,FF50BDE4382567B8,and_pareto_resource_nmcts,136.080000,116.000000,233.000000,632.535000,-78.486566,342.070000,-60.218669,213.540000,-36.274234,334.935000,-59.371221,263.295000,-48.316527
truth_n6_22,6,random truth-table,6,degree >=4,34,ANF > 2n,0.578125,onset balanced,2369B584FF5E9FF0,and_pareto_resource_nmcts,135.705000,116.000000,227.000000,617.350000,-78.018142,368.285000,-63.152178,238.530000,-43.107785,286.905000,-52.700371,251.110000,-45.957947
truth_n6_23,6,random truth-table,6,degree >=4,24,ANF > 2n,0.484375,onset balanced,7E570DDF827050A8,and_pareto_resource_nmcts,118.180000,100.000000,203.000000,467.365000,-74.713554,333.205000,-64.532345,226.220000,-47.758819,293.305000,-59.707472,195.765000,-39.631701
truth_n6_24,6,random truth-table,6,degree >=4,37,ANF > 2n,0.484375,onset balanced,C17AF08A1745D6D8,and_pareto_resource_nmcts,135.865000,116.000000,231.000000,641.930000,-78.834920,372.935000,-63.568718,241.930000,-43.841194,314.095000,-56.743979,263.480000,-48.434416
truth_n6_25,6,random truth-table,5,degree >=4,31,ANF > 2n,0.500000,onset balanced,DC713D960C0FD195,and_pareto_resource_nmcts,106.210000,88.000000,168.000000,480.055000,-77.875452,278.685000,-61.888871,218.080000,-51.297689,293.255000,-63.782374,196.420000,-45.927095
truth_n6_26,6,random truth-table,6,degree >=4,32,ANF > 2n,0.515625,onset balanced,27209BDF1C11F735,and_pareto_resource_nmcts,126.840000,108.000000,214.000000,546.650000,-76.796854,263.290000,-51.824984,226.150000,-43.913332,299.295000,-57.620408,238.750000,-46.873298
truth_n6_27,6,random truth-table,6,degree >=4,36,ANF > 2n,0.359375,onset balanced,28F49481A0A04DC4,and_pareto_resource_nmcts,91.345000,76.000000,155.000000,556.655000,-83.590375,284.660000,-67.910841,166.970000,-45.292568,259.945000,-64.859874,233.325000,-60.850745
truth_n6_28,6,random truth-table,5,degree >=4,29,ANF > 2n,0.437500,onset balanced,AE340454CAC5B68C,and_pareto_resource_nmcts,103.665000,88.000000,161.000000,400.130000,-74.092170,267.410000,-61.233686,167.520000,-38.117837,268.215000,-61.350036,190.260000,-45.514033
truth_n6_29,6,random truth-table,5,degree >=4,25,ANF > 2n,0.437500,onset balanced,98AE43346C12ACE8,and_pareto_resource_nmcts,113.050000,96.000000,184.000000,390.220000,-71.029163,331.875000,-65.935970,168.580000,-32.939851,257.705000,-56.132011,165.675000,-31.763996
truth_n6_3,6,random truth-table,6,degree >=4,37,ANF > 2n,0.515625,onset balanced,CE177B4E0837B8A3,and_pareto_resource_nmcts,126.680000,108.000000,212.000000,583.965000,-78.306919,372.835000,-66.022503,226.430000,-44.053350,314.095000,-59.668253,239.340000,-47.071112
truth_n6_30,6,random truth-table,6,degree >=4,28,ANF > 2n,0.296875,onset balanced,62801C4510435A10,and_pareto_resource_nmcts,120.010000,100.000000,200.000000,432.175000,-72.231156,272.065000,-55.889218,203.890000,-41.139830,218.005000,-44.950804,196.150000,-38.817232
truth_n6_31,6,random truth-table,5,degree >=4,29,ANF > 2n,0.406250,onset balanced,988C24C961B1CD22,and_pareto_resource_nmcts,122.265000,104.000000,205.000000,451.580000,-72.925063,328.705000,-62.804034,209.210000,-41.558721,330.775000,-63.036807,208.350000,-41.317495
truth_n6_4,6,random truth-table,6,degree >=4,34,ANF > 2n,0.515625,onset balanced,66B2BC5B50C187FC,and_pareto_resource_nmcts,131.425000,112.000000,222.000000,567.425000,-76.838349,386.750000,-66.018100,259.400000,-49.335004,357.825000,-63.271152,251.170000,-47.674882
truth_n6_5,6,random truth-table,6,degree >=4,34,ANF > 2n,0.421875,onset balanced,10F1BC81448AAA9E,and_pareto_resource_nmcts,126.875000,108.000000,213.000000,559.260000,-77.313772,267.460000,-52.563000,217.180000,-41.580716,307.785000,-58.778043,233.095000,-45.569403
truth_n6_6,6,random truth-table,6,degree >=4,33,ANF > 2n,0.453125,onset balanced,E9C349E03602F8AC,and_pareto_resource_nmcts,114.480000,96.000000,205.000000,570.865000,-79.946222,355.020000,-67.753929,241.960000,-52.686394,324.515000,-64.722740,232.935000,-50.853242
truth_n6_7,6,random truth-table,5,degree >=4,29,ANF > 2n,0.500000,onset balanced,9132B63EF16287E4,and_pareto_resource_nmcts,115.055000,96.000000,183.000000,455.910000,-74.763659,302.590000,-61.976602,226.200000,-49.135721,284.895000,-59.614946,196.340000,-41.400122
truth_n6_8,6,random truth-table,6,degree >=4,31,ANF > 2n,0.546875,onset balanced,B7C93ACFE059A0EE,and_pareto_resource_nmcts,133.240000,112.000000,220.000000,448.260000,-70.276179,250.610000,-46.833726,189.130000,-29.551102,289.095000,-53.911344,214.645000,-37.925412
truth_n6_9,6,random truth-table,5,degree >=4,30,ANF > 2n,0.562500,onset balanced,366EB16F508EBAD7,and_pareto_resource_nmcts,130.125000,112.000000,232.000000,456.375000,-71.487264,333.570000,-60.990197,213.250000,-38.980070,382.955000,-66.020812,208.405000,-37.561479
