baseline_CNOT,baseline_T,baseline_depth,baseline_peak_ancilla,baseline_score,baseline_time_s,name,relative_CNOT_pct,relative_T_pct,relative_depth_pct,relative_peak_ancilla_pct,relative_score_pct,relative_time_s_pct,target_CNOT,target_T,target_depth,target_peak_ancilla,target_score,target_time_s
73.0,36.0,73.0,1.0,42.385,1.5488598346710205,anf_n16_0,0.0,0.0,0.0,0.0,0.0,2.8489519331431663,73.0,36.0,73.0,1.0,42.385,1.5929861068725586
5137.0,2960.0,5137.0,4.0,3270.345,17.41781973838806,anf_n16_1,-0.17519953280124587,-0.2702702702702703,-0.17519953280124587,0.0,-0.26067586141522187,1.5778044542521301,5128.0,2952.0,5128.0,4.0,3261.82,17.692638874053955
4019.0,2340.0,4019.0,4.0,2584.875,13.429413080215454,anf_n16_10,-0.6718089076884797,-0.5128205128205128,-0.6718089076884797,0.0,-0.5259441945935589,-0.3647803902924707,3992.0,2328.0,3992.0,4.0,2571.2799999999997,13.380425214767456
613.0,328.0,613.0,2.0,368.28499999999997,6.900428056716919,anf_n16_11,0.0,0.0,0.0,0.0,0.0,2.707538013397809,613.0,328.0,613.0,2.0,368.28499999999997,7.087259769439697
4445.0,2584.0,4445.0,4.0,2854.0250000000005,15.088319063186646,anf_n16_12,0.44994375703037126,0.7739938080495357,0.44994375703037126,-25.0,0.6699310622716841,-2.089781247836671,4465.0,2604.0,4465.0,3.0,2873.145,14.773006200790405
28.0,16.0,28.0,0.0,17.660000000000004,1.5209720134735107,anf_n16_13,0.0,0.0,0.0,0.0,0.0,0.7926583909914053,28.0,16.0,28.0,0.0,17.660000000000004,1.5330281257629395
845.0,444.0,846.0,2.0,498.09000000000003,9.567681074142456,anf_n16_14,0.591715976331361,-0.9009009009009009,0.5910165484633569,0.0,-0.741833805135628,0.6644544598980064,850.0,440.0,851.0,2.0,494.395,9.631253957748413
17641.0,10416.0,17641.0,5.0,11463.005,29.753413200378418,anf_n16_15,-0.12470948358936568,-0.5760368663594471,-0.12470948358936568,0.0,-0.5345020786434153,0.05197329441292694,17619.0,10356.0,17619.0,5.0,11401.735,29.768877029418945
543.0,288.0,543.0,2.0,324.15500000000003,5.783041954040527,anf_n16_16,-0.9208103130755065,0.0,-0.9208103130755065,0.0,-0.09409078989991321,4.4875344638708805,538.0,288.0,538.0,2.0,323.84999999999997,6.042557954788208
10217.0,5896.0,10218.0,5.0,6506.7300000000005,56.738662242889404,anf_n16_17,-0.9102476265048448,-0.27137042062415195,-0.9101585437463301,0.0,-0.33173345136497184,0.1729487297456982,10124.0,5880.0,10125.0,5.0,6485.145,56.836791038513184
10936.0,6268.0,10936.0,5.0,6921.959999999999,53.10708928108215,anf_n16_18,-0.7498171177761521,-0.8296107211231653,-0.7498171177761521,0.0,-0.8215881051031642,-0.12029686899382389,10854.0,6216.0,10854.0,5.0,6865.09,53.04320311546326
23364.0,13784.0,23365.0,5.0,15167.525,42.31431293487549,anf_n16_19,-1.1256634137990071,-1.1317469529889728,-1.1256152364647978,20.0,-1.1174862081981007,0.5108934183638938,23101.0,13628.0,23102.0,6.0,14998.03,42.53049397468567
9808.0,5592.0,9808.0,4.0,6177.5199999999995,44.48994421958923,anf_n16_2,-1.2234910277324633,-0.7153075822603719,-1.2234910277324633,0.0,-0.7637369041298027,-1.9233024207458056,9688.0,5552.0,9688.0,4.0,6130.34,43.634268045425415
10941.0,6256.0,10941.0,4.0,6908.285,52.161097049713135,anf_n16_20,-0.6306553331505347,-0.2557544757033248,-0.6306553331505347,0.0,-0.29276441258574964,-3.2260714849981054,10872.0,6240.0,10872.0,4.0,6888.06,50.47834277153015
11643.0,6660.0,11643.0,4.0,7353.635,59.979270935058594,anf_n16_21,-1.348449712273469,-1.3213213213213213,-1.348449712273469,0.0,-1.3237670893374536,-1.452576688240299,11486.0,6572.0,11486.0,4.0,7256.29,59.10802602767944
4261.0,2476.0,4261.0,3.0,2733.145,13.918606996536255,anf_n16_22,-0.9387467730579677,-0.8077544426494345,-0.9387467730579677,0.0,-0.8188369076649666,-0.6865754799052376,4221.0,2456.0,4221.0,3.0,2710.7650000000003,13.823045253753662
1178.0,656.0,1178.0,3.0,731.4699999999999,30.571125984191895,anf_n16_23,-0.5093378607809848,0.0,-0.5093378607809848,0.0,-0.050583072443147484,-1.0267827242754581,1172.0,656.0,1172.0,3.0,731.1,30.257226943969727
1245.0,696.0,1245.0,3.0,775.425,28.293324947357178,anf_n16_3,0.1606425702811245,0.5747126436781609,0.1606425702811245,0.0,0.5300319179804788,-0.3017220595939999,1247.0,700.0,1247.0,3.0,779.5350000000001,28.20795774459839
2088.0,1188.0,2088.0,3.0,1317.1399999999999,7.21825098991394,anf_n16_4,-0.7662835249042145,-1.3468013468013467,-0.7662835249042145,0.0,-1.2861199265074197,1.1292086327513444,2072.0,1172.0,2072.0,3.0,1300.2,7.299760103225708
13270.0,7716.0,13270.0,5.0,8506.169999999998,84.91347885131836,anf_n16_5,-0.8138658628485306,-0.3110419906687403,-0.8138658628485306,0.0,-0.3583281312270711,-4.6275995404940415,13162.0,7692.0,13162.0,5.0,8475.69,80.98402309417725
2993.0,1716.0,2993.0,3.0,1898.485,9.766877889633179,anf_n16_6,0.3675242231874373,0.4662004662004662,0.3675242231874373,33.33333333333333,0.5591300431660107,1.1533090664271466,3004.0,1724.0,3004.0,4.0,1909.1000000000001,9.879520177841187
8783.0,5024.0,8783.0,4.0,5549.195,36.84060621261597,anf_n16_7,-0.159398838665604,-0.7961783439490446,-0.159398838665604,0.0,-0.7354219846301939,-1.6367903894197944,8769.0,4984.0,8769.0,4.0,5508.385,36.23760271072388
390.0,208.0,390.0,2.0,235.08999999999997,4.0989670753479,anf_n16_8,0.0,0.0,0.0,0.0,0.0,3.5192935633911757,390.0,208.0,390.0,2.0,235.08999999999997,4.243221759796143
9247.0,5260.0,9247.0,4.0,5812.535,42.87822079658508,anf_n16_9,-0.7353736346923326,-1.2167300380228137,-0.7353736346923326,0.0,-1.1695413446972718,-6.822262633599388,9179.0,5196.0,9179.0,4.0,5744.555,39.95295596122742
