threshold,pairs,run_pareto,stop,run_fraction,vs_pareto_wins,vs_pareto_losses,vs_pareto_ties,vs_resource_wins,vs_resource_losses,vs_resource_ties,mean_policy_score,mean_pareto_score,mean_resource_score,mean_score_regret_vs_pareto,max_score_regret_vs_pareto,quality_gain_retained,policy_total_time_s,pareto_total_time_s,time_change_vs_pareto,mean_relative_vs_resource_score,mean_relative_vs_pareto_score,mean_policy_T,mean_resource_T,mean_pareto_T,mean_relative_vs_resource_T,mean_relative_vs_pareto_T,mean_policy_CNOT,mean_resource_CNOT,mean_pareto_CNOT,mean_relative_vs_resource_CNOT,mean_relative_vs_pareto_CNOT,mean_policy_depth,mean_resource_depth,mean_pareto_depth,mean_relative_vs_resource_depth,mean_relative_vs_pareto_depth,mean_policy_gates,mean_resource_gates,mean_pareto_gates,mean_relative_vs_resource_gates,mean_relative_vs_pareto_gates,mean_policy_peak_ancilla,mean_resource_peak_ancilla,mean_pareto_peak_ancilla,mean_relative_vs_resource_peak_ancilla,mean_relative_vs_pareto_peak_ancilla,score_regret_ci_low,score_regret_ci_high,time_change_ci_low,time_change_ci_high,quality_retained_ci_low,quality_retained_ci_high
0.6,160,71,89,0.44375,0,13,147,56,0,104,50.9861875,50.77896875,54.839875,0.0050604983646378365,0.15763954588457899,0.9489722891288115,383.3041265010834,441.2320864200592,-0.13128682546406567,-0.034824715989041424,0.0050604983646378365,41.575,45.25,41.325,-0.039916763852288616,0.008306051587301588,85.78125,92.44375,85.175,-0.0384163040710581,0.00841931724137796,90.8375,97.05,90.34375,-0.033371263305180664,0.0068064899624160485,44.2375,46.1375,44.18125,-0.020391388977624974,0.0014874202552549883,2.0875,1.9875,2.125,0.04479166666666667,-0.013541666666666665,0.0019234916814729924,0.00880502888244766,-0.20456052910686184,-0.06798808112973304,0.9042594649544388,0.9819423294568314
