losses,mean_baseline,mean_relative_pct,mean_target,metric,pairs,ties,wins
12,6641.666666666667,44.4310105750823,10389.333333333334,T,12,0,0
12,11382.416666666666,31.433070229381403,16268.416666666666,CNOT,12,0,0
11,11383.666666666666,30.102148064833695,16268.5,depth,12,0,1
0,3.25,-10.416666666666666,3.0833333333333335,peak_ancilla,12,10,2
12,7317.875,42.44998613585294,11349.055833333334,score,12,0,0
0,85.63126736879349,-98.47936709360542,0.8425406813621521,time_s,12,0,12
