split,target,baseline,metric,items,wins,losses,ties,mean_relative
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top128,depth,38,7,12,19,0.03021967784122782
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top128,score_synth_tperrz30,38,5,13,20,0.033242339234129004
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top128,score,38,5,13,20,0.07101515979548721
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top128,score_rz1,38,5,13,20,0.04377031507994522
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top128,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top128,rz_total,38,3,12,23,0.0526129433519281
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top128,CNOT,38,6,12,20,-0.0007729608910205261
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top128,depth,38,6,12,20,0.026893157816039143
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top256,score_synth_tperrz30,38,2,15,21,0.037040247475974515
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top256,score,38,2,15,21,0.07484909241373565
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top256,score_rz1,38,2,15,21,0.04782868093225141
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top256,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top256,rz_total,38,1,14,23,0.05364517306730798
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top256,CNOT,38,3,13,22,0.01706313324999772
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top256,depth,38,3,14,21,0.024514007530118058
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top256,score_synth_tperrz30,38,3,15,20,0.03697691800032438
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top256,score,38,3,15,20,0.07307195205462903
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top256,score_rz1,38,3,15,20,0.04672586946749493
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top256,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top256,rz_total,38,1,16,21,0.059194265487571944
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top256,CNOT,38,5,13,20,0.01625259226242039
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top256,depth,38,5,13,20,0.02497900045145959
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top256,score_synth_tperrz30,38,2,15,21,0.03709546592507088
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top256,score,38,2,15,21,0.08155700818205902
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top256,score_rz1,38,2,15,21,0.049246893176163944
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top256,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top256,rz_total,38,1,15,22,0.05911122697101794
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top256,CNOT,38,2,15,21,0.019267330822526702
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s2_top256,depth,38,2,15,21,0.027313513525454428
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top256,score_synth_tperrz30,38,2,15,21,0.03715860064120553
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top256,score,38,2,15,21,0.08517622939514291
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top256,score_rz1,38,2,15,21,0.050542231726325604
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top256,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top256,rz_total,38,1,15,22,0.062295152642292725
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top256,CNOT,38,3,14,21,0.026011480960394052
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s3_top256,depth,38,3,14,21,0.03323243274770994
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top256,score_synth_tperrz30,38,4,14,20,0.03642860269337499
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top256,score,38,4,14,20,0.07818954600914532
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top256,score_rz1,38,4,14,20,0.04808361309096377
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top256,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top256,rz_total,38,4,14,20,0.052046309235656285
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top256,CNOT,38,5,11,22,0.016204045973754553
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s4_top256,depth,38,7,11,20,0.02358868964262844
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top256,score_synth_tperrz30,38,4,14,20,0.036457294814738334
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top256,score,38,4,14,20,0.08023140525651841
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top256,score_rz1,38,4,14,20,0.048701311810394735
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top256,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top256,rz_total,38,2,14,22,0.054621096265133985
