baseline_CNOT,baseline_T,baseline_depth,baseline_peak_ancilla,baseline_score,baseline_time_s,name,relative_CNOT_pct,relative_T_pct,relative_depth_pct,relative_peak_ancilla_pct,relative_score_pct,relative_time_s_pct,target_CNOT,target_T,target_depth,target_peak_ancilla,target_score,target_time_s
112.0,60.0,112.0,1.0,68.68,20.376981019973755,anf_n18_0,-8.928571428571429,-13.333333333333334,-8.928571428571429,0.0,-12.478159580663958,-95.77865337499499,102.0,52.0,102.0,1.0,60.11,0.8601830005645752
17694.0,10120.0,17694.0,3.0,11167.95,80.53196120262146,anf_n18_1,34.38453713123092,49.64426877470356,34.38453713123092,66.66666666666666,48.17517986738837,-97.77175331000224,23778.0,15144.0,23778.0,5.0,16548.13,1.7944507598876953
6921.0,4084.0,6922.0,2.0,4495.83,65.9500060081482,anf_n18_10,25.89221210807687,33.88834476003918,25.88847154001734,100.0,33.18319420440721,-98.13693557370956,8713.0,5468.0,8714.0,4.0,5987.6900000000005,1.2286911010742188
2709.0,1560.0,2709.0,3.0,1725.645,62.16030311584473,anf_n18_11,25.950535252860835,37.17948717948718,25.950535252860835,0.0,35.97118758493199,-98.44823477677946,3412.0,2140.0,3412.0,3.0,2346.3799999999997,0.9645819664001465
18812.0,10796.0,18812.0,3.0,11909.8,82.72496676445007,anf_n18_2,34.929832022113544,49.72211930344572,34.929832022113544,66.66666666666666,48.30018136324706,-97.68216526200337,25383.0,16164.0,25383.0,5.0,17662.254999999997,1.9174280166625977
41753.0,24784.0,41753.0,4.0,27246.104999999996,160.9152488708496,anf_n18_3,40.79706847412162,52.37249838605552,40.79706847412162,50.0,51.28589939736345,-97.92003991800766,58787.0,37764.0,58787.0,6.0,41219.51500000001,3.346972942352295
5070.0,2952.0,5070.0,3.0,3256.8100000000004,65.00192832946777,anf_n18_4,29.585798816568047,39.56639566395664,29.585798816568047,0.0,38.53586791983566,-98.45650850354424,6570.0,4120.0,6570.0,3.0,4511.85,1.0032992362976074
12044.0,6912.0,12044.0,3.0,7627.08,71.67339491844177,anf_n18_5,32.23181667220192,46.70138888888889,32.23181667220192,33.33333333333333,45.29531616293524,-98.15805572780789,15926.0,10140.0,15926.0,4.0,11081.79,1.3201839923858643
463.0,248.0,463.0,2.0,279.395,20.90528392791748,anf_n18_6,2.375809935205184,14.516129032258066,2.375809935205184,0.0,13.090785447126823,-95.80109014373987,474.0,284.0,474.0,2.0,315.96999999999997,0.8777940273284912
30200.0,17784.0,30200.0,4.0,19567.12,120.46974182128906,anf_n18_7,39.59602649006623,52.271704903283855,39.59602649006623,50.0,51.0772663529431,-98.05421761331863,42158.0,27080.0,42158.0,6.0,29561.469999999998,2.34407901763916
2946.0,1708.0,2946.0,3.0,1887.59,62.50898098945618,anf_n18_8,26.069246435845212,36.29976580796253,26.069246435845212,0.0,35.205738534321554,-98.40106174623521,3714.0,2328.0,3714.0,3.0,2552.13,0.9994800090789795
78.0,40.0,96.0,1.0,47.12,20.087684154510498,anf_n18_9,0.0,10.0,-18.75,-100.0,3.2045840407470396,-96.35876360029773,78.0,44.0,78.0,0.0,48.63,0.7314400672912598
