name,n,method,flow,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,revkit_lines,revkit_logic_qubits,revkit_t_count,unknown_gates,time_s,correct,permutation_checked,toffoli_distribution,skipped,error,truth_table_hex,revkit_commit
truth_n5_35,5,external_revkit_cli_tbs,tbs,245,174,175,20,0,0,6,254.785,6,6,245,0,0.0968329906463623,True,True,"{""0"": 1, ""1"": 4, ""2"": 3, ""3"": 8, ""4"": 4}",,,29A3B2E9,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_36,5,external_revkit_cli_tbs,tbs,180,104,104,10,0,1,7,187.82,6,7,180,0,0.10035204887390137,True,True,"{""0"": 0, ""1"": 0, ""2"": 4, ""3"": 4, ""4"": 1, ""5"": 1}",,,5EC42E08,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_37,5,external_revkit_cli_tbs,tbs,74,65,66,10,0,0,6,77.68999999999998,6,6,74,0,0.08860015869140625,True,True,"{""0"": 1, ""1"": 1, ""2"": 6, ""3"": 2}",,,5AF30553,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_38,5,external_revkit_cli_tbs,tbs,234,142,142,16,0,1,7,243.97,6,7,234,0,0.09067606925964355,True,True,"{""0"": 0, ""1"": 2, ""2"": 6, ""3"": 5, ""4"": 2, ""5"": 1}",,,35A240AE,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_39,5,external_revkit_cli_tbs,tbs,250,176,176,19,0,0,6,259.87,6,6,250,0,0.08927798271179199,True,True,"{""0"": 0, ""1"": 2, ""2"": 6, ""3"": 7, ""4"": 4}",,,AB9099A4,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_4,5,external_revkit_cli_tbs,tbs,226,165,166,18,0,0,6,235.27,6,6,226,0,0.08931207656860352,True,True,"{""0"": 1, ""1"": 1, ""2"": 6, ""3"": 7, ""4"": 3}",,,60E7A113,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_40,5,external_revkit_cli_tbs,tbs,227,138,139,18,0,1,7,236.78500000000003,6,7,227,0,0.08846187591552734,True,True,"{""0"": 1, ""1"": 4, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,4458A885,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_41,5,external_revkit_cli_tbs,tbs,186,143,143,17,0,0,6,194.035,6,6,186,0,0.0947561264038086,True,True,"{""0"": 0, ""1"": 3, ""2"": 6, ""3"": 6, ""4"": 2}",,,B3AA7EFE,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_42,5,external_revkit_cli_tbs,tbs,234,187,188,23,0,0,6,244.52999999999997,6,6,234,0,0.09376716613769531,True,True,"{""0"": 1, ""1"": 5, ""2"": 6, ""3"": 9, ""4"": 2}",,,EFC89849,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_43,5,external_revkit_cli_tbs,tbs,172,109,109,11,0,1,7,180.10500000000002,6,7,172,0,0.08348917961120605,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 5, ""4"": 0, ""5"": 1}",,,AEFCFAD8,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_44,5,external_revkit_cli_tbs,tbs,249,186,187,21,0,0,6,259.455,6,6,249,0,0.09001708030700684,True,True,"{""0"": 1, ""1"": 2, ""2"": 7, ""3"": 8, ""4"": 3}",,,A5E5A5AB,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_45,5,external_revkit_cli_tbs,tbs,307,182,183,18,0,1,7,319.205,6,7,307,0,0.09406018257141113,True,True,"{""0"": 1, ""1"": 0, ""2"": 5, ""3"": 7, ""4"": 4, ""5"": 1}",,,12476F57,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_46,5,external_revkit_cli_tbs,tbs,259,165,166,19,0,1,7,270.28000000000003,6,7,259,0,0.08847594261169434,True,True,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 7, ""4"": 2, ""5"": 1}",,,9BF00273,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_47,5,external_revkit_cli_tbs,tbs,251,146,147,17,0,1,7,261.215,6,7,251,0,0.09593796730041504,True,True,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 5, ""4"": 3, ""5"": 1}",,,A28DEFE3,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_48,5,external_revkit_cli_tbs,tbs,306,174,175,22,0,1,7,317.805,6,7,306,0,0.08636593818664551,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 5, ""4"": 5, ""5"": 1}",,,2BCFBE01,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_49,5,external_revkit_cli_tbs,tbs,195,150,151,17,0,0,6,203.43499999999997,6,6,195,0,0.09749007225036621,True,True,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 7, ""4"": 2}",,,88BD6407,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_5,5,external_revkit_cli_tbs,tbs,235,131,131,14,0,1,7,244.345,6,7,235,0,0.09028005599975586,True,True,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 3, ""5"": 1}",,,142C3FE8,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_50,5,external_revkit_cli_tbs,tbs,256,151,151,19,0,1,7,266.495,6,7,256,0,0.0928041934967041,True,True,"{""0"": 0, ""1"": 3, ""2"": 8, ""3"": 4, ""4"": 3, ""5"": 1}",,,BAA80DD4,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_51,5,external_revkit_cli_tbs,tbs,196,120,121,14,0,1,7,204.755,6,7,196,0,0.0928030014038086,True,True,"{""0"": 1, ""1"": 2, ""2"": 4, ""3"": 5, ""4"": 1, ""5"": 1}",,,3EABEDCB,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_52,5,external_revkit_cli_tbs,tbs,211,143,144,18,0,0,6,219.06,6,6,211,0,0.0878140926361084,True,True,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 5, ""4"": 4}",,,29D4BEEF,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_53,5,external_revkit_cli_tbs,tbs,227,137,137,16,0,1,7,236.695,6,7,227,0,0.09482383728027344,True,True,"{""0"": 0, ""1"": 3, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,7656AF72,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_54,5,external_revkit_cli_tbs,tbs,156,114,115,12,0,0,6,162.405,6,6,156,0,0.09476709365844727,True,True,"{""0"": 1, ""1"": 0, ""2"": 4, ""3"": 5, ""4"": 2}",,,6123FDF7,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_55,5,external_revkit_cli_tbs,tbs,174,132,133,14,0,0,6,181.415,6,6,174,0,0.09098696708679199,True,True,"{""0"": 1, ""1"": 2, ""2"": 2, ""3"": 7, ""4"": 2}",,,451B4CF3,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_56,5,external_revkit_cli_tbs,tbs,200,103,103,11,0,1,7,207.775,6,7,200,0,0.09024882316589355,True,True,"{""0"": 0, ""1"": 3, ""2"": 0, ""3"": 4, ""4"": 3, ""5"": 1}",,,FD5166E6,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_57,5,external_revkit_cli_tbs,tbs,267,160,160,17,0,1,7,277.96999999999997,6,7,267,0,0.09132170677185059,True,True,"{""0"": 0, ""1"": 2, ""2"": 5, ""3"": 6, ""4"": 3, ""5"": 1}",,,ECE66FA2,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_58,5,external_revkit_cli_tbs,tbs,92,81,81,9,0,0,6,96.545,6,6,92,0,0.09985613822937012,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 4}",,,A3D70628,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_59,5,external_revkit_cli_tbs,tbs,260,155,155,17,0,1,7,270.695,6,7,260,0,0.09040307998657227,True,True,"{""0"": 0, ""1"": 3, ""2"": 4, ""3"": 6, ""4"": 3, ""5"": 1}",,,B02B61C4,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_6,5,external_revkit_cli_tbs,tbs,209,164,165,21,0,0,6,218.245,6,6,209,0,0.08943009376525879,True,True,"{""0"": 1, ""1"": 4, ""2"": 7, ""3"": 7, ""4"": 2}",,,8D5288F1,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_60,5,external_revkit_cli_tbs,tbs,243,152,153,19,0,1,7,253.565,6,7,243,0,0.08767008781433105,True,True,"{""0"": 1, ""1"": 4, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1}",,,8E944239,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_61,5,external_revkit_cli_tbs,tbs,130,105,105,14,0,0,6,135.91499999999996,6,6,130,0,0.0941472053527832,True,True,"{""0"": 0, ""1"": 3, ""2"": 6, ""3"": 4, ""4"": 1}",,,3838B326,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_62,5,external_revkit_cli_tbs,tbs,314,190,191,21,0,1,7,326.675,6,7,314,0,0.09195613861083984,True,True,"{""0"": 1, ""1"": 2, ""2"": 6, ""3"": 7, ""4"": 4, ""5"": 1}",,,AF42E12F,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_63,5,external_revkit_cli_tbs,tbs,204,137,138,14,0,1,7,213.68999999999997,6,7,204,0,0.09147405624389648,True,True,"{""0"": 1, ""1"": 1, ""2"": 4, ""3"": 7, ""4"": 0, ""5"": 1}",,,5304317F,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_7,5,external_revkit_cli_tbs,tbs,171,99,100,14,0,1,7,178.6,6,7,171,0,0.08904719352722168,True,True,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 3, ""4"": 1, ""5"": 1}",,,4B0DBB41,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_8,5,external_revkit_cli_tbs,tbs,297,166,166,21,0,1,7,308.34,6,7,297,0,0.08952069282531738,True,True,"{""0"": 0, ""1"": 4, ""2"": 7, ""3"": 4, ""4"": 5, ""5"": 1}",,,D453DD32,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n5_9,5,external_revkit_cli_tbs,tbs,164,135,135,15,0,0,6,171.57500000000002,6,6,164,0,0.08957624435424805,True,True,"{""0"": 0, ""1"": 3, ""2"": 4, ""3"": 7, ""4"": 1}",,,A0EE89AE,104eb35f1933b080aa228ad419756f04682d4a2e
adder_carry_w3,6,external_revkit_cli_tbs,tbs,135,74,74,7,0,0,7,139.14000000000001,7,7,135,0,0.08718204498291016,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 2, ""4"": 4}",,,FEFCF8F0E0C08000,104eb35f1933b080aa228ad419756f04682d4a2e
majority_n6,6,external_revkit_cli_tbs,tbs,360,150,150,15,0,0,7,368.4,7,7,360,0,0.09639191627502441,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 15}",,,FEE8E880E8808000,104eb35f1933b080aa228ad419756f04682d4a2e
mul_w3_bit2,6,external_revkit_cli_tbs,tbs,45,28,28,4,0,0,7,46.58,7,7,45,0,0.09622716903686523,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 0, ""4"": 1}",,,1E665AAAB4CCF000,104eb35f1933b080aa228ad419756f04682d4a2e
mux_2_4,6,external_revkit_cli_tbs,tbs,92,81,81,9,0,0,7,96.545,7,7,92,0,0.09264421463012695,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 4}",,,FEDCBA9876543210,104eb35f1933b080aa228ad419756f04682d4a2e
parity_n6,6,external_revkit_cli_tbs,tbs,0,6,6,6,0,0,7,0.38999999999999996,7,7,0,0,0.09170413017272949,True,True,"{""0"": 0, ""1"": 6}",,,6996966996696996,104eb35f1933b080aa228ad419756f04682d4a2e
threshold3_n6,6,external_revkit_cli_tbs,tbs,680,430,430,35,0,0,7,704.0000000000001,7,7,680,0,0.08769583702087402,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 20, ""4"": 15}",,,FFFEFEE8FEE8E880,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_0,6,external_revkit_cli_tbs,tbs,504,264,265,29,0,1,8,520.8249999999999,7,8,504,0,0.09323287010192871,True,True,"{""0"": 1, ""1"": 4, ""2"": 8, ""3"": 9, ""4"": 4, ""5"": 2, ""6"": 1}",,,C4B032CCD7C524A5,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_1,6,external_revkit_cli_tbs,tbs,793,367,368,36,0,0,7,813.56,7,7,793,0,0.09355592727661133,True,True,"{""0"": 1, ""1"": 3, ""2"": 7, ""3"": 12, ""4"": 7, ""5"": 6}",,,E51F30DC6A7EE39,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_10,6,external_revkit_cli_tbs,tbs,698,367,368,36,0,1,8,720.56,7,8,698,0,0.08541488647460938,True,True,"{""0"": 1, ""1"": 3, ""2"": 6, ""3"": 13, ""4"": 10, ""5"": 2, ""6"": 1}",,,7FCD9EB1A7CAD415,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_11,6,external_revkit_cli_tbs,tbs,738,391,391,37,0,1,8,761.875,7,8,738,0,0.09509587287902832,True,True,"{""0"": 0, ""1"": 3, ""2"": 6, ""3"": 14, ""4"": 11, ""5"": 2, ""6"": 1}",,,E27A984D654821D0,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_12,6,external_revkit_cli_tbs,tbs,426,268,269,29,0,0,7,441.0450000000001,7,7,426,0,0.09229207038879395,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 11, ""4"": 6, ""5"": 1}",,,A491F0B2EA1FCA65,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_13,6,external_revkit_cli_tbs,tbs,775,362,363,38,0,1,8,797.3050000000001,7,8,775,0,0.08517193794250488,True,True,"{""0"": 1, ""1"": 4, ""2"": 9, ""3"": 10, ""4"": 9, ""5"": 4, ""6"": 1}",,,24933B83757750A9,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_14,6,external_revkit_cli_tbs,tbs,479,294,294,34,0,0,7,495.51,7,7,479,0,0.08957171440124512,True,True,"{""0"": 0, ""1"": 6, ""2"": 9, ""3"": 10, ""4"": 8, ""5"": 1}",,,23BED01D43CF2FDE,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_15,6,external_revkit_cli_tbs,tbs,496,272,272,29,0,0,7,511.25,7,7,496,0,0.09593796730041504,True,True,"{""0"": 0, ""1"": 2, ""2"": 8, ""3"": 7, ""4"": 11, ""5"": 1}",,,BEB799193F22FAF8,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_16,6,external_revkit_cli_tbs,tbs,622,321,322,35,0,0,7,640.0200000000001,7,7,622,0,0.09034276008605957,True,True,"{""0"": 1, ""1"": 3, ""2"": 10, ""3"": 9, ""4"": 9, ""5"": 3}",,,89FA6A688FB5D27B,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_17,6,external_revkit_cli_tbs,tbs,611,323,323,31,0,0,7,629.0749999999999,7,7,611,0,0.09124302864074707,True,True,"{""0"": 0, ""1"": 3, ""2"": 5, ""3"": 12, ""4"": 8, ""5"": 3}",,,BF3C4C06434308BC,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_18,6,external_revkit_cli_tbs,tbs,581,340,341,34,0,1,8,602.0550000000001,7,8,581,0,0.10061407089233398,True,True,"{""0"": 1, ""1"": 2, ""2"": 11, ""3"": 14, ""4"": 3, ""5"": 2, ""6"": 1}",,,6DADD6C795A76D79,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_19,6,external_revkit_cli_tbs,tbs,633,321,322,33,0,1,8,653.0000000000001,7,8,633,0,0.08967232704162598,True,True,"{""0"": 1, ""1"": 3, ""2"": 7, ""3"": 10, ""4"": 9, ""5"": 2, ""6"": 1}",,,956269F0E5D7B875,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_2,6,external_revkit_cli_tbs,tbs,679,352,353,37,0,0,7,698.745,7,7,679,0,0.08864998817443848,True,True,"{""0"": 1, ""1"": 4, ""2"": 9, ""3"": 12, ""4"": 7, ""5"": 4}",,,D261A7AB3AA2E4F9,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_20,6,external_revkit_cli_tbs,tbs,707,321,322,30,0,0,7,724.97,7,7,707,0,0.09423685073852539,True,True,"{""0"": 1, ""1"": 1, ""2"": 5, ""3"": 10, ""4"": 8, ""5"": 5}",,,5CABCC97663F1C97,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_21,6,external_revkit_cli_tbs,tbs,794,367,367,35,0,1,8,816.535,7,8,794,0,0.08792710304260254,True,True,"{""0"": 0, ""1"": 3, ""2"": 6, ""3"": 11, ""4"": 10, ""5"": 4, ""6"": 1}",,,FF50BDE4382567B8,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_22,6,external_revkit_cli_tbs,tbs,810,382,382,34,0,1,8,833.35,7,8,810,0,0.09163808822631836,True,True,"{""0"": 0, ""1"": 2, ""2"": 6, ""3"": 14, ""4"": 6, ""5"": 5, ""6"": 1}",,,2369B584FF5E9FF0,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_23,6,external_revkit_cli_tbs,tbs,628,275,275,24,0,1,8,645.365,7,8,628,0,0.09241199493408203,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 9, ""4"": 5, ""5"": 4, ""6"": 1}",,,7E570DDF827050A8,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_24,6,external_revkit_cli_tbs,tbs,776,392,392,37,0,1,8,799.93,7,8,776,0,0.09599900245666504,True,True,"{""0"": 0, ""1"": 2, ""2"": 8, ""3"": 13, ""4"": 10, ""5"": 3, ""6"": 1}",,,C17AF08A1745D6D8,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_25,6,external_revkit_cli_tbs,tbs,583,286,287,31,0,0,7,599.055,7,7,583,0,0.08617305755615234,True,True,"{""0"": 1, ""1"": 2, ""2"": 9, ""3"": 7, ""4"": 9, ""5"": 3}",,,DC713D960C0FD195,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_26,6,external_revkit_cli_tbs,tbs,649,333,334,32,0,1,8,669.6500000000001,7,8,649,0,0.09448599815368652,True,True,"{""0"": 1, ""1"": 1, ""2"": 7, ""3"": 11, ""4"": 9, ""5"": 2, ""6"": 1}",,,27209BDF1C11F735,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_27,6,external_revkit_cli_tbs,tbs,663,369,369,36,0,1,8,685.655,7,8,663,0,0.0898900032043457,True,True,"{""0"": 0, ""1"": 3, ""2"": 9, ""3"": 14, ""4"": 7, ""5"": 2, ""6"": 1}",,,28F49481A0A04DC4,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_28,6,external_revkit_cli_tbs,tbs,439,288,288,29,0,0,7,455.13,7,7,439,0,0.09726786613464355,True,True,"{""0"": 0, ""1"": 2, ""2"": 9, ""3"": 12, ""4"": 5, ""5"": 1}",,,AE340454CAC5B68C,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_29,6,external_revkit_cli_tbs,tbs,463,254,254,25,0,0,7,477.22,7,7,463,0,0.09654498100280762,True,True,"{""0"": 0, ""1"": 0, ""2"": 9, ""3"": 8, ""4"": 6, ""5"": 2}",,,98AE43346C12ACE8,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_3,6,external_revkit_cli_tbs,tbs,720,356,357,37,0,1,8,741.965,7,8,720,0,0.08985114097595215,True,True,"{""0"": 1, ""1"": 4, ""2"": 8, ""3"": 11, ""4"": 9, ""5"": 3, ""6"": 1}",,,CE177B4E0837B8A3,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_30,6,external_revkit_cli_tbs,tbs,569,289,289,28,0,1,8,587.175,7,8,569,0,0.08750009536743164,True,True,"{""0"": 0, ""1"": 3, ""2"": 7, ""3"": 11, ""4"": 3, ""5"": 3, ""6"": 1}",,,62801C4510435A10,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_31,6,external_revkit_cli_tbs,tbs,546,278,278,29,0,0,7,561.5799999999999,7,7,546,0,0.09135580062866211,True,True,"{""0"": 0, ""1"": 4, ""2"": 6, ""3"": 9, ""4"": 7, ""5"": 3}",,,988C24C961B1CD22,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_4,6,external_revkit_cli_tbs,tbs,660,347,347,34,0,1,8,681.4250000000001,7,8,660,0,0.08762717247009277,True,True,"{""0"": 0, ""1"": 5, ""2"": 4, ""3"": 13, ""4"": 9, ""5"": 2, ""6"": 1}",,,66B2BC5B50C187FC,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_5,6,external_revkit_cli_tbs,tbs,658,344,344,34,0,1,8,679.26,7,8,658,0,0.09016132354736328,True,True,"{""0"": 0, ""1"": 4, ""2"": 6, ""3"": 12, ""4"": 9, ""5"": 2, ""6"": 1}",,,10F1BC81448AAA9E,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_6,6,external_revkit_cli_tbs,tbs,679,337,337,33,0,1,8,699.865,7,8,679,0,0.08188891410827637,True,True,"{""0"": 0, ""1"": 1, ""2"": 9, ""3"": 9, ""4"": 11, ""5"": 2, ""6"": 1}",,,E9C349E03602F8AC,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_7,6,external_revkit_cli_tbs,tbs,591,284,284,29,0,0,7,606.91,7,7,591,0,0.08238410949707031,True,True,"{""0"": 0, ""1"": 2, ""2"": 9, ""3"": 8, ""4"": 6, ""5"": 4}",,,9132B63EF16287E4,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_8,6,external_revkit_cli_tbs,tbs,559,290,290,31,0,1,8,577.26,7,8,559,0,0.08053398132324219,True,True,"{""0"": 0, ""1"": 4, ""2"": 9, ""3"": 9, ""4"": 6, ""5"": 2, ""6"": 1}",,,B7C93ACFE059A0EE,104eb35f1933b080aa228ad419756f04682d4a2e
truth_n6_9,6,external_revkit_cli_tbs,tbs,623,292,293,30,0,0,7,639.3749999999999,7,7,623,0,0.06857180595397949,True,True,"{""0"": 1, ""1"": 2, ""2"": 9, ""3"": 9, ""4"": 4, ""5"": 5}",,,366EB16F508EBAD7,104eb35f1933b080aa228ad419756f04682d4a2e
