dataset,name,n,budget,cap_fraction,peak_cap,feasible,method,selected_policy,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,lut_nodes,lut_edges,checkpoint_nodes,expanded_compute_calls,keep_peak_ancilla,keep_score,peak_reduction_vs_keep_pct,score_change_vs_keep_pct,official_ros_fully_reproduced
n14,anf_n14_58,14,line25,0.25,1567,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,44227343728.0,78706905003.0,79971121659.0,35743777931.0,613.0,666.0,628.0,48932625864.315,6267.0,9853.0,612.0,3906439286.0,6268.0,168942.315,89.37460114869177,28964002.844402835,False
n14,anf_n14_58,14,minline,0.0,55.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,80227644344.0,150057547941.0,153475071751.0,73247427407.0,1.0,55.0,16.0,89264546721.975,6267.0,9853.0,0.0,12401024182.0,6268.0,168942.315,99.12252712188896,52837193.44064866,False
n14,anf_n14_59,14,keep100,1.0,6209,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,139544.0,248357.0,251871.0,112327.0,6208.0,6209.0,6223.0,166797.615,6208.0,9669.0,6208.0,12416.0,6209.0,166797.615,0.0,0.0,False
n14,anf_n14_59,14,line75,0.75,4656,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,29040458152.0,51639530365.0,52385088847.0,23344630695.0,609.0,661.0,624.0,32125263328.255,6208.0,9669.0,608.0,2525794370.0,6209.0,166797.615,89.35416331132227,19259925.587449197,False
n14,anf_n14_59,14,line50,0.5,3104,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,29040458152.0,51639530365.0,52385088847.0,23344630695.0,609.0,661.0,624.0,32125263328.255,6208.0,9669.0,608.0,2525794370.0,6209.0,166797.615,89.35416331132227,19259925.587449197,False
n14,anf_n14_59,14,line25,0.25,1552,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,29040458152.0,51639530365.0,52385088847.0,23344630695.0,609.0,661.0,624.0,32125263328.255,6208.0,9669.0,608.0,2525794370.0,6209.0,166797.615,89.35416331132227,19259925.587449197,False
n14,anf_n14_59,14,minline,0.0,56.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,50377930744.0,94922352389.0,97389019171.0,47011088427.0,1.0,56.0,16.0,56105771123.395,6208.0,9669.0,0.0,8046195518.0,6209.0,166797.615,99.09808342728297,33636934.39248517,False
n14,anf_n14_6,14,keep100,1.0,6586,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,147592.0,262655.0,266385.0,118793.0,6585.0,6586.0,6600.0,176453.905,6585.0,10457.0,6585.0,13170.0,6586.0,176453.905,0.0,0.0,False
n14,anf_n14_6,14,line75,0.75,4939,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,18903623272.0,33749677229.0,34342096355.0,15438473083.0,661.0,709.0,676.0,20923127955.315002,6585.0,10457.0,660.0,1729142634.0,6586.0,176453.905,89.23474035833587,11857460.168654246,False
n14,anf_n14_6,14,line50,0.5,3293,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,18903623272.0,33749677229.0,34342096355.0,15438473083.0,661.0,709.0,676.0,20923127955.315002,6585.0,10457.0,660.0,1729142634.0,6586.0,176453.905,89.23474035833587,11857460.168654246,False
n14,anf_n14_6,14,line25,0.25,1646,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,18903623272.0,33749677229.0,34342096355.0,15438473083.0,661.0,709.0,676.0,20923127955.315002,6585.0,10457.0,660.0,1729142634.0,6586.0,176453.905,89.23474035833587,11857460.168654246,False
n14,anf_n14_6,14,minline,0.0,50.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,36973130496.0,70247907079.0,72172286905.0,35199156409.0,1.0,50.0,16.0,41217622746.825,6585.0,10457.0,0.0,6400411438.0,6586.0,176453.905,99.24081384755542,23358761.197673693,False
n14,anf_n14_60,14,keep100,1.0,6165,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,137184.0,243961.0,247493.0,110309.0,6164.0,6165.0,6179.0,164087.925,6164.0,9752.0,6164.0,12328.0,6165.0,164087.925,0.0,0.0,False
n14,anf_n14_60,14,line75,0.75,4623,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,6603028752.0,11747938005.0,11944788163.0,5341759411.0,592.0,634.0,607.0,7305536956.754999,6164.0,9752.0,591.0,610201420.0,6165.0,164087.925,89.7161394971614,4452108.7513477905,False
n14,anf_n14_60,14,line50,0.5,3082,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,6603028752.0,11747938005.0,11944788163.0,5341759411.0,592.0,634.0,607.0,7305536956.754999,6164.0,9752.0,591.0,610201420.0,6165.0,164087.925,89.7161394971614,4452108.7513477905,False
n14,anf_n14_60,14,line25,0.25,1541,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,6603028752.0,11747938005.0,11944788163.0,5341759411.0,592.0,634.0,607.0,7305536956.754999,6164.0,9752.0,591.0,610201420.0,6165.0,164087.925,89.7161394971614,4452108.7513477905,False
n14,anf_n14_60,14,minline,0.0,46.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,12201587160.0,23076822689.0,23670144267.0,11468557107.0,1.0,46.0,16.0,13594397894.634998,6164.0,9752.0,0.0,2034384214.0,6165.0,164087.925,99.25385239253852,8284725.28171101,False
n14,anf_n14_61,14,keep100,1.0,103,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,1848.0,3505.0,3607.0,1759.0,102.0,103.0,117.0,2265.895,102.0,139.0,102.0,204.0,103.0,2265.895,0.0,0.0,False
n14,anf_n14_61,14,line75,0.75,77,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,29112.0,55031.0,56415.0,27303.0,24.0,39.0,39.0,32510.495,102.0,139.0,23.0,3012.0,103.0,2265.895,62.13592233009709,1334.7750006068243,False
n14,anf_n14_61,14,line50,0.5,51,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,29112.0,55031.0,56415.0,27303.0,24.0,39.0,39.0,32510.495,102.0,139.0,23.0,3012.0,103.0,2265.895,62.13592233009709,1334.7750006068243,False
n14,anf_n14_61,14,line25,0.25,25,True,external_ros_lut_garbage_budget_line25,zero_checkpoint,3,276688.0,534577.0,554539.0,277851.0,1.0,19.0,16.0,309205.675,102.0,139.0,0.0,36062.0,103.0,2265.895,81.55339805825243,13546.0725232193,False
n14,anf_n14_61,14,minline,0.0,19.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,276688.0,534577.0,554539.0,277851.0,1.0,19.0,16.0,309205.675,102.0,139.0,0.0,36062.0,103.0,2265.895,81.55339805825243,13546.0725232193,False
n14,anf_n14_62,14,keep100,1.0,3831,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,87176.0,155247.0,157489.0,70313.0,3830.0,3831.0,3845.0,104113.345,3830.0,5573.0,3830.0,7660.0,3831.0,104113.345,0.0,0.0,False
n14,anf_n14_62,14,line75,0.75,2873,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,748574432.0,1326943943.0,1346544007.0,597969575.0,380.0,418.0,395.0,827830881.575,3830.0,5573.0,379.0,66026536.0,3831.0,104113.345,89.08901070216653,795024.6610845132,False
n14,anf_n14_62,14,line50,0.5,1915,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,748574432.0,1326943943.0,1346544007.0,597969575.0,380.0,418.0,395.0,827830881.575,3830.0,5573.0,379.0,66026536.0,3831.0,104113.345,89.08901070216653,795024.6610845132,False
n14,anf_n14_62,14,line25,0.25,957,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,748574432.0,1326943943.0,1346544007.0,597969575.0,380.0,418.0,395.0,827830881.575,3830.0,5573.0,379.0,66026536.0,3831.0,104113.345,89.08901070216653,795024.6610845132,False
n14,anf_n14_62,14,minline,0.0,44.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,1305446120.0,2435846605.0,2488100651.0,1182654531.0,1.0,44.0,16.0,1452028127.275,3830.0,5573.0,0.0,196322598.0,3831.0,104113.345,98.85147481075437,1394560.9123691109,False
n14,anf_n14_63,14,keep100,1.0,6671,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,148920.0,264949.0,268711.0,119791.0,6670.0,6671.0,6685.0,178088.535,6670.0,10566.0,6670.0,13340.0,6671.0,178088.535,0.0,0.0,False
n14,anf_n14_63,14,line75,0.75,5003,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,327483488352.0,581805913259.0,590909067833.0,263425579481.0,634.0,698.0,649.0,362253618090.665,6670.0,10566.0,633.0,30007198260.0,6671.0,178088.535,89.53680107929846,203411993.92882308,False
n14,anf_n14_63,14,line50,0.5,3335,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,327483488352.0,581805913259.0,590909067833.0,263425579481.0,634.0,698.0,649.0,362253618090.665,6670.0,10566.0,633.0,30007198260.0,6671.0,178088.535,89.53680107929846,203411993.92882308,False
n14,anf_n14_63,14,line25,0.25,1667,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,327483488352.0,581805913259.0,590909067833.0,263425579481.0,634.0,698.0,649.0,362253618090.665,6670.0,10566.0,633.0,30007198260.0,6671.0,178088.535,89.53680107929846,203411993.92882308,False
n14,anf_n14_63,14,minline,0.0,66.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,595144373552.0,1123174713933.0,1150153163995.0,555008790443.0,1.0,66.0,16.0,662873747605.675,6670.0,10566.0,0.0,97838739902.0,6671.0,178088.535,99.0106430819967,372215746.23944205,False
n14,anf_n14_7,14,keep100,1.0,6673,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,150088.0,266785.0,270485.0,120397.0,6672.0,6673.0,6687.0,179366.645,6672.0,10500.0,6672.0,13344.0,6673.0,179366.645,0.0,0.0,False
n14,anf_n14_7,14,line75,0.75,5004,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,189149941400.0,336802463495.0,341985802435.0,152835861035.0,642.0,699.0,657.0,209280186984.675,6672.0,10500.0,641.0,17283430248.0,6673.0,179366.645,89.52495129626854,116677215.88817699,False
n14,anf_n14_7,14,line50,0.5,3336,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,189149941400.0,336802463495.0,341985802435.0,152835861035.0,642.0,699.0,657.0,209280186984.675,6672.0,10500.0,641.0,17283430248.0,6673.0,179366.645,89.52495129626854,116677215.88817699,False
n14,anf_n14_7,14,line25,0.25,1668,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,189149941400.0,336802463495.0,341985802435.0,152835861035.0,642.0,699.0,657.0,209280186984.675,6672.0,10500.0,641.0,17283430248.0,6673.0,179366.645,89.52495129626854,116677215.88817699,False
n14,anf_n14_7,14,minline,0.0,62.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,341514939696.0,641939655295.0,656969936569.0,315454996873.0,1.0,62.0,16.0,380201625049.06494,6672.0,10500.0,0.0,54137956942.0,6673.0,179366.645,99.0708826614716,211968867.27876297,False
n14,anf_n14_8,14,keep100,1.0,192,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,3888.0,7165.0,7299.0,3411.0,191.0,192.0,206.0,4702.195,191.0,269.0,191.0,382.0,192.0,4702.195,0.0,0.0,False
n14,anf_n14_8,14,line75,0.75,144,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,55928.0,103617.0,105339.0,49411.0,65.0,80.0,80.0,62306.875,191.0,269.0,64.0,5274.0,192.0,4702.195,58.333333333333336,1225.0593605752208,False
n14,anf_n14_8,14,line50,0.5,96,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,55928.0,103617.0,105339.0,49411.0,65.0,80.0,80.0,62306.875,191.0,269.0,64.0,5274.0,192.0,4702.195,58.333333333333336,1225.0593605752208,False
n14,anf_n14_8,14,line25,0.25,48,True,external_ros_lut_garbage_budget_line25,zero_checkpoint,3,1197648.0,2233095.0,2283127.0,1085479.0,1.0,20.0,16.0,1332113.495,191.0,269.0,0.0,149490.0,192.0,4702.195,89.58333333333333,28229.609788619997,False
n14,anf_n14_8,14,minline,0.0,20.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,1197648.0,2233095.0,2283127.0,1085479.0,1.0,20.0,16.0,1332113.495,191.0,269.0,0.0,149490.0,192.0,4702.195,89.58333333333333,28229.609788619997,False
n14,anf_n14_9,14,keep100,1.0,6658,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,148832.0,264999.0,268785.0,119953.0,6657.0,6658.0,6672.0,177979.265,6657.0,10615.0,6657.0,13314.0,6658.0,177979.265,0.0,0.0,False
n14,anf_n14_9,14,line75,0.75,4993,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,194608257808.0,345532131681.0,350995770305.0,156387512497.0,664.0,721.0,679.0,215258356196.785,6657.0,10615.0,663.0,17505414132.0,6658.0,177979.265,89.17092219885852,120945649.6055987,False
n14,anf_n14_9,14,line50,0.5,3329,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,194608257808.0,345532131681.0,350995770305.0,156387512497.0,664.0,721.0,679.0,215258356196.785,6657.0,10615.0,663.0,17505414132.0,6658.0,177979.265,89.17092219885852,120945649.6055987,False
n14,anf_n14_9,14,line25,0.25,1664,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,194608257808.0,345532131681.0,350995770305.0,156387512497.0,664.0,721.0,679.0,215258356196.785,6657.0,10615.0,663.0,17505414132.0,6658.0,177979.265,89.17092219885852,120945649.6055987,False
n14,anf_n14_9,14,minline,0.0,62.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,353942177008.0,667006284441.0,682235299315.0,328293122307.0,1.0,62.0,16.0,394138889222.435,6657.0,10615.0,0.0,57349800662.0,6658.0,177979.265,99.06878942625413,221452038.94575584,False
n15,anf_n15_0,15,keep100,1.0,21,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,5,552.0,1019.0,1041.0,489.0,19.0,21.0,35.0,655.265,19.0,18.0,19.0,38.0,21.0,655.265,0.0,0.0,False
n15,anf_n15_0,15,line75,0.75,15,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,5,2056.0,4007.0,4125.0,2069.0,1.0,9.0,17.0,2316.845,19.0,18.0,0.0,198.0,21.0,655.265,57.142857142857146,253.5737449734077,False
n15,anf_n15_0,15,line50,0.5,10,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,5,2056.0,4007.0,4125.0,2069.0,1.0,9.0,17.0,2316.845,19.0,18.0,0.0,198.0,21.0,655.265,57.142857142857146,253.5737449734077,False
n15,anf_n15_0,15,minline,0.0,9.0,True,external_ros_lut_garbage_budget_minline,fanout_checkpoint,5,2056.0,4007.0,4125.0,2069.0,1.0,9.0,17.0,2316.845,19.0,18.0,0.0,198.0,21.0,655.265,57.142857142857146,253.5737449734077,False
n15,anf_n15_1,15,keep100,1.0,591,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,12056.0,22047.0,22491.0,10435.0,590.0,591.0,606.0,14561.595,590.0,887.0,590.0,1180.0,591.0,14561.595,0.0,0.0,False
n15,anf_n15_1,15,line75,0.75,443,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,1395360.0,2522137.0,2560331.0,1164971.0,168.0,190.0,184.0,1546680.155,590.0,887.0,167.0,131488.0,591.0,14561.595,67.85109983079526,10521.639696750253,False
n15,anf_n15_1,15,line50,0.5,295,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,1395360.0,2522137.0,2560331.0,1164971.0,168.0,190.0,184.0,1546680.155,590.0,887.0,167.0,131488.0,591.0,14561.595,67.85109983079526,10521.639696750253,False
n15,anf_n15_1,15,line25,0.25,147,True,external_ros_lut_garbage_budget_line25,zero_checkpoint,3,17667120.0,32819859.0,33557925.0,15890805.0,1.0,27.0,17.0,19642245.285,590.0,887.0,0.0,2393258.0,591.0,14561.595,95.43147208121827,134790.75396616926,False
n15,anf_n15_1,15,minline,0.0,27.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,17667120.0,32819859.0,33557925.0,15890805.0,1.0,27.0,17.0,19642245.285,590.0,887.0,0.0,2393258.0,591.0,14561.595,95.43147208121827,134790.75396616926,False
n15,anf_n15_10,15,keep100,1.0,12918,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,293296.0,521265.0,528713.0,235417.0,12917.0,12918.0,12933.0,350267.465,12917.0,21263.0,12917.0,25834.0,12918.0,350267.465,0.0,0.0,False
n15,anf_n15_10,15,line75,0.75,9688,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,31249469318528.0,55405868497841.0,56212881552241.0,24963412233713.0,1241.0,1320.0,1257.0,34558531406702.383,12917.0,21263.0,1240.0,2765426927510.0,12918.0,350267.465,89.78169995355319,9866326310.505293,False
n15,anf_n15_10,15,line50,0.5,6459,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,31249469318528.0,55405868497841.0,56212881552241.0,24963412233713.0,1241.0,1320.0,1257.0,34558531406702.383,12917.0,21263.0,1240.0,2765426927510.0,12918.0,350267.465,89.78169995355319,9866326310.505293,False
n15,anf_n15_10,15,line25,0.25,3229,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,31249469318528.0,55405868497841.0,56212881552241.0,24963412233713.0,1241.0,1320.0,1257.0,34558531406702.383,12917.0,21263.0,1240.0,2765426927510.0,12918.0,350267.465,89.78169995355319,9866326310.505293,False
n15,anf_n15_10,15,minline,0.0,82.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,64759901358320.0,122428422854489.0,125491082303579.0,60731180945259.0,1.0,82.0,17.0,72146716316669.84,12917.0,21263.0,0.0,10804508222718.0,12918.0,350267.465,99.36522681529648,20597607021.93747,False
n15,anf_n15_11,15,keep100,1.0,12786,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,290192.0,515535.0,522683.0,232491.0,12785.0,12786.0,12801.0,346550.555,12785.0,20981.0,12785.0,25570.0,12786.0,346550.555,0.0,0.0,False
n15,anf_n15_11,15,line75,0.75,9589,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,374631172832.0,666147517171.0,676930812787.0,302299639955.0,1200.0,1256.0,1216.0,414454034622.195,12785.0,20981.0,1199.0,33697841064.0,12786.0,346550.555,90.17675582668544,119594004.99925329,False
n15,anf_n15_11,15,line50,0.5,6393,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,374631172832.0,666147517171.0,676930812787.0,302299639955.0,1200.0,1256.0,1216.0,414454034622.195,12785.0,20981.0,1199.0,33697841064.0,12786.0,346550.555,90.17675582668544,119594004.99925329,False
n15,anf_n15_11,15,line25,0.25,3196,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,374631172832.0,666147517171.0,676930812787.0,302299639955.0,1200.0,1256.0,1216.0,414454034622.195,12785.0,20981.0,1199.0,33697841064.0,12786.0,346550.555,90.17675582668544,119594004.99925329,False
n15,anf_n15_11,15,minline,0.0,59.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,742997829848.0,1402520605557.0,1437221269115.0,694223439267.0,1.0,59.0,17.0,827599207617.675,12785.0,20981.0,0.0,121525357470.0,12786.0,346550.555,99.53855779759111,238810427.25991884,False
n15,anf_n15_12,15,keep100,1.0,11472,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,261576.0,465545.0,472249.0,210673.0,11471.0,11472.0,11487.0,312332.265,11471.0,18598.0,11471.0,22942.0,11472.0,312332.265,0.0,0.0,False
n15,anf_n15_12,15,line75,0.75,8604,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,678428667040.0,1202640940121.0,1221314347217.0,542885680177.0,1114.0,1178.0,1130.0,750282879010.865,11471.0,18598.0,1113.0,60721236200.0,11472.0,312332.265,89.73152022315202,240219359.55883393,False
n15,anf_n15_12,15,line50,0.5,5736,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,678428667040.0,1202640940121.0,1221314347217.0,542885680177.0,1114.0,1178.0,1130.0,750282879010.865,11471.0,18598.0,1113.0,60721236200.0,11472.0,312332.265,89.73152022315202,240219359.55883393,False
n15,anf_n15_12,15,line25,0.25,2868,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,678428667040.0,1202640940121.0,1221314347217.0,542885680177.0,1114.0,1178.0,1130.0,750282879010.865,11471.0,18598.0,1113.0,60721236200.0,11472.0,312332.265,89.73152022315202,240219359.55883393,False
n15,anf_n15_12,15,minline,0.0,67.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,1342267519304.0,2534348916877.0,2596332661683.0,1254065142379.0,1.0,67.0,17.0,1495127117462.1152,11471.0,18598.0,0.0,222354269198.0,11472.0,312332.265,99.41596931659693,478697519.49253476,False
n15,anf_n15_13,15,keep100,1.0,10627,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,239832.0,427533.0,433831.0,193999.0,10626.0,10627.0,10642.0,286634.775,10626.0,17067.0,10626.0,21252.0,10627.0,286634.775,0.0,0.0,False
n15,anf_n15_13,15,line75,0.75,7970,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,19120074640.0,33986856603.0,34532071095.0,15411996455.0,1018.0,1066.0,1034.0,21151652067.094997,10626.0,17067.0,1017.0,1735467364.0,10627.0,286634.775,89.96894702173708,7379204.226814417,False
n15,anf_n15_13,15,line50,0.5,5313,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,19120074640.0,33986856603.0,34532071095.0,15411996455.0,1018.0,1066.0,1034.0,21151652067.094997,10626.0,17067.0,1017.0,1735467364.0,10627.0,286634.775,89.96894702173708,7379204.226814417,False
n15,anf_n15_13,15,line25,0.25,2656,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,19120074640.0,33986856603.0,34532071095.0,15411996455.0,1018.0,1066.0,1034.0,21151652067.094997,10626.0,17067.0,1017.0,1735467364.0,10627.0,286634.775,89.96894702173708,7379204.226814417,False
n15,anf_n15_13,15,minline,0.0,53.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,40978055464.0,77990174249.0,80021601495.0,39043546031.0,1.0,53.0,17.0,45688422022.695,10626.0,17067.0,0.0,7196462278.0,10627.0,286634.775,99.50127034911075,15939494.915758215,False
n15,anf_n15_14,15,keep100,1.0,13049,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,295536.0,523751.0,530929.0,235393.0,13048.0,13049.0,13064.0,352901.905,13048.0,21703.0,13048.0,26096.0,13049.0,352901.905,0.0,0.0,False
n15,anf_n15_14,15,line75,0.75,9786,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,18795658682112.0,33252009620965.0,33764787249361.0,14969128567249.0,1254.0,1327.0,1270.0,20781902164017.504,13048.0,21703.0,1253.0,1685861139140.0,13049.0,352901.905,89.83063836309296,5888860761.778998,False
n15,anf_n15_14,15,line50,0.5,6524,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,18795658682112.0,33252009620965.0,33764787249361.0,14969128567249.0,1254.0,1327.0,1270.0,20781902164017.504,13048.0,21703.0,1253.0,1685861139140.0,13049.0,352901.905,89.83063836309296,5888860761.778998,False
n15,anf_n15_14,15,line25,0.25,3262,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,18795658682112.0,33252009620965.0,33764787249361.0,14969128567249.0,1254.0,1327.0,1270.0,20781902164017.504,13048.0,21703.0,1253.0,1685861139140.0,13049.0,352901.905,89.83063836309296,5888860761.778998,False
n15,anf_n15_14,15,minline,0.0,79.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,38046049717792.0,71863090422111.0,73675469277657.0,35629419559865.0,1.0,79.0,17.0,42381999569597.94,13048.0,21703.0,0.0,6456349827062.0,13049.0,352901.905,99.39458962372595,12009569406.17706,False
n15,anf_n15_15,15,keep100,1.0,4,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,4,64.0,115.0,119.0,55.0,3.0,4.0,19.0,78.935,3.0,2.0,3.0,6.0,4.0,78.935,0.0,0.0,False
n15,anf_n15_15,15,minline,0.0,4.0,True,external_ros_lut_garbage_budget_minline,keep_all_bennett,4,64.0,115.0,119.0,55.0,3.0,4.0,19.0,78.935,3.0,2.0,3.0,6.0,4.0,78.935,0.0,0.0,False
n15,anf_n15_16,15,keep100,1.0,12436,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,280744.0,499427.0,506551.0,225807.0,12435.0,12436.0,12451.0,335449.415,12435.0,20423.0,12435.0,24870.0,12436.0,335449.415,0.0,0.0,False
n15,anf_n15_16,15,line75,0.75,9327,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,130522680672.0,231511091377.0,234919707269.0,104397026597.0,1162.0,1214.0,1178.0,144350892630.085,12435.0,20423.0,1161.0,11628324332.0,12436.0,335449.415,90.23801865551624,43031989.54175252,False
n15,anf_n15_16,15,line50,0.5,6218,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,130522680672.0,231511091377.0,234919707269.0,104397026597.0,1162.0,1214.0,1178.0,144350892630.085,12435.0,20423.0,1161.0,11628324332.0,12436.0,335449.415,90.23801865551624,43031989.54175252,False
n15,anf_n15_16,15,line25,0.25,3109,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,130522680672.0,231511091377.0,234919707269.0,104397026597.0,1162.0,1214.0,1178.0,144350892630.085,12435.0,20423.0,1161.0,11628324332.0,12436.0,335449.415,90.23801865551624,43031989.54175252,False
n15,anf_n15_16,15,minline,0.0,56.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,262249959584.0,497417737647.0,509644079457.0,247394119873.0,1.0,56.0,17.0,292265271592.46497,12435.0,20423.0,0.0,44764795662.0,12436.0,335449.415,99.5496944355098,87126381.22891048,False
n15,anf_n15_17,15,keep100,1.0,11995,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,271120.0,481825.0,488727.0,217607.0,11994.0,11995.0,12010.0,323889.975,11994.0,19693.0,11994.0,23988.0,11995.0,323889.975,0.0,0.0,False
n15,anf_n15_17,15,line75,0.75,8996,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,421591079320.0,749886015849.0,762267740269.0,340676660949.0,1141.0,1201.0,1157.0,466427305069.485,11994.0,19693.0,1140.0,37499399014.0,11995.0,323889.975,89.98749478949563,144007847.4733619,False
n15,anf_n15_17,15,line50,0.5,5997,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,421591079320.0,749886015849.0,762267740269.0,340676660949.0,1141.0,1201.0,1157.0,466427305069.485,11994.0,19693.0,1140.0,37499399014.0,11995.0,323889.975,89.98749478949563,144007847.4733619,False
n15,anf_n15_17,15,line25,0.25,2998,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,421591079320.0,749886015849.0,762267740269.0,340676660949.0,1141.0,1201.0,1157.0,466427305069.485,11994.0,19693.0,1140.0,37499399014.0,11995.0,323889.975,89.98749478949563,144007847.4733619,False
n15,anf_n15_17,15,minline,0.0,64.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,895754772272.0,1693681246007.0,1734438764057.0,838683991785.0,1.0,64.0,17.0,997905443618.985,11994.0,19693.0,0.0,149517036798.0,11995.0,323889.975,99.46644435181325,308100032.9599612,False
n15,anf_n15_18,15,keep100,1.0,12631,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,285488.0,506869.0,514097.0,228609.0,12630.0,12631.0,12646.0,341022.305,12630.0,20997.0,12630.0,25260.0,12631.0,341022.305,0.0,0.0,False
