dataset,name,n,budget,cap_fraction,peak_cap,feasible,method,selected_policy,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,lut_nodes,lut_edges,checkpoint_nodes,expanded_compute_calls,keep_peak_ancilla,keep_score,peak_reduction_vs_keep_pct,score_change_vs_keep_pct,official_ros_fully_reproduced
n16,anf_n16_21,16,line25,0.25,6388,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,2.138960096648045e+16,3.7772070285891464e+16,3.8340031458608424e+16,1.6950430492127976e+16,2364.0,2467.0,2381.0,2.364508855472145e+16,25552.0,43782.0,2363.0,1917235542018816.0,25553.0,692294.395,90.34555629475992,3415467281665.505,False
n16,anf_n16_21,16,minline,0.0,109.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,4.880402485222943e+16,9.282278526735269e+16,9.535629623708198e+16,4.655227138485255e+16,1.0,109.0,18.0,5.441280342032851e+16,25552.0,43782.0,0.0,8665599631078918.0,25553.0,692294.395,99.57343560443,7859778125119.187,False
n16,anf_n16_22,16,keep100,1.0,25067,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,569992.0,1010043.0,1023883.0,453891.0,25066.0,25067.0,25083.0,680424.875,25066.0,42669.0,25066.0,50132.0,25067.0,680424.875,0.0,0.0,False
n16,anf_n16_22,16,line75,0.75,18800,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,61764766203200.0,109252374481543.0,110870400927337.0,49105634724137.0,2253.0,2331.0,2270.0,68288973548275.14,25066.0,42669.0,2252.0,5549803764990.0,25067.0,680424.875,90.7009215302988,10036225214.1135,False
n16,anf_n16_22,16,line50,0.5,12533,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,61764766203200.0,109252374481543.0,110870400927337.0,49105634724137.0,2253.0,2331.0,2270.0,68288973548275.14,25066.0,42669.0,2252.0,5549803764990.0,25067.0,680424.875,90.7009215302988,10036225214.1135,False
n16,anf_n16_22,16,line25,0.25,6266,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,61764766203200.0,109252374481543.0,110870400927337.0,49105634724137.0,2253.0,2331.0,2270.0,68288973548275.14,25066.0,42669.0,2252.0,5549803764990.0,25067.0,680424.875,90.7009215302988,10036225214.1135,False
n16,anf_n16_22,16,minline,0.0,81.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,134691198743160.0,255911473192885.0,262489170063203.0,127797971320043.0,1.0,81.0,18.0,150142974935185.88,25066.0,42669.0,0.0,23648805685238.0,25067.0,680424.875,99.67686599912236,22066061922.671623,False
n16,anf_n16_23,16,keep100,1.0,18318,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,419728.0,743407.0,753587.0,333859.0,18317.0,18318.0,18334.0,500742.675,18317.0,30045.0,18317.0,36634.0,18318.0,500742.675,0.0,0.0,False
n16,anf_n16_23,16,line75,0.75,13738,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,1826985583360.0,3238164344463.0,3287983330553.0,1460997747193.0,1676.0,1740.0,1693.0,2020441888048.7449,18317.0,30045.0,1675.0,166634171128.0,18318.0,500742.675,90.5011464133639,403488955.14169425,False
n16,anf_n16_23,16,line50,0.5,9159,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,1826985583360.0,3238164344463.0,3287983330553.0,1460997747193.0,1676.0,1740.0,1693.0,2020441888048.7449,18317.0,30045.0,1675.0,166634171128.0,18318.0,500742.675,90.5011464133639,403488955.14169425,False
n16,anf_n16_23,16,line25,0.25,4579,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,1826985583360.0,3238164344463.0,3287983330553.0,1460997747193.0,1676.0,1740.0,1693.0,2020441888048.7449,18317.0,30045.0,1675.0,166634171128.0,18318.0,500742.675,90.5011464133639,403488955.14169425,False
n16,anf_n16_23,16,minline,0.0,69.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,4299361140744.0,8174766637645.0,8381260303467.0,4081899162723.0,1.0,69.0,18.0,4792889702567.035,18317.0,30045.0,0.0,760938765422.0,18318.0,500742.675,99.62332132328856,957156128.5093907,False
n16,anf_n16_3,16,keep100,1.0,19800,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,451400.0,800759.0,812031.0,360631.0,19799.0,19800.0,19816.0,538817.135,19799.0,32327.0,19799.0,39598.0,19800.0,538817.135,0.0,0.0,False
n16,anf_n16_3,16,line75,0.75,14850,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,1230024179688.0,2173991196577.0,2206490372275.0,976466192587.0,1712.0,1777.0,1729.0,1359845848615.0752,19799.0,32327.0,1711.0,111074542808.0,19800.0,538817.135,91.02525252525253,252376032.88134855,False
n16,anf_n16_3,16,line50,0.5,9900,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,1230024179688.0,2173991196577.0,2206490372275.0,976466192587.0,1712.0,1777.0,1729.0,1359845848615.0752,19799.0,32327.0,1711.0,111074542808.0,19800.0,538817.135,91.02525252525253,252376032.88134855,False
n16,anf_n16_3,16,line25,0.25,4950,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,1230024179688.0,2173991196577.0,2206490372275.0,976466192587.0,1712.0,1777.0,1729.0,1359845848615.0752,19799.0,32327.0,1711.0,111074542808.0,19800.0,538817.135,91.02525252525253,252376032.88134855,False
n16,anf_n16_3,16,minline,0.0,71.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,2563366917848.0,4854890631341.0,4979122817787.0,2415755899939.0,1.0,71.0,18.0,2856406944509.8354,19799.0,32327.0,0.0,443932508062.0,19800.0,538817.135,99.64141414141415,530125383.9473202,False
n16,anf_n16_4,16,keep100,1.0,22946,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,522424.0,926511.0,939533.0,417109.0,22945.0,22946.0,22962.0,623640.525,22945.0,38602.0,22945.0,45890.0,22946.0,623640.525,0.0,0.0,False
n16,anf_n16_4,16,line75,0.75,17209,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,12287337275704.0,21758393573209.0,22086763262751.0,9799425987047.0,2058.0,2130.0,2075.0,13586968731704.096,22945.0,38602.0,2057.0,1104678107292.0,22946.0,623640.525,90.71733635492025,2178653817.928777,False
n16,anf_n16_4,16,line50,0.5,11473,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,12287337275704.0,21758393573209.0,22086763262751.0,9799425987047.0,2058.0,2130.0,2075.0,13586968731704.096,22945.0,38602.0,2057.0,1104678107292.0,22946.0,623640.525,90.71733635492025,2178653817.928777,False
n16,anf_n16_4,16,line25,0.25,5736,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,12287337275704.0,21758393573209.0,22086763262751.0,9799425987047.0,2058.0,2130.0,2075.0,13586968731704.096,22945.0,38602.0,2057.0,1104678107292.0,22946.0,623640.525,90.71733635492025,2178653817.928777,False
n16,anf_n16_4,16,minline,0.0,74.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,26884630605096.0,51105689170709.0,52463901919323.0,25579271314227.0,1.0,74.0,18.0,29971609414004.473,22945.0,38602.0,0.0,4695498203870.0,22946.0,623640.525,99.67750370434935,4805911031.8983755,False
n16,anf_n16_5,16,keep100,1.0,23758,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,540480.0,958289.0,971633.0,431153.0,23757.0,23758.0,23774.0,645213.585,23757.0,40286.0,23757.0,47514.0,23758.0,645213.585,0.0,0.0,False
n16,anf_n16_5,16,line75,0.75,17818,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,125579852024408.0,222107071857977.0,225501550724861.0,99921698700453.0,2144.0,2221.0,2161.0,138845875151046.53,23757.0,40286.0,2143.0,11353876954440.0,23758.0,645213.585,90.65156999747454,21519366258.513134,False
n16,anf_n16_5,16,line50,0.5,11879,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,125579852024408.0,222107071857977.0,225501550724861.0,99921698700453.0,2144.0,2221.0,2161.0,138845875151046.53,23757.0,40286.0,2143.0,11353876954440.0,23758.0,645213.585,90.65156999747454,21519366258.513134,False
n16,anf_n16_5,16,line25,0.25,5939,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,125579852024408.0,222107071857977.0,225501550724861.0,99921698700453.0,2144.0,2221.0,2161.0,138845875151046.53,23757.0,40286.0,2143.0,11353876954440.0,23758.0,645213.585,90.65156999747454,21519366258.513134,False
n16,anf_n16_5,16,minline,0.0,81.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,270279729602136.0,511854977136789.0,524558762668679.0,254279033066543.0,1.0,81.0,18.0,301165100458465.2,23757.0,40286.0,0.0,46692248502550.0,23758.0,645213.585,99.65906221062379,46676807000.778145,False
n16,anf_n16_6,16,keep100,1.0,22288,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,508416.0,901765.0,914423.0,406007.0,22287.0,22288.0,22304.0,606839.015,22287.0,37859.0,22287.0,44574.0,22288.0,606839.015,0.0,0.0,False
n16,anf_n16_6,16,line75,0.75,16716,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,25959799652336.0,45964918631301.0,46627082618931.0,20667282966595.0,2046.0,2126.0,2063.0,28704475470789.953,22287.0,37859.0,2045.0,2338026721896.0,22288.0,606839.015,90.46123474515434,4730163050.566375,False
n16,anf_n16_6,16,line50,0.5,11144,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,25959799652336.0,45964918631301.0,46627082618931.0,20667282966595.0,2046.0,2126.0,2063.0,28704475470789.953,22287.0,37859.0,2045.0,2338026721896.0,22288.0,606839.015,90.46123474515434,4730163050.566375,False
n16,anf_n16_6,16,line25,0.25,5572,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,25959799652336.0,45964918631301.0,46627082618931.0,20667282966595.0,2046.0,2126.0,2063.0,28704475470789.953,22287.0,37859.0,2045.0,2338026721896.0,22288.0,606839.015,90.46123474515434,4730163050.566375,False
n16,anf_n16_6,16,minline,0.0,83.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,57550060691240.0,109584102936313.0,112382038101035.0,54831977409795.0,1.0,83.0,18.0,64167475154472.0,22287.0,37859.0,0.0,10217920198054.0,22288.0,606839.015,99.62760229720028,10574052254.638403,False
n16,anf_n16_7,16,keep100,1.0,24426,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,555584.0,983881.0,997255.0,441671.0,24425.0,24426.0,24442.0,663166.775,24425.0,41637.0,24425.0,48850.0,24426.0,663166.775,0.0,0.0,False
n16,anf_n16_7,16,line75,0.75,18319,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,31269505677136.0,55421017640149.0,56243897593343.0,24974391916207.0,2194.0,2267.0,2211.0,34579748770338.176,24425.0,41637.0,2193.0,2820077734972.0,24426.0,663166.775,90.71890608368132,5214336636.085455,False
n16,anf_n16_7,16,line50,0.5,12213,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,31269505677136.0,55421017640149.0,56243897593343.0,24974391916207.0,2194.0,2267.0,2211.0,34579748770338.176,24425.0,41637.0,2193.0,2820077734972.0,24426.0,663166.775,90.71890608368132,5214336636.085455,False
n16,anf_n16_7,16,line25,0.25,6106,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,31269505677136.0,55421017640149.0,56243897593343.0,24974391916207.0,2194.0,2267.0,2211.0,34579748770338.176,24425.0,41637.0,2193.0,2820077734972.0,24426.0,663166.775,90.71890608368132,5214336636.085455,False
n16,anf_n16_7,16,minline,0.0,77.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,68281810708184.0,129569925533333.0,132754738544011.0,64472927835827.0,1.0,77.0,18.0,76100658086189.75,24425.0,41637.0,0.0,11922800004166.0,24426.0,663166.775,99.68476213870466,11475342295.763079,False
n16,anf_n16_8,16,keep100,1.0,5057,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,117712.0,210239.0,213369.0,95657.0,5056.0,5057.0,5073.0,140392.665,5056.0,7336.0,5056.0,10112.0,5057.0,140392.665,0.0,0.0,False
n16,anf_n16_8,16,line75,0.75,3792,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,441150056.0,787557629.0,800112205.0,358962149.0,537.0,571.0,554.0,488244807.725,5056.0,7336.0,536.0,39507654.0,5057.0,140392.665,88.70872058532727,347670.8808540674,False
n16,anf_n16_8,16,line50,0.5,2528,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,441150056.0,787557629.0,800112205.0,358962149.0,537.0,571.0,554.0,488244807.725,5056.0,7336.0,536.0,39507654.0,5057.0,140392.665,88.70872058532727,347670.8808540674,False
n16,anf_n16_8,16,line25,0.25,1264,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,441150056.0,787557629.0,800112205.0,358962149.0,537.0,571.0,554.0,488244807.725,5056.0,7336.0,536.0,39507654.0,5057.0,140392.665,88.70872058532727,347670.8808540674,False
n16,anf_n16_8,16,minline,0.0,35.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,809043168.0,1522282583.0,1560761089.0,751717921.0,1.0,35.0,18.0,900863136.865,5056.0,7336.0,0.0,121949318.0,5057.0,140392.665,99.30789005339133,641573.9342222757,False
n16,anf_n16_9,16,keep100,1.0,24962,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,563880.0,999441.0,1013255.0,449375.0,24961.0,24962.0,24978.0,673474.215,24961.0,43121.0,24961.0,49922.0,24962.0,673474.215,0.0,0.0,False
n16,anf_n16_9,16,line75,0.75,18721,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,416365999421600.0,735962202416881.0,747228095370231.0,330862095948631.0,2310.0,2397.0,2327.0,460321529913109.0,24961.0,43121.0,2309.0,38081938582380.0,24962.0,673474.215,90.39740405416232,68350282607.276184,False
n16,anf_n16_9,16,line50,0.5,12481,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,416365999421600.0,735962202416881.0,747228095370231.0,330862095948631.0,2310.0,2397.0,2327.0,460321529913109.0,24961.0,43121.0,2309.0,38081938582380.0,24962.0,673474.215,90.39740405416232,68350282607.276184,False
n16,anf_n16_9,16,line25,0.25,6240,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,416365999421600.0,735962202416881.0,747228095370231.0,330862095948631.0,2310.0,2397.0,2327.0,460321529913109.0,24961.0,43121.0,2309.0,38081938582380.0,24962.0,673474.215,90.39740405416232,68350282607.276184,False
n16,anf_n16_9,16,minline,0.0,91.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,939919637010800.0,1788032800566399.0,1833207229472481.0,893287592461681.0,1.0,91.0,18.0,1047871933400342.0,24961.0,43121.0,0.0,167510269765406.0,24962.0,673474.215,99.63544587773416,155591989921.52472,False
n18,anf_n18_0,18,keep100,1.0,335,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,7360.0,13405.0,13649.0,6289.0,334.0,335.0,353.0,8833.825,334.0,498.0,334.0,668.0,335.0,8833.825,0.0,0.0,False
n18,anf_n18_0,18,line75,0.75,251,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,400680.0,717651.0,726701.0,326021.0,89.0,110.0,108.0,443766.765,334.0,498.0,88.0,32146.0,335.0,8833.825,67.16417910447761,4923.495088480924,False
n18,anf_n18_0,18,line50,0.5,167,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,400680.0,717651.0,726701.0,326021.0,89.0,110.0,108.0,443766.765,334.0,498.0,88.0,32146.0,335.0,8833.825,67.16417910447761,4923.495088480924,False
n18,anf_n18_0,18,line25,0.25,83,True,external_ros_lut_garbage_budget_line25,zero_checkpoint,3,3630640.0,6606583.0,6720225.0,3089585.0,1.0,23.0,20.0,4026648.545,334.0,498.0,0.0,421742.0,335.0,8833.825,93.13432835820896,45482.16338901891,False
n18,anf_n18_0,18,minline,0.0,23.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,3630640.0,6606583.0,6720225.0,3089585.0,1.0,23.0,20.0,4026648.545,334.0,498.0,0.0,421742.0,335.0,8833.825,93.13432835820896,45482.16338901891,False
n18,anf_n18_1,18,keep100,1.0,96640,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,2194648.0,3880037.0,3932927.0,1738279.0,96639.0,96640.0,96658.0,2619506.175,96639.0,172993.0,96639.0,193278.0,96640.0,2619506.175,0.0,0.0,False
n18,anf_n18_1,18,line75,0.75,72480,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,7.304277818539917e+21,1.286544813400938e+22,1.3048802755513206e+22,5.744524936973289e+21,8046.0,8198.0,8065.0,8.072073034602723e+21,96639.0,172993.0,8045.0,6.619569692786638e+20,96640.0,2619506.175,91.5169701986755,3.08152472081984e+17,False
n18,anf_n18_1,18,line50,0.5,48320,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,7.304277818539917e+21,1.286544813400938e+22,1.3048802755513206e+22,5.744524936973289e+21,8046.0,8198.0,8065.0,8.072073034602723e+21,96639.0,172993.0,8045.0,6.619569692786638e+20,96640.0,2619506.175,91.5169701986755,3.08152472081984e+17,False
n18,anf_n18_1,18,line25,0.25,24160,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,7.304277818539917e+21,1.286544813400938e+22,1.3048802755513206e+22,5.744524936973289e+21,8046.0,8198.0,8065.0,8.072073034602723e+21,96639.0,172993.0,8045.0,6.619569692786638e+20,96640.0,2619506.175,91.5169701986755,3.08152472081984e+17,False
n18,anf_n18_1,18,minline,0.0,159.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,1.9617433762089344e+22,3.751787924178963e+22,3.8499518444622106e+22,1.8882084682532758e+22,1.0,159.0,20.0,2.188446255525559e+22,96639.0,172993.0,0.0,3.70619723290197e+21,96640.0,2619506.175,99.83547185430463,8.354422968770282e+17,False
n18,anf_n18_10,18,keep100,1.0,97870,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,2225232.0,3935621.0,3989235.0,1764003.0,97869.0,97870.0,97888.0,2655875.395,97869.0,175104.0,97869.0,195738.0,97870.0,2655875.395,0.0,0.0,False
n18,anf_n18_10,18,line75,0.75,73402,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,8.289678415739596e+23,1.4605530236193947e+24,1.4818936105017855e+24,6.52925768927826e+23,8174.0,8347.0,8193.0,9.161476243655404e+23,97869.0,175104.0,8173.0,7.446626529863008e+22,97870.0,2655875.395,91.47133953203229,3.4495128276360286e+19,False
n18,anf_n18_10,18,line50,0.5,48935,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,8.289678415739596e+23,1.4605530236193947e+24,1.4818936105017855e+24,6.52925768927826e+23,8174.0,8347.0,8193.0,9.161476243655404e+23,97869.0,175104.0,8173.0,7.446626529863008e+22,97870.0,2655875.395,91.47133953203229,3.4495128276360286e+19,False
n18,anf_n18_10,18,line25,0.25,24467,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,8.289678415739596e+23,1.4605530236193947e+24,1.4818936105017855e+24,6.52925768927826e+23,8174.0,8347.0,8193.0,9.161476243655404e+23,97869.0,175104.0,8173.0,7.446626529863008e+22,97870.0,2655875.395,91.47133953203229,3.4495128276360286e+19,False
n18,anf_n18_10,18,minline,0.0,178.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,2.486729067764013e+24,4.7575656057966207e+24,4.879044440929854e+24,2.3923153731658415e+24,1.0,178.0,20.0,2.7741405123414845e+24,97869.0,175104.0,0.0,4.7674358276410535e+23,97870.0,2655875.395,99.81812608562379,1.0445296182057835e+20,False
n18,anf_n18_11,18,keep100,1.0,73784,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,1678464.0,2968081.0,3008663.0,1330199.0,73783.0,73784.0,73802.0,2003187.175,73783.0,130513.0,73783.0,147566.0,73784.0,2003187.175,0.0,0.0,False
n18,anf_n18_11,18,line75,0.75,55338,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,7.078334116164461e+16,1.2482722483555672e+17,1.2663202304288331e+17,5.58486818812387e+16,6390.0,6490.0,6409.0,7.823439731953549e+16,73783.0,130513.0,6389.0,6491089907735156.0,73784.0,2003187.175,91.20405507969207,3905496116084.724,False
n18,anf_n18_11,18,line50,0.5,36892,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,7.078334116164461e+16,1.2482722483555672e+17,1.2663202304288331e+17,5.58486818812387e+16,6390.0,6490.0,6409.0,7.823439731953549e+16,73783.0,130513.0,6389.0,6491089907735156.0,73784.0,2003187.175,91.20405507969207,3905496116084.724,False
n18,anf_n18_11,18,line25,0.25,18446,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,7.078334116164461e+16,1.2482722483555672e+17,1.2663202304288331e+17,5.58486818812387e+16,6390.0,6490.0,6409.0,7.823439731953549e+16,73783.0,130513.0,6389.0,6491089907735156.0,73784.0,2003187.175,91.20405507969207,3905496116084.724,False
n18,anf_n18_11,18,minline,0.0,108.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,1.92088736015195e+17,3.679891115725999e+17,3.775650732417121e+17,1.854763372265171e+17,1.0,108.0,20.0,2.143265399489901e+17,73783.0,130513.0,0.0,3.704593224839208e+16,73784.0,2003187.175,99.85362680255882,10699276763639.768,False
n18,anf_n18_2,18,keep100,1.0,97198,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,2210384.0,3911397.0,3965203.0,1754819.0,97197.0,97198.0,97216.0,2638262.115,97197.0,173787.0,97197.0,194394.0,97198.0,2638262.115,0.0,0.0,False
n18,anf_n18_2,18,line75,0.75,72898,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,9.169365419582075e+21,1.6170840106136408e+22,1.6410828226742507e+22,7.241462807160433e+21,8194.0,8348.0,8213.0,1.0134776075300274e+22,97197.0,173787.0,8193.0,8.303057102094485e+20,97198.0,2638262.115,91.41134591246734,3.8414591248073434e+17,False
n18,anf_n18_2,18,line50,0.5,48599,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,9.169365419582075e+21,1.6170840106136408e+22,1.6410828226742507e+22,7.241462807160433e+21,8194.0,8348.0,8213.0,1.0134776075300274e+22,97197.0,173787.0,8193.0,8.303057102094485e+20,97198.0,2638262.115,91.41134591246734,3.8414591248073434e+17,False
n18,anf_n18_2,18,line25,0.25,24299,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,9.169365419582075e+21,1.6170840106136408e+22,1.6410828226742507e+22,7.241462807160433e+21,8194.0,8348.0,8213.0,1.0134776075300274e+22,97197.0,173787.0,8193.0,8.303057102094485e+20,97198.0,2638262.115,91.41134591246734,3.8414591248073434e+17,False
n18,anf_n18_2,18,minline,0.0,158.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,2.7418517994017848e+22,5.259282423632068e+22,5.398736425696009e+22,2.6568846262942246e+22,1.0,158.0,20.0,3.05977298899545e+22,97197.0,173787.0,0.0,5.318050020630456e+21,97198.0,2638262.115,99.83744521492211,1.1597683837397821e+18,False
n18,anf_n18_3,18,keep100,1.0,97360,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,2205344.0,3891925.0,3944283.0,1738939.0,97359.0,97360.0,97378.0,2632294.635,97359.0,176367.0,97359.0,194718.0,97360.0,2632294.635,0.0,0.0,False
n18,anf_n18_3,18,line75,0.75,73020,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,5.842192913117117e+22,1.027382617797016e+23,1.0419128353212538e+23,4.5769354400954206e+22,8132.0,8296.0,8151.0,6.455202239935065e+22,97359.0,176367.0,8131.0,5.31790886855786e+21,97360.0,2632294.635,91.47904683648315,2.452309917782082e+18,False
n18,anf_n18_3,18,line50,0.5,48680,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,5.842192913117117e+22,1.027382617797016e+23,1.0419128353212538e+23,4.5769354400954206e+22,8132.0,8296.0,8151.0,6.455202239935065e+22,97359.0,176367.0,8131.0,5.31790886855786e+21,97360.0,2632294.635,91.47904683648315,2.452309917782082e+18,False
n18,anf_n18_3,18,line25,0.25,24340,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,5.842192913117117e+22,1.027382617797016e+23,1.0419128353212538e+23,4.5769354400954206e+22,8132.0,8296.0,8151.0,6.455202239935065e+22,97359.0,176367.0,8131.0,5.31790886855786e+21,97360.0,2632294.635,91.47904683648315,2.452309917782082e+18,False
n18,anf_n18_3,18,minline,0.0,169.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,1.7672490700770765e+23,3.386614035529696e+23,3.475041363238038e+23,1.7077922931609615e+23,1.0,169.0,20.0,1.9719171748784442e+23,97359.0,176367.0,0.0,3.4403656819765034e+22,97360.0,2632294.635,99.82641741988496,7.491247935011062e+18,False
n18,anf_n18_4,18,keep100,1.0,86844,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,1976328.0,3506299.0,3556169.0,1579841.0,86843.0,86844.0,86862.0,2359408.905,86843.0,153485.0,86843.0,173686.0,86844.0,2359408.905,0.0,0.0,False
n18,anf_n18_4,18,line75,0.75,65133,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,8.313632148661982e+16,1.4702391605081344e+17,1.491719843627033e+17,6.603566287608348e+16,7554.0,7660.0,7573.0,9.191521452286906e+16,86843.0,153485.0,7553.0,7433727923397672.0,86844.0,2359408.905,91.17958638478191,3895688209268.23,False
n18,anf_n18_4,18,line50,0.5,43422,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,8.313632148661982e+16,1.4702391605081344e+17,1.491719843627033e+17,6.603566287608348e+16,7554.0,7660.0,7573.0,9.191521452286906e+16,86843.0,153485.0,7553.0,7433727923397672.0,86844.0,2359408.905,91.17958638478191,3895688209268.23,False
n18,anf_n18_4,18,line25,0.25,21711,True,external_ros_lut_garbage_budget_line25,fanout_checkpoint,3,8.313632148661982e+16,1.4702391605081344e+17,1.491719843627033e+17,6.603566287608348e+16,7554.0,7660.0,7573.0,9.191521452286906e+16,86843.0,153485.0,7553.0,7433727923397672.0,86844.0,2359408.905,91.17958638478191,3895688209268.23,False
n18,anf_n18_4,18,minline,0.0,111.0,True,external_ros_lut_garbage_budget_minline,zero_checkpoint,3,2.2522534653351277e+17,4.3144061375005434e+17,4.427759302573459e+17,2.1755058372383318e+17,1.0,111.0,20.0,2.513001158746137e+17,86843.0,153485.0,0.0,4.282362725708501e+16,86844.0,2359408.905,99.8721846068813,10650977680880.385,False
n18,anf_n18_5,18,keep100,1.0,91193,True,external_ros_lut_garbage_budget_keep100,keep_all_bennett,3,2074752.0,3674333.0,3725199.0,1650447.0,91192.0,91193.0,91211.0,2476493.775,91192.0,161959.0,91192.0,182384.0,91193.0,2476493.775,0.0,0.0,False
n18,anf_n18_5,18,line75,0.75,68394,True,external_ros_lut_garbage_budget_line75,fanout_checkpoint,3,1.2420165093186332e+18,2.1944855939028224e+18,2.2267137000370642e+18,9.846971907184311e+17,7732.0,7848.0,7751.0,1.3730436104825021e+18,91192.0,161959.0,7731.0,1.1263325166544755e+17,91193.0,2476493.775,91.39407629971599,55443047115271.9,False
n18,anf_n18_5,18,line50,0.5,45596,True,external_ros_lut_garbage_budget_line50,fanout_checkpoint,3,1.2420165093186332e+18,2.1944855939028224e+18,2.2267137000370642e+18,9.846971907184311e+17,7732.0,7848.0,7751.0,1.3730436104825021e+18,91192.0,161959.0,7731.0,1.1263325166544755e+17,91193.0,2476493.775,91.39407629971599,55443047115271.9,False
