losses,mean_baseline,mean_relative_pct,mean_target,metric,pairs,ties,wins
0,21516.666666666668,-12.23799809733143,19535.333333333332,T,6,1,5
0,33635.666666666664,-11.017953722971088,30542.5,CNOT,6,1,5
0,33635.666666666664,-11.017953722971088,30542.5,depth,6,1,5
5,1.6666666666666667,69.44444444444444,3.0,peak_ancilla,6,1,0
0,23491.15166666667,-11.798659836355366,21331.242499999997,score,6,1,5
6,10.492119550704956,658.1158033734135,79.55398587385814,time_s,6,0,0
