func_n,func_tt,teacher,objective,label_type,step,cand_idx,label,n,dim,size,log_size,cnot_cost,t_cost,objective_cost,control_count,is_singleton,support_bits,active_size,overlap,off_count,cover_ratio,off_ratio,monotone_valid,mono_removed,xor_next_size,mono_next_size,cost_per_overlap,cost_per_size,current_cost,opt_cost,teacher_time_s
5,180226,beam,t,step_choice,0,1054,1.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,12.0,12.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1055,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,12.0,12.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1057,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,12.0,12.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1354,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,12.0,12.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1356,0.0,5.0,1.0,2.0,1.0,18.0,24.0,24.0,4.0,0.0,5.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,12.0,12.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1372,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,12.0,12.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1508,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,32.0,32.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1521,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,32.0,32.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1522,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,32.0,32.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,0,1524,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,32.0,32.0,0.0,48.0,0.0136
5,180226,beam,t,step_choice,1,1372,1.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,12.0,12.0,24.0,48.0,0.0136
5,180226,beam,t,step_choice,1,1522,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,32.0,32.0,24.0,48.0,0.0136
5,180226,beam,t,step_choice,1,1524,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,32.0,32.0,24.0,48.0,0.0136
5,134217830,beam,t,step_choice,0,381,1.0,5.0,2.0,4.0,2.0,16.0,16.0,16.0,3.0,0.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,4.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1042,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1045,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1046,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1067,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1074,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1075,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1096,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1156,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1177,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1202,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,12.0,12.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1508,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,32.0,32.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1509,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,32.0,32.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1512,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,32.0,32.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1513,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,32.0,32.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,0,1534,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,32.0,32.0,0.0,48.0,0.0127
5,134217830,beam,t,step_choice,1,1534,1.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,16.0,48.0,0.0127
5,24578,beam,t,step_choice,0,1053,1.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,12.0,12.0,0.0,56.0,0.0128
5,24578,beam,t,step_choice,0,1054,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,12.0,12.0,0.0,56.0,0.0128
5,24578,beam,t,step_choice,0,1336,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,12.0,12.0,0.0,56.0,0.0128
5,24578,beam,t,step_choice,0,1508,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,32.0,32.0,0.0,56.0,0.0128
5,24578,beam,t,step_choice,0,1520,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,32.0,32.0,0.0,56.0,0.0128
5,24578,beam,t,step_choice,0,1521,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,32.0,32.0,0.0,56.0,0.0128
5,24578,beam,t,step_choice,1,1521,1.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,24.0,56.0,0.0128
5,100942209,beam,t,step_choice,0,356,1.0,5.0,2.0,4.0,2.0,16.0,16.0,16.0,3.0,0.0,3.0,7.0,4.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,4.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1024,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1507,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,32.0,32.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1248,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1247,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1213,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1035,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1018,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1236,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1515,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,32.0,32.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1217,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1486,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1525,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,32.0,32.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1225,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1521,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,32.0,32.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1422,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1028,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1364,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1240,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1036,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,0,1533,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,6.0,32.0,32.0,0.0,72.0,0.013
5,100942209,beam,t,step_choice,1,1213,1.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,12.0,12.0,16.0,72.0,0.013
5,100942209,beam,t,step_choice,1,1224,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,12.0,12.0,16.0,72.0,0.013
5,100942209,beam,t,step_choice,1,1364,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,12.0,12.0,16.0,72.0,0.013
5,100942209,beam,t,step_choice,1,1514,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,32.0,32.0,16.0,72.0,0.013
5,100942209,beam,t,step_choice,1,1521,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,32.0,32.0,16.0,72.0,0.013
5,100942209,beam,t,step_choice,1,1532,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,32.0,32.0,16.0,72.0,0.013
5,100942209,beam,t,step_choice,2,1532,1.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,40.0,72.0,0.013
5,150996304,beam,t,step_choice,0,591,1.0,5.0,2.0,4.0,2.0,16.0,16.0,16.0,3.0,0.0,3.0,6.0,4.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1130,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1202,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1148,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1534,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,32.0,32.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1151,0.0,5.0,1.0,2.0,1.0,18.0,24.0,24.0,4.0,0.0,5.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1515,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,32.0,32.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1481,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1185,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1199,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1246,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1232,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1511,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,32.0,32.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1292,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1513,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,32.0,32.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1289,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1183,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1531,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,32.0,32.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1249,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1134,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,12.0,12.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,0,1517,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,32.0,32.0,0.0,40.0,0.0124
5,150996304,beam,t,step_choice,1,1481,1.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,12.0,12.0,16.0,40.0,0.0124
5,150996304,beam,t,step_choice,1,1531,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,32.0,32.0,16.0,40.0,0.0124
5,150996304,beam,t,step_choice,1,1534,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,32.0,32.0,16.0,40.0,0.0124
5,134895950,beam,t,step_choice,0,395,1.0,5.0,2.0,4.0,2.0,14.0,16.0,16.0,3.0,0.0,2.0,11.0,4.0,0.0,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1436,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,880,0.0,5.0,2.0,4.0,2.0,20.0,16.0,16.0,3.0,0.0,5.0,11.0,4.0,0.0,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1524,0.0,5.0,0.0,1.0,0.0,14.0,32.0,32.0,5.0,1.0,0.0,11.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,10.0,32.0,32.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1321,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1241,0.0,5.0,1.0,2.0,1.0,16.0,24.0,24.0,4.0,0.0,4.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1108,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1088,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1059,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1096,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1183,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1249,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1081,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1366,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1057,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1043,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,711,0.0,5.0,2.0,4.0,2.0,18.0,16.0,16.0,3.0,0.0,4.0,11.0,4.0,0.0,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,564,0.0,5.0,2.0,4.0,2.0,14.0,16.0,16.0,3.0,0.0,2.0,11.0,4.0,0.0,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1299,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1116,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,0,1051,0.0,5.0,1.0,2.0,1.0,12.0,24.0,24.0,4.0,0.0,2.0,11.0,2.0,0.0,1.0,0.0,1.0,2.0,9.0,9.0,12.0,12.0,0.0,88.0,0.0276
5,134895950,beam,t,step_choice,1,479,1.0,5.0,2.0,4.0,2.0,16.0,16.0,16.0,3.0,0.0,3.0,7.0,4.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,4.0,16.0,88.0,0.0276
5,134895950,beam,t,step_choice,1,1183,0.0,5.0,1.0,2.0,1.0,14.0,24.0,24.0,4.0,0.0,3.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,16.0,88.0,0.0276
5,134895950,beam,t,step_choice,1,1234,0.0,5.0,1.0,2.0,1.0,10.0,24.0,24.0,4.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,12.0,12.0,16.0,88.0,0.0276
