name,n,method,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,score_lower_bound,score_rz1,score_rz1.5,score_rz2,score_rz4,score_rz10,score_synth_tperrz30,score_synth_tperrz60,score_synth_tperrz100,time_s,anf_terms,constant_term_global_phase,parity_gadgets,rz_total,rz_clifford,rz_t_like,rz_non_clifford,rz_max_denominator,phase_ops,ct_supported,verified_up_to_global_phase,correct,skipped,error,truth_table_hex
truth_n5_23,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00044798851013183594,15,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,FC377A4C
truth_n5_24,5,phase_parity_anf,7,68,94,94,0,0,5,12.07,12.07,28.07,36.07,44.07,76.07,172.07,504.07000000000005,996.0699999999999,1652.0700000000002,0.00037407875061035156,18,1,26,26,3,7,16,8,23,0,True,phase oracle verified up to global phase,,,146D3F31
truth_n5_25,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00044608116149902344,13,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,DAF61A26
truth_n5_26,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004432201385498047,14,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,3B982EF8
truth_n5_27,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004761219024658203,21,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,DDD1DFB2
truth_n5_28,5,phase_parity_anf,6,84,112,112,0,0,5,12.16,12.16,28.16,36.16,44.16,76.16,172.16,504.16,996.1600000000001,1652.1599999999999,0.00040602684020996094,14,0,28,28,6,6,16,8,22,0,True,phase oracle verified up to global phase,,,19DB3AD0
truth_n5_29,5,phase_parity_anf,6,68,94,94,0,0,5,11.07,11.07,27.07,35.07,43.07,75.07,171.07,503.07000000000005,995.0699999999999,1651.0700000000002,0.0003790855407714844,14,1,26,26,4,6,16,8,22,0,True,phase oracle verified up to global phase,,,614FF3D7
truth_n5_3,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00044989585876464844,19,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,EC1B8CA1
truth_n5_30,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00047206878662109375,18,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,47294739
truth_n5_31,5,phase_parity_anf,7,64,88,88,0,0,5,11.760000000000002,11.760000000000002,27.76,35.760000000000005,43.760000000000005,75.76,171.76,503.76,995.76,1651.76,0.00036787986755371094,20,1,24,24,1,7,16,8,23,0,True,phase oracle verified up to global phase,,,7412B293
truth_n5_32,5,phase_parity_anf,6,68,93,93,0,0,5,11.045,11.045,27.045,35.045,43.045,75.045,171.045,503.0450000000001,995.045,1651.045,0.00036978721618652344,15,1,25,25,3,6,16,8,22,0,True,phase oracle verified up to global phase,,,A2BC372F
truth_n5_33,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004627704620361328,19,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,D58842DE
truth_n5_34,5,phase_parity_anf,4,68,94,94,0,0,5,9.07,9.07,25.07,33.07,41.07,73.07,169.07,501.07000000000005,993.0699999999999,1649.0700000000002,0.00037288665771484375,18,1,26,26,6,4,16,8,20,0,True,phase oracle verified up to global phase,,,5D65A441
truth_n5_35,5,phase_parity_anf,6,84,113,113,0,0,5,12.185,12.185,28.185000000000002,36.185,44.185,76.185,172.185,504.185,996.1850000000001,1652.185,0.00043320655822753906,20,1,29,29,7,6,16,8,22,0,True,phase oracle verified up to global phase,,,29A3B2E9
truth_n5_36,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00042510032653808594,10,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,5EC42E08
truth_n5_37,5,phase_parity_anf,12,24,38,38,0,0,5,13.910000000000002,13.910000000000002,13.910000000000002,13.910000000000002,13.910000000000002,13.910000000000002,13.910000000000002,13.910000000000002,13.910000000000002,13.910000000000002,0.00020813941955566406,10,1,14,14,2,12,0,4,12,1,True,phase oracle verified up to global phase,,,5AF30553
truth_n5_38,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0005011558532714844,16,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,35A240AE
truth_n5_39,5,phase_parity_anf,7,84,113,113,0,0,5,13.185,13.185,29.185000000000002,37.185,45.185,77.185,173.185,505.185,997.1850000000001,1653.185,0.00046181678771972656,19,0,29,29,6,7,16,8,23,0,True,phase oracle verified up to global phase,,,AB9099A4
truth_n5_4,5,phase_parity_anf,8,78,106,106,0,0,5,13.770000000000001,13.770000000000001,28.770000000000003,36.27,43.77,73.77,163.77,475.02,936.27,1551.2699999999998,0.0004260540008544922,18,1,28,28,5,8,15,8,23,0,True,phase oracle verified up to global phase,,,60E7A113
truth_n5_40,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004620552062988281,18,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,4458A885
truth_n5_41,5,phase_parity_anf,7,68,94,94,0,0,5,12.07,12.07,28.07,36.07,44.07,76.07,172.07,504.07000000000005,996.0699999999999,1652.0700000000002,0.0003879070281982422,17,0,26,26,3,7,16,8,23,0,True,phase oracle verified up to global phase,,,B3AA7EFE
truth_n5_42,5,phase_parity_anf,6,72,99,99,0,0,5,11.354999999999999,11.354999999999999,27.354999999999997,35.355,43.355,75.355,171.355,503.355,995.355,1651.355,0.0004470348358154297,23,1,27,27,5,6,16,8,22,0,True,phase oracle verified up to global phase,,,EFC89849
truth_n5_43,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00043201446533203125,11,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,AEFCFAD8
truth_n5_44,5,phase_parity_anf,4,74,101,101,0,0,5,9.485,9.485,24.485,31.985,39.485,69.485,159.485,470.73499999999996,931.985,1546.9850000000001,0.0004191398620605469,21,1,27,27,8,4,15,8,19,0,True,phase oracle verified up to global phase,,,A5E5A5AB
truth_n5_45,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004830360412597656,18,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,12476F57
truth_n5_46,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004661083221435547,19,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,9BF00273
truth_n5_47,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0005400180816650391,17,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,A28DEFE3
truth_n5_48,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0005040168762207031,22,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,2BCFBE01
truth_n5_49,5,phase_parity_anf,4,68,93,93,0,0,5,9.045,9.045,25.045,33.045,41.045,73.045,169.045,501.0450000000001,993.045,1649.045,0.00036978721618652344,17,1,25,25,5,4,16,8,20,0,True,phase oracle verified up to global phase,,,88BD6407
truth_n5_5,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00045418739318847656,14,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,142C3FE8
truth_n5_50,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004608631134033203,19,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,BAA80DD4
truth_n5_51,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00043702125549316406,14,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,3EABEDCB
truth_n5_52,5,phase_parity_anf,5,84,113,113,0,0,5,11.185,11.185,27.185000000000002,35.185,43.185,75.185,171.185,503.185,995.1850000000001,1651.185,0.0004107952117919922,18,1,29,29,8,5,16,8,21,0,True,phase oracle verified up to global phase,,,29D4BEEF
truth_n5_53,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00044608116149902344,16,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,7656AF72
truth_n5_54,5,phase_parity_anf,8,72,97,97,0,0,5,13.305,13.305,29.305,37.305,45.305,77.305,173.305,505.30499999999995,997.3050000000001,1653.305,0.00035309791564941406,12,1,25,25,1,8,16,8,24,0,True,phase oracle verified up to global phase,,,6123FDF7
truth_n5_55,5,phase_parity_anf,8,72,99,99,0,0,5,13.354999999999999,13.354999999999999,29.354999999999997,37.355,45.355,77.355,173.355,505.355,997.355,1653.355,0.0003781318664550781,14,1,27,27,3,8,16,8,24,0,True,phase oracle verified up to global phase,,,451B4CF3
truth_n5_56,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004432201385498047,11,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,FD5166E6
truth_n5_57,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004620552062988281,17,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,ECE66FA2
truth_n5_58,5,phase_parity_anf,8,34,50,50,0,0,5,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,0.0002231597900390625,9,0,16,16,8,8,0,4,8,1,True,phase oracle verified up to global phase,,,A3D70628
truth_n5_59,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00045418739318847656,17,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,B02B61C4
truth_n5_6,5,phase_parity_anf,6,68,94,94,0,0,5,11.07,11.07,27.07,35.07,43.07,75.07,171.07,503.07000000000005,995.0699999999999,1651.0700000000002,0.00037407875061035156,21,1,26,26,4,6,16,8,22,0,True,phase oracle verified up to global phase,,,8D5288F1
truth_n5_60,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00044798851013183594,19,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,8E944239
truth_n5_61,5,phase_parity_anf,6,54,77,77,0,0,5,10.084999999999999,10.084999999999999,25.085,32.585,40.085,70.085,160.085,471.335,932.5849999999999,1547.585,0.0003192424774169922,14,0,23,23,2,6,15,8,21,0,True,phase oracle verified up to global phase,,,3838B326
truth_n5_62,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00048732757568359375,21,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,AF42E12F
truth_n5_63,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.00043010711669921875,14,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,5304317F
truth_n5_7,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004210472106933594,14,1,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,4B0DBB41
truth_n5_8,5,phase_parity_anf,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.0004799365997314453,21,0,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,D453DD32
truth_n5_9,5,phase_parity_anf,8,62,87,87,0,0,5,12.655,12.655,27.655,35.155,42.655,72.655,162.655,473.90500000000003,935.155,1550.155,0.0003509521484375,15,0,25,25,2,8,15,8,23,0,True,phase oracle verified up to global phase,,,A0EE89AE
adder_carry_w3,6,phase_parity_anf,16,110,149,149,0,0,6,24.124999999999996,24.124999999999996,40.125,48.125,56.125,88.125,184.125,516.125,1008.125,1664.125,0.0008418560028076172,7,0,39,39,7,16,16,8,32,0,True,phase oracle verified up to global phase,,,FEFCF8F0E0C08000
majority_n6,6,phase_parity_anf,21,200,256,256,0,0,6,35.400000000000006,35.400000000000006,70.4,87.9,105.4,175.4,385.4,1111.6499999999999,2187.9,3622.9,0.001271963119506836,15,0,56,56,0,21,35,8,56,0,True,phase oracle verified up to global phase,,,FEE8E880E8808000
mul_w3_bit2,6,phase_parity_anf,0,38,57,57,0,0,6,2.9450000000000003,2.9450000000000003,17.945,25.445,32.945,62.945,152.945,464.195,925.445,1540.445,0.00043392181396484375,4,0,19,19,4,0,15,8,15,0,True,phase oracle verified up to global phase,,,1E665AAAB4CCF000
mux_2_4,6,phase_parity_anf,16,34,51,51,0,0,6,18.635,18.635,18.635,18.635,18.635,18.635,18.635,18.635,18.635,18.635,0.00041222572326660156,9,0,17,17,1,16,0,4,16,1,True,phase oracle verified up to global phase,,,FEDCBA9876543210
parity_n6,6,phase_parity_anf,0,0,6,6,0,0,6,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.00017023086547851562,6,0,6,6,6,0,0,1,0,1,True,phase oracle verified up to global phase,,,6996966996696996
threshold3_n6,6,phase_parity_anf,21,200,256,256,0,0,6,35.400000000000006,35.400000000000006,70.4,87.9,105.4,175.4,385.4,1111.6499999999999,2187.9,3622.9,0.0013740062713623047,35,0,56,56,0,21,35,8,56,0,True,phase oracle verified up to global phase,,,FFFEFEE8FEE8E880
truth_n6_0,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0014767646789550781,29,1,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,C4B032CCD7C524A5
truth_n6_1,6,phase_parity_anf,10,246,307,307,0,0,6,27.515,27.515,75.515,99.515,123.515,219.515,507.515,1503.5149999999999,2979.515,4947.514999999999,0.0016319751739501953,36,1,61,61,3,10,48,16,58,0,True,phase oracle verified up to global phase,,,E51F30DC6A7EE39
truth_n6_10,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0016357898712158203,36,1,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,7FCD9EB1A7CAD415
truth_n6_11,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0016307830810546875,37,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,E27A984D654821D0
truth_n6_12,6,phase_parity_anf,6,172,223,223,0,0,6,18.455,18.455,61.455,82.955,104.455,190.45499999999998,448.455,1340.7050000000002,2662.9550000000004,4425.955,0.0012853145599365234,29,1,51,51,2,6,43,16,49,0,True,phase oracle verified up to global phase,,,A491F0B2EA1FCA65
truth_n6_13,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0016467571258544922,38,1,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,24933B83757750A9
truth_n6_14,6,phase_parity_anf,3,178,230,230,0,0,6,15.870000000000001,15.870000000000001,62.870000000000005,86.37,109.87,203.87,485.87,1461.12,2906.37,4833.37,0.0012788772583007812,34,0,52,52,2,3,47,16,50,0,True,phase oracle verified up to global phase,,,23BED01D43CF2FDE
truth_n6_15,6,phase_parity_anf,3,190,244,244,0,0,6,16.700000000000003,16.700000000000003,63.7,87.2,110.7,204.7,486.7,1461.9499999999998,2907.2,4834.2,0.0013899803161621094,29,0,54,54,4,3,47,16,50,0,True,phase oracle verified up to global phase,,,BEB799193F22FAF8
truth_n6_16,6,phase_parity_anf,7,224,283,283,0,0,6,23.035000000000004,23.035000000000004,66.035,87.535,109.035,195.035,453.035,1345.285,2667.5350000000003,4430.535,0.0013930797576904297,35,1,59,59,9,7,43,16,50,0,True,phase oracle verified up to global phase,,,89FA6A688FB5D27B
truth_n6_17,6,phase_parity_anf,10,212,269,269,0,0,6,25.205000000000002,25.205000000000002,68.205,89.705,111.205,197.205,455.205,1347.455,2669.705,4432.704999999999,0.0013759136199951172,31,0,57,57,4,10,43,16,53,0,True,phase oracle verified up to global phase,,,BF3C4C06434308BC
truth_n6_18,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0014967918395996094,34,1,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,6DADD6C795A76D79
truth_n6_19,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.001528024673461914,33,1,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,956269F0E5D7B875
truth_n6_2,6,phase_parity_anf,10,232,292,292,0,0,6,26.58,26.58,73.58,97.08,120.58,214.57999999999998,496.58,1471.83,2917.08,4844.08,0.0014560222625732422,37,1,60,60,3,10,47,16,57,0,True,phase oracle verified up to global phase,,,D261A7AB3AA2E4F9
truth_n6_20,6,phase_parity_anf,13,240,301,301,0,0,6,30.125000000000004,30.125000000000004,73.125,94.625,116.125,202.125,460.125,1352.375,2674.625,4437.625000000001,0.0014851093292236328,30,1,61,61,5,13,43,16,56,0,True,phase oracle verified up to global phase,,,5CABCC97663F1C97
truth_n6_21,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0016138553619384766,35,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,FF50BDE4382567B8
truth_n6_22,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0016460418701171875,34,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,2369B584FF5E9FF0
truth_n6_23,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0015747547149658203,24,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,7E570DDF827050A8
truth_n6_24,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0016710758209228516,37,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,C17AF08A1745D6D8
truth_n6_25,6,phase_parity_anf,11,212,268,268,0,0,6,26.18,26.18,69.18,90.68,112.18,198.18,456.18,1348.4299999999998,2670.68,4433.68,0.0014109611511230469,31,1,56,56,2,11,43,16,54,0,True,phase oracle verified up to global phase,,,DC713D960C0FD195
truth_n6_26,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0015861988067626953,32,1,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,27209BDF1C11F735
truth_n6_27,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0015742778778076172,36,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,28F49481A0A04DC4
truth_n6_28,6,phase_parity_anf,4,162,211,211,0,0,6,15.754999999999999,15.754999999999999,58.754999999999995,80.255,101.755,187.755,445.755,1338.005,2660.2549999999997,4423.254999999999,0.0012059211730957031,29,0,49,49,2,4,43,16,47,0,True,phase oracle verified up to global phase,,,AE340454CAC5B68C
truth_n6_29,6,phase_parity_anf,6,198,253,253,0,0,6,20.245,20.245,63.245000000000005,84.745,106.245,192.245,450.245,1342.4950000000001,2664.745,4427.745,0.0013239383697509766,25,0,55,55,6,6,43,16,49,0,True,phase oracle verified up to global phase,,,98AE43346C12ACE8
truth_n6_3,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0015912055969238281,37,1,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,CE177B4E0837B8A3
truth_n6_30,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0014650821685791016,28,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,62801C4510435A10
truth_n6_31,6,phase_parity_anf,9,218,276,276,0,0,6,24.62,24.62,67.62,89.12,110.62,196.62,454.62,1346.8700000000001,2669.12,4432.120000000001,0.0013577938079833984,29,0,58,58,6,9,43,16,52,0,True,phase oracle verified up to global phase,,,988C24C961B1CD22
truth_n6_4,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0015349388122558594,34,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,66B2BC5B50C187FC
truth_n6_5,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0015208721160888672,34,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,10F1BC81448AAA9E
truth_n6_6,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0015969276428222656,33,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,E9C349E03602F8AC
truth_n6_7,6,phase_parity_anf,5,226,285,285,0,0,6,21.165000000000003,21.165000000000003,69.165,93.165,117.165,213.165,501.165,1497.165,2973.165,4941.165,0.001444101333618164,29,0,59,59,6,5,48,16,53,0,True,phase oracle verified up to global phase,,,9132B63EF16287E4
truth_n6_8,6,phase_parity_anf,0,258,321,321,0,0,6,18.345,18.345,81.345,112.845,144.345,270.345,648.345,1955.5949999999998,3892.8450000000003,6475.844999999999,0.0015709400177001953,31,0,63,63,0,0,63,32,63,0,True,phase oracle verified up to global phase,,,B7C93ACFE059A0EE
truth_n6_9,6,phase_parity_anf,9,240,301,301,0,0,6,26.125000000000004,26.125000000000004,73.125,96.625,120.125,214.125,496.125,1471.3749999999998,2916.625,4843.625000000001,0.0014739036560058594,30,1,61,61,5,9,47,16,56,0,True,phase oracle verified up to global phase,,,366EB16F508EBAD7
