baseline_CNOT,baseline_T,baseline_depth,baseline_peak_ancilla,baseline_score,baseline_time_s,name,relative_CNOT_pct,relative_T_pct,relative_depth_pct,relative_peak_ancilla_pct,relative_score_pct,relative_time_s_pct,target_CNOT,target_T,target_depth,target_peak_ancilla,target_score,target_time_s
168.0,92.0,168.0,1.0,104.0,20.92718005180359,anf_n20_0,-10.119047619047619,-13.043478260869565,-10.119047619047619,0.0,-12.485576923076923,155.81845641504458,151.0,80.0,151.0,1.0,91.015,53.53558897972107
116156.0,74676.0,116156.0,5.0,81489.38,22.483607053756714,anf_n20_1,-2.5724026309445915,-2.5764636563286736,-2.5724026309445915,20.0,-2.573316915652071,245.45751383334942,113168.0,72752.0,113168.0,6.0,79392.40000000001,77.67130994796753
11469.0,7208.0,11469.0,3.0,7887.405,21.102371215820312,anf_n20_2,-3.313279274566222,-3.3296337402885685,-3.313279274566222,0.0,-3.325555109697033,164.85696944608145,11089.0,6968.0,11089.0,3.0,7625.1050000000005,55.89110088348389
2453.0,1496.0,2453.0,2.0,1644.485,21.011459827423096,anf_n20_3,-4.647370566653078,-4.81283422459893,-4.647370566653078,0.0,-4.785084692168055,159.2267945254909,2339.0,1424.0,2339.0,2.0,1565.795,54.46733379364014
64588.0,41176.0,64588.0,4.0,44970.46,21.90222191810608,anf_n20_4,-3.983712144670837,-3.9829026617447054,-3.983712144670837,25.0,-3.977822330480945,209.552055086478,62015.0,39536.0,62015.0,5.0,43181.615,67.79877805709839
121.0,68.0,121.0,0.0,75.185,20.885504961013794,anf_n20_5,0.0,0.0,0.0,0.0,0.0,157.16286444555118,121.0,68.0,121.0,0.0,75.185,53.70976281166077
