losses,mean_baseline,mean_relative_pct,mean_target,metric,pairs,ties,wins
0,19535.333333333332,0.0,19535.333333333332,T,6,6,0
0,30542.5,0.0,30542.5,CNOT,6,6,0
0,30542.5,0.0,30542.5,depth,6,6,0
0,3.0,0.0,3.0,peak_ancilla,6,6,0
0,21331.242499999997,0.0,21331.242499999997,score,6,6,0
0,77.09935323397319,-61.312933132551784,31.179747978846233,time_s,6,0,6
