CNOT,T,anf_terms,correct,depth,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,score,skipped,terms,time_s,truth_table_hex,variant
102,52,15,True,104,1,46,and_affine_nmcts,5,7,truth_n5_23,2,62.1,,13,3.4895780086517334,FC377A4C,learned_prior
102,52,15,True,104,1,46,and_resource_nmcts,5,7,truth_n5_23,2,62.1,,13,3.638792037963867,FC377A4C,learned_prior
88,40,18,True,94,1,48,and_affine_nmcts,5,7,truth_n5_24,2,49.41,,9,3.2583489418029785,146D3F31,learned_prior
70,32,13,True,75,2,37,and_affine_nmcts,5,8,truth_n5_25,3,42.294999999999995,,9,2.292757987976074,DAF61A26,learned_prior
88,40,18,True,94,1,48,and_resource_nmcts,5,7,truth_n5_24,2,49.41,,9,3.35162091255188,146D3F31,learned_prior
70,32,13,True,75,2,37,and_resource_nmcts,5,8,truth_n5_25,3,42.294999999999995,,9,2.4015471935272217,DAF61A26,learned_prior
107,48,14,True,109,1,53,and_affine_nmcts,5,7,truth_n5_26,2,58.445,,12,3.931204080581665,3B982EF8,learned_prior
107,48,14,True,109,1,53,and_resource_nmcts,5,7,truth_n5_26,2,58.445,,12,4.1042211055755615,3B982EF8,learned_prior
100,48,21,True,109,1,53,and_affine_nmcts,5,7,truth_n5_27,2,58.165,,12,3.7860679626464844,DDD1DFB2,learned_prior
101,44,14,True,103,1,51,and_affine_nmcts,5,7,truth_n5_28,2,54.095,,12,3.313417911529541,19DB3AD0,learned_prior
100,48,21,True,109,1,53,and_resource_nmcts,5,7,truth_n5_27,2,58.165,,12,3.973762035369873,DDD1DFB2,learned_prior
101,44,14,True,103,1,51,and_resource_nmcts,5,7,truth_n5_28,2,54.095,,12,3.4431560039520264,19DB3AD0,learned_prior
87,40,14,True,95,1,51,and_affine_nmcts,5,7,truth_n5_29,2,49.41499999999999,,11,2.9856679439544678,614FF3D7,learned_prior
75,36,20,True,83,1,43,and_affine_nmcts,5,7,truth_n5_31,2,44.675,,11,2.145242929458618,7412B293,learned_prior
87,40,14,True,95,1,51,and_resource_nmcts,5,7,truth_n5_29,2,49.41499999999999,,11,3.123140811920166,614FF3D7,learned_prior
75,36,20,True,83,1,43,and_resource_nmcts,5,7,truth_n5_31,2,44.675,,11,2.208132266998291,7412B293,learned_prior
76,32,18,True,79,1,41,and_affine_nmcts,5,7,truth_n5_30,2,40.635,,10,3.8289847373962402,47294739,learned_prior
76,32,18,True,79,1,41,and_resource_nmcts,5,7,truth_n5_30,2,40.635,,10,3.934311866760254,47294739,learned_prior
85,40,15,True,88,1,44,and_affine_nmcts,5,7,truth_n5_32,2,49.16,,10,2.7506377696990967,A2BC372F,learned_prior
85,40,15,True,88,1,44,and_resource_nmcts,5,7,truth_n5_32,2,49.16,,10,2.8702616691589355,A2BC372F,learned_prior
95,44,19,True,101,1,49,and_affine_nmcts,5,7,truth_n5_33,2,53.805,,12,3.9632809162139893,D58842DE,learned_prior
95,44,19,True,101,1,49,and_resource_nmcts,5,7,truth_n5_33,2,53.805,,12,4.076607942581177,D58842DE,learned_prior
93,40,18,True,97,1,49,and_affine_nmcts,5,7,truth_n5_34,2,49.665,,10,3.0586421489715576,5D65A441,learned_prior
93,40,18,True,97,1,49,and_resource_nmcts,5,7,truth_n5_34,2,49.665,,10,3.180826187133789,5D65A441,learned_prior
43,20,10,True,48,1,26,and_affine_nmcts,5,7,truth_n5_37,1,24.7,,8,0.29790711402893066,5AF30553,learned_prior
43,20,10,True,48,1,26,and_resource_nmcts,5,7,truth_n5_37,1,24.7,,8,0.308574914932251,5AF30553,learned_prior
93,40,20,True,101,1,53,and_affine_nmcts,5,7,truth_n5_35,2,49.765,,10,2.9014809131622314,29A3B2E9,learned_prior
93,40,20,True,101,1,53,and_resource_nmcts,5,7,truth_n5_35,2,49.765,,10,3.072118043899536,29A3B2E9,learned_prior
103,48,10,True,107,1,53,and_affine_nmcts,5,7,truth_n5_36,2,58.254999999999995,,12,3.277898073196411,5EC42E08,learned_prior
103,48,10,True,107,1,53,and_resource_nmcts,5,7,truth_n5_36,2,58.254999999999995,,12,3.389069080352783,5EC42E08,learned_prior
94,44,16,True,100,1,50,and_affine_nmcts,5,7,truth_n5_38,2,53.76,,9,3.509706974029541,35A240AE,learned_prior
94,44,16,True,100,1,50,and_resource_nmcts,5,7,truth_n5_38,2,53.76,,9,3.638209104537964,35A240AE,learned_prior
90,40,19,True,97,1,51,and_affine_nmcts,5,7,truth_n5_39,2,49.565,,12,3.8959169387817383,AB9099A4,learned_prior
90,40,19,True,97,1,51,and_resource_nmcts,5,7,truth_n5_39,2,49.565,,12,4.102765083312988,AB9099A4,learned_prior
76,36,18,True,83,1,41,and_affine_nmcts,5,7,truth_n5_40,2,44.69499999999999,,10,3.49847412109375,4458A885,learned_prior
76,36,18,True,83,1,41,and_resource_nmcts,5,7,truth_n5_40,2,44.69499999999999,,10,3.5912089347839355,4458A885,learned_prior
71,36,17,True,80,1,40,and_affine_nmcts,5,7,truth_n5_41,2,44.440000000000005,,8,2.81544828414917,B3AA7EFE,learned_prior
71,36,17,True,80,1,40,and_resource_nmcts,5,7,truth_n5_41,2,44.440000000000005,,8,2.8526570796966553,B3AA7EFE,learned_prior
91,44,23,True,98,1,48,and_affine_nmcts,5,7,truth_n5_42,2,53.589999999999996,,12,3.638399124145508,EFC89849,learned_prior
91,44,23,True,98,1,48,and_resource_nmcts,5,7,truth_n5_42,2,53.589999999999996,,12,3.7199981212615967,EFC89849,learned_prior
94,44,11,True,94,1,42,and_affine_nmcts,5,7,truth_n5_43,2,53.589999999999996,,11,3.5088279247283936,AEFCFAD8,learned_prior
94,44,11,True,94,1,42,and_resource_nmcts,5,7,truth_n5_43,2,53.589999999999996,,11,3.6507551670074463,AEFCFAD8,learned_prior
67,32,21,True,75,1,37,and_affine_nmcts,5,7,truth_n5_44,2,40.175,,8,3.1858391761779785,A5E5A5AB,learned_prior
67,32,21,True,75,1,37,and_resource_nmcts,5,7,truth_n5_44,2,40.175,,8,3.3746790885925293,A5E5A5AB,learned_prior
94,48,18,True,104,1,50,and_affine_nmcts,5,7,truth_n5_45,2,57.82,,9,4.026762008666992,12476F57,learned_prior
94,48,18,True,104,1,50,and_resource_nmcts,5,7,truth_n5_45,2,57.82,,9,4.145165681838989,12476F57,learned_prior
102,48,19,True,104,1,50,and_affine_nmcts,5,7,truth_n5_46,2,58.14,,11,3.725691318511963,9BF00273,learned_prior
102,48,19,True,104,1,50,and_resource_nmcts,5,7,truth_n5_46,2,58.14,,11,3.862426996231079,9BF00273,learned_prior
103,48,17,True,105,1,51,and_affine_nmcts,5,7,truth_n5_47,2,58.205,,12,3.729097843170166,A28DEFE3,learned_prior
103,48,17,True,105,1,51,and_resource_nmcts,5,7,truth_n5_47,2,58.205,,12,3.798995018005371,A28DEFE3,learned_prior
101,48,22,True,112,1,56,and_affine_nmcts,5,7,truth_n5_48,2,58.28,,13,4.12945818901062,2BCFBE01,learned_prior
85,40,17,True,93,1,47,and_affine_nmcts,5,7,truth_n5_49,2,49.265,,11,3.5538370609283447,88BD6407,learned_prior
85,40,17,True,93,1,47,and_resource_nmcts,5,7,truth_n5_49,2,49.265,,11,3.6290910243988037,88BD6407,learned_prior
101,48,22,True,112,1,56,and_resource_nmcts,5,7,truth_n5_48,2,58.28,,13,4.32729697227478,2BCFBE01,learned_prior
104,44,19,True,108,1,54,and_affine_nmcts,5,7,truth_n5_50,2,54.31999999999999,,11,4.21472692489624,BAA80DD4,learned_prior
104,44,19,True,108,1,54,and_resource_nmcts,5,7,truth_n5_50,2,54.31999999999999,,11,4.326375961303711,BAA80DD4,learned_prior
94,44,18,True,95,1,47,and_affine_nmcts,5,7,truth_n5_52,2,53.654999999999994,,13,3.0977001190185547,29D4BEEF,learned_prior
94,44,18,True,95,1,47,and_resource_nmcts,5,7,truth_n5_52,2,53.654999999999994,,13,3.2241599559783936,29D4BEEF,learned_prior
101,48,14,True,102,1,46,and_affine_nmcts,5,7,truth_n5_51,2,58.03,,13,4.260573148727417,3EABEDCB,learned_prior
101,48,14,True,102,1,46,and_resource_nmcts,5,7,truth_n5_51,2,58.03,,13,4.386775016784668,3EABEDCB,learned_prior
90,44,16,True,90,1,40,and_affine_nmcts,5,7,truth_n5_53,2,53.35,,11,3.1867992877960205,7656AF72,learned_prior
90,44,16,True,90,1,40,and_resource_nmcts,5,7,truth_n5_53,2,53.35,,11,3.3098738193511963,7656AF72,learned_prior
71,36,12,True,72,1,32,and_affine_nmcts,5,7,truth_n5_54,2,44.24,,8,2.780604124069214,6123FDF7,learned_prior
71,36,12,True,72,1,32,and_resource_nmcts,5,7,truth_n5_54,2,44.24,,8,2.8386003971099854,6123FDF7,learned_prior
91,44,14,True,96,1,46,and_affine_nmcts,5,7,truth_n5_55,2,53.54,,13,3.27315092086792,451B4CF3,learned_prior
91,44,14,True,96,1,46,and_resource_nmcts,5,7,truth_n5_55,2,53.54,,13,3.380615711212158,451B4CF3,learned_prior
56,28,9,True,56,1,26,and_affine_nmcts,5,7,truth_n5_58,1,33.34,,8,0.6652631759643555,A3D70628,learned_prior
56,28,9,True,56,1,26,and_resource_nmcts,5,7,truth_n5_58,1,33.34,,8,0.6828649044036865,A3D70628,learned_prior
101,44,11,True,103,1,51,and_affine_nmcts,5,7,truth_n5_56,2,54.095,,12,3.927090883255005,FD5166E6,learned_prior
101,44,11,True,103,1,51,and_resource_nmcts,5,7,truth_n5_56,2,54.095,,12,4.0990049839019775,FD5166E6,learned_prior
94,44,17,True,98,1,46,and_affine_nmcts,5,7,truth_n5_57,2,53.69,,11,3.8415768146514893,ECE66FA2,learned_prior
94,44,17,True,98,1,46,and_resource_nmcts,5,7,truth_n5_57,2,53.69,,11,3.9077160358428955,ECE66FA2,learned_prior
107,44,17,True,114,1,60,and_affine_nmcts,5,7,truth_n5_59,2,54.59,,15,3.8790957927703857,B02B61C4,learned_prior
107,44,17,True,114,1,60,and_resource_nmcts,5,7,truth_n5_59,2,54.59,,15,4.0126447677612305,B02B61C4,learned_prior
70,32,14,True,74,1,36,and_affine_nmcts,5,7,truth_n5_61,2,40.269999999999996,,10,2.107393980026245,3838B326,learned_prior
89,44,19,True,91,1,41,and_affine_nmcts,5,7,truth_n5_60,2,53.335,,10,4.278346061706543,8E944239,learned_prior
70,32,14,True,74,1,36,and_resource_nmcts,5,7,truth_n5_61,2,40.269999999999996,,10,2.1905970573425293,3838B326,learned_prior
89,44,19,True,91,1,41,and_resource_nmcts,5,7,truth_n5_60,2,53.335,,10,4.409066915512085,8E944239,learned_prior
251,124,29,True,252,2,108,and_affine_nmcts,6,9,truth_n6_0,3,144.9,,29,0.48212194442749023,C4B032CCD7C524A5,learned_prior
251,124,29,True,252,2,108,and_resource_nmcts,6,9,truth_n6_0,3,144.9,,29,0.8967812061309814,C4B032CCD7C524A5,learned_prior
81,36,21,True,89,1,45,and_affine_nmcts,5,7,truth_n5_62,2,45.025000000000006,,10,3.534296989440918,AF42E12F,learned_prior
81,36,21,True,89,1,45,and_resource_nmcts,5,7,truth_n5_62,2,45.025000000000006,,10,3.6244359016418457,AF42E12F,learned_prior
253,128,36,True,262,1,122,and_affine_nmcts,6,8,truth_n6_1,2,147.27,,29,0.8317780494689941,E51F30DC6A7EE39,learned_prior
108,48,14,True,117,1,61,and_affine_nmcts,5,7,truth_n5_63,2,58.685,,14,4.113524913787842,5304317F,learned_prior
108,48,14,True,117,1,61,and_resource_nmcts,5,7,truth_n5_63,2,58.685,,14,4.187252998352051,5304317F,learned_prior
253,128,36,True,262,1,122,and_resource_nmcts,6,8,truth_n6_1,2,147.27,,29,1.5622782707214355,E51F30DC6A7EE39,learned_prior
232,116,37,True,244,2,116,and_affine_nmcts,6,9,truth_n6_2,3,136.1,,25,1.1262290477752686,D261A7AB3AA2E4F9,learned_prior
258,140,37,True,262,2,110,and_affine_nmcts,6,9,truth_n6_3,3,161.35,,26,0.7894783020019531,CE177B4E0837B8A3,learned_prior
232,116,37,True,244,2,116,and_resource_nmcts,6,9,truth_n6_2,3,136.1,,25,1.8311240673065186,D261A7AB3AA2E4F9,learned_prior
258,140,37,True,262,2,110,and_resource_nmcts,6,9,truth_n6_3,3,161.35,,26,1.4854059219360352,CE177B4E0837B8A3,learned_prior
272,136,34,True,280,2,128,and_affine_nmcts,6,9,truth_n6_4,3,158.35999999999999,,28,0.6432840824127197,66B2BC5B50C187FC,learned_prior
272,136,34,True,280,2,128,and_resource_nmcts,6,9,truth_n6_4,3,158.35999999999999,,28,1.2228329181671143,66B2BC5B50C187FC,learned_prior
246,124,34,True,252,2,114,and_affine_nmcts,6,9,truth_n6_5,3,144.76,,24,0.6878490447998047,10F1BC81448AAA9E,learned_prior
246,124,34,True,252,2,114,and_resource_nmcts,6,9,truth_n6_5,3,144.76,,24,1.2707579135894775,10F1BC81448AAA9E,learned_prior
205,96,33,True,216,2,104,and_affine_nmcts,6,9,truth_n6_6,3,114.48,,23,0.7697279453277588,E9C349E03602F8AC,learned_prior
205,96,33,True,216,2,104,and_resource_nmcts,6,9,truth_n6_6,3,114.48,,23,1.3891410827636719,E9C349E03602F8AC,learned_prior
230,108,29,True,237,2,111,and_affine_nmcts,6,9,truth_n6_7,3,127.865,,25,0.43848490715026855,9132B63EF16287E4,learned_prior
230,108,29,True,237,2,111,and_resource_nmcts,6,9,truth_n6_7,3,127.865,,25,0.8264110088348389,9132B63EF16287E4,learned_prior
254,124,31,True,254,2,114,and_affine_nmcts,6,9,truth_n6_8,3,145.10999999999999,,27,0.5704309940338135,B7C93ACFE059A0EE,learned_prior
254,124,31,True,254,2,114,and_resource_nmcts,6,9,truth_n6_8,3,145.10999999999999,,27,1.0851850509643555,B7C93ACFE059A0EE,learned_prior
242,128,30,True,255,2,119,and_affine_nmcts,6,9,truth_n6_9,3,148.695,,25,0.468181848526001,366EB16F508EBAD7,learned_prior
242,128,30,True,255,2,119,and_resource_nmcts,6,9,truth_n6_9,3,148.695,,25,0.8940200805664062,366EB16F508EBAD7,learned_prior
255,128,36,True,267,2,123,and_affine_nmcts,6,9,truth_n6_10,3,149.43499999999997,,23,0.8757269382476807,7FCD9EB1A7CAD415,learned_prior
255,128,36,True,267,2,123,and_resource_nmcts,6,9,truth_n6_10,3,149.43499999999997,,23,1.6347770690917969,7FCD9EB1A7CAD415,learned_prior
295,148,37,True,307,2,141,and_affine_nmcts,6,9,truth_n6_11,3,171.815,,28,1.0196926593780518,E27A984D654821D0,learned_prior
238,120,29,True,239,1,103,and_affine_nmcts,6,8,truth_n6_12,2,138.13500000000002,,29,0.49194812774658203,A491F0B2EA1FCA65,learned_prior
295,148,37,True,307,2,141,and_resource_nmcts,6,9,truth_n6_11,3,171.815,,28,1.8531560897827148,E27A984D654821D0,learned_prior
238,120,29,True,239,1,103,and_resource_nmcts,6,8,truth_n6_12,2,138.13500000000002,,29,0.9557178020477295,A491F0B2EA1FCA65,learned_prior
292,144,38,True,297,2,135,and_affine_nmcts,6,9,truth_n6_13,3,167.485,,32,0.7769079208374023,24933B83757750A9,learned_prior
292,144,38,True,297,2,135,and_resource_nmcts,6,9,truth_n6_13,3,167.485,,32,1.4451758861541748,24933B83757750A9,learned_prior
223,120,34,True,229,2,99,and_affine_nmcts,6,9,truth_n6_14,3,139.345,,23,0.6702141761779785,23BED01D43CF2FDE,learned_prior
219,120,34,True,224,1,96,and_resource_nmcts,6,8,truth_n6_14,3,139.08,,24,1.2613029479980469,23BED01D43CF2FDE,learned_prior
249,128,29,True,249,2,109,and_affine_nmcts,6,9,truth_n6_15,3,148.78500000000003,,24,0.5017070770263672,BEB799193F22FAF8,learned_prior
249,128,29,True,249,2,109,and_resource_nmcts,6,9,truth_n6_15,3,148.78500000000003,,24,0.9463596343994141,BEB799193F22FAF8,learned_prior
261,128,35,True,273,2,127,and_affine_nmcts,6,9,truth_n6_16,3,149.805,,25,0.5631120204925537,89FA6A688FB5D27B,learned_prior
261,128,35,True,273,2,127,and_resource_nmcts,6,9,truth_n6_16,3,149.805,,25,1.0415079593658447,89FA6A688FB5D27B,learned_prior
224,116,31,True,227,2,97,and_affine_nmcts,6,9,truth_n6_17,3,135.335,,24,0.5101809501647949,BF3C4C06434308BC,learned_prior
217,112,31,True,221,2,95,and_resource_nmcts,6,9,truth_n6_17,3,130.945,,23,0.9018042087554932,BF3C4C06434308BC,learned_prior
257,128,34,True,268,2,124,and_affine_nmcts,6,9,truth_n6_18,3,149.54000000000002,,26,0.9369411468505859,6DADD6C795A76D79,learned_prior
226,112,33,True,234,2,108,and_affine_nmcts,6,9,truth_n6_19,3,131.63,,21,0.6030118465423584,956269F0E5D7B875,learned_prior
228,120,34,True,235,2,103,and_resource_nmcts,6,9,truth_n6_18,3,139.675,,26,1.729172945022583,6DADD6C795A76D79,learned_prior
226,112,33,True,234,2,108,and_resource_nmcts,6,9,truth_n6_19,3,131.63,,21,1.1019682884216309,956269F0E5D7B875,learned_prior
251,128,30,True,264,2,124,and_affine_nmcts,6,9,truth_n6_20,3,149.24,,27,0.6051931381225586,5CABCC97663F1C97,learned_prior
251,128,30,True,264,2,124,and_resource_nmcts,6,9,truth_n6_20,3,149.24,,27,1.1284680366516113,5CABCC97663F1C97,learned_prior
295,152,35,True,295,2,129,and_affine_nmcts,6,9,truth_n6_21,3,175.51500000000001,,30,0.8034980297088623,FF50BDE4382567B8,learned_prior
295,152,35,True,295,2,129,and_resource_nmcts,6,9,truth_n6_21,3,175.51500000000001,,30,1.4141921997070312,FF50BDE4382567B8,learned_prior
291,148,34,True,295,2,131,and_affine_nmcts,6,9,truth_n6_22,4,173.375,,28,0.6638741493225098,2369B584FF5E9FF0,learned_prior
291,148,34,True,295,2,131,and_resource_nmcts,6,9,truth_n6_22,4,173.375,,28,1.2375800609588623,2369B584FF5E9FF0,learned_prior
250,128,24,True,250,2,104,and_affine_nmcts,6,9,truth_n6_23,3,148.79,,24,0.39444994926452637,7E570DDF827050A8,learned_prior
250,128,24,True,250,2,104,and_resource_nmcts,6,9,truth_n6_23,3,148.79,,24,0.7187998294830322,7E570DDF827050A8,learned_prior
281,144,37,True,285,2,127,and_affine_nmcts,6,9,truth_n6_24,3,166.78500000000003,,28,0.8797998428344727,C17AF08A1745D6D8,learned_prior
236,128,31,True,240,1,102,and_affine_nmcts,6,8,truth_n6_25,2,146.06,,25,0.5117042064666748,DC713D960C0FD195,learned_prior
281,144,37,True,285,2,127,and_resource_nmcts,6,9,truth_n6_24,3,166.78500000000003,,28,1.6492650508880615,C17AF08A1745D6D8,learned_prior
202,124,31,True,250,0,126,and_resource_nmcts,6,7,truth_n6_25,3,143.09,,31,0.9735689163208008,DC713D960C0FD195,learned_prior
256,128,32,True,262,2,118,and_affine_nmcts,6,9,truth_n6_26,3,149.35000000000002,,24,0.5852663516998291,27209BDF1C11F735,learned_prior
256,128,32,True,262,2,118,and_resource_nmcts,6,9,truth_n6_26,3,149.35000000000002,,24,1.0628070831298828,27209BDF1C11F735,learned_prior
256,128,36,True,264,2,120,and_affine_nmcts,6,9,truth_n6_27,3,149.4,,23,0.812446117401123,28F49481A0A04DC4,learned_prior
198,124,36,True,242,0,118,and_resource_nmcts,6,7,truth_n6_27,4,144.73,,36,1.544119119644165,28F49481A0A04DC4,learned_prior
222,108,29,True,229,2,107,and_affine_nmcts,6,9,truth_n6_28,3,127.38499999999999,,24,0.527630090713501,AE340454CAC5B68C,learned_prior
222,108,29,True,229,2,107,and_resource_nmcts,6,9,truth_n6_28,3,127.38499999999999,,24,1.025481939315796,AE340454CAC5B68C,learned_prior
231,112,25,True,241,2,113,and_affine_nmcts,6,9,truth_n6_29,3,131.98499999999999,,23,0.5798130035400391,98AE43346C12ACE8,learned_prior
231,112,25,True,241,2,113,and_resource_nmcts,6,9,truth_n6_29,3,131.98499999999999,,23,1.1157729625701904,98AE43346C12ACE8,learned_prior
241,120,28,True,245,2,109,and_affine_nmcts,6,9,truth_n6_30,3,140.405,,30,0.6809811592102051,62801C4510435A10,learned_prior
226,116,28,True,231,2,101,and_resource_nmcts,6,9,truth_n6_30,3,135.515,,26,1.3044548034667969,62801C4510435A10,learned_prior
258,128,29,True,258,1,110,and_affine_nmcts,6,8,truth_n6_31,2,147.29,,29,0.46288514137268066,988C24C961B1CD22,learned_prior
258,128,29,True,258,1,110,and_resource_nmcts,6,8,truth_n6_31,2,147.29,,29,0.8306210041046143,988C24C961B1CD22,learned_prior
3,0,3,True,3,0,3,and_pareto_resource_nmcts,3,4,parity_n3,0,0.19499999999999998,,3,0.018846750259399414,96,learned_prior
12,4,3,True,12,0,8,and_pareto_resource_nmcts,3,4,majority_n3,0,4.74,,2,0.024266958236694336,E8,learned_prior
12,4,3,True,12,0,8,and_pareto_resource_nmcts,3,4,threshold2_n3,0,4.74,,2,0.02260303497314453,E8,learned_prior
4,0,4,True,4,0,4,and_pareto_resource_nmcts,4,5,parity_n4,0,0.26,,4,0.035253047943115234,6996,learned_prior
5,0,5,True,5,0,5,and_pareto_resource_nmcts,5,6,parity_n5,0,0.325,,5,0.0862741470336914,96696996,learned_prior
65,32,9,True,71,1,37,and_pareto_resource_nmcts,6,8,mux_2_4,1,38.035,,11,0.25655293464660645,FEDCBA9876543210,learned_prior
25,12,3,True,30,1,18,and_pareto_resource_nmcts,4,6,adder_carry_w2,2,17.63,,6,0.2524538040161133,EC80,learned_prior
6,0,6,True,6,0,6,and_pareto_resource_nmcts,6,7,parity_n6,0,0.38999999999999996,,6,0.2954440116882324,6996966996696996,learned_prior
14,8,2,True,14,0,6,and_pareto_resource_nmcts,4,5,mul_w2_bit1,0,8.830000000000002,,2,0.03274106979370117,6AC0,learned_prior
38,20,4,True,38,1,16,and_pareto_resource_nmcts,6,8,mul_w3_bit2,2,26.25,,4,0.23496603965759277,1E665AAAB4CCF000,learned_prior
49,24,7,True,49,1,23,and_pareto_resource_nmcts,4,6,threshold2_n4,2,30.925,,7,0.5275330543518066,FEE8,learned_prior
31,16,9,True,33,0,17,and_pareto_resource_nmcts,4,5,truth_n4_0,1,19.905,,5,0.23100900650024414,A3B1,learned_prior
37,16,4,True,39,1,21,and_pareto_resource_nmcts,4,6,truth_n4_1,1,20.275000000000002,,7,0.23192596435546875,1C80,learned_prior
49,24,5,True,58,1,32,and_pareto_resource_nmcts,4,6,majority_n4,2,31.150000000000002,,8,0.5918929576873779,E880,learned_prior
31,16,8,True,34,0,18,and_pareto_resource_nmcts,4,5,truth_n4_6,1,19.93,,6,0.2042839527130127,3924,learned_prior
39,16,8,True,43,1,25,and_pareto_resource_nmcts,4,6,truth_n4_4,1,20.455,,5,0.2683131694793701,4668,learned_prior
60,32,7,True,60,2,26,and_pareto_resource_nmcts,6,9,adder_carry_w3,3,41.559999999999995,,7,0.7969107627868652,FEFCF8F0E0C08000,learned_prior
36,16,8,True,38,1,20,and_pareto_resource_nmcts,4,6,truth_n4_5,2,22.21,,6,0.41126012802124023,3EB1,learned_prior
42,20,12,True,46,1,24,and_pareto_resource_nmcts,4,6,truth_n4_2,2,26.61,,6,0.5593023300170898,667,learned_prior
48,24,11,True,53,1,27,and_pareto_resource_nmcts,4,6,truth_n4_3,2,30.985000000000003,,7,0.5710690021514893,BDD6,learned_prior
40,16,11,True,45,1,25,and_pareto_resource_nmcts,4,6,truth_n4_8,1,20.525000000000002,,7,0.3293881416320801,BC89,learned_prior
41,20,10,True,45,1,23,and_pareto_resource_nmcts,4,6,truth_n4_9,1,24.545,,5,0.32903194427490234,1A3D,learned_prior
39,16,8,True,43,1,25,and_pareto_resource_nmcts,4,6,truth_n4_7,2,22.455,,5,0.4991590976715088,23B8,learned_prior
25,12,9,True,29,0,17,and_pareto_resource_nmcts,4,5,truth_n4_11,1,15.605,,5,0.23282980918884277,BD9C,learned_prior
35,16,11,True,40,1,22,and_pareto_resource_nmcts,4,6,truth_n4_12,1,20.22,,6,0.2862401008605957,E465,learned_prior
28,12,7,True,33,1,19,and_pareto_resource_nmcts,4,6,truth_n4_10,2,17.805,,5,0.5000929832458496,AD3C,learned_prior
24,12,8,True,28,0,16,and_pareto_resource_nmcts,4,5,truth_n4_16,1,15.540000000000001,,4,0.1624140739440918,6C03,learned_prior
28,12,7,True,30,0,18,and_pareto_resource_nmcts,4,5,truth_n4_15,1,15.75,,4,0.2278902530670166,972A,learned_prior
70,32,15,True,70,1,34,and_pareto_resource_nmcts,5,7,majority_n5,2,40.19,,6,1.58160400390625,FEE8E880,learned_prior
44,20,9,True,47,1,25,and_pareto_resource_nmcts,4,6,truth_n4_13,2,26.715,,9,0.5285089015960693,8B9D,learned_prior
25,12,8,True,27,0,15,and_pareto_resource_nmcts,4,5,truth_n4_19,1,15.555,,5,0.24205970764160156,17FC,learned_prior
28,16,6,True,32,0,16,and_pareto_resource_nmcts,4,5,truth_n4_20,1,19.76,,6,0.2210381031036377,37F8,learned_prior
35,16,10,True,39,1,21,and_pareto_resource_nmcts,4,6,truth_n4_14,2,22.195,,5,0.5337321758270264,1641,learned_prior
34,16,6,True,37,1,19,and_pareto_resource_nmcts,4,6,truth_n4_21,1,20.105,,5,0.25062084197998047,3B8F,learned_prior
27,12,7,True,30,0,18,and_pareto_resource_nmcts,4,5,truth_n4_23,1,15.709999999999999,,4,0.12241697311401367,9A1D,learned_prior
32,16,4,True,32,1,14,and_pareto_resource_nmcts,4,6,truth_n4_17,2,21.900000000000002,,4,0.4597740173339844,822,learned_prior
31,12,6,True,33,1,19,and_pareto_resource_nmcts,4,6,truth_n4_18,2,17.924999999999997,,3,0.45163917541503906,7A0,learned_prior
24,12,9,True,31,0,19,and_pareto_resource_nmcts,4,5,truth_n4_27,1,15.615,,5,0.13225913047790527,B74D,learned_prior
27,16,7,True,32,0,16,and_pareto_resource_nmcts,4,5,truth_n4_25,1,19.72,,7,0.22860407829284668,8FAD,learned_prior
24,12,9,True,28,0,16,and_pareto_resource_nmcts,4,5,truth_n4_30,1,15.540000000000001,,4,0.11772894859313965,8B81,learned_prior
35,16,7,True,35,1,17,and_pareto_resource_nmcts,4,6,truth_n4_29,1,20.095,,5,0.21477317810058594,B38A,learned_prior
33,12,9,True,36,1,22,and_pareto_resource_nmcts,4,6,truth_n4_22,2,18.08,,6,0.4665400981903076,815E,learned_prior
32,16,8,True,37,0,21,and_pareto_resource_nmcts,4,5,truth_n4_32,1,20.045,,7,0.22008085250854492,386E,learned_prior
22,12,6,True,27,0,15,and_pareto_resource_nmcts,4,5,truth_n4_33,1,15.435,,3,0.20581412315368652,72FF,learned_prior
35,16,12,True,43,1,25,and_pareto_resource_nmcts,4,6,truth_n4_24,2,22.294999999999998,,5,0.5874040126800537,6CB,learned_prior
40,16,8,True,46,1,28,and_pareto_resource_nmcts,4,6,truth_n4_26,2,22.570000000000004,,6,0.5006749629974365,32E7,learned_prior
33,16,9,True,37,1,19,and_pareto_resource_nmcts,4,6,truth_n4_28,2,22.065,,5,0.5240089893341064,A65E,learned_prior
33,16,10,True,39,1,21,and_pareto_resource_nmcts,4,6,truth_n4_31,2,22.115000000000002,,5,0.5320780277252197,6B65,learned_prior
25,12,9,True,29,0,17,and_pareto_resource_nmcts,4,5,truth_n4_36,1,15.605,,5,0.1934518814086914,CF36,learned_prior
27,12,5,True,29,1,15,and_pareto_resource_nmcts,4,6,truth_n4_34,2,17.665,,5,0.4310431480407715,96DA,learned_prior
39,20,6,True,42,1,20,and_pareto_resource_nmcts,4,6,truth_n4_35,2,26.389999999999997,,6,0.42726802825927734,4737,learned_prior
32,16,8,True,36,1,18,and_pareto_resource_nmcts,4,6,truth_n4_38,2,22.0,,4,0.456557035446167,1A9,learned_prior
39,16,7,True,41,1,21,and_pareto_resource_nmcts,4,6,truth_n4_40,1,20.384999999999998,,5,0.31156301498413086,CE4A,learned_prior
