n,method,functions,mean_terms,mean_T,mean_CNOT,mean_depth,mean_peak_ancilla,mean_schedule_logical_depth,mean_schedule_cnot_depth_proxy,mean_schedule_t_depth_proxy,mean_explicit_ancilla_live_peak,mean_explicit_ancilla_lifetime_area,mean_score,mean_plan_time_s,mean_truth_build_time_s,mean_truth_verify_time_s,truth_verified_rows,anf_verified_rows,circuit_verified_rows,mean_circuit_max_wire_terms
25,adaptive_all_depth,6,113.66666666666667,966.6666666666666,1563.5,1563.5,5.666666666666667,111.5,1097,462.3333333333333,1,33.5,1069.9608333333333,7.230343986169221,0.44852134733567556,0.27404018049613416,6,6,6,113.66666666666667
25,depth2_guard_direct,6,113.66666666666667,993.3333333333334,1601.3333333333333,1601.3333333333333,5.5,109.33333333333333,1126.6666666666667,474.3333333333333,1,25,1098.4866666666667,0.43662217366606154,0.44852134733567556,0.29923027083471726,6,6,6,113.66666666666667
25,depth_frontier_policy,6,113.66666666666667,966.6666666666666,1563.5,1563.5,5.666666666666667,111.5,1097,462.3333333333333,1,33.5,1069.9608333333333,4.985502805332847,0.44852134733567556,0.2735781736652522,6,6,6,113.66666666666667
25,depth_policy,6,113.66666666666667,993.3333333333334,1601.3333333333333,1601.3333333333333,5.5,109.33333333333333,1126.6666666666667,474.3333333333333,1,25,1098.4866666666667,0.43662217366606154,0.44852134733567556,0.29923027083471726,6,6,6,113.66666666666667
25,direct_logical_and,6,113.66666666666667,1144,1829.6666666666667,1829.6666666666667,5,113.66666666666667,1276.6666666666667,546,0,0,1261.4883333333332,1.948599674506113e-05,0.44852134733567556,0.4388587223365903,6,6,6,113.66666666666667
25,screen_depth1,6,113.66666666666667,1019.3333333333334,1639.6666666666667,1639.6666666666667,5.5,108.83333333333333,1152.1666666666667,486.3333333333333,1,19,1126.7183333333332,0.09457536133413669,0.44852134733567556,0.3106966181633955,6,6,6,113.66666666666667
25,screen_depth2,6,113.66666666666667,993.3333333333334,1601.3333333333333,1601.3333333333333,5.5,109.33333333333333,1126.6666666666667,474.3333333333333,1,25,1098.4866666666667,0.43662217366606154,0.44852134733567556,0.29923027083471726,6,6,6,113.66666666666667
25,screen_depth3,6,113.66666666666667,976.6666666666666,1577.3333333333333,1577.3333333333333,5.666666666666667,110.33333333333333,1109.3333333333333,466.6666666666667,1,29.333333333333332,1080.76,1.668836854332767,0.44852134733567556,0.2752965416657389,6,6,6,113.66666666666667
25,screen_depth4,6,113.66666666666667,966.6666666666666,1563.5,1563.5,5.666666666666667,111.5,1097,462.3333333333333,1,33.5,1069.9608333333333,5.015130749668363,0.44852134733567556,0.2730884791623491,6,6,6,113.66666666666667
25,screen_single,6,113.66666666666667,1060,1700.5,1700.5,5.5,108.83333333333333,1191.3333333333333,505.5,1,11.166666666666666,1170.9325000000001,0.015178847167893158,0.44852134733567556,0.33695923633058555,6,6,6,113.66666666666667
