name,n,profile,term_count,truth_build_time_s,method,score,T,CNOT,depth,gates,peak_ancilla,schedule_logical_depth,schedule_cnot_depth_proxy,schedule_t_depth_proxy,explicit_ancilla_live_peak,explicit_ancilla_lifetime_area,plan_time_s,truth_verify_time_s,truth_verified,anf_verified,plan_nodes,plan_mismatches,circuit_anf_verified,circuit_gates,circuit_max_wire_terms,circuit_mismatches
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,adaptive_all_depth,590.595,532,891,891,359,3,91,735,245,1,25,5.083583167986944,1.6518895000044722,True,True,9,0,True,93,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,depth2_guard_direct,599.165,540,901,901,361,3,89,743,247,1,19,0.4370362090121489,1.64428041598876,True,True,7,0,True,91,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,depth_frontier_policy,599.165,540,901,901,361,3,89,743,247,1,19,0.4370362090121489,1.64428041598876,True,True,7,0,True,91,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,depth_policy,599.165,540,901,901,361,3,89,743,247,1,19,0.4370362090121489,1.64428041598876,True,True,7,0,True,91,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,direct_logical_and,657.7400000000001,596,980,980,384,2,86,807,273,0,0,1.3582990504801273e-05,2.5156809580221307,True,True,1,0,True,86,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,screen_depth1,616.435,556,923,923,367,3,87,767,255,1,13,0.08634991699364036,1.7399959169852082,True,True,5,0,True,89,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,screen_depth2,599.165,540,901,901,361,3,89,743,247,1,19,0.4370362090121489,1.64428041598876,True,True,7,0,True,91,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,screen_depth3,590.595,532,891,891,359,3,91,735,245,1,25,1.4760996669938322,1.6518895000044722,True,True,9,0,True,93,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,screen_depth4,590.595,532,891,891,359,3,91,735,245,1,25,3.0708067499799654,1.6492073330155108,True,True,9,0,True,93,86,0
truth_bridge_n28_000_mixed,28,mixed,86,2.2372709999908693,screen_single,625.0050000000001,564,933,933,369,3,85,775,257,1,7,0.013290625007357448,1.7166420420107897,True,True,3,0,True,87,86,0
truth_bridge_n28_001_deep,28,deep,235,6.8053413330053445,adaptive_all_depth,2636.56,2400,3824,3824,1424,6,222,2558,1173,1,51,24.10689495803672,5.56444545800332,True,True,11,0,True,224,235,0
truth_bridge_n28_001_deep,28,deep,235,6.8053413330053445,depth2_guard_direct,2741.09,2496,3970,3970,1474,6,224,2670,1218,1,33,1.3454061660158914,5.953867583011743,True,True,7,0,True,226,235,0
truth_bridge_n28_001_deep,28,deep,235,6.8053413330053445,depth_frontier_policy,2636.56,2400,3824,3824,1424,6,222,2558,1173,1,51,17.020466584013775,5.56444545800332,True,True,11,0,True,224,235,0
truth_bridge_n28_001_deep,28,deep,235,6.8053413330053445,depth_policy,2741.09,2496,3970,3970,1474,6,224,2670,1218,1,33,1.3454061660158914,5.953867583011743,True,True,7,0,True,226,235,0
truth_bridge_n28_001_deep,28,deep,235,6.8053413330053445,direct_logical_and,3007.0250000000005,2740,4345,4345,1605,6,235,2914,1335,0,0,8.95900302566588e-06,7.055006749986205,True,True,1,0,True,235,235,0
truth_bridge_n28_001_deep,28,deep,235,6.8053413330053445,screen_depth1,2806.405,2556,4061,4061,1505,6,227,2734,1248,1,24,0.2671352500037756,6.0215612089959905,True,True,5,0,True,227,235,0
