name,n,profile,term_count,method,score,T,CNOT,depth,gates,peak_ancilla,time_s,anf_verified,plan_nodes,plan_mismatches,circuit_anf_verified,circuit_gates,circuit_max_wire_terms,circuit_mismatches
terms_n20_0000_deep,20,deep,179,adaptive_all_depth,1808.77,1644,2634,2634,990,5,1.0449664989937446,True,7,0,True,168,179,0
terms_n20_0000_deep,20,deep,179,depth2_guard_direct,1808.77,1644,2634,2634,990,5,0.8678695409980719,True,7,0,True,168,179,0
terms_n20_0000_deep,20,deep,179,depth_policy,1808.77,1644,2634,2634,990,5,0.8678695409980719,True,7,0,True,168,179,0
terms_n20_0000_deep,20,deep,179,direct_logical_and,2064.1349999999998,1880,2999,2999,1119,4,1.4590041246265173e-06,True,1,0,True,179,179,0
terms_n20_0000_deep,20,deep,179,screen_depth1,1878.5,1708,2732,2732,1024,5,0.15896037499624072,True,5,0,True,170,179,0
terms_n20_0000_deep,20,deep,179,screen_depth2,1808.77,1644,2634,2634,990,5,0.8678695409980719,True,7,0,True,168,179,0
terms_n20_0000_deep,20,deep,179,screen_single,1950.7099999999998,1776,2838,2838,1062,4,0.018136582999431994,True,3,0,True,174,179,0
terms_n20_0001_shallow,20,shallow,52,adaptive_all_depth,457.08,408,664,664,256,5,0.032664792001014575,True,5,0,True,52,52,0
terms_n20_0001_shallow,20,shallow,52,depth2_guard_direct,457.08,408,664,664,256,5,0.015856666999752633,True,5,0,True,52,52,0
terms_n20_0001_shallow,20,shallow,52,depth_policy,457.08,408,664,664,256,5,0.015856666999752633,True,5,0,True,52,52,0
terms_n20_0001_shallow,20,shallow,52,direct_logical_and,559.48,504,808,808,304,4,1.3329990906640887e-06,True,1,0,True,52,52,0
terms_n20_0001_shallow,20,shallow,52,screen_depth1,457.08,408,664,664,256,5,0.012327875003393274,True,5,0,True,52,52,0
terms_n20_0001_shallow,20,shallow,52,screen_depth2,457.08,408,664,664,256,5,0.015856666999752633,True,5,0,True,52,52,0
terms_n20_0001_shallow,20,shallow,52,screen_single,461.235,412,667,667,255,5,0.004480249997868668,True,3,0,True,49,52,0
terms_n20_0002_mixed,20,mixed,110,adaptive_all_depth,962.71,868,1406,1406,538,6,0.6266359169967473,True,7,0,True,104,110,0
terms_n20_0002_mixed,20,mixed,110,depth2_guard_direct,962.71,868,1406,1406,538,6,0.5063034999984666,True,7,0,True,104,110,0
terms_n20_0002_mixed,20,mixed,110,depth_policy,962.71,868,1406,1406,538,6,0.5063034999984666,True,7,0,True,104,110,0
terms_n20_0002_mixed,20,mixed,110,direct_logical_and,1150.1499999999999,1040,1670,1670,630,6,1.2919990695081651e-06,True,1,0,True,110,110,0
terms_n20_0002_mixed,20,mixed,110,screen_depth1,1019.3249999999999,920,1485,1485,565,6,0.10023150000051828,True,5,0,True,105,110,0
terms_n20_0002_mixed,20,mixed,110,screen_depth2,962.71,868,1406,1406,538,6,0.5063034999984666,True,7,0,True,104,110,0
terms_n20_0002_mixed,20,mixed,110,screen_single,1084.705,980,1577,1577,597,6,0.020100916997762397,True,3,0,True,107,110,0
terms_n20_0003_deep,20,deep,183,adaptive_all_depth,1850.0499999999997,1680,2690,2690,1010,6,1.1590797919998295,True,7,0,True,170,183,0
terms_n20_0003_deep,20,deep,183,depth2_guard_direct,1850.0499999999997,1680,2690,2690,1010,6,0.9407950419990811,True,7,0,True,170,183,0
terms_n20_0003_deep,20,deep,183,depth_policy,1850.0499999999997,1680,2690,2690,1010,6,0.9407950419990811,True,7,0,True,170,183,0
terms_n20_0003_deep,20,deep,183,direct_logical_and,2159.745,1964,3129,3129,1165,6,1.2500022421590984e-06,True,1,0,True,183,183,0
terms_n20_0003_deep,20,deep,183,screen_depth1,1932.895,1756,2807,2807,1051,6,0.20004004200018244,True,5,0,True,173,183,0
terms_n20_0003_deep,20,deep,183,screen_depth2,1850.0499999999997,1680,2690,2690,1010,6,0.9407950419990811,True,7,0,True,170,183,0
terms_n20_0003_deep,20,deep,183,screen_single,2020.22,1836,2932,2932,1096,6,0.01824470800056588,True,3,0,True,178,183,0
