CNOT,T,anf_terms,correct,depth,error,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,score,skipped,terms,time_s,truth_table_hex
1112,592,70,True,1112,,2,436,and_resource_nmcts,10,13,anf_n10_6,4,665.52,,70,14.317986011505127,729D4EAE0E753BD0FF7DD1AFFB1D5BED47C850EA12F2420865CF533F478D7DDD177378E08C5DE9022E283A000E4254E282686C40480242A20A60ACC04882822251087F8F9FA43051C80C1A8460C65A66DEC7DD373F7F95D52E482E486AAAAAAA91B3BCC4E2D9ED26E60CF4846A665A6644C844C86A2A6A2A444884486AAAAAAA
692,360,60,True,692,,1,282,and_mcts_factor,10,12,anf_n10_10,2,404.88,,60,10.124105215072632,47596CEBBEF590BD84F3AAEE146C9A2E3F0C41140A93718EFC6A78226C0A48E290174795597B7BF3F54E27635511D793B8E23ACABDBDCA6022885AF08228AA00FA7DB2AC6AB8EB5FFAEB1230A9B72DFF82E4353521EDA00A82BE95652EE2AAAAFC1DB7035C182EC069B47D5F0A2882A08171356F12B860601414FFFF88880000
541,1072,47,True,541,,0,47,direct_anf,10,11,anf_n10_12,2,1106.2250000000001,,47,0.0009257793426513672,994BA9DD1DC5E403BBE1DEDD3F90A0302766BD69E809886555F0FCFF9A60FAC0952BC9E2D43F729512E81B476030A03018601130E2CF22CFF3A3C93F3AC0FAC0A30AC0F0F060FA6ACF3935A55060F0C05639605AC63AAA9A0C50C5FF5060F0C0AF6A5FCFC69AA030AAFC0F3FF0C0F0C05AF3FFCF0030003099CF0F3FF0C0F0C0
863,544,47,True,863,,0,319,and_direct_anf,10,11,anf_n10_12,3,600.6550000000001,,47,0.0008821487426757812,994BA9DD1DC5E403BBE1DEDD3F90A0302766BD69E809886555F0FCFF9A60FAC0952BC9E2D43F729512E81B476030A03018601130E2CF22CFF3A3C93F3AC0FAC0A30AC0F0F060FA6ACF3935A55060F0C05639605AC63AAA9A0C50C5FF5060F0C0AF6A5FCFC69AA030AAFC0F3FF0C0F0C05AF3FFCF0030003099CF0F3FF0C0F0C0
692,360,60,True,692,,1,282,and_affine_nmcts,10,12,anf_n10_10,2,404.88,,60,10.247226238250732,47596CEBBEF590BD84F3AAEE146C9A2E3F0C41140A93718EFC6A78226C0A48E290174795597B7BF3F54E27635511D793B8E23ACABDBDCA6022885AF08228AA00FA7DB2AC6AB8EB5FFAEB1230A9B72DFF82E4353521EDA00A82BE95652EE2AAAAFC1DB7035C182EC069B47D5F0A2882A08171356F12B860601414FFFF88880000
1465,800,95,True,1465,,2,573,and_mcts_factor,10,13,anf_n10_8,4,894.3050000000001,,95,17.70590090751648,E650E1CFC54FCD69A022686C3C289DB973518056E5371C1AD31ABCC036F006AA9BC69E5D13BE5D4EA5934BF707C191FD265B1006A8DAEC2AF468DC60365AC6AA979CC0309DFAA6D39360D6A630FA4CEC0446E36C776560C045207A0A905AA0000301742E75275DD78E7E1262349408A841C93646A87020808A7A7A0A50F0A000
633,336,47,True,633,,1,251,and_mcts_factor,10,12,anf_n10_12,3,379.325,,47,4.283124923706055,994BA9DD1DC5E403BBE1DEDD3F90A0302766BD69E809886555F0FCFF9A60FAC0952BC9E2D43F729512E81B476030A03018601130E2CF22CFF3A3C93F3AC0FAC0A30AC0F0F060FA6ACF3935A55060F0C05639605AC63AAA9A0C50C5FF5060F0C0AF6A5FCFC69AA030AAFC0F3FF0C0F0C05AF3FFCF0030003099CF0F3FF0C0F0C0
598,1248,43,True,598,,0,43,direct_anf,10,11,anf_n10_13,2,1285.3200000000002,,43,0.0008881092071533203,BD218890F80C6256C27232C62B5FD4A0761AF8109753949056B68420DB5F24A09D7FD6BCD5FF80AA2D2FCC46F55F0AA0E1C900A0DF5F20A061C980A05F5FA0A07F1DFE5C7B951E30E628A26C4EA04EA06EA69890E460D49002C664A0E4A0E4A0BAF0763C00AAAA00200A466C0AA00AA046C620A0A0A0A0A046C620A0A0A0A0A0
985,628,43,True,985,,0,357,and_direct_anf,10,11,anf_n10_13,4,693.745,,43,0.0008509159088134766,BD218890F80C6256C27232C62B5FD4A0761AF8109753949056B68420DB5F24A09D7FD6BCD5FF80AA2D2FCC46F55F0AA0E1C900A0DF5F20A061C980A05F5FA0A07F1DFE5C7B951E30E628A26C4EA04EA06EA69890E460D49002C664A0E4A0E4A0BAF0763C00AAAA00200A466C0AA00AA046C620A0A0A0A0A046C620A0A0A0A0A0
633,336,47,True,633,,1,251,and_affine_nmcts,10,12,anf_n10_12,3,379.325,,47,4.447123765945435,994BA9DD1DC5E403BBE1DEDD3F90A0302766BD69E809886555F0FCFF9A60FAC0952BC9E2D43F729512E81B476030A03018601130E2CF22CFF3A3C93F3AC0FAC0A30AC0F0F060FA6ACF3935A55060F0C05639605AC63AAA9A0C50C5FF5060F0C0AF6A5FCFC69AA030AAFC0F3FF0C0F0C05AF3FFCF0030003099CF0F3FF0C0F0C0
1465,800,95,True,1465,,2,573,and_affine_nmcts,10,13,anf_n10_8,4,894.3050000000001,,95,18.24953603744507,E650E1CFC54FCD69A022686C3C289DB973518056E5371C1AD31ABCC036F006AA9BC69E5D13BE5D4EA5934BF707C191FD265B1006A8DAEC2AF468DC60365AC6AA979CC0309DFAA6D39360D6A630FA4CEC0446E36C776560C045207A0A905AA0000301742E75275DD78E7E1262349408A841C93646A87020808A7A7A0A50F0A000
695,368,43,True,695,,2,271,and_mcts_factor,10,13,anf_n10_13,3,414.935,,43,4.671557188034058,BD218890F80C6256C27232C62B5FD4A0761AF8109753949056B68420DB5F24A09D7FD6BCD5FF80AA2D2FCC46F55F0AA0E1C900A0DF5F20A061C980A05F5FA0A07F1DFE5C7B951E30E628A26C4EA04EA06EA69890E460D49002C664A0E4A0E4A0BAF0763C00AAAA00200A466C0AA00AA046C620A0A0A0A0A046C620A0A0A0A0A0
682,1400,57,True,682,,0,57,direct_anf,10,11,anf_n10_14,2,1442.08,,57,0.0009410381317138672,C6D9D4676D44D2A7C94F05DF7C0FFF20FC80BDC71F55CC7021F88207230FF070F01387089E1EBBA756EF557019FFAA20423D9920E3FFAA80C6DFA520B9FFAA8063306897B57FB92F1B1D025876DA2020812215B0102ABC70F6F02A70DC7070702787E32FE38FDF2F06C07A2046808A20184816801C802A80C600DA8046802A80
1119,708,57,True,1119,,0,411,and_direct_anf,10,11,anf_n10_14,3,779.655,,57,0.0009150505065917969,C6D9D4676D44D2A7C94F05DF7C0FFF20FC80BDC71F55CC7021F88207230FF070F01387089E1EBBA756EF557019FFAA20423D9920E3FFAA80C6DFA520B9FFAA8063306897B57FB92F1B1D025876DA2020812215B0102ABC70F6F02A70DC7070702787E32FE38FDF2F06C07A2046808A20184816801C802A80C600DA8046802A80
695,368,43,True,695,,2,271,and_affine_nmcts,10,13,anf_n10_13,3,414.935,,43,5.041467905044556,BD218890F80C6256C27232C62B5FD4A0761AF8109753949056B68420DB5F24A09D7FD6BCD5FF80AA2D2FCC46F55F0AA0E1C900A0DF5F20A061C980A05F5FA0A07F1DFE5C7B951E30E628A26C4EA04EA06EA69890E460D49002C664A0E4A0E4A0BAF0763C00AAAA00200A466C0AA00AA046C620A0A0A0A0A046C620A0A0A0A0A0
692,360,60,True,692,,1,282,and_resource_nmcts,10,12,anf_n10_10,2,404.88,,60,17.474090099334717,47596CEBBEF590BD84F3AAEE146C9A2E3F0C41140A93718EFC6A78226C0A48E290174795597B7BF3F54E27635511D793B8E23ACABDBDCA6022885AF08228AA00FA7DB2AC6AB8EB5FFAEB1230A9B72DFF82E4353521EDA00A82BE95652EE2AAAAFC1DB7035C182EC069B47D5F0A2882A08171356F12B860601414FFFF88880000
633,336,47,True,633,,1,251,and_resource_nmcts,10,12,anf_n10_12,3,379.325,,47,8.212718963623047,994BA9DD1DC5E403BBE1DEDD3F90A0302766BD69E809886555F0FCFF9A60FAC0952BC9E2D43F729512E81B476030A03018601130E2CF22CFF3A3C93F3AC0FAC0A30AC0F0F060FA6ACF3935A55060F0C05639605AC63AAA9A0C50C5FF5060F0C0AF6A5FCFC69AA030AAFC0F3FF0C0F0C05AF3FFCF0030003099CF0F3FF0C0F0C0
1298,2628,98,True,1299,,0,98,direct_anf,10,11,anf_n10_15,2,2704.385,,98,0.0011126995086669922,4EA085B3CAD4C2EA9E2CA533C78A552DD122BC5DAA6AFB384A3DBBDDA7A700FF41D2B3C8050A237F68545C44F7A7B78741BE8C37D22D070754EFCC33DFDFFFFF434EF71E6BA5ADF09F1EB8D1CA78AA87A1112A1ECD82CB88E1A5A695FFFF00FFBC56CEFF1055E9FFED77F98B4D772D773D8E8F4B027DF7774BC3F3F3FFFFFFFF
2077,1320,98,True,2078,,0,758,and_direct_anf,10,11,anf_n10_15,4,1449.83,,98,0.001293182373046875,4EA085B3CAD4C2EA9E2CA533C78A552DD122BC5DAA6AFB384A3DBBDDA7A700FF41D2B3C8050A237F68545C44F7A7B78741BE8C37D22D070754EFCC33DFDFFFFF434EF71E6BA5ADF09F1EB8D1CA78AA87A1112A1ECD82CB88E1A5A695FFFF00FFBC56CEFF1055E9FFED77F98B4D772D773D8E8F4B027DF7774BC3F3F3FFFFFFFF
695,368,43,True,695,,2,271,and_resource_nmcts,10,13,anf_n10_13,3,414.935,,43,8.77790379524231,BD218890F80C6256C27232C62B5FD4A0761AF8109753949056B68420DB5F24A09D7FD6BCD5FF80AA2D2FCC46F55F0AA0E1C900A0DF5F20A061C980A05F5FA0A07F1DFE5C7B951E30E628A26C4EA04EA06EA69890E460D49002C664A0E4A0E4A0BAF0763C00AAAA00200A466C0AA00AA046C620A0A0A0A0A046C620A0A0A0A0A0
1646,896,111,True,1646,,2,646,and_mcts_factor,10,13,anf_n10_11,4,1000.99,,111,21.456954956054688,A6F9C85D4DB42F2545D3EFD9B9B57FD9BB98FB145E184DAB61C2CDAE7B71D7BD85BA2BEEAE3EC59658DBAB2475C0D360CBCBE474535C8F7CBA40D6E053C09F60D8D1237914BE2349202A1375FB919731AFDAD0A57CFACF25E0194CB933F53F55ECD02877F7F80FF05B886477D300B3005BA727873FF08F70DF7FDF7F5F00FF00
805,440,57,True,805,,2,317,and_mcts_factor,10,13,anf_n10_14,3,493.445,,57,6.237405776977539,C6D9D4676D44D2A7C94F05DF7C0FFF20FC80BDC71F55CC7021F88207230FF070F01387089E1EBBA756EF557019FFAA20423D9920E3FFAA80C6DFA520B9FFAA8063306897B57FB92F1B1D025876DA2020812215B0102ABC70F6F02A70DC7070702787E32FE38FDF2F06C07A2046808A20184816801C802A80C600DA8046802A80
24,16,4,True,24,,0,4,direct_anf,10,11,anf_n10_16,0,17.36,,4,0.0006959438323974609,33FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC00
28,16,4,True,28,,0,12,and_direct_anf,10,11,anf_n10_16,0,17.660000000000004,,4,0.0006840229034423828,33FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC00
28,16,4,True,28,,0,12,and_mcts_factor,10,11,anf_n10_16,0,17.660000000000004,,4,0.0007460117340087891,33FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC00
28,16,4,True,28,,0,12,and_affine_nmcts,10,11,anf_n10_16,0,17.660000000000004,,4,0.005011081695556641,33FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC00
28,16,4,True,28,,0,12,and_resource_nmcts,10,11,anf_n10_16,0,17.660000000000004,,4,0.04063701629638672,33FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC0033FF33FFCC00CC003300330033003300CCFFCCFF33003300CC00CC00CC00CC00
12,8,2,True,12,,0,2,direct_anf,10,11,anf_n10_17,0,8.68,,2,0.0008680820465087891,F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0000000000000000000000000000000000000000000000000000000000000000F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F00000000000000000000000000000000000000000000000000000000000000000
14,8,2,True,14,,0,6,and_direct_anf,10,11,anf_n10_17,0,8.830000000000002,,2,0.0006749629974365234,F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0000000000000000000000000000000000000000000000000000000000000000F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F00000000000000000000000000000000000000000000000000000000000000000
14,8,2,True,14,,0,6,and_mcts_factor,10,11,anf_n10_17,0,8.830000000000002,,2,0.0007259845733642578,F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0000000000000000000000000000000000000000000000000000000000000000F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F00000000000000000000000000000000000000000000000000000000000000000
14,8,2,True,14,,0,6,and_affine_nmcts,10,11,anf_n10_17,0,8.830000000000002,,2,0.006405830383300781,F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0000000000000000000000000000000000000000000000000000000000000000F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F00000000000000000000000000000000000000000000000000000000000000000
14,8,2,True,14,,0,6,and_resource_nmcts,10,11,anf_n10_17,0,8.830000000000002,,2,0.027254104614257812,F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0000000000000000000000000000000000000000000000000000000000000000F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F0F00000000000000000000000000000000000000000000000000000000000000000
1639,3420,121,True,1639,,0,121,direct_anf,10,11,anf_n10_18,2,3515.355,,121,0.0012989044189453125,C7911D71731BEF36C92B604414C4859365A5398838A4563F40F86066CA88595585DF4B42D5D113596FB195EBF0D6DC3C88C0357B250B50304F83AF6969CF3A5A536EE0359A603639BEC859F7CC24B5139123348F18C0167FFDFB5955824859559C49E6CA1B95A666933D0CA85F598C4C92B05470B13F4080E64006AA393F6AAA
2707,1724,121,True,2707,,0,983,and_direct_anf,10,11,anf_n10_18,4,1890.715,,121,0.0014221668243408203,C7911D71731BEF36C92B604414C4859365A5398838A4563F40F86066CA88595585DF4B42D5D113596FB195EBF0D6DC3C88C0357B250B50304F83AF6969CF3A5A536EE0359A603639BEC859F7CC24B5139123348F18C0167FFDFB5955824859559C49E6CA1B95A666933D0CA85F598C4C92B05470B13F4080E64006AA393F6AAA
805,440,57,True,805,,2,317,and_affine_nmcts,10,13,anf_n10_14,3,493.445,,57,6.191499710083008,C6D9D4676D44D2A7C94F05DF7C0FFF20FC80BDC71F55CC7021F88207230FF070F01387089E1EBBA756EF557019FFAA20423D9920E3FFAA80C6DFA520B9FFAA8063306897B57FB92F1B1D025876DA2020812215B0102ABC70F6F02A70DC7070702787E32FE38FDF2F06C07A2046808A20184816801C802A80C600DA8046802A80
1646,896,111,True,1646,,2,646,and_affine_nmcts,10,13,anf_n10_11,4,1000.99,,111,21.649170875549316,A6F9C85D4DB42F2545D3EFD9B9B57FD9BB98FB145E184DAB61C2CDAE7B71D7BD85BA2BEEAE3EC59658DBAB2475C0D360CBCBE474535C8F7CBA40D6E053C09F60D8D1237914BE2349202A1375FB919731AFDAD0A57CFACF25E0194CB933F53F55ECD02877F7F80FF05B886477D300B3005BA727873FF08F70DF7FDF7F5F00FF00
1465,800,95,True,1465,,2,573,and_resource_nmcts,10,13,anf_n10_8,4,894.3050000000001,,95,32.19302296638489,E650E1CFC54FCD69A022686C3C289DB973518056E5371C1AD31ABCC036F006AA9BC69E5D13BE5D4EA5934BF707C191FD265B1006A8DAEC2AF468DC60365AC6AA979CC0309DFAA6D39360D6A630FA4CEC0446E36C776560C045207A0A905AA0000301742E75275DD78E7E1262349408A841C93646A87020808A7A7A0A50F0A000
220,240,18,True,220,,0,18,direct_anf,10,11,anf_n10_19,1,254.28000000000003,,18,0.0007779598236083984,6AC0C5953F9590C27D87878EB14B4B45CF6560309A303568D72D2D241BE1E1EBD17B7E217BD1D48639C3C3CAF50F0F0E74DEDB84DE74712C936969605FA5A5A3A6F30656F3A6530E4E4444428288888CA9FC0959FCA95C0E4E44444282888884D184712E7B2EDB86C6CCCCCA0A00000BDE8B7E217421D486C6CCCCCA0A00000
210,128,18,True,210,,0,82,and_direct_anf,10,11,anf_n10_19,1,142.37,,18,0.0009195804595947266,6AC0C5953F9590C27D87878EB14B4B45CF6560309A303568D72D2D241BE1E1EBD17B7E217BD1D48639C3C3CAF50F0F0E74DEDB84DE74712C936969605FA5A5A3A6F30656F3A6530E4E4444428288888CA9FC0959FCA95C0E4E44444282888884D184712E7B2EDB86C6CCCCCA0A00000BDE8B7E217421D486C6CCCCCA0A00000
186,96,18,True,186,,1,78,and_mcts_factor,10,12,anf_n10_19,1,109.01,,18,0.2098991870880127,6AC0C5953F9590C27D87878EB14B4B45CF6560309A303568D72D2D241BE1E1EBD17B7E217BD1D48639C3C3CAF50F0F0E74DEDB84DE74712C936969605FA5A5A3A6F30656F3A6530E4E4444428288888CA9FC0959FCA95C0E4E44444282888884D184712E7B2EDB86C6CCCCCA0A00000BDE8B7E217421D486C6CCCCCA0A00000
186,96,18,True,186,,1,78,and_affine_nmcts,10,12,anf_n10_19,1,109.01,,18,0.2255840301513672,6AC0C5953F9590C27D87878EB14B4B45CF6560309A303568D72D2D241BE1E1EBD17B7E217BD1D48639C3C3CAF50F0F0E74DEDB84DE74712C936969605FA5A5A3A6F30656F3A6530E4E4444428288888CA9FC0959FCA95C0E4E44444282888884D184712E7B2EDB86C6CCCCCA0A00000BDE8B7E217421D486C6CCCCCA0A00000
186,96,18,True,186,,1,78,and_resource_nmcts,10,12,anf_n10_19,1,109.01,,18,0.5459997653961182,6AC0C5953F9590C27D87878EB14B4B45CF6560309A303568D72D2D241BE1E1EBD17B7E217BD1D48639C3C3CAF50F0F0E74DEDB84DE74712C936969605FA5A5A3A6F30656F3A6530E4E4444428288888CA9FC0959FCA95C0E4E44444282888884D184712E7B2EDB86C6CCCCCA0A00000BDE8B7E217421D486C6CCCCCA0A00000
676,1288,68,True,677,,0,68,direct_anf,10,11,anf_n10_20,1,1327.875,,68,0.0009849071502685547,5FA88FB450A8257774B31F147EEC4F7753E083FCE768A18411C7B6ACA0106E745DC0FAABCE5C330BC26F21409860DE8CF88B5FE0D09FE104F1E721FB1060A97362CF4883D68BA6FB3E5C9C98438B448C6188BB34A27711C4A428C52FAE4459B39057CD6C8BBC73448880A2CC9634E644F9D0541B6A7FAEBB87CB91BB113B91BB
1057,660,68,True,1058,,0,398,and_direct_anf,10,11,anf_n10_20,2,726.13,,68,0.0020017623901367188,5FA88FB450A8257774B31F147EEC4F7753E083FCE768A18411C7B6ACA0106E745DC0FAABCE5C330BC26F21409860DE8CF88B5FE0D09FE104F1E721FB1060A97362CF4883D68BA6FB3E5C9C98438B448C6188BB34A27711C4A428C52FAE4459B39057CD6C8BBC73448880A2CC9634E644F9D0541B6A7FAEBB87CB91BB113B91BB
805,440,57,True,805,,2,317,and_resource_nmcts,10,13,anf_n10_14,3,493.445,,57,10.745124101638794,C6D9D4676D44D2A7C94F05DF7C0FFF20FC80BDC71F55CC7021F88207230FF070F01387089E1EBBA756EF557019FFAA20423D9920E3FFAA80C6DFA520B9FFAA8063306897B57FB92F1B1D025876DA2020812215B0102ABC70F6F02A70DC7070702787E32FE38FDF2F06C07A2046808A20184816801C802A80C600DA8046802A80
1412,772,98,True,1413,,2,557,and_mcts_factor,10,13,anf_n10_15,4,863.2450000000001,,98,10.923187017440796,4EA085B3CAD4C2EA9E2CA533C78A552DD122BC5DAA6AFB384A3DBBDDA7A700FF41D2B3C8050A237F68545C44F7A7B78741BE8C37D22D070754EFCC33DFDFFFFF434EF71E6BA5ADF09F1EB8D1CA78AA87A1112A1ECD82CB88E1A5A695FFFF00FFBC56CEFF1055E9FFED77F98B4D772D773D8E8F4B027DF7774BC3F3F3FFFFFFFF
1855,1000,125,True,1855,,2,729,and_mcts_factor,10,13,anf_n10_0,4,1117.315,,125,40.43482708930969,BD423B9B39F98A59AB994AE8E942A8D38D69A967045FD322A7AC20A8EDFF9588E6575DBF482CF641EF21CA9B0AD17377A71C02AC9ADECF1E65386A882A48158863E68431476CCD9A81BAA85366550CBF50E6380D2CA5B03A90DCDFE0D500EAC09D59566D9320FA36BD4628EC1955CCFF23092B7E3C693C96EA0055005500AA00
364,744,30,True,364,,0,30,direct_anf,10,11,anf_n10_21,2,768.3199999999999,,30,0.0008256435394287109,3DF2E87205FA70DA2BD8A2C8E3D0CA60D9DA458AE9DAD52ACCC060A00CC00000CE328812A66AE04A488892F8D0D00AA0458AB57A25DAD52A90509050000000003AA02540DA70C59039607A1029B06AC063609F500330FF005C509050CC000000F950B5D0B92055006A00BAD0DA70AA00CF009F500FF0FF0030F0905000000000
594,376,30,True,594,,0,218,and_direct_anf,10,11,anf_n10_21,3,416.85,,30,0.0008041858673095703,3DF2E87205FA70DA2BD8A2C8E3D0CA60D9DA458AE9DAD52ACCC060A00CC00000CE328812A66AE04A488892F8D0D00AA0458AB57A25DAD52A90509050000000003AA02540DA70C59039607A1029B06AC063609F500330FF005C509050CC000000F950B5D0B92055006A00BAD0DA70AA00CF009F500FF0FF0030F0905000000000
1855,1000,125,True,1855,,2,729,and_affine_nmcts,10,13,anf_n10_0,4,1117.315,,125,40.762624979019165,BD423B9B39F98A59AB994AE8E942A8D38D69A967045FD322A7AC20A8EDFF9588E6575DBF482CF641EF21CA9B0AD17377A71C02AC9ADECF1E65386A882A48158863E68431476CCD9A81BAA85366550CBF50E6380D2CA5B03A90DCDFE0D500EAC09D59566D9320FA36BD4628EC1955CCFF23092B7E3C693C96EA0055005500AA00
1412,772,98,True,1413,,2,557,and_affine_nmcts,10,13,anf_n10_15,4,863.2450000000001,,98,11.321917057037354,4EA085B3CAD4C2EA9E2CA533C78A552DD122BC5DAA6AFB384A3DBBDDA7A700FF41D2B3C8050A237F68545C44F7A7B78741BE8C37D22D070754EFCC33DFDFFFFF434EF71E6BA5ADF09F1EB8D1CA78AA87A1112A1ECD82CB88E1A5A695FFFF00FFBC56CEFF1055E9FFED77F98B4D772D773D8E8F4B027DF7774BC3F3F3FFFFFFFF
448,240,30,True,448,,2,176,and_mcts_factor,10,13,anf_n10_21,3,272.40000000000003,,30,1.69370698928833,3DF2E87205FA70DA2BD8A2C8E3D0CA60D9DA458AE9DAD52ACCC060A00CC00000CE328812A66AE04A488892F8D0D00AA0458AB57A25DAD52A90509050000000003AA02540DA70C59039607A1029B06AC063609F500330FF005C509050CC000000F950B5D0B92055006A00BAD0DA70AA00CF009F500FF0FF0030F0905000000000
514,920,50,True,514,,0,50,direct_anf,10,11,anf_n10_22,1,950.77,,50,0.0009119510650634766,1CA74F8C23FE4A10CF21C6A005D8C963C87CA89B588A02A8DB3A1E884193411B0E7980700D2F46E3B7959CC9BE9CAFFA2AAD9768895BF15BF92BE1BB508272287C3746758AA7D07A719F117772AF8D27C175FBC8984AC268A6B7395FF5D7F55FA2DABA456845EF45C51878D205D8D872EF6808F78557FD57486A0AA0280A0AA0
758,472,50,True,758,,0,286,and_direct_anf,10,11,anf_n10_22,2,520.55,,50,0.0011913776397705078,1CA74F8C23FE4A10CF21C6A005D8C963C87CA89B588A02A8DB3A1E884193411B0E7980700D2F46E3B7959CC9BE9CAFFA2AAD9768895BF15BF92BE1BB508272287C3746758AA7D07A719F117772AF8D27C175FBC8984AC268A6B7395FF5D7F55FA2DABA456845EF45C51878D205D8D872EF6808F78557FD57486A0AA0280A0AA0
448,240,30,True,448,,2,176,and_affine_nmcts,10,13,anf_n10_21,3,272.40000000000003,,30,1.8306670188903809,3DF2E87205FA70DA2BD8A2C8E3D0CA60D9DA458AE9DAD52ACCC060A00CC00000CE328812A66AE04A488892F8D0D00AA0458AB57A25DAD52A90509050000000003AA02540DA70C59039607A1029B06AC063609F500330FF005C509050CC000000F950B5D0B92055006A00BAD0DA70AA00CF009F500FF0FF0030F0905000000000
448,240,30,True,448,,2,176,and_resource_nmcts,10,13,anf_n10_21,3,272.40000000000003,,30,3.917356252670288,3DF2E87205FA70DA2BD8A2C8E3D0CA60D9DA458AE9DAD52ACCC060A00CC00000CE328812A66AE04A488892F8D0D00AA0458AB57A25DAD52A90509050000000003AA02540DA70C59039607A1029B06AC063609F500330FF005C509050CC000000F950B5D0B92055006A00BAD0DA70AA00CF009F500FF0FF0030F0905000000000
573,300,50,True,573,,1,233,and_mcts_factor,10,12,anf_n10_22,2,337.84499999999997,,50,5.526324987411499,1CA74F8C23FE4A10CF21C6A005D8C963C87CA89B588A02A8DB3A1E884193411B0E7980700D2F46E3B7959CC9BE9CAFFA2AAD9768895BF15BF92BE1BB508272287C3746758AA7D07A719F117772AF8D27C175FBC8984AC268A6B7395FF5D7F55FA2DABA456845EF45C51878D205D8D872EF6808F78557FD57486A0AA0280A0AA0
826,1572,72,True,826,,0,72,direct_anf,10,11,anf_n10_23,2,1622.15,,72,0.001004934310913086,72B1FA9FCA0C1BE26212A4EBE5C52C337DE1666FEDE76C5926C57C934A6AD3CCCCAAD4DB7EE26FFCFE7E58282906D0F00FC98B17A906E848455670A089A62000612EB5ACEC5A3E472212D7D7F956A3C346A9AE241C99CE84399AFF5FF659ACCC2F359B17F21110FC4E81DBE4C595AFF0C47E4C530DDD1FC05509F36CC5955F00
1284,808,72,True,1284,,0,476,and_direct_anf,10,11,anf_n10_23,3,889.38,,72,0.0009789466857910156,72B1FA9FCA0C1BE26212A4EBE5C52C337DE1666FEDE76C5926C57C934A6AD3CCCCAAD4DB7EE26FFCFE7E58282906D0F00FC98B17A906E848455670A089A62000612EB5ACEC5A3E472212D7D7F956A3C346A9AE241C99CE84399AFF5FF659ACCC2F359B17F21110FC4E81DBE4C595AFF0C47E4C530DDD1FC05509F36CC5955F00
573,300,50,True,573,,1,233,and_affine_nmcts,10,12,anf_n10_22,2,337.84499999999997,,50,5.830520868301392,1CA74F8C23FE4A10CF21C6A005D8C963C87CA89B588A02A8DB3A1E884193411B0E7980700D2F46E3B7959CC9BE9CAFFA2AAD9768895BF15BF92BE1BB508272287C3746758AA7D07A719F117772AF8D27C175FBC8984AC268A6B7395FF5D7F55FA2DABA456845EF45C51878D205D8D872EF6808F78557FD57486A0AA0280A0AA0
