name,n,profile,term_count,truth_build_time_s,method,score,T,CNOT,depth,gates,peak_ancilla,plan_time_s,truth_verify_time_s,truth_verified,anf_verified,plan_nodes,plan_mismatches,circuit_anf_verified,circuit_gates,circuit_max_wire_terms,circuit_mismatches
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,depth2_guard_direct,1369.1599999999999,1240,2024,2024,784,5,0.5815158749974216,0.012262500000360887,True,True,7,0,True,164,174,0
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,depth_frontier_policy,1308.195,1184,1939,1939,755,5,6.560710999998264,0.011799125000834465,True,True,11,0,True,163,174,0
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,depth_policy,1369.1599999999999,1240,2024,2024,784,5,0.5815158749974216,0.012262500000360887,True,True,7,0,True,164,174,0
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,direct_logical_and,1574.2600000000002,1428,2316,2316,888,5,5.750000127591193e-06,0.013818791005178355,True,True,1,0,True,174,174,0
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,screen_depth1,1421.425,1288,2097,2097,809,5,0.1168725000025006,0.012606040996615775,True,True,5,0,True,165,174,0
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,screen_depth2,1369.1599999999999,1240,2024,2024,784,5,0.5815158749974216,0.012262500000360887,True,True,7,0,True,164,174,0
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,screen_depth3,1338.645,1212,1981,1981,769,5,2.192794459006109,0.011945332997129299,True,True,9,0,True,163,174,0
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,screen_depth4,1308.195,1184,1939,1939,755,5,6.560710999998264,0.011799125000834465,True,True,11,0,True,163,174,0
truth_bridge_n21_002_deep,21,deep,174,11.877747416001512,screen_single,1473.7549999999999,1336,2171,2171,835,5,0.01732891700521577,0.01298408299771836,True,True,3,0,True,167,174,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,adaptive_all_depth,751.585,676,1113,1113,437,5,4.2602668320032535,0.0067899159985245205,True,True,11,0,True,99,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,depth2_guard_direct,773.01,696,1138,1138,442,5,0.2737832909988356,0.006758249997801613,True,True,7,0,True,94,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,depth_frontier_policy,773.01,696,1138,1138,442,5,0.2737832909988356,0.006758249997801613,True,True,7,0,True,94,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,depth_policy,773.01,696,1138,1138,442,5,0.2737832909988356,0.006758249997801613,True,True,7,0,True,94,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,direct_logical_and,940.855,852,1375,1375,523,4,4.0000013541430235e-06,0.007911624998087063,True,True,1,0,True,97,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,screen_depth1,785.93,708,1154,1154,446,5,0.057577667001169175,0.006884166999952868,True,True,5,0,True,92,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,screen_depth2,773.01,696,1138,1138,442,5,0.2737832909988356,0.006758249997801613,True,True,7,0,True,94,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,screen_depth3,760.09,684,1122,1122,438,5,1.0454781250009546,0.007024457998340949,True,True,9,0,True,96,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,screen_depth4,751.585,676,1113,1113,437,5,2.8747671660021297,0.0067899159985245205,True,True,11,0,True,99,97,0
truth_bridge_n21_003_shallow,21,shallow,97,11.996517750005296,screen_single,851.2449999999999,768,1245,1245,477,5,0.008660583000164479,0.00731791699945461,True,True,3,0,True,93,97,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,adaptive_all_depth,1545.795,1400,2243,2243,843,7,8.09750804099167,0.012113625001802575,True,True,11,0,True,143,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,depth2_guard_direct,1650.325,1496,2389,2389,893,7,0.4846257500030333,0.01326175000576768,True,True,7,0,True,145,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,depth_frontier_policy,1545.795,1400,2243,2243,843,7,5.631951666997338,0.012113625001802575,True,True,11,0,True,143,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,depth_policy,1650.325,1496,2389,2389,893,7,0.4846257500030333,0.01326175000576768,True,True,7,0,True,145,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,direct_logical_and,1905.56,1732,2752,2752,1020,6,6.0829988797195256e-06,0.014575707995390985,True,True,1,0,True,154,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,screen_depth1,1713.64,1556,2480,2480,924,6,0.1008112909985357,0.01370833300461527,True,True,5,0,True,146,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,screen_depth2,1650.325,1496,2389,2389,893,7,0.4846257500030333,0.01326175000576768,True,True,7,0,True,145,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,screen_depth3,1593.775,1444,2311,2311,867,7,1.8647533749972354,0.012480124998546671,True,True,9,0,True,145,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,screen_depth4,1545.795,1400,2243,2243,843,7,5.631951666997338,0.012113625001802575,True,True,11,0,True,143,154,0
truth_bridge_n21_004_mixed,21,mixed,154,12.159102042001905,screen_single,1796.4850000000001,1632,2597,2597,965,6,0.015365957995527424,0.014036207998287864,True,True,3,0,True,149,154,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,adaptive_all_depth,2203.765,2004,3197,3197,1193,6,11.859165834001033,0.016977999999653548,True,True,11,0,True,191,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,depth2_guard_direct,2290.765,2084,3317,3317,1233,6,0.669000292000419,0.017595249999430962,True,True,7,0,True,191,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,depth_frontier_policy,2203.765,2004,3197,3197,1193,6,8.339196291999542,0.016977999999653548,True,True,11,0,True,191,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,depth_policy,2290.765,2084,3317,3317,1233,6,0.669000292000419,0.017595249999430962,True,True,7,0,True,191,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,direct_logical_and,2591.5649999999996,2360,3741,3741,1381,6,4.916997568216175e-06,0.01958770900091622,True,True,1,0,True,201,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,screen_depth1,2364.8450000000003,2152,3421,3421,1269,6,0.1357047909987159,0.018058583002130035,True,True,5,0,True,193,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,screen_depth2,2290.765,2084,3317,3317,1233,6,0.669000292000419,0.017595249999430962,True,True,7,0,True,191,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,screen_depth3,2251.6150000000002,2048,3263,3263,1215,6,2.6949581670050975,0.017240083005162887,True,True,9,0,True,191,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,screen_depth4,2203.765,2004,3197,3197,1193,6,8.339196291999542,0.016977999999653548,True,True,11,0,True,191,201,0
truth_bridge_n21_005_deep,21,deep,201,11.949022291999427,screen_single,2447.625,2228,3537,3537,1309,6,0.020306291997258086,0.018559000003733672,True,True,3,0,True,195,201,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,adaptive_all_depth,674.96,604,1000,1000,396,6,4.853370998993341,0.012765999999828637,True,True,11,0,True,94,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,depth2_guard_direct,718.33,644,1058,1058,414,6,0.2894395830007852,0.012935958999150898,True,True,7,0,True,92,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,depth_frontier_policy,674.96,604,1000,1000,396,6,3.3793862910024473,0.012765999999828637,True,True,11,0,True,94,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,depth_policy,718.33,644,1058,1058,414,6,0.2894395830007852,0.012935958999150898,True,True,7,0,True,92,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,direct_logical_and,820.665,740,1201,1201,461,5,5.83400105824694e-06,0.018679791006434243,True,True,1,0,True,91,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,screen_depth1,748.715,672,1099,1099,427,6,0.060047082995879464,0.013904250001360197,True,True,5,0,True,91,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,screen_depth2,718.33,644,1058,1058,414,6,0.2894395830007852,0.012935958999150898,True,True,7,0,True,92,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,screen_depth3,687.9449999999999,616,1017,1017,401,6,1.1152350829943316,0.01305924999905983,True,True,9,0,True,93,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,screen_depth4,674.96,604,1000,1000,396,6,3.3793862910024473,0.012765999999828637,True,True,11,0,True,94,91,0
truth_bridge_n22_000_mixed,22,mixed,91,45.90297304200067,screen_single,783.515,704,1147,1147,443,6,0.009262958999897819,0.013809207994199824,True,True,3,0,True,91,91,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,adaptive_all_depth,2028.0000000000002,1840,2960,2960,1120,7,13.403832500996941,0.0338160829996923,True,True,11,0,True,200,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,depth2_guard_direct,2158.76,1960,3144,3144,1184,7,0.7827364589975332,0.03563825000310317,True,True,7,0,True,204,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,depth_frontier_policy,2028.0000000000002,1840,2960,2960,1120,7,9.36769620799896,0.0338160829996923,True,True,11,0,True,200,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,depth_policy,2158.76,1960,3144,3144,1184,7,0.7827364589975332,0.03563825000310317,True,True,7,0,True,204,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,direct_logical_and,2450.925,2228,3557,3557,1329,7,8.167000487446785e-06,0.043929291001404636,True,True,1,0,True,215,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,screen_depth1,2241.605,2036,3261,3261,1225,7,0.15999145800014958,0.03680054199503502,True,True,5,0,True,207,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,screen_depth2,2158.76,1960,3144,3144,1184,7,0.7827364589975332,0.03563825000310317,True,True,7,0,True,204,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,screen_depth3,2075.98,1884,3028,3028,1144,7,3.0692574589993455,0.034760916998493485,True,True,9,0,True,202,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,screen_depth4,2028.0000000000002,1840,2960,2960,1120,7,9.36769620799896,0.0338160829996923,True,True,11,0,True,200,215,0
truth_bridge_n22_001_deep,22,deep,215,45.687218957995356,screen_single,2333.2799999999997,2120,3392,3392,1272,7,0.024150917000952177,0.03731420799886109,True,True,3,0,True,212,215,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,adaptive_all_depth,440.81,396,658,658,262,3,0.6844412090067635,0.008400208003877196,True,True,9,0,True,64,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,depth2_guard_direct,449.38,404,668,668,264,3,0.10282166700199014,0.008931290998589247,True,True,7,0,True,62,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,depth_frontier_policy,440.81,396,658,658,262,3,0.22793575000105193,0.008400208003877196,True,True,9,0,True,64,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,depth_policy,462.3,416,684,684,268,3,0.030090166997979395,0.008594667000579648,True,True,5,0,True,60,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,direct_logical_and,492.48999999999995,444,722,722,278,3,5.459005478769541e-06,0.008844458003295586,True,True,1,0,True,56,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,screen_depth1,462.3,416,684,684,268,3,0.030090166997979395,0.008594667000579648,True,True,5,0,True,60,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,screen_depth2,449.38,404,668,668,264,3,0.10282166700199014,0.008931290998589247,True,True,7,0,True,62,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,screen_depth3,440.81,396,658,658,262,3,0.22793575000105193,0.008400208003877196,True,True,9,0,True,64,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,screen_depth4,440.81,396,658,658,262,3,0.3181117920030374,0.008707249995495658,True,True,9,0,True,64,56,0
truth_bridge_n22_002_shallow,22,shallow,56,50.30287145799957,screen_single,475.22,428,700,700,272,3,0.005481833002704661,0.008693834002770018,True,True,3,0,True,58,56,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,adaptive_all_depth,1352.395,1224,1979,1979,755,6,8.635199498989095,0.02326800000446383,True,True,11,0,True,143,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,depth2_guard_direct,1474.26,1336,2148,2148,812,6,0.5351963749999413,0.024929582999902777,True,True,7,0,True,144,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,depth_frontier_policy,1352.395,1224,1979,1979,755,6,5.994202458001382,0.02326800000446383,True,True,11,0,True,143,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,depth_policy,1474.26,1336,2148,2148,812,6,0.5351963749999413,0.024929582999902777,True,True,7,0,True,144,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,direct_logical_and,1757.725,1596,2549,2549,953,6,5.49999822396785e-06,0.028574541000125464,True,True,1,0,True,155,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,screen_depth1,1557.04,1412,2264,2264,852,6,0.10749099999520695,0.02569766699889442,True,True,5,0,True,146,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,screen_depth2,1474.26,1336,2148,2148,812,6,0.5351963749999413,0.024929582999902777,True,True,7,0,True,144,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,screen_depth3,1400.18,1268,2044,2044,776,6,1.9819301659954363,0.023506500001531094,True,True,9,0,True,142,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,screen_depth4,1352.395,1224,1979,1979,755,6,5.994202458001382,0.02326800000446383,True,True,11,0,True,143,155,0
truth_bridge_n22_003_mixed,22,mixed,155,49.710381249999045,screen_single,1653.065,1500,2401,2401,901,6,0.016379499997128733,0.0271885830006795,True,True,3,0,True,151,155,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,adaptive_all_depth,1702.67,1544,2494,2494,950,6,11.65789995900559,0.029453208997438196,True,True,11,0,True,178,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,depth2_guard_direct,1794.085,1628,2621,2621,993,6,0.6906031249964144,0.03073237499484094,True,True,7,0,True,179,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,depth_frontier_policy,1702.67,1544,2494,2494,950,6,8.116980917002365,0.029453208997438196,True,True,11,0,True,178,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,depth_policy,1794.085,1628,2621,2621,993,6,0.6906031249964144,0.03073237499484094,True,True,7,0,True,179,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,direct_logical_and,2069.11,1880,3014,3014,1134,6,5.49999822396785e-06,0.033847374994365964,True,True,1,0,True,194,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,screen_depth1,1868.23,1696,2726,2726,1030,6,0.1470910839998396,0.03175750000082189,True,True,5,0,True,182,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,screen_depth2,1794.085,1628,2621,2621,993,6,0.6906031249964144,0.03073237499484094,True,True,7,0,True,179,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,screen_depth3,1741.8200000000002,1580,2548,2548,968,6,2.6814256249999744,0.030111041996860877,True,True,9,0,True,178,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,screen_depth4,1702.67,1544,2494,2494,950,6,8.116980917002365,0.029453208997438196,True,True,11,0,True,178,194,0
truth_bridge_n22_004_deep,22,deep,194,51.162557667004876,screen_single,1959.84,1780,2856,2856,1076,6,0.021799208006996196,0.03334233300120104,True,True,3,0,True,186,194,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,adaptive_all_depth,277.52,248,400,400,152,3,0.013490291996276937,0.004725833001430146,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,depth2_guard_direct,277.52,248,400,400,152,3,0.0026671659943531267,0.004699541001173202,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,depth_frontier_policy,277.52,248,400,400,152,3,0.002626499997859355,0.004725833001430146,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,depth_policy,277.52,248,400,400,152,3,0.002709084001253359,0.004558624998026062,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,direct_logical_and,277.52,248,400,400,152,3,5.7919969549402595e-06,0.004581332999805454,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,screen_depth1,277.52,248,400,400,152,3,0.0026671659943531267,0.004699541001173202,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,screen_depth2,277.52,248,400,400,152,3,0.0026717090004240163,0.004685500003688503,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,screen_depth3,277.52,248,400,400,152,3,0.002626499997859355,0.004725833001430146,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,screen_depth4,277.52,248,400,400,152,3,0.0028158330023870803,0.004745666999951936,True,True,1,0,True,28,28,0
truth_bridge_n22_005_shallow,22,shallow,28,49.66508933399746,screen_single,277.52,248,400,400,152,3,0.002709084001253359,0.004558624998026062,True,True,1,0,True,28,28,0
