name,n,method,polarity,action_rank,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,score,terms,correct,time_s,error
anf_n16_12,16,root_heuristic_top1,0,0,2708,4628,4628,1824,2,3,2986.7799999999997,392,True,0.17776799201965332,
anf_n16_12,16,root_beam4_oracle_eval,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,0.2609288692474365,
anf_n16_12,16,root_oracle12,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,0.7274768352508545,
anf_n16_12,16,root_oracle24,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,1.177825927734375,
anf_n16_12,16,root_neural_top4,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,0.0003478527069091797,
anf_n16_12,16,root_union_h4_n4,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,0.00032901763916015625,
anf_n16_12,16,root_neural_top8,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,0.00036716461181640625,
anf_n16_12,16,root_union_h4_n8,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,0.00034928321838378906,
anf_n16_12,16,root_neural_top12,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,0.00036025047302246094,
anf_n16_12,16,root_union_h4_n12,0,2,2700,4606,4606,1816,2,3,2977.49,392,True,0.0004210472106933594,
anf_n16_13,16,root_direct,0,,16,28,28,12,0,0,17.660000000000004,4,True,5.506854772567749,
anf_n16_14,16,root_direct,0,,672,1106,1107,435,0,1,739.195,99,True,5.681697130203247,
anf_n16_14,16,root_heuristic_top1,0,0,448,864,865,369,1,2,503.225,99,True,0.007242918014526367,
anf_n16_14,16,root_beam4_oracle_eval,0,0,448,864,865,369,1,2,503.225,99,True,0.018612384796142578,
anf_n16_14,16,root_oracle12,0,8,448,862,863,369,1,2,503.115,99,True,0.05000710487365723,
anf_n16_14,16,root_oracle24,0,12,444,864,865,371,1,2,499.245,99,True,0.07864809036254883,
anf_n16_14,16,root_neural_top4,0,0,448,864,865,369,1,2,503.225,99,True,0.00011801719665527344,
anf_n16_14,16,root_union_h4_n4,0,0,448,864,865,369,1,2,503.225,99,True,0.00011086463928222656,
anf_n16_14,16,root_neural_top8,0,0,448,864,865,369,1,2,503.225,99,True,0.00018405914306640625,
anf_n16_14,16,root_union_h4_n8,0,0,448,864,865,369,1,2,503.225,99,True,0.00012803077697753906,
anf_n16_14,16,root_neural_top12,0,8,448,862,863,369,1,2,503.115,99,True,0.00015091896057128906,
anf_n16_14,16,root_union_h4_n12,0,8,448,862,863,369,1,2,503.115,99,True,0.00018262863159179688,
anf_n16_15,16,root_direct,0,,17032,26533,26533,9501,0,4,18594.324999999997,985,True,5.716219902038574,
anf_n16_15,16,root_heuristic_top1,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.004107952117919922,
anf_n16_15,16,root_beam4_oracle_eval,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.009444952011108398,
anf_n16_15,16,root_oracle12,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.015855073928833008,
anf_n16_15,16,root_oracle24,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.020071983337402344,
anf_n16_15,16,root_neural_top4,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.0008029937744140625,
anf_n16_15,16,root_union_h4_n4,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.0008330345153808594,
anf_n16_15,16,root_neural_top8,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.0011839866638183594,
anf_n16_15,16,root_union_h4_n8,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.0008492469787597656,
anf_n16_15,16,root_neural_top12,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.0009081363677978516,
anf_n16_15,16,root_union_h4_n12,0,0,16384,25587,25587,9175,3,5,17893.035,985,True,0.0008881092071533203,
anf_n16_16,16,root_direct,0,,440,720,720,280,0,1,484.40000000000003,60,True,5.643055200576782,
anf_n16_16,16,root_heuristic_top1,0,0,304,570,570,238,1,2,341.73,60,True,0.002249002456665039,
anf_n16_16,16,root_beam4_oracle_eval,0,2,300,575,575,243,1,2,338.055,60,True,0.008006811141967773,
anf_n16_16,16,root_oracle12,0,2,300,575,575,243,1,2,338.055,60,True,0.021971940994262695,
anf_n16_16,16,root_oracle24,0,2,300,575,575,243,1,2,338.055,60,True,0.019767045974731445,
anf_n16_16,16,root_neural_top4,0,2,300,575,575,243,1,2,338.055,60,True,8.606910705566406e-05,
anf_n16_16,16,root_union_h4_n4,0,2,300,575,575,243,1,2,338.055,60,True,8.106231689453125e-05,
anf_n16_16,16,root_neural_top8,0,2,300,575,575,243,1,2,338.055,60,True,0.00010085105895996094,
anf_n16_16,16,root_union_h4_n8,0,2,300,575,575,243,1,2,338.055,60,True,0.00014066696166992188,
anf_n16_16,16,root_neural_top12,0,2,300,575,575,243,1,2,338.055,60,True,0.00011587142944335938,
anf_n16_16,16,root_union_h4_n12,0,2,300,575,575,243,1,2,338.055,60,True,0.00011420249938964844,
anf_n16_17,16,root_direct,0,,9408,14654,14655,5247,0,4,10274.455,543,True,5.755698919296265,
anf_n16_17,16,root_heuristic_top1,0,0,9232,14406,14407,5163,2,5,10085.974999999999,543,True,0.000926971435546875,
anf_n16_17,16,root_beam4_oracle_eval,0,3,9224,14394,14395,5159,2,5,10077.275,543,True,0.0016040802001953125,
anf_n16_17,16,root_oracle12,0,4,9216,14379,14380,5154,2,5,10068.400000000001,543,True,0.0042302608489990234,
anf_n16_17,16,root_oracle24,0,4,9216,14379,14380,5154,2,5,10068.400000000001,543,True,0.003309011459350586,
anf_n16_17,16,root_neural_top4,0,4,9216,14379,14380,5154,2,5,10068.400000000001,543,True,0.0005090236663818359,
anf_n16_17,16,root_union_h4_n4,0,4,9216,14379,14380,5154,2,5,10068.400000000001,543,True,0.0007731914520263672,
anf_n16_17,16,root_neural_top8,0,4,9216,14379,14380,5154,2,5,10068.400000000001,543,True,0.0004818439483642578,
anf_n16_17,16,root_union_h4_n8,0,4,9216,14379,14380,5154,2,5,10068.400000000001,543,True,0.0005676746368408203,
anf_n16_17,16,root_neural_top12,0,4,9216,14379,14380,5154,2,5,10068.400000000001,543,True,0.0010061264038085938,
anf_n16_17,16,root_union_h4_n12,0,4,9216,14379,14380,5154,2,5,10068.400000000001,543,True,0.0005021095275878906,
anf_n16_18,16,root_direct,0,,10516,16521,16521,6005,0,3,11490.705,747,True,5.782819986343384,
anf_n16_18,16,root_heuristic_top1,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.0021271705627441406,
anf_n16_18,16,root_beam4_oracle_eval,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.005711078643798828,
anf_n16_18,16,root_oracle12,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.009083747863769531,
anf_n16_18,16,root_oracle24,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.012185096740722656,
anf_n16_18,16,root_neural_top4,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.0005939006805419922,
anf_n16_18,16,root_union_h4_n4,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.0005958080291748047,
anf_n16_18,16,root_neural_top8,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.0006041526794433594,
anf_n16_18,16,root_union_h4_n8,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.0006079673767089844,
anf_n16_18,16,root_neural_top12,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.0009887218475341797,
anf_n16_18,16,root_union_h4_n12,0,0,10048,15835,15835,5767,2,4,10984.595,747,True,0.0007011890411376953,
anf_n16_19,16,root_direct,0,,22832,35576,35577,12745,0,4,24924.145,1329,True,5.806889057159424,
anf_n16_19,16,root_heuristic_top1,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.007690906524658203,
anf_n16_19,16,root_beam4_oracle_eval,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.013814926147460938,
anf_n16_19,16,root_oracle12,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.03164982795715332,
anf_n16_19,16,root_oracle24,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.0502016544342041,
anf_n16_19,16,root_neural_top4,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.0010819435119628906,
anf_n16_19,16,root_union_h4_n4,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.0012137889862060547,
anf_n16_19,16,root_neural_top8,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.0013949871063232422,
anf_n16_19,16,root_union_h4_n8,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.0010771751403808594,
anf_n16_19,16,root_neural_top12,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.0012400150299072266,
anf_n16_19,16,root_union_h4_n12,0,0,21948,34282,34283,12299,3,5,23966.515,1329,True,0.0014297962188720703,
anf_n16_20,16,root_direct,0,,10440,16404,16404,5964,0,3,11407.859999999999,744,True,5.755210876464844,
anf_n16_20,16,root_heuristic_top1,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.002602100372314453,
anf_n16_20,16,root_beam4_oracle_eval,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.005025148391723633,
anf_n16_20,16,root_oracle12,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.009594202041625977,
anf_n16_20,16,root_oracle24,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.011564016342163086,
anf_n16_20,16,root_neural_top4,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.0010399818420410156,
anf_n16_20,16,root_union_h4_n4,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.0006539821624755859,
anf_n16_20,16,root_neural_top8,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.0006170272827148438,
anf_n16_20,16,root_union_h4_n8,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.0006811618804931641,
anf_n16_20,16,root_neural_top12,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.0006718635559082031,
anf_n16_20,16,root_union_h4_n12,0,0,9964,15722,15722,5728,2,4,10893.99,744,True,0.0006399154663085938,
anf_n16_21,16,root_direct,0,,11240,17662,17662,6422,0,3,12281.63,802,True,5.797578811645508,
anf_n16_21,16,root_heuristic_top1,0,0,10772,16969,16969,6179,2,4,11775.085000000001,802,True,0.0021638870239257812,
anf_n16_21,16,root_beam4_oracle_eval,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.006306171417236328,
anf_n16_21,16,root_oracle12,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.012346029281616211,
anf_n16_21,16,root_oracle24,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.014039993286132812,
anf_n16_21,16,root_neural_top4,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.0006778240203857422,
anf_n16_21,16,root_union_h4_n4,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.0007240772247314453,
anf_n16_21,16,root_neural_top8,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.0006718635559082031,
anf_n16_21,16,root_union_h4_n8,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.0007040500640869141,
anf_n16_21,16,root_neural_top12,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.0011458396911621094,
anf_n16_21,16,root_union_h4_n12,0,3,10712,16892,16892,6154,2,4,11710.6,802,True,0.0006940364837646484,
anf_n16_22,16,root_direct,0,,3960,6307,6307,2347,0,2,4334.355,367,True,5.772902011871338,
