correct,functions,mean_depth,mean_peak_ancilla,mean_score,mean_time_s,method,n,total_CNOT,total_T
6,6,31480.5,2.8333333333333335,21988.51916666667,12.7324857711792,and_boolean_linear_pair_screen_deep,20,188883,120828
