n,method,functions,mean_terms,mean_T,mean_CNOT,mean_depth,mean_peak_ancilla,mean_score,mean_time_s,verified_rows,mean_plan_nodes,circuit_verified_rows,mean_circuit_gates,mean_circuit_max_wire_terms
20,adaptive_all_depth,24,118.375,997.1666666666666,1610.75,1610.75,5.666666666666667,1103.2270833333332,5.267026932460794,24,9.666666666666666,24,115,118.375
20,depth2_guard_direct,24,118.375,1043.1666666666667,1678.5,1678.5,5.5,1152.8374999999999,0.32936189766648266,24,6.666666666666667,24,113.75,118.375
20,depth_policy,24,118.375,1044,1679.4166666666667,1679.4166666666667,5.5,1153.7220833333333,0.31928217025021394,24,6.416666666666667,24,113.41666666666667,118.375
20,direct_logical_and,24,118.375,1209.8333333333333,1933.125,1933.125,4.916666666666667,1333.2214583333332,8.662921876142112e-07,24,1,24,118.375,118.375
20,screen_depth1,24,118.375,1075.5,1727.125,1727.125,5.416666666666667,1187.8414583333333,0.07105622387492379,24,4.916666666666667,24,113.875,118.375
20,screen_depth2,24,118.375,1043.1666666666667,1678.5,1678.5,5.5,1152.8374999999999,0.3293665938329771,24,6.666666666666667,24,113.75,118.375
20,screen_depth3,24,118.375,1015.5,1637.5,1637.5,5.625,1123.0325,1.2324018039168247,24,8.25,24,114.25,118.375
20,screen_depth4,24,118.375,997.1666666666666,1610.75,1610.75,5.666666666666667,1103.2270833333332,3.623322522501136,24,9.666666666666666,24,115,118.375
20,screen_single,24,118.375,1127.6666666666667,1806.6666666666667,1806.6666666666667,5.333333333333333,1244.49,0.010879788334932528,24,3,24,115.16666666666667,118.375
28,adaptive_all_depth,24,115.54166666666667,939.1666666666666,1522,1522.125,5.083333333333333,1038.8747916666666,8.527300683918838,24,8.166666666666666,24,113.375,115.54166666666667
28,depth2_guard_direct,24,115.54166666666667,981.1666666666666,1584.2083333333333,1584.3333333333333,4.875,1084.0816666666667,0.5211066282918182,24,5.833333333333333,24,112.58333333333333,115.54166666666667
28,depth_policy,24,115.54166666666667,981.1666666666666,1584.2083333333333,1584.3333333333333,4.875,1084.0816666666667,0.5211042724167783,24,5.833333333333333,24,112.58333333333333,115.54166666666667
28,direct_logical_and,24,115.54166666666667,1127.8333333333333,1807.1666666666667,1807.2916666666667,4.5,1243.0239583333332,7.568748211876178e-07,24,1,24,115.54166666666667,115.54166666666667
28,screen_depth1,24,115.54166666666667,1009.6666666666666,1627.0416666666667,1627.1666666666667,4.875,1115.0808333333332,0.1129356041671296,24,4.416666666666667,24,112.66666666666667,115.54166666666667
28,screen_depth2,24,115.54166666666667,981.1666666666666,1584.2083333333333,1584.3333333333333,4.875,1084.0816666666667,0.5211031977502595,24,5.833333333333333,24,112.58333333333333,115.54166666666667
28,screen_depth3,24,115.54166666666667,957,1548.375,1548.5,5,1058.0775,1.9666867362520861,24,7.083333333333333,24,113,115.54166666666667
28,screen_depth4,24,115.54166666666667,939.1666666666666,1522,1522.125,5.083333333333333,1038.8747916666666,5.908276772541892,24,8.166666666666666,24,113.375,115.54166666666667
28,screen_single,24,115.54166666666667,1052.6666666666667,1692.0416666666667,1692.1666666666667,4.875,1161.8758333333333,0.01829837320747174,24,2.75,24,113.16666666666667,115.54166666666667
40,adaptive_all_depth,24,118.79166666666667,1006,1625.1666666666667,1625.2083333333333,5.291666666666667,1112.1602083333332,17.645321229125937,24,8,24,116.20833333333333,118.79166666666667
40,depth2_guard_direct,24,118.79166666666667,1044.8333333333333,1682.1666666666667,1682.2083333333333,5.25,1154.226875,1.1053916718331795,24,5.583333333333333,24,114.95833333333333,118.79166666666667
40,depth_policy,24,118.79166666666667,1044.8333333333333,1682.1666666666667,1682.2083333333333,5.25,1154.226875,1.1053845745833921,24,5.583333333333333,24,114.95833333333333,118.79166666666667
40,direct_logical_and,24,118.79166666666667,1194.1666666666667,1910,1910.0416666666667,5,1316.3760416666667,7.796246184928653e-07,24,1,24,118.79166666666667,118.79166666666667
40,screen_depth1,24,118.79166666666667,1077.5,1731.5,1731.5416666666667,5.208333333333333,1189.6902083333334,0.2393041650414792,24,4.25,24,115.29166666666667,118.79166666666667
40,screen_depth2,24,118.79166666666667,1044.8333333333333,1682.1666666666667,1682.2083333333333,5.25,1154.226875,1.1053916718331795,24,5.583333333333333,24,114.95833333333333,118.79166666666667
40,screen_depth3,24,118.79166666666667,1019.5,1644.5416666666667,1644.5833333333333,5.291666666666667,1126.7845833333333,4.152058539916652,24,6.833333333333333,24,115.33333333333333,118.79166666666667
40,screen_depth4,24,118.79166666666667,1006,1625.1666666666667,1625.2083333333333,5.291666666666667,1112.1602083333332,12.108021098875724,24,8,24,116.20833333333333,118.79166666666667
40,screen_single,24,118.79166666666667,1122.3333333333333,1799.7916666666667,1799.8333333333333,5.208333333333333,1238.5141666666666,0.040545753458900435,24,2.75,24,116.33333333333333,118.79166666666667
