CNOT,T,anf_terms,correct,depth,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,score,skipped,terms,time_s,truth_table_hex
67,32,15,True,78,1,44,and_affine_nmcts,5,7,truth_n5_9,2,40.29,,8,0.5056471824645996,A0EE89AE
78,40,15,True,85,1,41,and_affine_nmcts,5,7,truth_n5_10,2,48.80499999999999,,11,0.48023295402526855,9E574F7A
87,44,15,True,91,1,43,and_affine_nmcts,5,7,truth_n5_11,2,53.275,,11,0.5148968696594238,E2ACF72F
88,40,19,True,94,1,48,and_affine_nmcts,5,7,truth_n5_12,2,49.41,,9,0.7032811641693115,DC98D2C1
61,28,12,True,65,1,35,and_affine_nmcts,5,7,truth_n5_13,2,35.765,,7,0.35966062545776367,5C941CF0
69,28,12,True,74,1,40,and_affine_nmcts,5,7,truth_n5_15,2,36.27,,9,0.5838329792022705,3139D32C
99,48,13,True,106,1,54,and_affine_nmcts,5,7,truth_n5_14,2,58.089999999999996,,12,0.9731349945068359,93CD59BF
83,36,17,True,89,2,47,and_affine_nmcts,5,8,truth_n5_16,3,47.125,,9,0.6121699810028076,B45ED1F0
72,36,12,True,75,1,35,and_affine_nmcts,5,7,truth_n5_17,2,44.355000000000004,,9,0.5984840393066406,11CE5DD2
71,36,10,True,72,1,32,and_affine_nmcts,5,7,truth_n5_18,2,44.24,,10,0.42472410202026367,BBB2599
73,32,15,True,76,1,40,and_affine_nmcts,5,7,truth_n5_19,2,40.46,,10,0.41826486587524414,A9488D99
87,44,18,True,90,1,42,and_affine_nmcts,5,7,truth_n5_20,2,53.25,,12,0.6861331462860107,3A578A8E
60,28,13,True,68,1,36,and_affine_nmcts,5,7,truth_n5_21,2,35.78,,8,0.2550029754638672,C5E7CE8A
101,44,18,True,105,1,53,and_affine_nmcts,5,7,truth_n5_22,2,54.145,,12,0.6252307891845703,4A15544D
102,52,15,True,104,1,46,and_affine_nmcts,5,7,truth_n5_23,2,62.1,,13,0.6511459350585938,FC377A4C
88,40,18,True,94,1,48,and_affine_nmcts,5,7,truth_n5_24,2,49.41,,9,0.6287319660186768,146D3F31
70,32,13,True,75,2,37,and_affine_nmcts,5,8,truth_n5_25,3,42.294999999999995,,9,0.4078080654144287,DAF61A26
100,48,21,True,109,1,53,and_affine_nmcts,5,7,truth_n5_27,2,58.165,,12,0.6759748458862305,DDD1DFB2
107,48,14,True,109,1,53,and_affine_nmcts,5,7,truth_n5_26,2,58.445,,12,0.8054778575897217,3B982EF8
101,44,14,True,103,1,51,and_affine_nmcts,5,7,truth_n5_28,2,54.095,,12,0.7826409339904785,19DB3AD0
87,40,14,True,95,1,51,and_affine_nmcts,5,7,truth_n5_29,2,49.41499999999999,,11,0.6459248065948486,614FF3D7
76,32,18,True,79,1,41,and_affine_nmcts,5,7,truth_n5_30,2,40.635,,10,0.695073127746582,47294739
75,36,20,True,83,1,43,and_affine_nmcts,5,7,truth_n5_31,2,44.675,,11,0.4394991397857666,7412B293
85,40,15,True,88,1,44,and_affine_nmcts,5,7,truth_n5_32,2,49.16,,10,0.5978381633758545,A2BC372F
95,44,19,True,101,1,49,and_affine_nmcts,5,7,truth_n5_33,2,53.805,,12,0.8401210308074951,D58842DE
93,40,18,True,97,1,49,and_affine_nmcts,5,7,truth_n5_34,2,49.665,,10,0.6073827743530273,5D65A441
93,40,20,True,101,1,53,and_affine_nmcts,5,7,truth_n5_35,2,49.765,,10,0.5099008083343506,29A3B2E9
43,20,10,True,48,1,26,and_affine_nmcts,5,7,truth_n5_37,1,24.7,,8,0.0726161003112793,5AF30553
103,48,10,True,107,1,53,and_affine_nmcts,5,7,truth_n5_36,2,58.254999999999995,,12,0.5475950241088867,5EC42E08
94,44,16,True,100,1,50,and_affine_nmcts,5,7,truth_n5_38,2,53.76,,9,0.5789148807525635,35A240AE
90,40,19,True,97,1,51,and_affine_nmcts,5,7,truth_n5_39,2,49.565,,12,0.7889552116394043,AB9099A4
76,36,18,True,83,1,41,and_affine_nmcts,5,7,truth_n5_40,2,44.69499999999999,,10,0.5853860378265381,4458A885
71,36,17,True,80,1,40,and_affine_nmcts,5,7,truth_n5_41,2,44.440000000000005,,8,0.5030200481414795,B3AA7EFE
91,44,23,True,98,1,48,and_affine_nmcts,5,7,truth_n5_42,2,53.589999999999996,,12,0.7084426879882812,EFC89849
94,44,11,True,94,1,42,and_affine_nmcts,5,7,truth_n5_43,2,53.589999999999996,,11,0.7215440273284912,AEFCFAD8
67,32,21,True,75,1,37,and_affine_nmcts,5,7,truth_n5_44,2,40.175,,8,0.6193468570709229,A5E5A5AB
94,48,18,True,104,1,50,and_affine_nmcts,5,7,truth_n5_45,2,57.82,,9,0.8450570106506348,12476F57
102,48,19,True,104,1,50,and_affine_nmcts,5,7,truth_n5_46,2,58.14,,11,0.7039141654968262,9BF00273
103,48,17,True,105,1,51,and_affine_nmcts,5,7,truth_n5_47,2,58.205,,12,0.8109209537506104,A28DEFE3
101,48,22,True,112,1,56,and_affine_nmcts,5,7,truth_n5_48,2,58.28,,13,0.7842910289764404,2BCFBE01
85,40,17,True,93,1,47,and_affine_nmcts,5,7,truth_n5_49,2,49.265,,11,0.6832149028778076,88BD6407
104,44,19,True,108,1,54,and_affine_nmcts,5,7,truth_n5_50,2,54.31999999999999,,11,0.7241690158843994,BAA80DD4
101,48,14,True,102,1,46,and_affine_nmcts,5,7,truth_n5_51,2,58.03,,13,0.825239896774292,3EABEDCB
94,44,18,True,95,1,47,and_affine_nmcts,5,7,truth_n5_52,2,53.654999999999994,,13,0.5575540065765381,29D4BEEF
90,44,16,True,90,1,40,and_affine_nmcts,5,7,truth_n5_53,2,53.35,,11,0.5971188545227051,7656AF72
71,36,12,True,72,1,32,and_affine_nmcts,5,7,truth_n5_54,2,44.24,,8,0.5299091339111328,6123FDF7
91,44,14,True,96,1,46,and_affine_nmcts,5,7,truth_n5_55,2,53.54,,13,0.6936869621276855,451B4CF3
101,44,11,True,103,1,51,and_affine_nmcts,5,7,truth_n5_56,2,54.095,,12,0.7096240520477295,FD5166E6
94,44,17,True,98,1,46,and_affine_nmcts,5,7,truth_n5_57,2,53.69,,11,0.6368110179901123,ECE66FA2
56,28,9,True,56,1,26,and_affine_nmcts,5,7,truth_n5_58,1,33.34,,8,0.12859702110290527,A3D70628
107,44,17,True,114,1,60,and_affine_nmcts,5,7,truth_n5_59,2,54.59,,15,0.7332499027252197,B02B61C4
89,44,19,True,91,1,41,and_affine_nmcts,5,7,truth_n5_60,2,53.335,,10,0.7364180088043213,8E944239
70,32,14,True,74,1,36,and_affine_nmcts,5,7,truth_n5_61,2,40.269999999999996,,10,0.559777021408081,3838B326
81,36,21,True,89,1,45,and_affine_nmcts,5,7,truth_n5_62,2,45.025000000000006,,10,0.6153161525726318,AF42E12F
108,48,14,True,117,1,61,and_affine_nmcts,5,7,truth_n5_63,2,58.685,,14,0.7634530067443848,5304317F
251,124,29,True,252,2,108,and_affine_nmcts,6,9,truth_n6_0,3,144.9,,29,0.11083984375,C4B032CCD7C524A5
253,128,36,True,262,1,122,and_affine_nmcts,6,8,truth_n6_1,2,147.27,,29,0.13405108451843262,E51F30DC6A7EE39
232,116,37,True,244,2,116,and_affine_nmcts,6,9,truth_n6_2,3,136.1,,25,0.2200489044189453,D261A7AB3AA2E4F9
258,140,37,True,262,2,110,and_affine_nmcts,6,9,truth_n6_3,3,161.35,,26,0.2928292751312256,CE177B4E0837B8A3
272,136,34,True,280,2,128,and_affine_nmcts,6,9,truth_n6_4,3,158.35999999999999,,28,0.12026691436767578,66B2BC5B50C187FC
246,124,34,True,252,2,114,and_affine_nmcts,6,9,truth_n6_5,3,144.76,,24,0.1031491756439209,10F1BC81448AAA9E
205,96,33,True,216,2,104,and_affine_nmcts,6,9,truth_n6_6,3,114.48,,23,0.11823797225952148,E9C349E03602F8AC
230,108,29,True,237,2,111,and_affine_nmcts,6,9,truth_n6_7,3,127.865,,25,0.07209014892578125,9132B63EF16287E4
254,124,31,True,254,2,114,and_affine_nmcts,6,9,truth_n6_8,3,145.10999999999999,,27,0.09849905967712402,B7C93ACFE059A0EE
242,128,30,True,255,2,119,and_affine_nmcts,6,9,truth_n6_9,3,148.695,,25,0.1138768196105957,366EB16F508EBAD7
255,128,36,True,267,2,123,and_affine_nmcts,6,9,truth_n6_10,3,149.43499999999997,,23,0.16508698463439941,7FCD9EB1A7CAD415
295,148,37,True,307,2,141,and_affine_nmcts,6,9,truth_n6_11,3,171.815,,28,0.42901110649108887,E27A984D654821D0
238,120,29,True,239,1,103,and_affine_nmcts,6,8,truth_n6_12,2,138.13500000000002,,29,0.0912330150604248,A491F0B2EA1FCA65
292,144,38,True,297,2,135,and_affine_nmcts,6,9,truth_n6_13,3,167.485,,32,0.15547800064086914,24933B83757750A9
223,120,34,True,229,2,99,and_affine_nmcts,6,9,truth_n6_14,3,139.345,,23,0.12044596672058105,23BED01D43CF2FDE
249,128,29,True,249,2,109,and_affine_nmcts,6,9,truth_n6_15,3,148.78500000000003,,24,0.09552693367004395,BEB799193F22FAF8
261,128,35,True,273,2,127,and_affine_nmcts,6,9,truth_n6_16,3,149.805,,25,0.13606810569763184,89FA6A688FB5D27B
224,116,31,True,227,2,97,and_affine_nmcts,6,9,truth_n6_17,3,135.335,,24,0.08664703369140625,BF3C4C06434308BC
257,128,34,True,268,2,124,and_affine_nmcts,6,9,truth_n6_18,3,149.54000000000002,,26,0.17476773262023926,6DADD6C795A76D79
226,112,33,True,234,2,108,and_affine_nmcts,6,9,truth_n6_19,3,131.63,,21,0.10201072692871094,956269F0E5D7B875
251,128,30,True,264,2,124,and_affine_nmcts,6,9,truth_n6_20,3,149.24,,27,0.10405707359313965,5CABCC97663F1C97
295,152,35,True,295,2,129,and_affine_nmcts,6,9,truth_n6_21,3,175.51500000000001,,30,0.14104509353637695,FF50BDE4382567B8
291,148,34,True,295,2,131,and_affine_nmcts,6,9,truth_n6_22,4,173.375,,28,0.12532782554626465,2369B584FF5E9FF0
250,128,24,True,250,2,104,and_affine_nmcts,6,9,truth_n6_23,3,148.79,,24,0.08427071571350098,7E570DDF827050A8
281,144,37,True,285,2,127,and_affine_nmcts,6,9,truth_n6_24,3,166.78500000000003,,28,0.16390204429626465,C17AF08A1745D6D8
236,128,31,True,240,1,102,and_affine_nmcts,6,8,truth_n6_25,2,146.06,,25,0.11237692832946777,DC713D960C0FD195
256,128,32,True,262,2,118,and_affine_nmcts,6,9,truth_n6_26,3,149.35000000000002,,24,0.11380600929260254,27209BDF1C11F735
256,128,36,True,264,2,120,and_affine_nmcts,6,9,truth_n6_27,3,149.4,,23,0.38160109519958496,28F49481A0A04DC4
222,108,29,True,229,2,107,and_affine_nmcts,6,9,truth_n6_28,3,127.38499999999999,,24,0.12031197547912598,AE340454CAC5B68C
231,112,25,True,241,2,113,and_affine_nmcts,6,9,truth_n6_29,3,131.98499999999999,,23,0.15038704872131348,98AE43346C12ACE8
241,120,28,True,245,2,109,and_affine_nmcts,6,9,truth_n6_30,3,140.405,,30,0.13134288787841797,62801C4510435A10
258,128,29,True,258,1,110,and_affine_nmcts,6,8,truth_n6_31,2,147.29,,29,0.07041287422180176,988C24C961B1CD22
3,0,3,True,3,0,3,and_resource_nmcts,3,4,parity_n3,0,0.19499999999999998,,3,0.004433870315551758,96
12,4,3,True,12,0,8,and_resource_nmcts,3,4,majority_n3,0,4.74,,2,0.00685572624206543,E8
3,0,3,True,3,0,3,and_pareto_resource_nmcts,3,4,parity_n3,0,0.19499999999999998,,3,0.023651123046875,96
4,0,4,True,4,0,4,and_pareto_resource_nmcts,4,5,parity_n4,0,0.26,,4,0.0410611629486084,6996
4,0,4,True,4,0,4,and_resource_nmcts,4,5,parity_n4,0,0.26,,4,0.006616115570068359,6996
12,4,3,True,12,0,8,and_pareto_resource_nmcts,3,4,majority_n3,0,4.74,,2,0.03142094612121582,E8
12,4,3,True,12,0,8,and_resource_nmcts,3,4,threshold2_n3,0,4.74,,2,0.005633115768432617,E8
12,4,3,True,12,0,8,and_pareto_resource_nmcts,3,4,threshold2_n3,0,4.74,,2,0.03326010704040527,E8
49,24,5,True,58,1,32,and_resource_nmcts,4,6,majority_n4,2,31.150000000000002,,8,0.10913205146789551,E880
49,24,5,True,58,1,32,and_pareto_resource_nmcts,4,6,majority_n4,2,31.150000000000002,,8,1.6175260543823242,E880
5,0,5,True,5,0,5,and_resource_nmcts,5,6,parity_n5,0,0.325,,5,0.013244152069091797,96696996
49,24,7,True,49,1,23,and_resource_nmcts,4,6,threshold2_n4,2,30.925,,7,0.0977931022644043,FEE8
5,0,5,True,5,0,5,and_pareto_resource_nmcts,5,6,parity_n5,0,0.325,,5,0.2431471347808838,96696996
6,0,6,True,6,0,6,and_resource_nmcts,6,7,parity_n6,0,0.38999999999999996,,6,0.13193702697753906,6996966996696996
70,32,15,True,70,1,34,and_resource_nmcts,5,7,majority_n5,2,40.19,,6,0.6459982395172119,FEE8E880
78,40,15,True,89,1,43,and_resource_nmcts,5,7,threshold2_n5,2,48.885,,6,1.1866931915283203,FFFEFEE8
49,24,7,True,49,1,23,and_pareto_resource_nmcts,4,6,threshold2_n4,2,30.925,,7,1.6409327983856201,FEE8
6,0,6,True,6,0,6,and_pareto_resource_nmcts,6,7,parity_n6,0,0.38999999999999996,,6,0.6176300048828125,6996966996696996
183,104,15,True,183,2,73,and_resource_nmcts,6,9,majority_n6,3,120.795,,15,0.4978220462799072,FEE8E880E8808000
65,32,9,True,71,1,37,and_resource_nmcts,6,8,mux_2_4,1,38.035,,11,0.03126931190490723,FEDCBA9876543210
25,12,3,True,30,1,18,and_resource_nmcts,4,6,adder_carry_w2,2,17.63,,6,0.0459141731262207,EC80
183,104,35,True,196,2,86,and_resource_nmcts,6,9,threshold3_n6,3,121.11999999999999,,16,1.090951919555664,FFFEFEE8FEE8E880
65,32,9,True,71,1,37,and_pareto_resource_nmcts,6,8,mux_2_4,1,38.035,,11,0.6409749984741211,FEDCBA9876543210
25,12,3,True,30,1,18,and_pareto_resource_nmcts,4,6,adder_carry_w2,2,17.63,,6,0.7508788108825684,EC80
60,32,7,True,60,2,26,and_resource_nmcts,6,9,adder_carry_w3,3,41.559999999999995,,7,0.2658050060272217,FEFCF8F0E0C08000
14,8,2,True,14,0,6,and_resource_nmcts,4,5,mul_w2_bit1,0,8.830000000000002,,2,0.007458209991455078,6AC0
70,32,15,True,70,1,34,and_pareto_resource_nmcts,5,7,majority_n5,2,40.19,,6,5.18657112121582,FEE8E880
14,8,2,True,14,0,6,and_pareto_resource_nmcts,4,5,mul_w2_bit1,0,8.830000000000002,,2,0.04163002967834473,6AC0
38,20,4,True,38,1,16,and_resource_nmcts,6,8,mul_w3_bit2,2,26.25,,4,0.08896207809448242,1E665AAAB4CCF000
31,16,9,True,33,0,17,and_resource_nmcts,4,5,truth_n4_0,1,19.905,,5,0.04087018966674805,A3B1
38,20,4,True,38,1,16,and_pareto_resource_nmcts,6,8,mul_w3_bit2,2,26.25,,4,0.49112987518310547,1E665AAAB4CCF000
37,16,4,True,39,1,21,and_resource_nmcts,4,6,truth_n4_1,1,20.275000000000002,,7,0.16549205780029297,1C80
55,28,7,True,59,2,31,and_pareto_resource_nmcts,6,9,adder_carry_w3,4,39.394999999999996,,13,2.5284478664398193,FEFCF8F0E0C08000
31,16,9,True,33,0,17,and_pareto_resource_nmcts,4,5,truth_n4_0,1,19.905,,5,0.43940091133117676,A3B1
78,40,15,True,89,1,43,and_pareto_resource_nmcts,5,7,threshold2_n5,2,48.885,,6,7.079205751419067,FFFEFEE8
42,20,12,True,46,1,24,and_resource_nmcts,4,6,truth_n4_2,2,26.61,,6,0.1067819595336914,667
37,16,4,True,39,1,21,and_pareto_resource_nmcts,4,6,truth_n4_1,1,20.275000000000002,,7,0.39635300636291504,1C80
48,24,11,True,53,1,27,and_resource_nmcts,4,6,truth_n4_3,2,30.985000000000003,,7,0.10342097282409668,BDD6
42,20,12,True,46,1,24,and_pareto_resource_nmcts,4,6,truth_n4_2,2,26.61,,6,1.4537971019744873,667
39,16,8,True,43,1,25,and_resource_nmcts,4,6,truth_n4_4,1,20.455,,5,0.08768105506896973,4668
36,16,8,True,38,1,20,and_resource_nmcts,4,6,truth_n4_5,2,22.21,,6,0.1586592197418213,3EB1
31,16,8,True,34,0,18,and_resource_nmcts,4,5,truth_n4_6,1,19.93,,6,0.18018388748168945,3924
39,16,8,True,43,1,25,and_pareto_resource_nmcts,4,6,truth_n4_4,1,20.455,,5,0.7430679798126221,4668
48,24,11,True,53,1,27,and_pareto_resource_nmcts,4,6,truth_n4_3,2,30.985000000000003,,7,1.4473118782043457,BDD6
36,16,8,True,38,1,20,and_pareto_resource_nmcts,4,6,truth_n4_5,2,22.21,,6,1.008779764175415,3EB1
