dataset,name,n,selected_k,policy,correct,lut_nodes,lut_edges,max_fanin,checkpoint_nodes,expanded_compute_calls,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,delta_T_vs_keep_all,delta_peak_ancilla_vs_keep_all,delta_score_vs_keep_all,source_manifest,abc_script,abc_binary,error
n15,anf_n15_2,15,3,zero_checkpoint,True,11154,18197,3,0,97169349398,552613776352,1051382534671,1079075817057,526462040705,1,62,17,616119835525.744995,552613522768,-11093,616119532743.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_20,15,3,keep_all_bennett,True,11785,19146,3,11785,23570,267560,475277,481969,214409,11785,11786,11801,319516.705000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_20,15,3,fanout_checkpoint,True,11785,19146,3,1070,223887252082,2541680046568,4513262699289,4583282302929,2041602256361,1071,1140,1087,2811375813927.104980,2541679779008,-10646,2811375494410.399902,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_20,15,3,zero_checkpoint,True,11785,19146,3,0,792437312430,4864719205464,9185001038873,9411356951399,4546637745935,1,71,17,5418755978891.254883,4864718937904,-11715,5418755659374.549805,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_21,15,3,keep_all_bennett,True,10740,17335,3,10740,21480,244896,434651,440607,195711,10740,10741,10756,292330.255000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_21,15,3,fanout_checkpoint,True,10740,17335,3,1042,470269908238,5256215943280,9283613316009,9411812942207,4155596998927,1043,1115,1059,5810293642272.734375,5256215698384,-9626,5810293349942.479492,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_21,15,3,zero_checkpoint,True,10740,17335,3,0,1751982214646,10707597695712,20153932619745,20626299249399,9918701553687,1,73,17,11922336504925.654297,10707597450816,-10668,11922336212595.398438,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_22,15,3,keep_all_bennett,True,12878,21325,3,12878,25756,292376,519527,526939,234563,12878,12879,12894,349164.795000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_22,15,3,fanout_checkpoint,True,12878,21325,3,1234,211654681198,2362309317560,4200853351099,4269408496039,1907099178479,1235,1301,1251,2613455573431.334961,2362309025184,-11578,2613455224266.540039,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_22,15,3,zero_checkpoint,True,12878,21325,3,0,803741563942,4741892508520,8996391343521,9233455169907,4491562661387,1,70,17,5285165616563.315430,4741892216144,-12809,5285165267398.520508,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_23,15,3,keep_all_bennett,True,12930,21331,3,12930,25860,290552,515473,522621,232069,12930,12931,12946,347192.925000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_23,15,3,fanout_checkpoint,True,12930,21331,3,1220,254833906414,2811628230904,4986237831097,5064457759179,2252829528275,1221,1287,1237,3109572908392.314941,2811627940352,-11644,3109572561199.390137,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_23,15,3,zero_checkpoint,True,12930,21331,3,0,932451851238,5579248556536,10559138289425,10823053688371,5243805131835,1,72,17,6216397944900.915039,5579248265984,-12859,6216397597707.990234,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_24,15,3,keep_all_bennett,True,11824,19186,3,11824,23648,270520,480515,487133,216613,11824,11825,11840,322863.725000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_24,15,3,fanout_checkpoint,True,11824,19186,3,1112,77108158622,850554976304,1507755009841,1530268329643,679713353339,1113,1179,1129,940616337533.675049,850554705784,-10646,940616014669.950073,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_24,15,3,zero_checkpoint,True,11824,19186,3,0,308093248830,1804713727096,3417937147749,3507515838907,1702802111811,1,70,17,2011071971847.675049,1804713456576,-11755,2011071648983.949951,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_25,15,3,keep_all_bennett,True,13059,21362,3,13059,26118,295048,524539,531929,236881,13059,13060,13075,352497.305000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_25,15,3,fanout_checkpoint,True,13059,21362,3,1242,4134821207446,46111498386680,81725263317037,83041050458455,36929552071775,1243,1323,1259,50995420199602.054688,46111498091632,-11737,50995419847104.750000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_25,15,3,zero_checkpoint,True,13059,21362,3,0,15476113991654,92804777838912,175126745651885,179513349408875,86708571569963,1,85,17,103369633621990.156250,92804777543864,-12975,103369633269492.843750,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_26,15,3,keep_all_bennett,True,12405,20557,3,12405,24810,278768,495267,502459,223691,12405,12406,12421,333164.475000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_26,15,3,fanout_checkpoint,True,12405,20557,3,1201,91255032324,1003979378256,1786358794537,1814417669953,810438291697,1202,1266,1218,1110754380535.744873,1003979099488,-11140,1110754047371.269775,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_26,15,3,zero_checkpoint,True,12405,20557,3,0,354906087014,2056857686720,3908835978635,4009975607629,1953117920909,1,67,17,2292891939322.924805,2056857407952,-12339,2292891606158.449707,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_27,15,3,keep_all_bennett,True,13118,21907,3,13118,26236,295904,525733,533231,237327,13118,13119,13134,353543.055000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_27,15,3,fanout_checkpoint,True,13118,21907,3,1249,6639813783636,73088910932920,130071622323631,132110933270259,59022022337339,1250,1332,1266,80863660050956.515625,73088910637016,-11787,80863659697413.453125,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_27,15,3,zero_checkpoint,True,13118,21907,3,0,26556882174678,154474770526400,292590006076441,299919227191987,145444456665587,1,86,17,172131603744165.312500,154474770230496,-13033,172131603390622.250000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_28,15,5,keep_all_bennett,True,3,2,5,3,6,80,139,143,63,3,4,19,96.335000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_28,15,5,fanout_checkpoint,True,3,2,5,0,10,128,223,229,101,1,4,17,149.365000,48,0,53.030000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_28,15,5,zero_checkpoint,True,3,2,5,0,10,128,223,229,101,1,4,17,149.365000,48,0,53.030000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_29,15,3,keep_all_bennett,True,6351,9621,3,6351,12702,144464,257717,261567,117103,6351,6352,6367,172571.215000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_29,15,3,fanout_checkpoint,True,6351,9621,3,622,49205110,556081320,987839653,1002364973,446283653,623,656,639,615094529.245000,555936856,-5696,614921958.030000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_29,15,3,zero_checkpoint,True,6351,9621,3,0,165992294,1026804000,1936372917,1983348875,956544875,1,36,17,1143574670.555000,1026659536,-6316,1143402099.340000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_3,15,5,keep_all_bennett,True,3,2,4,3,6,64,111,115,51,3,4,19,78.675000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_3,15,5,fanout_checkpoint,True,3,2,4,0,10,96,167,173,77,1,4,17,114.045000,32,0,35.370000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_3,15,5,zero_checkpoint,True,3,2,4,0,10,96,167,173,77,1,4,17,114.045000,32,0,35.370000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_30,15,3,keep_all_bennett,True,12797,21183,3,12797,25594,288312,512225,519479,231167,12797,12798,12813,344500.855000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_30,15,3,fanout_checkpoint,True,12797,21183,3,1224,61814618038,693104600760,1231378336519,1251262869459,558158268699,1225,1288,1241,766710262525.635010,693104312448,-11510,766709918024.780029,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_30,15,3,zero_checkpoint,True,12797,21183,3,0,234708864006,1381711982632,2616373684381,2682968201771,1301256219139,1,64,17,1539624015353.194824,1381711694320,-12734,1539623670852.339844,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_31,15,3,keep_all_bennett,True,12817,21335,3,12817,25634,289520,513491,520629,231109,12817,12818,12833,345816.165000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_31,15,3,fanout_checkpoint,True,12817,21335,3,1216,6488021104014,72933237191168,129250052738723,131206475941573,58273238750405,1217,1297,1233,80654068829938.562500,72933236901648,-11521,80654068484122.390625,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_31,15,3,zero_checkpoint,True,12817,21335,3,0,25387721429910,148727738827248,281815752925431,288981244640601,140253505813353,1,84,17,165737622672175.781250,148727738537728,-12734,165737622326359.625000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_4,15,3,keep_all_bennett,True,11820,19209,3,11820,23640,268816,477353,484019,215203,11820,11821,11836,320964.435000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_4,15,3,fanout_checkpoint,True,11820,19209,3,1086,134050128382,1538829490328,2720661375537,2763977032417,1225147542089,1087,1156,1103,1701367078568.624756,1538829221512,-10665,1701366757604.189697,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_4,15,3,zero_checkpoint,True,11820,19209,3,0,545691753630,3266579453664,6154631440279,6292776074769,3026196621105,1,73,17,3637418318753.745117,3266579184848,-11748,3637417997789.310059,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_5,15,3,keep_all_bennett,True,11524,18517,3,11524,23048,260360,462931,469535,209175,11524,11525,11540,311062.015000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_5,15,3,fanout_checkpoint,True,11524,18517,3,1081,9984508580,111842245720,198796343283,201763464581,89921218861,1082,1138,1098,123719765884.645004,111841985360,-10387,123719454822.630005,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_5,15,3,zero_checkpoint,True,11524,18517,3,0,35839299510,217929803352,411989083901,421734107287,203804303935,1,59,17,242773421474.695007,217929542992,-11466,242773110412.679993,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_6,15,3,keep_all_bennett,True,216,319,3,216,432,4512,8271,8437,3925,216,217,232,5442.645000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_6,15,3,fanout_checkpoint,True,216,319,3,42,24642,264288,490973,501581,237293,43,59,59,293941.565000,259776,-158,288498.920000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_6,15,3,zero_checkpoint,True,216,319,3,0,104458,511440,1038823,1089833,578393,1,20,17,575164.345000,506928,-197,569721.700000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_7,15,3,keep_all_bennett,True,4411,6527,3,4411,8822,99280,177741,180485,81205,4411,4412,4427,118732.965000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_7,15,3,fanout_checkpoint,True,4411,6527,3,507,29087376,334589824,595435917,604163421,269573597,508,538,524,370166523.965000,334490544,-3874,370047791.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_7,15,3,zero_checkpoint,True,4411,6527,3,0,92969158,616907040,1157247397,1183800651,566893611,1,34,17,686622949.755000,616807760,-4378,686504216.790000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_8,15,3,keep_all_bennett,True,11539,18810,3,11539,23078,261072,464021,470521,209449,11539,11540,11555,311865.145000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_8,15,3,fanout_checkpoint,True,11539,18810,3,1109,33547649912,370887749920,655719789747,665019543523,294131793603,1110,1173,1126,410033154944.755005,370887488848,-10367,410032843079.609985,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_8,15,3,zero_checkpoint,True,11539,18810,3,0,123333640934,740956861416,1395252551493,1427970992419,687014131003,1,65,17,825056669802.035034,740956600344,-11475,825056357936.890015,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_9,15,3,keep_all_bennett,True,7961,12547,3,7961,15922,181176,322941,327793,146617,7961,7962,7977,216400.705000,0,0,0.000000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_9,15,3,fanout_checkpoint,True,7961,12547,3,822,170980330,1929392552,3428081113,3481308889,1551916337,823,861,839,2134256315.225000,1929211376,-7101,2134039914.520000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n15,anf_n15_9,15,3,zero_checkpoint,True,7961,12547,3,0,631681638,3821109056,7228541737,7415220159,3594111103,1,43,17,4257420224.895000,3820927880,-7919,4257203824.190000,benchmark_exports/highdim_scale_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_0,16,3,keep_all_bennett,True,99,121,3,99,198,1624,3083,3183,1559,99,100,116,2010.655000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_0,16,3,fanout_checkpoint,True,99,121,3,16,6114,47024,91147,93917,46893,17,32,34,52611.565000,45400,-68,50600.910000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_0,16,3,zero_checkpoint,True,99,121,3,0,16818,90600,183459,193045,102445,1,16,18,101890.485000,88976,-84,99879.830000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_1,16,3,keep_all_bennett,True,23605,40334,3,23605,47210,535552,948345,961357,425805,23605,23606,23622,639376.205000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_1,16,3,fanout_checkpoint,True,23605,40334,3,2150,234695682801818,2595512750317648,4587119413997299,4659233843636189,2063721093318541,2151,2245,2168,2869523245469758.500000,2595512749782096,-21361,2869523244830382.500000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_1,16,3,zero_checkpoint,True,23605,40334,3,0,1101356627252870,6109648446746520,11607300583020617,11908971530413431,5799323083666911,1,97,18,6810568273860409.000000,6109648446210968,-23509,6810568273221033.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_10,16,3,keep_all_bennett,True,23248,39337,3,23248,46496,528216,937261,950171,421955,23248,23249,23265,630676.555000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_10,16,3,fanout_checkpoint,True,23248,39337,3,2088,94035591508742,1027435670077976,1821406252992711,1848216918172511,820781248094535,2089,2182,2106,1136222986455581.500000,1027435669549760,-21067,1136222985824905.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_10,16,3,zero_checkpoint,True,23248,39337,3,0,383936659021598,2212506524546216,4198746773097029,4304205920643571,2091699396097355,1,96,18,2465936478240916.000000,2212506524018000,-23153,2465936477610239.500000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_11,16,3,keep_all_bennett,True,13645,21720,3,13645,27290,313920,559995,568497,254577,13645,13646,13662,374685.025000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_11,16,3,fanout_checkpoint,True,13645,21720,3,1362,434362562,4805417256,8551538183,8685899903,3880482647,1363,1403,1380,5316574914.335000,4805103336,-12243,5316200229.310000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_11,16,3,zero_checkpoint,True,13645,21720,3,0,1787253342,10408389328,19824359613,20342780635,9934391307,1,43,18,11605849421.115000,10408075408,-13603,11605474736.090000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_12,16,3,keep_all_bennett,True,25518,43623,3,25518,51036,580520,1030031,1044469,463949,25518,25519,25535,693065.765000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_12,16,3,fanout_checkpoint,True,25518,43623,3,2289,294300911080456,3293826322264872,5845225835774433,5937773355291837,2643947033026965,2290,2385,2307,3643141426360266.500000,3293826321684352,-23134,3643141425667200.500000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_12,16,3,zero_checkpoint,True,25518,43623,3,0,1297174346947974,7380359002757672,14024753484742693,14382311546882747,7001952544125075,1,99,18,8227103340792070.000000,7380359002177152,-25420,8227103340099004.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_13,16,5,keep_all_bennett,True,5,4,5,5,10,96,173,179,83,5,6,22,118.435000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_13,16,5,fanout_checkpoint,True,5,4,5,0,26,208,379,393,185,1,6,18,242.905000,112,0,124.470000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_13,16,5,zero_checkpoint,True,5,4,5,0,26,208,379,393,185,1,6,18,242.905000,112,0,124.470000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_14,16,3,keep_all_bennett,True,14179,23052,3,14179,28358,322336,572659,580581,258245,14179,14180,14196,384893.525000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_14,16,3,fanout_checkpoint,True,14179,23052,3,1384,842266214,9404111544,16672677631,16919197537,7515085993,1385,1428,1402,10399960328.225000,9403789208,-12752,10399575434.700001,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_14,16,3,zero_checkpoint,True,14179,23052,3,0,3211907478,18884016784,35779081211,36687160869,17803144085,1,48,18,21043518982.324997,18883694448,-14132,21043134088.799995,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_15,16,3,keep_all_bennett,True,25080,42844,3,25080,50160,568240,1007777,1021975,453735,25080,25081,25097,678580.055000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_15,16,3,fanout_checkpoint,True,25080,42844,3,2272,10443288580174,115305713880664,204522333744967,207770481286153,92464767405489,2273,2353,2290,127527812128515.875000,115305713312424,-22728,127527811449935.812500,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_15,16,3,zero_checkpoint,True,25080,42844,3,0,44873119725558,253960928174008,483064452641953,495282690685259,241321762511251,1,85,18,283125964265247.500000,253960927605768,-24996,283125963586667.437500,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_16,16,3,keep_all_bennett,True,8864,14021,3,8864,17728,201704,358735,363943,162239,8864,8865,8881,240864.935000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_16,16,3,fanout_checkpoint,True,8864,14021,3,916,134006786,1443511400,2557527773,2594035865,1150524465,917,952,934,1596230197.545000,1443309696,-7913,1595989332.610000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_16,16,3,zero_checkpoint,True,8864,14021,3,0,560383950,3286184912,6220315807,6374204041,3088019129,1,42,18,3661490880.185000,3285983208,-8823,3661250015.250000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_17,16,3,keep_all_bennett,True,23282,38966,3,23282,46564,528264,938615,951867,423603,23282,23283,23299,630888.635000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_17,16,3,fanout_checkpoint,True,23282,38966,3,2092,82596297022,923102510328,1636976862875,1662126472605,739023962277,2093,2152,2110,1020903725858.844971,923101982064,-21131,1020903094970.209961,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_17,16,3,zero_checkpoint,True,23282,38966,3,0,331112805638,1925705038976,3653020216031,3746203031057,1820497992081,1,62,18,2146223873127.905029,1925704510712,-23221,2146223242239.270020,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
n16,anf_n16_18,16,3,keep_all_bennett,True,25601,43861,3,25601,51202,581088,1029603,1043659,462571,25601,25602,25618,693756.715000,0,0,0.000000,benchmark_exports/ultra_highdim_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
