dataset,name,n,selected_k,policy,correct,lut_nodes,lut_edges,max_fanin,checkpoint_nodes,expanded_compute_calls,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,delta_T_vs_keep_all,delta_peak_ancilla_vs_keep_all,delta_score_vs_keep_all,source_manifest,abc_script,abc_binary,error
traditional,parity_n4,4,5,fanout_checkpoint,True,1,0,4,0,2,0,9,9,9,1,1,6,2.585000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,parity_n4,4,5,zero_checkpoint,True,1,0,4,0,2,0,9,9,9,1,1,6,2.585000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,parity_n5,5,5,keep_all_bennett,True,1,0,5,1,2,0,11,11,11,1,1,7,2.715000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,parity_n5,5,5,fanout_checkpoint,True,1,0,5,0,2,0,11,11,11,1,1,7,2.715000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,parity_n5,5,5,zero_checkpoint,True,1,0,5,0,2,0,11,11,11,1,1,7,2.715000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,parity_n6,6,4,keep_all_bennett,True,3,2,4,3,6,32,75,79,47,3,3,10,42.655000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,parity_n6,6,4,fanout_checkpoint,True,3,2,4,0,10,32,91,97,65,1,3,8,43.745000,0,0,1.090000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,parity_n6,6,4,zero_checkpoint,True,3,2,4,0,10,32,91,97,65,1,3,8,43.745000,0,0,1.090000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n3,3,4,keep_all_bennett,True,1,0,3,1,2,24,43,43,19,1,1,5,28.555000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n3,3,4,fanout_checkpoint,True,1,0,3,0,2,24,43,43,19,1,1,5,28.555000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n3,3,4,zero_checkpoint,True,1,0,3,0,2,24,43,43,19,1,1,5,28.555000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n4,4,3,keep_all_bennett,True,3,2,3,3,6,64,117,123,59,3,4,8,79.115000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n4,4,3,fanout_checkpoint,True,3,2,3,0,10,104,191,201,97,1,4,6,123.625000,40,0,44.510000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n4,4,3,zero_checkpoint,True,3,2,3,0,10,104,191,201,97,1,4,6,123.625000,40,0,44.510000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n5,5,4,keep_all_bennett,True,3,2,4,3,6,160,277,283,123,3,5,9,186.555000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n5,5,4,fanout_checkpoint,True,3,2,4,0,10,296,511,521,225,1,5,7,336.505000,136,0,149.950000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold2_n5,5,4,zero_checkpoint,True,3,2,4,0,10,296,511,521,225,1,5,7,336.505000,136,0,149.950000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold3_n6,6,3,keep_all_bennett,True,19,20,3,19,38,400,723,745,345,19,20,26,483.545000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold3_n6,6,3,fanout_checkpoint,True,19,20,3,2,210,2256,4077,4221,1965,3,11,10,2524.045000,1856,-9,2040.500000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,threshold3_n6,6,3,zero_checkpoint,True,19,20,3,0,270,2496,4557,4731,2235,1,10,8,2791.595000,2096,-10,2308.050000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_0,4,4,keep_all_bennett,True,1,0,4,1,2,64,113,115,51,1,2,6,74.755000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_0,4,4,fanout_checkpoint,True,1,0,4,0,2,64,113,115,51,1,2,6,74.755000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_0,4,4,zero_checkpoint,True,1,0,4,0,2,64,113,115,51,1,2,6,74.755000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_1,4,4,keep_all_bennett,True,1,0,4,1,2,48,81,81,33,1,2,6,56.785000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_1,4,4,fanout_checkpoint,True,1,0,4,0,2,48,81,81,33,1,2,6,56.785000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_1,4,4,zero_checkpoint,True,1,0,4,0,2,48,81,81,33,1,2,6,56.785000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_10,4,4,keep_all_bennett,True,1,0,4,1,2,56,99,99,43,1,3,6,67.875000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_10,4,4,fanout_checkpoint,True,1,0,4,0,2,56,99,99,43,1,3,6,67.875000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_10,4,4,zero_checkpoint,True,1,0,4,0,2,56,99,99,43,1,3,6,67.875000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_11,4,3,keep_all_bennett,True,3,2,3,3,6,48,91,95,47,3,4,8,61.535000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_11,4,3,fanout_checkpoint,True,3,2,3,0,10,72,139,145,73,1,4,6,88.465000,24,0,26.930000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_11,4,3,zero_checkpoint,True,3,2,3,0,10,72,139,145,73,1,4,6,88.465000,24,0,26.930000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_12,4,5,keep_all_bennett,True,1,0,4,1,2,80,141,143,63,1,2,6,92.415000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_12,4,5,fanout_checkpoint,True,1,0,4,0,2,80,141,143,63,1,2,6,92.415000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_12,4,5,zero_checkpoint,True,1,0,4,0,2,80,141,143,63,1,2,6,92.415000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_13,4,5,keep_all_bennett,True,1,0,4,1,2,80,137,139,59,1,3,6,94.155000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_13,4,5,fanout_checkpoint,True,1,0,4,0,2,80,137,139,59,1,3,6,94.155000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_13,4,5,zero_checkpoint,True,1,0,4,0,2,80,137,139,59,1,3,6,94.155000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_14,4,5,keep_all_bennett,True,1,0,4,1,2,72,127,129,57,1,3,6,85.585000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_14,4,5,fanout_checkpoint,True,1,0,4,0,2,72,127,129,57,1,3,6,85.585000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_14,4,5,zero_checkpoint,True,1,0,4,0,2,72,127,129,57,1,3,6,85.585000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_15,4,3,keep_all_bennett,True,4,3,3,4,8,64,119,123,59,4,5,9,81.195000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_15,4,3,fanout_checkpoint,True,4,3,3,0,18,104,203,215,111,1,5,6,126.455000,40,0,45.260000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_15,4,3,zero_checkpoint,True,4,3,3,0,18,104,203,215,111,1,5,6,126.455000,40,0,45.260000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_16,4,4,keep_all_bennett,True,1,0,4,1,2,48,87,89,41,1,2,6,57.225000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_16,4,4,fanout_checkpoint,True,1,0,4,0,2,48,87,89,41,1,2,6,57.225000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_16,4,4,zero_checkpoint,True,1,0,4,0,2,48,87,89,41,1,2,6,57.225000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_17,4,3,keep_all_bennett,True,2,1,3,2,4,24,47,47,23,2,3,7,32.815000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_17,4,3,fanout_checkpoint,True,2,1,3,0,6,40,77,77,37,1,3,6,50.605000,16,0,17.790000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_17,4,3,zero_checkpoint,True,2,1,3,0,6,40,77,77,37,1,3,6,50.605000,16,0,17.790000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_18,4,3,keep_all_bennett,True,4,3,3,4,8,56,105,109,53,4,5,9,72.365000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_18,4,3,fanout_checkpoint,True,4,3,3,0,14,96,181,187,91,1,5,6,116.955000,40,0,44.590000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_18,4,3,zero_checkpoint,True,4,3,3,0,14,96,181,187,91,1,5,6,116.955000,40,0,44.590000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_19,4,4,keep_all_bennett,True,1,0,4,1,2,56,101,101,45,1,2,6,66.005000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_19,4,4,fanout_checkpoint,True,1,0,4,0,2,56,101,101,45,1,2,6,66.005000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_19,4,4,zero_checkpoint,True,1,0,4,0,2,56,101,101,45,1,2,6,66.005000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_2,4,3,keep_all_bennett,True,5,4,3,5,10,72,139,141,69,5,6,10,92.365000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_2,4,3,fanout_checkpoint,True,5,4,3,0,26,168,323,331,163,1,5,6,197.515000,96,-1,105.150000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_2,4,3,zero_checkpoint,True,5,4,3,0,26,168,323,331,163,1,5,6,197.515000,96,-1,105.150000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_20,4,5,keep_all_bennett,True,1,0,4,1,2,48,85,85,37,1,2,6,57.045000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_20,4,5,fanout_checkpoint,True,1,0,4,0,2,48,85,85,37,1,2,6,57.045000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_20,4,5,zero_checkpoint,True,1,0,4,0,2,48,85,85,37,1,2,6,57.045000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_21,4,4,keep_all_bennett,True,1,0,4,1,2,48,83,85,37,1,2,6,56.965000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_21,4,4,fanout_checkpoint,True,1,0,4,0,2,48,83,85,37,1,2,6,56.965000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_21,4,4,zero_checkpoint,True,1,0,4,0,2,48,83,85,37,1,2,6,56.965000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_22,4,5,keep_all_bennett,True,1,0,4,1,2,72,127,127,55,1,3,6,85.535000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_22,4,5,fanout_checkpoint,True,1,0,4,0,2,72,127,127,55,1,3,6,85.535000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_22,4,5,zero_checkpoint,True,1,0,4,0,2,72,127,127,55,1,3,6,85.535000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_23,4,5,keep_all_bennett,True,1,0,4,1,2,40,73,75,35,1,2,6,48.395000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_23,4,5,fanout_checkpoint,True,1,0,4,0,2,40,73,75,35,1,2,6,48.395000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_23,4,5,zero_checkpoint,True,1,0,4,0,2,40,73,75,35,1,2,6,48.395000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_24,4,3,keep_all_bennett,True,4,3,3,4,8,88,161,163,75,4,5,9,107.635000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_24,4,3,fanout_checkpoint,True,4,3,3,0,18,168,305,307,139,1,4,6,194.195000,80,-1,86.560000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_24,4,3,zero_checkpoint,True,4,3,3,0,18,168,305,307,139,1,4,6,194.195000,80,-1,86.560000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_25,4,4,keep_all_bennett,True,1,0,4,1,2,48,85,87,39,1,2,6,57.095000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_25,4,4,fanout_checkpoint,True,1,0,4,0,2,48,85,87,39,1,2,6,57.095000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_25,4,4,zero_checkpoint,True,1,0,4,0,2,48,85,87,39,1,2,6,57.095000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_26,4,4,keep_all_bennett,True,1,0,4,1,2,56,99,101,45,1,3,6,67.925000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_26,4,4,fanout_checkpoint,True,1,0,4,0,2,56,99,101,45,1,3,6,67.925000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_26,4,4,zero_checkpoint,True,1,0,4,0,2,56,99,101,45,1,3,6,67.925000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_27,4,5,keep_all_bennett,True,1,0,4,1,2,56,101,103,47,1,2,6,66.055000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_27,4,5,fanout_checkpoint,True,1,0,4,0,2,56,101,103,47,1,2,6,66.055000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_27,4,5,zero_checkpoint,True,1,0,4,0,2,56,101,103,47,1,2,6,66.055000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_28,4,5,keep_all_bennett,True,1,0,4,1,2,80,139,139,59,1,3,6,94.235000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_28,4,5,fanout_checkpoint,True,1,0,4,0,2,80,139,139,59,1,3,6,94.235000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_28,4,5,zero_checkpoint,True,1,0,4,0,2,80,139,139,59,1,3,6,94.235000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_29,4,5,keep_all_bennett,True,1,0,4,1,2,56,99,99,43,1,2,6,65.875000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_29,4,5,fanout_checkpoint,True,1,0,4,0,2,56,99,99,43,1,2,6,65.875000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_29,4,5,zero_checkpoint,True,1,0,4,0,2,56,99,99,43,1,2,6,65.875000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_3,4,3,keep_all_bennett,True,3,2,3,3,6,56,111,115,59,3,4,8,70.755000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_3,4,3,fanout_checkpoint,True,3,2,3,0,10,96,191,197,101,1,4,6,115.605000,40,0,44.850000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_3,4,3,zero_checkpoint,True,3,2,3,0,10,96,191,197,101,1,4,6,115.605000,40,0,44.850000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_30,4,5,keep_all_bennett,True,1,0,4,1,2,48,89,91,43,1,2,6,57.355000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_30,4,5,fanout_checkpoint,True,1,0,4,0,2,48,89,91,43,1,2,6,57.355000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_30,4,5,zero_checkpoint,True,1,0,4,0,2,48,89,91,43,1,2,6,57.355000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_31,4,5,keep_all_bennett,True,1,0,4,1,2,96,163,165,69,1,3,6,111.685000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_31,4,5,fanout_checkpoint,True,1,0,4,0,2,96,163,165,69,1,3,6,111.685000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_31,4,5,zero_checkpoint,True,1,0,4,0,2,96,163,165,69,1,3,6,111.685000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_32,4,4,keep_all_bennett,True,1,0,4,1,2,64,113,113,49,1,2,6,74.705000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_32,4,4,fanout_checkpoint,True,1,0,4,0,2,64,113,113,49,1,2,6,74.705000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_32,4,4,zero_checkpoint,True,1,0,4,0,2,64,113,113,49,1,2,6,74.705000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_33,4,4,keep_all_bennett,True,1,0,4,1,2,48,83,85,37,1,2,6,56.965000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_33,4,4,fanout_checkpoint,True,1,0,4,0,2,48,83,85,37,1,2,6,56.965000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_33,4,4,zero_checkpoint,True,1,0,4,0,2,48,83,85,37,1,2,6,56.965000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_34,4,3,keep_all_bennett,True,3,2,3,3,6,40,81,87,47,3,4,8,53.015000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n4_34,4,3,fanout_checkpoint,True,3,2,3,0,10,64,131,141,77,1,4,6,80.125000,24,0,27.110000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
