n,method,functions,mean_terms,mean_T,mean_CNOT,mean_depth,mean_peak_ancilla,mean_score,mean_time_s,verified_rows,mean_plan_nodes,circuit_verified_rows,mean_circuit_gates,mean_circuit_max_wire_terms
20,adaptive_all_depth,24,118.375,1042.3333333333333,1677.3333333333333,1677.3333333333333,5.541666666666667,1152.02,2.1591512465010965,24,6.666666666666667,24,113.83333333333333,118.375
20,depth2_guard_direct,24,118.375,1042.3333333333333,1677.3333333333333,1677.3333333333333,5.541666666666667,1152.02,1.9446236423336813,24,6.666666666666667,24,113.83333333333333,118.375
20,depth_policy,24,118.375,1043.1666666666667,1678.25,1678.25,5.541666666666667,1152.9045833333332,1.9153901058750005,24,6.416666666666667,24,113.5,118.375
20,direct_logical_and,24,118.375,1209.8333333333333,1933.125,1933.125,4.916666666666667,1333.2214583333332,1.090334383964849e-06,24,1,24,118.375,118.375
20,screen_depth1,24,118.375,1075.5,1727.125,1727.125,5.416666666666667,1187.8414583333333,0.19760676720913276,24,4.916666666666667,24,113.875,118.375
20,screen_depth2,24,118.375,1042.3333333333333,1677.3333333333333,1677.3333333333333,5.541666666666667,1152.02,1.9445207343754494,24,6.666666666666667,24,113.83333333333333,118.375
20,screen_single,24,118.375,1127.6666666666667,1806.6666666666667,1806.6666666666667,5.333333333333333,1244.49,0.01702374491651426,24,3,24,115.16666666666667,118.375
28,adaptive_all_depth,24,115.54166666666667,980.1666666666666,1582.9166666666667,1583.0416666666667,4.916666666666667,1083.0910416666666,2.951201706707858,24,5.833333333333333,24,112.79166666666667,115.54166666666667
28,depth2_guard_direct,24,115.54166666666667,980.1666666666666,1582.9166666666667,1583.0416666666667,4.916666666666667,1083.0910416666666,2.6249204044997896,24,5.833333333333333,24,112.79166666666667,115.54166666666667
28,depth_policy,24,115.54166666666667,980.1666666666666,1582.9166666666667,1583.0416666666667,4.916666666666667,1083.0910416666666,2.624921026041496,24,5.833333333333333,24,112.79166666666667,115.54166666666667
28,direct_logical_and,24,115.54166666666667,1127.8333333333333,1807.1666666666667,1807.2916666666667,4.5,1243.0239583333332,1.097167417659269e-06,24,1,24,115.54166666666667,115.54166666666667
28,screen_depth1,24,115.54166666666667,1009.6666666666666,1627.0416666666667,1627.1666666666667,4.875,1115.0808333333332,0.3006308021249424,24,4.416666666666667,24,112.66666666666667,115.54166666666667
28,screen_depth2,24,115.54166666666667,980.1666666666666,1582.9166666666667,1583.0416666666667,4.916666666666667,1083.0910416666666,2.624919539958379,24,5.833333333333333,24,112.79166666666667,115.54166666666667
28,screen_single,24,115.54166666666667,1052.6666666666667,1692.0416666666667,1692.1666666666667,4.875,1161.8758333333333,0.025651364624536654,24,2.75,24,113.16666666666667,115.54166666666667
40,adaptive_all_depth,24,118.79166666666667,1043.5,1680.2083333333333,1680.25,5.25,1152.7795833333332,4.208701614791607,24,5.583333333333333,24,115,118.79166666666667
40,depth2_guard_direct,24,118.79166666666667,1043.5,1680.2083333333333,1680.25,5.25,1152.7795833333332,3.7273420626249085,24,5.583333333333333,24,115,118.79166666666667
40,depth_policy,24,118.79166666666667,1043.5,1680.2083333333333,1680.25,5.25,1152.7795833333332,3.7277224515416187,24,5.583333333333333,24,115,118.79166666666667
40,direct_logical_and,24,118.79166666666667,1194.1666666666667,1910,1910.0416666666667,5,1316.3760416666667,9.045834303833544e-07,24,1,24,118.79166666666667,118.79166666666667
40,screen_depth1,24,118.79166666666667,1076.6666666666667,1730.25,1730.2916666666667,5.208333333333333,1188.7839583333334,0.4342746388753464,24,4.25,24,115.29166666666667,118.79166666666667
40,screen_depth2,24,118.79166666666667,1043.5,1680.2083333333333,1680.25,5.25,1152.7795833333332,3.7273420626249085,24,5.583333333333333,24,115,118.79166666666667
40,screen_single,24,118.79166666666667,1122.3333333333333,1799.7916666666667,1799.8333333333333,5.208333333333333,1238.5141666666666,0.04708491329135237,24,2.75,24,116.33333333333333,118.79166666666667
