CNOT,T,anf_terms,correct,depth,error,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,profile,profile_label,score,skipped,terms,time_s,truth_table_hex
256,128,31,True,257,,2,113,and_affine_nmcts,6,9,sweep_truth_n6_0,3,t_heavy,T-heavy,136.69,,24,0.7802062034606934,8FADC1A606CB0FB3
245,152,39,True,289,,0,137,and_cube_beam,6,7,sweep_truth_n6_1,4,t_heavy,T-heavy,161.805,,39,0.06257224082946777,B74D0FB132E70629
120,192,31,True,166,,0,77,sshr_h,6,7,sweep_truth_n6_0,2,t_heavy,T-heavy,197.01500000000001,,31,0.43341588973999023,8FADC1A606CB0FB3
398,244,33,True,399,,0,155,and_direct_anf,6,7,sweep_truth_n6_2,4,t_heavy,T-heavy,256.74,,33,0.00018310546875,B38A088CA65ED389
152,204,39,True,208,,0,106,sshr_h,6,7,sweep_truth_n6_1,2,t_heavy,T-heavy,209.85,,39,0.03718090057373047,B74D0FB132E70629
96,48,14,True,102,,1,48,and_affine_nmcts,5,7,sweep_truth_n5_2,2,t_heavy,T-heavy,52.19,,11,4.050664186477661,16419F82
237,148,33,True,287,,0,139,and_cube_beam,6,7,sweep_truth_n6_2,4,t_heavy,T-heavy,157.685,,33,0.05373120307922363,B38A088CA65ED389
146,220,33,True,198,,0,96,sshr_h,6,7,sweep_truth_n6_2,2,t_heavy,T-heavy,225.66,,33,0.03447866439819336,B38A088CA65ED389
372,228,30,True,372,,0,144,and_direct_anf,6,7,sweep_truth_n6_3,3,t_heavy,T-heavy,239.16000000000003,,30,0.00017523765563964844,6B65A6A48B8148F6
283,140,33,True,284,,2,122,and_mcts_factor,6,9,sweep_truth_n6_2,3,t_heavy,T-heavy,149.275,,33,0.5192439556121826,B38A088CA65ED389
260,128,33,True,261,,2,115,and_affine_nmcts,6,9,sweep_truth_n6_2,3,t_heavy,T-heavy,136.78,,26,0.641089916229248,B38A088CA65ED389
214,132,30,True,282,,0,150,and_cube_beam,6,7,sweep_truth_n6_3,4,t_heavy,T-heavy,141.37,,30,0.052722930908203125,6B65A6A48B8148F6
340,172,39,True,341,,1,145,and_mcts_factor,6,8,sweep_truth_n6_1,2,t_heavy,T-heavy,181.53,,39,0.9384570121765137,B74D0FB132E70629
448,276,34,True,448,,0,172,and_direct_anf,6,7,sweep_truth_n6_4,3,t_heavy,T-heavy,288.82000000000005,,34,0.0001811981201171875,72FF5D2A386ECBE0
264,136,30,True,264,,1,112,and_mcts_factor,6,8,sweep_truth_n6_3,2,t_heavy,T-heavy,143.84,,30,0.557528018951416,6B65A6A48B8148F6
124,156,30,True,166,,0,82,sshr_h,6,7,sweep_truth_n6_3,2,t_heavy,T-heavy,161.10000000000002,,30,0.0273439884185791,6B65A6A48B8148F6
108,48,18,True,109,,1,53,and_affine_nmcts,5,7,sweep_truth_n5_8,2,t_heavy,T-heavy,52.43,,14,4.14818000793457,37F8A88B
246,152,34,True,294,,0,142,and_cube_beam,6,7,sweep_truth_n6_4,4,t_heavy,T-heavy,161.87,,34,0.06171703338623047,72FF5D2A386ECBE0
372,228,30,True,372,,0,144,and_direct_anf,6,7,sweep_truth_n6_5,3,t_heavy,T-heavy,239.16000000000003,,30,0.00016808509826660156,4737819096DA1DAC
263,136,39,True,274,,2,128,and_affine_nmcts,6,9,sweep_truth_n6_1,3,t_heavy,T-heavy,144.95499999999998,,30,1.0311410427093506,B74D0FB132E70629
142,200,34,True,188,,0,90,sshr_h,6,7,sweep_truth_n6_4,2,t_heavy,T-heavy,205.51999999999998,,34,0.39008498191833496,72FF5D2A386ECBE0
214,112,30,True,226,,1,102,and_affine_nmcts,6,8,sweep_truth_n6_3,2,t_heavy,T-heavy,118.85,,24,0.628483772277832,6B65A6A48B8148F6
142,212,30,True,194,,0,96,sshr_h,6,7,sweep_truth_n6_5,2,t_heavy,T-heavy,217.57999999999998,,30,0.0345609188079834,4737819096DA1DAC
3,0,3,True,3,,0,3,and_direct_anf,3,4,parity_n3,0,balanced,Balanced,0.19499999999999998,,3,3.886222839355469e-05,96
3,0,3,True,3,,0,3,and_mcts_factor,3,4,parity_n3,0,balanced,Balanced,0.19499999999999998,,3,8.559226989746094e-05,96
3,0,3,True,3,,0,3,and_affine_nmcts,3,4,parity_n3,0,balanced,Balanced,0.19499999999999998,,3,0.005689144134521484,96
52,32,3,True,64,,0,32,and_cube_beam,3,4,parity_n3,1,balanced,Balanced,37.36,,3,0.0003161430358886719,96
16,8,3,True,20,,0,10,sshr_h,3,4,parity_n3,0,balanced,Balanced,9.040000000000001,,3,0.0003018379211425781,96
21,12,3,True,21,,0,9,and_direct_anf,3,4,majority_n3,0,balanced,Balanced,13.245,,3,3.1948089599609375e-05,E8
21,12,3,True,21,,0,9,and_mcts_factor,3,4,majority_n3,0,balanced,Balanced,13.245,,3,8.606910705566406e-05,E8
244,152,30,True,284,,0,132,and_cube_beam,6,7,sweep_truth_n6_5,4,t_heavy,T-heavy,161.73999999999998,,30,0.05641603469848633,4737819096DA1DAC
27,16,3,True,33,,0,17,and_cube_beam,3,4,majority_n3,1,balanced,Balanced,19.745,,3,0.0004858970642089844,E8
11,4,3,True,11,,0,6,sshr_h,3,4,majority_n3,0,balanced,Balanced,4.665,,3,0.0003190040588378906,E8
21,12,3,True,21,,0,9,and_direct_anf,3,4,threshold2_n3,0,balanced,Balanced,13.245,,3,3.695487976074219e-05,E8
21,12,3,True,21,,0,9,and_mcts_factor,3,4,threshold2_n3,0,balanced,Balanced,13.245,,3,0.00010013580322265625,E8
12,4,3,True,12,,0,8,and_affine_nmcts,3,4,majority_n3,0,balanced,Balanced,4.74,,2,0.0076198577880859375,E8
27,16,3,True,33,,0,17,and_cube_beam,3,4,threshold2_n3,1,balanced,Balanced,19.745,,3,0.000247955322265625,E8
11,4,3,True,11,,0,6,sshr_h,3,4,threshold2_n3,0,balanced,Balanced,4.665,,3,6.29425048828125e-05,E8
4,0,4,True,4,,0,4,and_direct_anf,4,5,parity_n4,0,balanced,Balanced,0.26,,4,3.981590270996094e-05,6996
4,0,4,True,4,,0,4,and_mcts_factor,4,5,parity_n4,0,balanced,Balanced,0.26,,4,8.392333984375e-05,6996
12,4,3,True,12,,0,8,and_affine_nmcts,3,4,threshold2_n3,0,balanced,Balanced,4.74,,2,0.0074999332427978516,E8
152,96,4,True,184,,0,88,and_cube_beam,4,5,parity_n4,2,balanced,Balanced,109.72,,4,0.0028378963470458984,6996
4,0,4,True,4,,0,4,and_affine_nmcts,4,5,parity_n4,0,balanced,Balanced,0.26,,4,0.007887125015258789,6996
71,44,5,True,71,,0,27,and_direct_anf,4,5,majority_n4,2,balanced,Balanced,52.175000000000004,,5,4.1961669921875e-05,E880
20,8,4,True,24,,0,14,sshr_h,4,5,parity_n4,0,balanced,Balanced,9.3,,4,0.002560853958129883,6996
61,32,5,True,61,,1,25,and_mcts_factor,4,6,majority_n4,2,balanced,Balanced,39.605,,5,0.006460905075073242,E880
64,40,5,True,72,,0,32,and_cube_beam,4,5,majority_n4,2,balanced,Balanced,47.96,,5,0.0012137889862060547,E880
34,44,5,True,36,,0,9,sshr_h,4,5,majority_n4,1,balanced,Balanced,47.99,,5,0.0002429485321044922,E880
61,36,7,True,61,,0,25,and_direct_anf,4,5,threshold2_n4,2,balanced,Balanced,43.605,,7,4.887580871582031e-05,FEE8
59,32,7,True,59,,1,25,and_mcts_factor,4,6,threshold2_n4,2,balanced,Balanced,39.495,,7,0.0030891895294189453,FEE8
114,52,18,True,125,,1,61,and_affine_nmcts,5,7,sweep_truth_n5_5,2,t_heavy,T-heavy,56.64,,13,5.065550088882446,822E8F3
53,32,7,True,68,,0,36,and_cube_beam,4,5,threshold2_n4,2,balanced,Balanced,39.5,,7,0.002885103225708008,FEE8
35,36,7,True,43,,0,19,sshr_h,4,5,threshold2_n4,1,balanced,Balanced,40.235,,7,0.0027887821197509766,FEE8
5,0,5,True,5,,0,5,and_direct_anf,5,6,parity_n5,0,balanced,Balanced,0.325,,5,5.888938903808594e-05,96696996
5,0,5,True,5,,0,5,and_mcts_factor,5,6,parity_n5,0,balanced,Balanced,0.325,,5,0.00011110305786132812,96696996
266,140,30,True,266,,1,112,and_mcts_factor,6,8,sweep_truth_n6_5,2,t_heavy,T-heavy,147.88000000000002,,30,0.45272183418273926,4737819096DA1DAC
5,0,5,True,5,,0,5,and_affine_nmcts,5,6,parity_n5,0,balanced,Balanced,0.325,,5,0.010172128677368164,96696996
400,256,5,True,480,,0,224,and_cube_beam,5,6,parity_n5,3,balanced,Balanced,287.44,,5,0.018645048141479492,96696996
225,140,15,True,225,,0,85,and_direct_anf,5,6,majority_n5,2,balanced,Balanced,157.225,,15,0.00010275840759277344,FEE8E880
108,96,5,True,132,,0,54,sshr_h,5,6,parity_n5,1,balanced,Balanced,104.84,,5,0.030585289001464844,96696996
309,156,34,True,309,,1,131,and_mcts_factor,6,8,sweep_truth_n6_4,2,t_heavy,T-heavy,164.83499999999998,,34,0.7162930965423584,72FF5D2A386ECBE0
146,92,15,True,176,,0,84,and_cube_beam,5,6,majority_n5,3,balanced,Balanced,107.32000000000001,,15,0.008046865463256836,FEE8E880
174,84,15,True,174,,1,72,and_mcts_factor,5,7,majority_n5,2,balanced,Balanced,98.28999999999999,,15,0.1687028408050537,FEE8E880
165,100,15,True,165,,0,65,and_direct_anf,5,6,threshold2_n5,2,balanced,Balanced,113.725,,15,9.918212890625e-05,FFFEFEE8
88,80,15,True,114,,0,56,sshr_h,5,6,majority_n5,1,balanced,Balanced,87.78999999999999,,15,0.0028841495513916016,FEE8E880
239,120,30,True,251,,1,119,and_affine_nmcts,6,8,sweep_truth_n6_5,3,t_heavy,T-heavy,128.435,,26,0.566504955291748,4737819096DA1DAC
143,80,15,True,143,,1,59,and_mcts_factor,5,7,threshold2_n5,2,balanced,Balanced,92.455,,15,0.07969045639038086,FFFEFEE8
132,80,15,True,166,,0,86,and_cube_beam,5,6,threshold2_n5,3,balanced,Balanced,94.63,,15,0.020726919174194336,FFFEFEE8
6,0,6,True,6,,0,6,and_direct_anf,6,7,parity_n6,0,balanced,Balanced,0.38999999999999996,,6,8.0108642578125e-05,6996966996696996
6,0,6,True,6,,0,6,and_mcts_factor,6,7,parity_n6,0,balanced,Balanced,0.38999999999999996,,6,0.00013303756713867188,6996966996696996
6,0,6,True,6,,0,6,and_affine_nmcts,6,7,parity_n6,0,balanced,Balanced,0.38999999999999996,,6,0.002404928207397461,6996966996696996
272,136,34,True,279,,2,127,and_affine_nmcts,6,9,sweep_truth_n6_4,3,t_heavy,T-heavy,145.11,,29,0.8163876533508301,72FF5D2A386ECBE0
40,64,15,True,59,,0,28,sshr_h,5,6,threshold2_n5,1,balanced,Balanced,68.765,,15,0.029523849487304688,FFFEFEE8
285,180,15,True,285,,0,105,and_direct_anf,6,7,majority_n6,2,balanced,Balanced,200.72500000000002,,15,0.00010895729064941406,FEE8E880E8808000
120,96,6,True,144,,0,66,sshr_h,6,7,parity_n6,1,balanced,Balanced,105.61999999999999,,6,0.020463228225708008,6996966996696996
992,640,6,True,1184,,0,544,and_cube_beam,6,7,parity_n6,4,balanced,Balanced,710.88,,6,0.10076022148132324,6996966996696996
325,208,15,True,371,,0,163,and_cube_beam,6,7,majority_n6,4,balanced,Balanced,236.195,,15,0.03271818161010742,FEE8E880E8808000
128,184,15,True,154,,0,62,sshr_h,6,7,majority_n6,2,balanced,Balanced,196.05,,15,0.025378942489624023,FEE8E880E8808000
545,340,35,True,545,,0,205,and_direct_anf,6,7,threshold3_n6,2,balanced,Balanced,376.02500000000003,,35,0.0001888275146484375,FFFEFEE8FEE8E880
49,24,7,True,51,,1,25,and_affine_nmcts,4,6,threshold2_n4,2,balanced,Balanced,30.975,,7,0.5323009490966797,FEE8
49,24,5,True,58,,1,32,and_affine_nmcts,4,6,majority_n4,2,balanced,Balanced,31.150000000000002,,8,0.5846676826477051,E880
326,208,35,True,408,,0,200,and_cube_beam,6,7,threshold3_n6,4,balanced,Balanced,237.16,,35,0.04411506652832031,FFFEFEE8FEE8E880
219,108,15,True,219,,1,87,and_mcts_factor,6,8,majority_n6,2,balanced,Balanced,124.915,,15,0.297269344329834,FEE8E880E8808000
81,48,9,True,81,,0,33,and_direct_anf,6,7,mux_2_4,1,balanced,Balanced,54.785,,9,9.012222290039062e-05,FEDCBA9876543210
67,36,9,True,67,,1,29,and_mcts_factor,6,8,mux_2_4,1,balanced,Balanced,41.975,,9,0.0067899227142333984,FEDCBA9876543210
141,184,35,True,175,,0,83,sshr_h,6,7,threshold3_n6,2,balanced,Balanced,197.095,,35,0.031226158142089844,FFFEFEE8FEE8E880
67,36,9,True,67,,1,29,and_affine_nmcts,6,8,mux_2_4,1,balanced,Balanced,41.975,,9,0.018767833709716797,FEDCBA9876543210
56,60,9,True,78,,0,45,sshr_h,6,7,mux_2_4,1,balanced,Balanced,65.86000000000001,,9,0.01997995376586914,FEDCBA9876543210
33,20,3,True,33,,0,13,and_direct_anf,4,5,adder_carry_w2,1,balanced,Balanced,23.945,,3,4.57763671875e-05,EC80
31,16,3,True,31,,1,13,and_mcts_factor,4,6,adder_carry_w2,1,balanced,Balanced,19.834999999999997,,3,0.0009379386901855469,EC80
110,68,9,True,128,,0,60,and_cube_beam,6,7,mux_2_4,2,balanced,Balanced,78.92,,9,0.037374258041381836,FEDCBA9876543210
33,20,3,True,33,,0,13,and_cube_beam,4,5,adder_carry_w2,1,balanced,Balanced,23.945,,3,0.0010061264038085938,EC80
34,24,3,True,42,,0,19,sshr_h,4,5,adder_carry_w2,1,balanced,Balanced,28.18,,3,0.0003590583801269531,EC80
109,68,7,True,109,,0,41,and_direct_anf,6,7,adder_carry_w3,2,balanced,Balanced,78.405,,7,9.393692016601562e-05,FEFCF8F0E0C08000
97,48,7,True,97,,1,39,and_mcts_factor,6,8,adder_carry_w3,2,balanced,Balanced,57.725,,7,0.03409099578857422,FEFCF8F0E0C08000
219,108,15,True,219,,1,87,and_affine_nmcts,6,8,majority_n6,2,balanced,Balanced,124.915,,15,0.42289161682128906,FEE8E880E8808000
97,48,7,True,97,,1,39,and_affine_nmcts,6,8,adder_carry_w3,2,balanced,Balanced,57.725,,7,0.08029890060424805,FEFCF8F0E0C08000
229,144,7,True,269,,0,125,and_cube_beam,6,7,adder_carry_w3,4,balanced,Balanced,166.445,,7,0.04209399223327637,FEFCF8F0E0C08000
14,8,2,True,14,,0,6,and_direct_anf,4,5,mul_w2_bit1,0,balanced,Balanced,8.830000000000002,,2,4.1961669921875e-05,6AC0
14,8,2,True,14,,0,6,and_mcts_factor,4,5,mul_w2_bit1,0,balanced,Balanced,8.830000000000002,,2,9.799003601074219e-05,6AC0
48,48,7,True,56,,0,24,sshr_h,6,7,adder_carry_w3,1,balanced,Balanced,53.00000000000001,,7,0.015192031860351562,FEFCF8F0E0C08000
14,8,2,True,14,,0,6,and_affine_nmcts,4,5,mul_w2_bit1,0,balanced,Balanced,8.830000000000002,,2,0.01016378402709961,6AC0
42,36,2,True,46,,0,15,sshr_h,4,5,mul_w2_bit1,1,balanced,Balanced,40.519999999999996,,2,0.00028324127197265625,6AC0
14,8,2,True,14,,0,6,and_cube_beam,4,5,mul_w2_bit1,0,balanced,Balanced,8.830000000000002,,2,0.0013120174407958984,6AC0
40,24,4,True,40,,0,16,and_direct_anf,6,7,mul_w3_bit2,2,balanced,Balanced,30.360000000000003,,4,6.318092346191406e-05,1E665AAAB4CCF000
38,20,4,True,38,,1,16,and_mcts_factor,6,8,mul_w3_bit2,2,balanced,Balanced,26.25,,4,0.0012209415435791016,1E665AAAB4CCF000
38,20,4,True,38,,1,16,and_affine_nmcts,6,8,mul_w3_bit2,2,balanced,Balanced,26.25,,4,0.01821112632751465,1E665AAAB4CCF000
44,48,4,True,50,,0,18,sshr_h,6,7,mul_w3_bit2,1,balanced,Balanced,52.69,,4,0.014418840408325195,1E665AAAB4CCF000
56,32,9,True,57,,0,25,and_direct_anf,4,5,sweep_truth_n4_0,1,balanced,Balanced,37.345,,9,6.079673767089844e-05,A3B1
41,24,4,True,43,,0,19,and_cube_beam,6,7,mul_w3_bit2,2,balanced,Balanced,30.475,,4,0.03695487976074219,1E665AAAB4CCF000
52,24,9,True,53,,1,25,and_mcts_factor,4,6,sweep_truth_n4_0,1,balanced,Balanced,29.125,,9,0.005343914031982422,A3B1
40,24,9,True,50,,0,26,and_cube_beam,4,5,sweep_truth_n4_0,1,balanced,Balanced,28.610000000000003,,9,0.0022962093353271484,A3B1
25,20,9,True,31,,0,13,sshr_h,4,5,sweep_truth_n4_0,1,balanced,Balanced,23.595,,9,0.0003159046173095703,A3B1
40,24,4,True,40,,0,16,and_direct_anf,4,5,sweep_truth_n4_1,1,balanced,Balanced,28.360000000000003,,4,4.673004150390625e-05,1C80
38,20,4,True,38,,1,16,and_mcts_factor,4,6,sweep_truth_n4_1,1,balanced,Balanced,24.25,,4,0.0015039443969726562,1C80
31,16,3,True,31,,1,13,and_affine_nmcts,4,6,adder_carry_w2,1,balanced,Balanced,19.834999999999997,,3,0.22568678855895996,EC80
51,32,4,True,59,,0,27,and_cube_beam,4,5,sweep_truth_n4_1,2,balanced,Balanced,39.195,,4,0.0007276535034179688,1C80
24,20,4,True,26,,0,8,sshr_h,4,5,sweep_truth_n4_1,1,balanced,Balanced,23.43,,4,0.00018906593322753906,1C80
89,52,12,True,90,,0,38,and_direct_anf,4,5,sweep_truth_n4_2,2,balanced,Balanced,61.290000000000006,,12,7.104873657226562e-05,667
75,40,12,True,76,,1,34,and_mcts_factor,4,6,sweep_truth_n4_2,2,balanced,Balanced,48.480000000000004,,12,0.014103174209594727,667
70,32,15,True,70,,1,34,and_affine_nmcts,5,7,majority_n5,2,balanced,Balanced,40.19,,6,0.9529569149017334,FEE8E880
52,32,12,True,68,,0,36,and_cube_beam,4,5,sweep_truth_n4_2,2,balanced,Balanced,39.46,,12,0.0012691020965576172,667
31,40,12,True,39,,0,17,sshr_h,4,5,sweep_truth_n4_2,1,balanced,Balanced,43.995000000000005,,12,0.0002658367156982422,667
83,48,11,True,83,,0,35,and_direct_anf,4,5,sweep_truth_n4_3,2,balanced,Balanced,56.915,,11,6.890296936035156e-05,BDD6
71,32,11,True,71,,1,33,and_mcts_factor,4,6,sweep_truth_n4_3,2,balanced,Balanced,40.235,,11,0.01696014404296875,BDD6
31,16,9,True,33,,0,17,and_affine_nmcts,4,5,sweep_truth_n4_0,1,balanced,Balanced,19.905,,5,0.19808387756347656,A3B1
53,32,11,True,62,,0,30,and_cube_beam,4,5,sweep_truth_n4_3,2,balanced,Balanced,39.349999999999994,,11,0.0029180049896240234,BDD6
37,36,11,True,53,,0,29,sshr_h,4,5,sweep_truth_n4_3,1,balanced,Balanced,40.565,,11,0.0004639625549316406,BDD6
74,44,8,True,74,,0,30,and_direct_anf,4,5,sweep_truth_n4_4,1,balanced,Balanced,50.37,,8,5.817413330078125e-05,4668
64,32,8,True,64,,1,28,and_mcts_factor,4,6,sweep_truth_n4_4,1,balanced,Balanced,37.800000000000004,,8,0.007753849029541016,4668
84,40,15,True,90,,1,44,and_affine_nmcts,5,7,sweep_truth_n5_10,2,t_heavy,T-heavy,43.93,,11,3.547137975692749,815EF6D1
38,20,4,True,38,,1,16,and_affine_nmcts,4,6,sweep_truth_n4_1,1,balanced,Balanced,24.25,,4,0.2217109203338623,1C80
36,24,8,True,42,,0,19,sshr_h,4,5,sweep_truth_n4_4,1,balanced,Balanced,28.26,,8,0.00028514862060546875,4668
58,36,8,True,72,,0,36,and_cube_beam,4,5,sweep_truth_n4_4,2,balanced,Balanced,43.76,,8,0.0016791820526123047,4668
43,24,8,True,44,,0,20,and_direct_anf,4,5,sweep_truth_n4_5,2,balanced,Balanced,30.58,,8,6.079673767089844e-05,3EB1
41,20,8,True,42,,1,20,and_mcts_factor,4,6,sweep_truth_n4_5,2,balanced,Balanced,26.47,,8,0.0021092891693115234,3EB1
40,24,8,True,50,,0,26,and_cube_beam,4,5,sweep_truth_n4_5,2,balanced,Balanced,30.610000000000003,,8,0.002231121063232422,3EB1
29,32,8,True,39,,0,20,sshr_h,4,5,sweep_truth_n4_5,1,balanced,Balanced,35.945,,8,0.0003561973571777344,3EB1
56,32,8,True,56,,0,24,and_direct_anf,4,5,sweep_truth_n4_6,1,balanced,Balanced,37.32000000000001,,8,5.698204040527344e-05,3924
52,24,8,True,52,,1,24,and_mcts_factor,4,6,sweep_truth_n4_6,1,balanced,Balanced,29.099999999999998,,8,0.005062103271484375,3924
31,16,8,True,34,,0,18,and_affine_nmcts,4,5,sweep_truth_n4_6,1,balanced,Balanced,19.93,,6,0.1647641658782959,3924
58,36,8,True,72,,0,36,and_cube_beam,4,5,sweep_truth_n4_6,2,balanced,Balanced,43.76,,8,0.0012238025665283203,3924
32,24,8,True,42,,0,19,sshr_h,4,5,sweep_truth_n4_6,1,balanced,Balanced,28.1,,8,0.0002658367156982422,3924
68,40,8,True,68,,0,28,and_direct_anf,4,5,sweep_truth_n4_7,2,balanced,Balanced,48.02,,8,5.793571472167969e-05,23B8
39,16,8,True,43,,1,25,and_affine_nmcts,4,6,sweep_truth_n4_4,1,balanced,Balanced,20.455,,5,0.19467997550964355,4668
61,28,8,True,61,,1,27,and_mcts_factor,4,6,sweep_truth_n4_7,2,balanced,Balanced,35.625,,8,0.01370382308959961,23B8
46,28,8,True,54,,0,26,and_cube_beam,4,5,sweep_truth_n4_7,2,balanced,Balanced,34.91,,8,0.0015120506286621094,23B8
30,36,8,True,44,,0,20,sshr_h,4,5,sweep_truth_n4_7,1,balanced,Balanced,40.06,,8,0.0003650188446044922,23B8
64,36,11,True,65,,0,29,and_direct_anf,4,5,sweep_truth_n4_8,1,balanced,Balanced,41.825,,11,7.104873657226562e-05,BC89
54,24,11,True,55,,1,27,and_mcts_factor,4,6,sweep_truth_n4_8,1,balanced,Balanced,29.255,,11,0.007505178451538086,BC89
49,24,12,True,54,,1,28,and_affine_nmcts,4,6,sweep_truth_n4_2,2,balanced,Balanced,31.05,,8,0.5980207920074463,667
40,24,11,True,50,,0,26,and_cube_beam,4,5,sweep_truth_n4_8,1,balanced,Balanced,28.610000000000003,,11,0.0020189285278320312,BC89
29,20,11,True,35,,0,17,sshr_h,4,5,sweep_truth_n4_8,1,balanced,Balanced,23.855,,11,0.00033783912658691406,BC89
69,40,10,True,70,,0,30,and_direct_anf,4,5,sweep_truth_n4_9,1,balanced,Balanced,46.10999999999999,,10,7.295608520507812e-05,1A3D
59,28,10,True,60,,1,28,and_mcts_factor,4,6,sweep_truth_n4_9,1,balanced,Balanced,33.54,,10,0.009897947311401367,1A3D
36,16,8,True,38,,1,20,and_affine_nmcts,4,6,sweep_truth_n4_5,2,balanced,Balanced,22.21,,6,0.4589550495147705,3EB1
53,32,10,True,71,,0,39,and_cube_beam,4,5,sweep_truth_n4_9,2,balanced,Balanced,39.574999999999996,,10,0.0016970634460449219,1A3D
29,20,10,True,37,,0,19,sshr_h,4,5,sweep_truth_n4_9,1,balanced,Balanced,23.905,,10,0.0002779960632324219,1A3D
49,28,7,True,49,,0,21,and_direct_anf,4,5,sweep_truth_n4_10,2,balanced,Balanced,34.905,,7,5.2928924560546875e-05,AD3C
41,20,7,True,41,,1,19,and_mcts_factor,4,6,sweep_truth_n4_10,2,balanced,Balanced,26.445,,7,0.0031380653381347656,AD3C
87,40,18,True,96,,1,48,and_affine_nmcts,5,7,sweep_truth_n5_9,2,t_heavy,T-heavy,44.025,,11,4.233980178833008,3B8FAA18
34,20,7,True,38,,0,18,and_cube_beam,4,5,sweep_truth_n4_10,2,balanced,Balanced,26.11,,7,0.003031015396118164,AD3C
21,28,7,True,29,,0,15,sshr_h,4,5,sweep_truth_n4_10,1,balanced,Balanced,31.424999999999997,,7,0.002962350845336914,AD3C
57,32,9,True,57,,0,25,and_direct_anf,4,5,sweep_truth_n4_11,1,balanced,Balanced,37.385,,9,7.009506225585938e-05,BD9C
40,16,11,True,45,,1,25,and_affine_nmcts,4,6,sweep_truth_n4_8,1,balanced,Balanced,20.525000000000002,,7,0.2860291004180908,BC89
49,24,9,True,49,,1,23,and_mcts_factor,4,6,sweep_truth_n4_11,1,balanced,Balanced,28.925,,9,0.0035212039947509766,BD9C
41,24,9,True,55,,0,31,and_cube_beam,4,5,sweep_truth_n4_11,1,balanced,Balanced,28.775,,9,0.0026340484619140625,BD9C
31,24,9,True,41,,0,18,sshr_h,4,5,sweep_truth_n4_11,1,balanced,Balanced,28.034999999999997,,9,0.0003540515899658203,BD9C
115,68,13,True,115,,0,47,and_direct_anf,5,6,sweep_truth_n5_0,2,balanced,Balanced,78.79499999999999,,13,8.392333984375e-05,E465E150
93,48,13,True,93,,1,41,and_mcts_factor,5,7,sweep_truth_n5_0,2,balanced,Balanced,57.525,,13,0.03758692741394043,E465E150
48,24,11,True,53,,1,27,and_affine_nmcts,4,6,sweep_truth_n4_3,2,balanced,Balanced,30.985000000000003,,7,0.6047019958496094,BDD6
66,40,13,True,80,,0,40,and_cube_beam,5,6,sweep_truth_n5_0,2,balanced,Balanced,48.24,,13,0.00985407829284668,E465E150
62,72,13,True,78,,0,37,sshr_h,5,6,sweep_truth_n5_0,1,balanced,Balanced,78.02000000000001,,13,0.002361774444580078,E465E150
173,104,17,True,173,,0,69,and_direct_anf,5,6,sweep_truth_n5_1,2,balanced,Balanced,118.205,,17,0.00010514259338378906,8B9D2434
375,192,35,True,375,,1,155,and_mcts_factor,6,8,threshold3_n6,2,balanced,Balanced,218.175,,35,1.1923518180847168,FFFEFEE8FEE8E880
136,64,17,True,136,,1,60,and_mcts_factor,5,7,sweep_truth_n5_1,2,balanced,Balanced,76.08,,17,0.10800719261169434,8B9D2434
25,12,9,True,29,,0,17,and_affine_nmcts,4,5,sweep_truth_n4_11,1,balanced,Balanced,15.605,,5,0.18284201622009277,BD9C
60,64,17,True,82,,0,37,sshr_h,5,6,sweep_truth_n5_1,1,balanced,Balanced,70.00000000000001,,17,0.00232696533203125,8B9D2434
140,84,14,True,140,,0,56,and_direct_anf,5,6,sweep_truth_n5_2,3,balanced,Balanced,98.25999999999999,,14,9.274482727050781e-05,16419F82
85,52,17,True,111,,0,59,and_cube_beam,5,6,sweep_truth_n5_1,2,balanced,Balanced,61.655,,17,0.007721900939941406,8B9D2434
39,16,8,True,43,,1,25,and_affine_nmcts,4,6,sweep_truth_n4_7,2,balanced,Balanced,22.455,,5,0.5407302379608154,23B8
41,20,10,True,45,,1,23,and_affine_nmcts,4,6,sweep_truth_n4_9,1,balanced,Balanced,24.545,,5,0.28376102447509766,1A3D
66,72,14,True,76,,0,27,sshr_h,5,6,sweep_truth_n5_2,2,balanced,Balanced,80.05,,14,0.0023882389068603516,16419F82
110,64,15,True,111,,0,47,and_direct_anf,5,6,sweep_truth_n5_3,2,balanced,Balanced,74.53500000000001,,15,9.322166442871094e-05,972A8469
103,64,14,True,123,,0,59,and_cube_beam,5,6,sweep_truth_n5_2,3,balanced,Balanced,76.555,,14,0.00900411605834961,16419F82
109,56,14,True,109,,1,47,and_mcts_factor,5,7,sweep_truth_n5_2,2,balanced,Balanced,66.465,,14,0.05846214294433594,16419F82
225,132,35,True,238,,1,100,and_affine_nmcts,6,8,threshold3_n6,2,balanced,Balanced,149.57,,16,1.294631004333496,FFFEFEE8FEE8E880
116,72,15,True,146,,0,74,and_cube_beam,5,6,sweep_truth_n5_3,3,balanced,Balanced,85.57,,15,0.009426116943359375,972A8469
119,72,12,True,120,,0,48,and_direct_anf,5,6,sweep_truth_n5_4,2,balanced,Balanced,83.04,,12,7.915496826171875e-05,6C031199
92,44,15,True,93,,1,43,and_mcts_factor,5,7,sweep_truth_n5_3,2,balanced,Balanced,53.505,,15,0.03205704689025879,972A8469
