CNOT,T,anf_terms,correct,depth,error,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,profile,profile_label,score,skipped,terms,time_s,truth_table_hex
64,64,15,True,84,,0,39,sshr_h,5,6,sweep_truth_n5_3,1,balanced,Balanced,70.21000000000001,,15,0.029825925827026367,972A8469
90,56,12,True,108,,0,52,and_cube_beam,5,6,sweep_truth_n5_4,2,balanced,Balanced,65.74000000000001,,12,0.007750034332275391,6C031199
76,76,12,True,100,,0,47,sshr_h,5,6,sweep_truth_n5_4,1,balanced,Balanced,83.01,,12,0.0022878646850585938,6C031199
179,108,18,True,180,,0,72,and_direct_anf,5,6,sweep_truth_n5_5,3,balanced,Balanced,124.58,,18,0.00010418891906738281,822E8F3
95,44,12,True,96,,1,42,and_mcts_factor,5,7,sweep_truth_n5_4,2,balanced,Balanced,53.66,,12,0.04366326332092285,6C031199
134,68,18,True,135,,1,59,and_mcts_factor,5,7,sweep_truth_n5_5,2,balanced,Balanced,79.97500000000001,,18,0.0826120376586914,822E8F3
84,52,18,True,98,,0,46,and_cube_beam,5,6,sweep_truth_n5_5,3,balanced,Balanced,63.29,,18,0.007008075714111328,822E8F3
92,100,18,True,120,,0,50,sshr_h,5,6,sweep_truth_n5_5,2,balanced,Balanced,109.98,,18,0.003534078598022461,822E8F3
198,120,18,True,198,,0,78,and_direct_anf,5,6,sweep_truth_n5_6,2,balanced,Balanced,135.67000000000002,,18,0.00010704994201660156,7A0CA6E
112,48,13,True,118,,1,60,and_affine_nmcts,5,7,sweep_truth_n5_11,2,t_heavy,T-heavy,52.57,,13,4.323132038116455,9A1DE644
28,12,7,True,33,,1,19,and_affine_nmcts,4,6,sweep_truth_n4_10,2,balanced,Balanced,17.805,,5,0.5240929126739502,AD3C
85,52,18,True,103,,0,51,and_cube_beam,5,6,sweep_truth_n5_6,2,balanced,Balanced,61.455,,18,0.010697126388549805,7A0CA6E
64,64,18,True,88,,0,43,sshr_h,5,6,sweep_truth_n5_6,1,balanced,Balanced,70.31,,18,0.0024099349975585938,7A0CA6E
88,52,10,True,88,,0,36,and_direct_anf,5,6,sweep_truth_n5_7,2,balanced,Balanced,61.2,,10,7.605552673339844e-05,17FC695A
75,36,10,True,75,,1,33,and_mcts_factor,5,7,sweep_truth_n5_7,2,balanced,Balanced,44.455,,10,0.019437074661254883,17FC695A
151,76,18,True,151,,1,65,and_mcts_factor,5,7,sweep_truth_n5_6,2,balanced,Balanced,88.95500000000001,,18,0.1495668888092041,7A0CA6E
80,48,10,True,88,,0,40,and_cube_beam,5,6,sweep_truth_n5_7,2,balanced,Balanced,56.92,,10,0.010940074920654297,17FC695A
52,52,10,True,64,,0,27,sshr_h,5,6,sweep_truth_n5_7,1,balanced,Balanced,57.31,,10,0.0030901432037353516,17FC695A
173,104,18,True,174,,0,70,and_direct_anf,5,6,sweep_truth_n5_8,3,balanced,Balanced,120.23,,18,0.00012302398681640625,37F8A88B
128,64,18,True,129,,1,57,and_mcts_factor,5,7,sweep_truth_n5_8,2,balanced,Balanced,75.625,,18,0.08108115196228027,37F8A88B
78,40,15,True,89,,1,43,and_affine_nmcts,5,7,threshold2_n5,2,balanced,Balanced,48.885,,6,3.565211772918701,FFFEFEE8
122,76,18,True,146,,0,70,and_cube_beam,5,6,sweep_truth_n5_8,3,balanced,Balanced,89.77,,18,0.012030839920043945,37F8A88B
80,96,18,True,102,,0,44,sshr_h,5,6,sweep_truth_n5_8,2,balanced,Balanced,105.17,,18,0.00296783447265625,37F8A88B
198,120,18,True,198,,0,78,and_direct_anf,5,6,sweep_truth_n5_9,2,balanced,Balanced,135.67000000000002,,18,0.000102996826171875,3B8FAA18
152,72,18,True,152,,1,66,and_mcts_factor,5,7,sweep_truth_n5_9,2,balanced,Balanced,85.02,,18,0.13289666175842285,3B8FAA18
68,32,13,True,74,,1,36,and_affine_nmcts,5,7,sweep_truth_n5_0,2,balanced,Balanced,40.19,,8,2.4212191104888916,E465E150
111,68,18,True,141,,0,73,and_cube_beam,5,6,sweep_truth_n5_9,3,balanced,Balanced,81.285,,18,0.0118560791015625,3B8FAA18
82,80,18,True,106,,0,48,sshr_h,5,6,sweep_truth_n5_9,1,balanced,Balanced,87.35000000000001,,18,0.002863168716430664,3B8FAA18
134,80,15,True,135,,0,55,and_direct_anf,5,6,sweep_truth_n5_10,3,balanced,Balanced,93.935,,15,9.703636169433594e-05,815EF6D1
107,52,15,True,108,,1,48,and_mcts_factor,5,7,sweep_truth_n5_10,2,balanced,Balanced,62.379999999999995,,15,0.05792593955993652,815EF6D1
72,32,18,True,83,,1,45,and_affine_nmcts,5,7,sweep_truth_n5_6,2,balanced,Balanced,40.575,,12,2.3529300689697266,7A0CA6E
92,56,15,True,105,,0,49,and_cube_beam,5,6,sweep_truth_n5_10,3,balanced,Balanced,67.745,,15,0.013231992721557617,815EF6D1
72,76,15,True,100,,0,46,sshr_h,5,6,sweep_truth_n5_10,2,balanced,Balanced,84.83999999999999,,15,0.003648042678833008,815EF6D1
133,80,13,True,133,,0,53,and_direct_anf,5,6,sweep_truth_n5_11,3,balanced,Balanced,93.845,,13,9.584426879882812e-05,9A1DE644
106,52,13,True,106,,1,46,and_mcts_factor,5,7,sweep_truth_n5_11,2,balanced,Balanced,62.29,,13,0.04760885238647461,9A1DE644
75,36,10,True,75,,1,33,and_affine_nmcts,5,7,sweep_truth_n5_7,2,balanced,Balanced,44.455,,10,2.577697992324829,17FC695A
73,36,15,True,80,,1,40,and_affine_nmcts,5,7,sweep_truth_n5_3,2,balanced,Balanced,44.52,,10,2.8806097507476807,972A8469
110,116,13,True,142,,0,59,sshr_h,5,6,sweep_truth_n5_11,2,balanced,Balanced,127.12,,13,0.003261089324951172,9A1DE644
92,56,13,True,110,,0,54,and_cube_beam,5,6,sweep_truth_n5_11,3,balanced,Balanced,67.87,,13,0.011619091033935547,9A1DE644
432,268,31,True,433,,0,165,and_direct_anf,6,7,sweep_truth_n6_0,4,balanced,Balanced,301.42499999999995,,31,0.000244140625,8FADC1A606CB0FB3
82,36,12,True,84,,1,38,and_affine_nmcts,5,7,sweep_truth_n5_4,2,balanced,Balanced,44.92,,8,3.056763172149658,6C031199
258,160,31,True,326,,0,166,and_cube_beam,6,7,sweep_truth_n6_0,4,balanced,Balanced,184.86999999999998,,31,0.06527495384216309,8FADC1A606CB0FB3
120,192,31,True,166,,0,77,sshr_h,6,7,sweep_truth_n6_0,2,balanced,Balanced,204.06000000000003,,31,0.0316469669342041,8FADC1A606CB0FB3
524,324,39,True,525,,0,201,and_direct_anf,6,7,sweep_truth_n6_1,3,balanced,Balanced,360.84499999999997,,39,0.000202178955078125,B74D0FB132E70629
91,40,17,True,101,,1,51,and_affine_nmcts,5,7,sweep_truth_n5_1,2,balanced,Balanced,49.665,,10,3.6368660926818848,8B9D2434
299,152,31,True,300,,2,126,and_mcts_factor,6,9,sweep_truth_n6_0,3,balanced,Balanced,175.72,,31,0.6449291706085205,8FADC1A606CB0FB3
245,152,39,True,289,,0,137,and_cube_beam,6,7,sweep_truth_n6_1,4,balanced,Balanced,175.50500000000002,,39,0.05768704414367676,B74D0FB132E70629
152,204,39,True,208,,0,106,sshr_h,6,7,sweep_truth_n6_1,2,balanced,Balanced,218.26000000000002,,39,0.03737187385559082,B74D0FB132E70629
398,244,33,True,399,,0,155,and_direct_anf,6,7,sweep_truth_n6_2,4,balanced,Balanced,275.45500000000004,,33,0.0001800060272216797,B38A088CA65ED389
256,128,31,True,257,,2,113,and_affine_nmcts,6,9,sweep_truth_n6_0,3,balanced,Balanced,149.225,,24,0.7822039127349854,8FADC1A606CB0FB3
96,48,14,True,102,,1,48,and_affine_nmcts,5,7,sweep_truth_n5_2,2,balanced,Balanced,57.85,,11,3.8136160373687744,16419F82
237,148,33,True,287,,0,139,and_cube_beam,6,7,sweep_truth_n6_2,4,balanced,Balanced,171.17499999999998,,33,0.06112504005432129,B38A088CA65ED389
340,172,39,True,341,,1,145,and_mcts_factor,6,8,sweep_truth_n6_1,2,balanced,Balanced,196.165,,39,0.9029500484466553,B74D0FB132E70629
372,228,30,True,372,,0,144,and_direct_anf,6,7,sweep_truth_n6_3,3,balanced,Balanced,255.9,,30,0.0001671314239501953,6B65A6A48B8148F6
279,140,33,True,280,,2,120,and_mcts_factor,6,9,sweep_truth_n6_2,3,balanced,Balanced,162.55999999999997,,33,0.5712840557098389,B38A088CA65ED389
146,220,33,True,198,,0,96,sshr_h,6,7,sweep_truth_n6_2,2,balanced,Balanced,233.77,,33,0.44959497451782227,B38A088CA65ED389
108,48,18,True,109,,1,53,and_affine_nmcts,5,7,sweep_truth_n5_8,2,balanced,Balanced,58.485,,14,3.9020659923553467,37F8A88B
124,156,30,True,166,,0,82,sshr_h,6,7,sweep_truth_n6_3,2,balanced,Balanced,168.27,,30,0.029166221618652344,6B65A6A48B8148F6
448,276,34,True,448,,0,172,and_direct_anf,6,7,sweep_truth_n6_4,3,balanced,Balanced,308.36000000000007,,34,0.000225067138671875,72FF5D2A386ECBE0
214,132,30,True,282,,0,150,and_cube_beam,6,7,sweep_truth_n6_3,4,balanced,Balanced,154.29,,30,0.05263113975524902,6B65A6A48B8148F6
260,128,33,True,261,,2,115,and_affine_nmcts,6,9,sweep_truth_n6_2,3,balanced,Balanced,149.465,,26,0.6845991611480713,B38A088CA65ED389
246,152,34,True,294,,0,142,and_cube_beam,6,7,sweep_truth_n6_4,4,balanced,Balanced,175.67,,34,0.06228494644165039,72FF5D2A386ECBE0
142,200,34,True,188,,0,90,sshr_h,6,7,sweep_truth_n6_4,2,balanced,Balanced,213.4,,34,0.0398101806640625,72FF5D2A386ECBE0
372,228,30,True,372,,0,144,and_direct_anf,6,7,sweep_truth_n6_5,3,balanced,Balanced,255.9,,30,0.00016999244689941406,4737819096DA1DAC
263,136,39,True,274,,2,128,and_affine_nmcts,6,9,sweep_truth_n6_1,3,balanced,Balanced,157.91,,30,1.013503074645996,B74D0FB132E70629
264,136,30,True,264,,1,112,and_mcts_factor,6,8,sweep_truth_n6_3,2,balanced,Balanced,155.64000000000001,,30,0.49402499198913574,6B65A6A48B8148F6
244,152,30,True,284,,0,132,and_cube_beam,6,7,sweep_truth_n6_5,4,balanced,Balanced,175.33999999999997,,30,0.053173065185546875,4737819096DA1DAC
142,212,30,True,194,,0,96,sshr_h,6,7,sweep_truth_n6_5,2,balanced,Balanced,225.55,,30,0.03739023208618164,4737819096DA1DAC
3,0,3,True,3,,0,3,and_direct_anf,3,4,parity_n3,0,cnot_depth,CNOT-depth,0.81,,3,3.910064697265625e-05,96
3,0,3,True,3,,0,3,and_mcts_factor,3,4,parity_n3,0,cnot_depth,CNOT-depth,0.81,,3,8.392333984375e-05,96
3,0,3,True,3,,0,3,and_affine_nmcts,3,4,parity_n3,0,cnot_depth,CNOT-depth,0.81,,3,0.005693912506103516,96
52,32,3,True,64,,0,32,and_cube_beam,3,4,parity_n3,1,cnot_depth,CNOT-depth,37.6,,3,0.00031638145446777344,96
16,8,3,True,20,,0,10,sshr_h,3,4,parity_n3,0,cnot_depth,CNOT-depth,9.78,,3,0.0003008842468261719,96
21,12,3,True,21,,0,9,and_direct_anf,3,4,majority_n3,0,cnot_depth,CNOT-depth,13.35,,3,3.314018249511719e-05,E8
21,12,3,True,21,,0,9,and_mcts_factor,3,4,majority_n3,0,cnot_depth,CNOT-depth,13.35,,3,8.606910705566406e-05,E8
12,4,3,True,12,,0,8,and_affine_nmcts,3,4,majority_n3,0,cnot_depth,CNOT-depth,5.8,,2,0.00699305534362793,E8
27,16,3,True,33,,0,17,and_cube_beam,3,4,majority_n3,1,cnot_depth,CNOT-depth,20.07,,3,0.00023484230041503906,E8
11,4,3,True,11,,0,6,sshr_h,3,4,majority_n3,0,cnot_depth,CNOT-depth,5.52,,3,5.4836273193359375e-05,E8
21,12,3,True,21,,0,9,and_direct_anf,3,4,threshold2_n3,0,cnot_depth,CNOT-depth,13.35,,3,2.9802322387695312e-05,E8
21,12,3,True,21,,0,9,and_mcts_factor,3,4,threshold2_n3,0,cnot_depth,CNOT-depth,13.35,,3,8.296966552734375e-05,E8
12,4,3,True,12,,0,8,and_affine_nmcts,3,4,threshold2_n3,0,cnot_depth,CNOT-depth,5.8,,2,0.006951093673706055,E8
27,16,3,True,33,,0,17,and_cube_beam,3,4,threshold2_n3,1,cnot_depth,CNOT-depth,20.07,,3,0.00022721290588378906,E8
11,4,3,True,11,,0,6,sshr_h,3,4,threshold2_n3,0,cnot_depth,CNOT-depth,5.52,,3,5.1975250244140625e-05,E8
4,0,4,True,4,,0,4,and_direct_anf,4,5,parity_n4,0,cnot_depth,CNOT-depth,1.08,,4,3.695487976074219e-05,6996
4,0,4,True,4,,0,4,and_mcts_factor,4,5,parity_n4,0,cnot_depth,CNOT-depth,1.08,,4,8.106231689453125e-05,6996
4,0,4,True,4,,0,4,and_affine_nmcts,4,5,parity_n4,0,cnot_depth,CNOT-depth,1.08,,4,0.00804901123046875,6996
152,96,4,True,184,,0,88,and_cube_beam,4,5,parity_n4,2,cnot_depth,CNOT-depth,109.36,,4,0.002832174301147461,6996
20,8,4,True,24,,0,14,sshr_h,4,5,parity_n4,0,cnot_depth,CNOT-depth,10.860000000000001,,4,0.00020813941955566406,6996
71,44,5,True,71,,0,27,and_direct_anf,4,5,majority_n4,2,cnot_depth,CNOT-depth,51.330000000000005,,5,4.291534423828125e-05,E880
61,32,5,True,61,,1,25,and_mcts_factor,4,6,majority_n4,2,cnot_depth,CNOT-depth,40.910000000000004,,5,0.008051395416259766,E880
214,112,30,True,226,,1,102,and_affine_nmcts,6,8,sweep_truth_n6_3,2,balanced,Balanced,128.97,,24,0.5834598541259766,6B65A6A48B8148F6
64,40,5,True,72,,0,32,and_cube_beam,4,5,majority_n4,2,cnot_depth,CNOT-depth,47.599999999999994,,5,0.0012409687042236328,E880
34,44,5,True,36,,0,9,sshr_h,4,5,majority_n4,1,cnot_depth,CNOT-depth,39.690000000000005,,5,0.00036597251892089844,E880
61,36,7,True,61,,0,25,and_direct_anf,4,5,threshold2_n4,2,cnot_depth,CNOT-depth,43.510000000000005,,7,6.508827209472656e-05,FEE8
114,52,18,True,125,,1,61,and_affine_nmcts,5,7,sweep_truth_n5_5,2,balanced,Balanced,63.045,,13,4.729721784591675,822E8F3
59,32,7,True,59,,1,25,and_mcts_factor,4,6,threshold2_n4,2,cnot_depth,CNOT-depth,40.39,,7,0.0034551620483398438,FEE8
53,32,7,True,68,,0,36,and_cube_beam,4,5,threshold2_n4,2,cnot_depth,CNOT-depth,40.14,,7,0.0024352073669433594,FEE8
35,36,7,True,43,,0,19,sshr_h,4,5,threshold2_n4,1,cnot_depth,CNOT-depth,35.33,,7,0.00043511390686035156,FEE8
5,0,5,True,5,,0,5,and_direct_anf,5,6,parity_n5,0,cnot_depth,CNOT-depth,1.3499999999999999,,5,5.2928924560546875e-05,96696996
5,0,5,True,5,,0,5,and_mcts_factor,5,6,parity_n5,0,cnot_depth,CNOT-depth,1.3499999999999999,,5,0.00010132789611816406,96696996
5,0,5,True,5,,0,5,and_affine_nmcts,5,6,parity_n5,0,cnot_depth,CNOT-depth,1.3499999999999999,,5,0.010226011276245117,96696996
400,256,5,True,480,,0,224,and_cube_beam,5,6,parity_n5,3,cnot_depth,CNOT-depth,285.04,,5,0.01708197593688965,96696996
108,96,5,True,132,,0,54,sshr_h,5,6,parity_n5,1,cnot_depth,CNOT-depth,94.94000000000001,,5,0.0028810501098632812,96696996
225,140,15,True,225,,0,85,and_direct_anf,5,6,majority_n5,2,cnot_depth,CNOT-depth,154.35,,15,8.893013000488281e-05,FEE8E880
266,140,30,True,266,,1,112,and_mcts_factor,6,8,sweep_truth_n6_5,2,balanced,Balanced,159.75,,30,0.4398312568664551,4737819096DA1DAC
174,84,15,True,174,,1,72,and_mcts_factor,5,7,majority_n5,2,cnot_depth,CNOT-depth,104.56,,15,0.16666817665100098,FEE8E880
146,92,15,True,176,,0,84,and_cube_beam,5,6,majority_n5,3,cnot_depth,CNOT-depth,107.0,,15,0.007925987243652344,FEE8E880
88,80,15,True,114,,0,56,sshr_h,5,6,majority_n5,1,cnot_depth,CNOT-depth,79.52000000000001,,15,0.0032110214233398438,FEE8E880
165,100,15,True,165,,0,65,and_direct_anf,5,6,threshold2_n5,2,cnot_depth,CNOT-depth,112.55000000000001,,15,9.512901306152344e-05,FFFEFEE8
309,156,34,True,309,,1,131,and_mcts_factor,6,8,sweep_truth_n6_4,2,balanced,Balanced,178.305,,34,0.6796200275421143,72FF5D2A386ECBE0
239,120,30,True,251,,1,119,and_affine_nmcts,6,8,sweep_truth_n6_5,3,balanced,Balanced,140.515,,26,0.5355970859527588,4737819096DA1DAC
132,80,15,True,166,,0,86,and_cube_beam,5,6,threshold2_n5,3,cnot_depth,CNOT-depth,95.89999999999999,,15,0.01860189437866211,FFFEFEE8
40,64,15,True,59,,0,28,sshr_h,5,6,threshold2_n5,1,cnot_depth,CNOT-depth,55.8,,15,0.002126932144165039,FFFEFEE8
6,0,6,True,6,,0,6,and_direct_anf,6,7,parity_n6,0,cnot_depth,CNOT-depth,1.62,,6,7.796287536621094e-05,6996966996696996
6,0,6,True,6,,0,6,and_mcts_factor,6,7,parity_n6,0,cnot_depth,CNOT-depth,1.62,,6,0.0001289844512939453,6996966996696996
6,0,6,True,6,,0,6,and_affine_nmcts,6,7,parity_n6,0,cnot_depth,CNOT-depth,1.62,,6,0.002393007278442383,6996966996696996
143,80,15,True,143,,1,59,and_mcts_factor,5,7,threshold2_n5,2,cnot_depth,CNOT-depth,93.77,,15,0.06940221786499023,FFFEFEE8
120,96,6,True,144,,0,66,sshr_h,6,7,parity_n6,1,cnot_depth,CNOT-depth,98.17999999999999,,6,0.02245187759399414,6996966996696996
285,180,15,True,285,,0,105,and_direct_anf,6,7,majority_n6,2,cnot_depth,CNOT-depth,196.15000000000003,,15,0.00011205673217773438,FEE8E880E8808000
272,140,34,True,279,,2,127,and_affine_nmcts,6,9,sweep_truth_n6_4,3,balanced,Balanced,162.335,,29,0.7833709716796875,72FF5D2A386ECBE0
992,640,6,True,1184,,0,544,and_cube_beam,6,7,parity_n6,4,cnot_depth,CNOT-depth,702.72,,6,0.10286903381347656,6996966996696996
325,208,15,True,371,,0,163,and_cube_beam,6,7,majority_n6,4,cnot_depth,CNOT-depth,233.01000000000002,,15,0.03242683410644531,FEE8E880E8808000
128,184,15,True,154,,0,62,sshr_h,6,7,majority_n6,2,cnot_depth,CNOT-depth,159.58,,15,0.02515721321105957,FEE8E880E8808000
545,340,35,True,545,,0,205,and_direct_anf,6,7,threshold3_n6,2,cnot_depth,CNOT-depth,368.75000000000006,,35,0.00018906593322753906,FFFEFEE8FEE8E880
49,24,5,True,58,,1,32,and_affine_nmcts,4,6,majority_n4,2,cnot_depth,CNOT-depth,33.38,,8,0.5908281803131104,E880
49,24,7,True,51,,1,25,and_affine_nmcts,4,6,threshold2_n4,2,cnot_depth,CNOT-depth,32.75,,7,0.5591881275177002,FEE8
228,116,15,True,228,,1,90,and_mcts_factor,6,8,majority_n6,2,cnot_depth,CNOT-depth,139.58,,15,0.2998478412628174,FEE8E880E8808000
348,220,35,True,422,,0,202,and_cube_beam,6,7,threshold3_n6,4,cnot_depth,CNOT-depth,249.42,,35,0.0587921142578125,FFFEFEE8FEE8E880
81,48,9,True,81,,0,33,and_direct_anf,6,7,mux_2_4,1,cnot_depth,CNOT-depth,54.59,,9,8.678436279296875e-05,FEDCBA9876543210
67,36,9,True,67,,1,29,and_mcts_factor,6,8,mux_2_4,1,cnot_depth,CNOT-depth,43.11,,9,0.00863790512084961,FEDCBA9876543210
141,184,35,True,175,,0,83,sshr_h,6,7,threshold3_n6,2,cnot_depth,CNOT-depth,163.81000000000003,,35,0.032878875732421875,FFFEFEE8FEE8E880
67,36,9,True,67,,1,29,and_affine_nmcts,6,8,mux_2_4,1,cnot_depth,CNOT-depth,43.11,,9,0.02247786521911621,FEDCBA9876543210
110,68,9,True,128,,0,60,and_cube_beam,6,7,mux_2_4,2,cnot_depth,CNOT-depth,78.83999999999999,,9,0.04851198196411133,FEDCBA9876543210
33,20,3,True,33,,0,13,and_direct_anf,4,5,adder_carry_w2,1,cnot_depth,CNOT-depth,23.709999999999997,,3,5.1975250244140625e-05,EC80
31,16,3,True,31,,1,13,and_mcts_factor,4,6,adder_carry_w2,1,cnot_depth,CNOT-depth,20.59,,3,0.0009500980377197266,EC80
228,116,15,True,228,,1,90,and_affine_nmcts,6,8,majority_n6,2,cnot_depth,CNOT-depth,139.58,,15,0.41753292083740234,FEE8E880E8808000
33,20,3,True,33,,0,13,and_cube_beam,4,5,adder_carry_w2,1,cnot_depth,CNOT-depth,23.709999999999997,,3,0.001463174819946289,EC80
34,24,3,True,42,,0,19,sshr_h,4,5,adder_carry_w2,1,cnot_depth,CNOT-depth,27.270000000000003,,3,0.00027871131896972656,EC80
109,68,7,True,109,,0,41,and_direct_anf,6,7,adder_carry_w3,2,cnot_depth,CNOT-depth,76.95,,7,7.605552673339844e-05,FEFCF8F0E0C08000
97,48,7,True,97,,1,39,and_mcts_factor,6,8,adder_carry_w3,2,cnot_depth,CNOT-depth,60.81,,7,0.03206491470336914,FEFCF8F0E0C08000
97,48,7,True,97,,1,39,and_affine_nmcts,6,8,adder_carry_w3,2,cnot_depth,CNOT-depth,60.81,,7,0.07235980033874512,FEFCF8F0E0C08000
229,144,7,True,269,,0,125,and_cube_beam,6,7,adder_carry_w3,4,cnot_depth,CNOT-depth,165.59,,7,0.04284501075744629,FEFCF8F0E0C08000
48,48,7,True,56,,0,24,sshr_h,6,7,adder_carry_w3,1,cnot_depth,CNOT-depth,46.56000000000001,,7,0.01401209831237793,FEFCF8F0E0C08000
14,8,2,True,14,,0,6,and_direct_anf,4,5,mul_w2_bit1,0,cnot_depth,CNOT-depth,8.9,,2,4.1961669921875e-05,6AC0
14,8,2,True,14,,0,6,and_mcts_factor,4,5,mul_w2_bit1,0,cnot_depth,CNOT-depth,8.9,,2,9.584426879882812e-05,6AC0
14,8,2,True,14,,0,6,and_affine_nmcts,4,5,mul_w2_bit1,0,cnot_depth,CNOT-depth,8.9,,2,0.014147281646728516,6AC0
14,8,2,True,14,,0,6,and_cube_beam,4,5,mul_w2_bit1,0,cnot_depth,CNOT-depth,8.9,,2,0.0011031627655029297,6AC0
42,36,2,True,46,,0,15,sshr_h,4,5,mul_w2_bit1,1,cnot_depth,CNOT-depth,36.79,,2,0.0002658367156982422,6AC0
40,24,4,True,40,,0,16,and_direct_anf,6,7,mul_w3_bit2,2,cnot_depth,CNOT-depth,30.16,,4,6.4849853515625e-05,1E665AAAB4CCF000
38,20,4,True,38,,1,16,and_mcts_factor,6,8,mul_w3_bit2,2,cnot_depth,CNOT-depth,27.04,,4,0.0011208057403564453,1E665AAAB4CCF000
31,16,3,True,31,,1,13,and_affine_nmcts,4,6,adder_carry_w2,1,cnot_depth,CNOT-depth,20.59,,3,0.23165607452392578,EC80
38,20,4,True,38,,1,16,and_affine_nmcts,6,8,mul_w3_bit2,2,cnot_depth,CNOT-depth,27.04,,4,0.0169069766998291,1E665AAAB4CCF000
44,48,4,True,50,,0,18,sshr_h,6,7,mul_w3_bit2,1,cnot_depth,CNOT-depth,45.300000000000004,,4,0.013708114624023438,1E665AAAB4CCF000
56,32,9,True,57,,0,25,and_direct_anf,4,5,sweep_truth_n4_0,1,cnot_depth,CNOT-depth,37.690000000000005,,9,5.888938903808594e-05,A3B1
84,40,15,True,90,,1,44,and_affine_nmcts,5,7,sweep_truth_n5_10,2,balanced,Balanced,49.15,,11,3.455780029296875,815EF6D1
52,24,9,True,53,,1,25,and_mcts_factor,4,6,sweep_truth_n4_0,1,cnot_depth,CNOT-depth,31.450000000000003,,9,0.005398988723754883,A3B1
41,24,4,True,43,,0,19,and_cube_beam,6,7,mul_w3_bit2,2,cnot_depth,CNOT-depth,30.610000000000003,,4,0.03573298454284668,1E665AAAB4CCF000
25,20,9,True,31,,0,13,sshr_h,4,5,sweep_truth_n4_0,1,cnot_depth,CNOT-depth,22.11,,9,0.0002779960632324219,A3B1
40,24,4,True,40,,0,16,and_direct_anf,4,5,sweep_truth_n4_1,1,cnot_depth,CNOT-depth,28.16,,4,4.291534423828125e-05,1C80
40,24,9,True,50,,0,26,and_cube_beam,4,5,sweep_truth_n4_0,1,cnot_depth,CNOT-depth,29.060000000000002,,9,0.001764059066772461,A3B1
38,20,4,True,38,,1,16,and_mcts_factor,4,6,sweep_truth_n4_1,1,cnot_depth,CNOT-depth,25.04,,4,0.0012469291687011719,1C80
51,32,4,True,59,,0,27,and_cube_beam,4,5,sweep_truth_n4_1,2,cnot_depth,CNOT-depth,38.970000000000006,,4,0.00026869773864746094,1C80
24,20,4,True,26,,0,8,sshr_h,4,5,sweep_truth_n4_1,1,cnot_depth,CNOT-depth,21.479999999999997,,4,0.00017118453979492188,1C80
89,52,12,True,90,,0,38,and_direct_anf,4,5,sweep_truth_n4_2,2,cnot_depth,CNOT-depth,61.40000000000001,,12,6.699562072753906e-05,667
75,40,12,True,76,,1,34,and_mcts_factor,4,6,sweep_truth_n4_2,2,cnot_depth,CNOT-depth,49.92,,12,0.01866006851196289,667
70,32,15,True,70,,1,34,and_affine_nmcts,5,7,majority_n5,2,cnot_depth,CNOT-depth,43.34,,6,0.9445071220397949,FEE8E880
52,32,12,True,68,,0,36,and_cube_beam,4,5,sweep_truth_n4_2,2,cnot_depth,CNOT-depth,39.96,,12,0.001705169677734375,667
31,40,12,True,39,,0,17,sshr_h,4,5,sweep_truth_n4_2,1,cnot_depth,CNOT-depth,36.87,,12,0.0002701282501220703,667
83,48,11,True,83,,0,35,and_direct_anf,4,5,sweep_truth_n4_3,2,cnot_depth,CNOT-depth,57.13,,11,6.699562072753906e-05,BDD6
56,60,9,True,78,,0,45,sshr_h,6,7,mux_2_4,1,cnot_depth,CNOT-depth,57.77,,9,0.42402195930480957,FEDCBA9876543210
71,32,11,True,71,,1,33,and_mcts_factor,4,6,sweep_truth_n4_3,2,cnot_depth,CNOT-depth,43.589999999999996,,11,0.019600868225097656,BDD6
53,32,11,True,62,,0,30,and_cube_beam,4,5,sweep_truth_n4_3,2,cnot_depth,CNOT-depth,39.599999999999994,,11,0.0035140514373779297,BDD6
37,36,11,True,53,,0,29,sshr_h,4,5,sweep_truth_n4_3,1,cnot_depth,CNOT-depth,36.59,,11,0.0005068778991699219,BDD6
74,44,8,True,74,,0,30,and_direct_anf,4,5,sweep_truth_n4_4,1,cnot_depth,CNOT-depth,50.14,,8,7.176399230957031e-05,4668
64,32,8,True,64,,1,28,and_mcts_factor,4,6,sweep_truth_n4_4,1,cnot_depth,CNOT-depth,39.72,,8,0.007454872131347656,4668
31,16,9,True,33,,0,17,and_affine_nmcts,4,5,sweep_truth_n4_0,1,cnot_depth,CNOT-depth,20.790000000000003,,5,0.20915675163269043,A3B1
58,36,8,True,72,,0,36,and_cube_beam,4,5,sweep_truth_n4_4,2,cnot_depth,CNOT-depth,43.96,,8,0.0017158985137939453,4668
36,24,8,True,42,,0,19,sshr_h,4,5,sweep_truth_n4_4,1,cnot_depth,CNOT-depth,27.630000000000003,,8,0.00028014183044433594,4668
43,24,8,True,44,,0,20,and_direct_anf,4,5,sweep_truth_n4_5,2,cnot_depth,CNOT-depth,31.06,,8,5.793571472167969e-05,3EB1
41,20,8,True,42,,1,20,and_mcts_factor,4,6,sweep_truth_n4_5,2,cnot_depth,CNOT-depth,27.939999999999998,,8,0.0020799636840820312,3EB1
38,20,4,True,38,,1,16,and_affine_nmcts,4,6,sweep_truth_n4_1,1,cnot_depth,CNOT-depth,25.04,,4,0.2194831371307373,1C80
