name,n,profile,term_count,method,score,T,CNOT,depth,gates,peak_ancilla,time_s,anf_verified,plan_nodes,plan_mismatches
terms_n20_0031_shallow,20,shallow,31,screen_single,173.79500000000002,156,267,267,111,1,0.002467042002535891,True,3,0
terms_n20_0032_mixed,20,mixed,85,adaptive_all_depth,793.9150000000001,716,1155,1155,439,5,0.28903183399961563,True,7,0
terms_n20_0032_mixed,20,mixed,85,depth2_guard_direct,793.9150000000001,716,1155,1155,439,5,0.23276745899784146,True,7,0
terms_n20_0032_mixed,20,mixed,85,depth_policy,793.9150000000001,716,1155,1155,439,5,0.23276745899784146,True,7,0
terms_n20_0032_mixed,20,mixed,85,direct_logical_and,1022.725,928,1477,1477,549,4,7.080016075633466e-07,True,1,0
terms_n20_0032_mixed,20,mixed,85,screen_depth1,819.885,740,1189,1189,449,5,0.04886445800366346,True,5,0
terms_n20_0032_mixed,20,mixed,85,screen_depth2,793.9150000000001,716,1155,1155,439,5,0.23276745899784146,True,7,0
terms_n20_0032_mixed,20,mixed,85,screen_single,885.2,800,1280,1280,480,5,0.007399916998110712,True,3,0
terms_n20_0033_deep,20,deep,183,adaptive_all_depth,1852.2450000000001,1680,2693,2693,1013,7,0.7021972509974148,True,7,0
terms_n20_0033_deep,20,deep,183,depth2_guard_direct,1852.2450000000001,1680,2693,2693,1013,7,0.5672386669975822,True,7,0
terms_n20_0033_deep,20,deep,183,depth_policy,1852.2450000000001,1680,2693,2693,1013,7,0.5672386669975822,True,7,0
terms_n20_0033_deep,20,deep,183,direct_logical_and,2100.845,1908,3045,3045,1137,7,7.500057108700275e-07,True,1,0
terms_n20_0033_deep,20,deep,183,screen_depth1,1917.6250000000002,1740,2785,2785,1045,7,0.1179182919950108,True,5,0
terms_n20_0033_deep,20,deep,183,screen_depth2,1852.2450000000001,1680,2693,2693,1013,7,0.5672386669975822,True,7,0
terms_n20_0033_deep,20,deep,183,screen_single,2000.5349999999999,1816,2903,2903,1087,7,0.017040292004821822,True,3,0
terms_n20_0034_shallow,20,shallow,91,adaptive_all_depth,820.2749999999999,740,1195,1195,455,5,0.30243712398805656,True,7,0
terms_n20_0034_shallow,20,shallow,91,depth2_guard_direct,820.2749999999999,740,1195,1195,455,5,0.24307158299779985,True,7,0
terms_n20_0034_shallow,20,shallow,91,depth_policy,820.2749999999999,740,1195,1195,455,5,0.24307158299779985,True,7,0
terms_n20_0034_shallow,20,shallow,91,direct_logical_and,1053.565,956,1525,1525,569,4,7.080016075633466e-07,True,1,0
terms_n20_0034_shallow,20,shallow,91,screen_depth1,837.545,756,1217,1217,461,5,0.05122833299537888,True,5,0
terms_n20_0034_shallow,20,shallow,91,screen_depth2,820.2749999999999,740,1195,1195,455,5,0.24307158299779985,True,7,0
terms_n20_0034_shallow,20,shallow,91,screen_single,933.44,844,1352,1352,508,5,0.008137207994877826,True,3,0
terms_n20_0035_mixed,20,mixed,113,adaptive_all_depth,1135.36,1028,1656,1656,628,5,0.4052002089956659,True,7,0
terms_n20_0035_mixed,20,mixed,113,depth2_guard_direct,1135.36,1028,1656,1656,628,5,0.3296554170010495,True,7,0
terms_n20_0035_mixed,20,mixed,113,depth_policy,1135.36,1028,1656,1656,628,5,0.3296554170010495,True,7,0
terms_n20_0035_mixed,20,mixed,113,direct_logical_and,1246.395,1132,1811,1811,679,4,8.33999365568161e-07,True,1,0
terms_n20_0035_mixed,20,mixed,113,screen_depth1,1172.3799999999999,1064,1708,1708,644,4,0.06578483399789548,True,5,0
terms_n20_0035_mixed,20,mixed,113,screen_depth2,1135.36,1028,1656,1656,628,5,0.3296554170010495,True,7,0
terms_n20_0035_mixed,20,mixed,113,screen_single,1202.83,1092,1750,1750,658,4,0.009759957996720914,True,3,0
terms_n20_0036_deep,20,deep,128,adaptive_all_depth,965.9699999999999,872,1426,1426,554,5,0.4509850419999566,True,7,0
terms_n20_0036_deep,20,deep,128,depth2_guard_direct,965.9699999999999,872,1426,1426,554,5,0.3613619160023518,True,7,0
terms_n20_0036_deep,20,deep,128,depth_policy,965.9699999999999,872,1426,1426,554,5,0.3613619160023518,True,7,0
terms_n20_0036_deep,20,deep,128,direct_logical_and,1221.2699999999998,1108,1790,1790,682,4,9.57996235229075e-07,True,1,0
terms_n20_0036_deep,20,deep,128,screen_depth1,1022.585,924,1505,1505,581,5,0.07793383399985032,True,5,0
terms_n20_0036_deep,20,deep,128,screen_depth2,965.9699999999999,872,1426,1426,554,5,0.3613619160023518,True,7,0
terms_n20_0036_deep,20,deep,128,screen_single,1096.795,992,1611,1611,619,5,0.01168929199775448,True,3,0
terms_n20_0037_shallow,20,shallow,66,adaptive_all_depth,632.1199999999999,568,920,920,352,5,0.08718191600200953,True,5,0
terms_n20_0037_shallow,20,shallow,66,depth2_guard_direct,632.1199999999999,568,920,920,352,5,0.05013333300303202,True,5,0
terms_n20_0037_shallow,20,shallow,66,depth_policy,632.1199999999999,568,920,920,352,5,0.05013333300303202,True,5,0
terms_n20_0037_shallow,20,shallow,66,direct_logical_and,686.5400000000001,620,996,996,376,4,6.659975042566657e-07,True,1,0
terms_n20_0037_shallow,20,shallow,66,screen_depth1,632.1199999999999,568,920,920,352,5,0.0314338329990278,True,5,0
terms_n20_0037_shallow,20,shallow,66,screen_depth2,632.1199999999999,568,920,920,352,5,0.05013333300303202,True,5,0
terms_n20_0037_shallow,20,shallow,66,screen_single,636.275,572,923,923,351,5,0.005614749999949709,True,3,0
terms_n20_0038_mixed,20,mixed,89,adaptive_all_depth,1007.3899999999999,912,1454,1454,542,5,0.3130248740053503,True,7,0
terms_n20_0038_mixed,20,mixed,89,depth2_guard_direct,1007.3899999999999,912,1454,1454,542,5,0.2527708330017049,True,7,0
terms_n20_0038_mixed,20,mixed,89,depth_policy,1007.3899999999999,912,1454,1454,542,5,0.2527708330017049,True,7,0
terms_n20_0038_mixed,20,mixed,89,direct_logical_and,1198.985,1088,1721,1721,633,5,5.419933586381376e-07,True,1,0
terms_n20_0038_mixed,20,mixed,89,screen_depth1,1055.24,956,1520,1520,564,5,0.052429583003686275,True,5,0
terms_n20_0038_mixed,20,mixed,89,screen_depth2,1007.3899999999999,912,1454,1454,542,5,0.2527708330017049,True,7,0
terms_n20_0038_mixed,20,mixed,89,screen_single,1107.4400000000003,1004,1592,1592,588,5,0.007824457999959122,True,3,0
terms_n20_0039_deep,20,deep,157,adaptive_all_depth,1291.82,1168,1900,1900,732,6,0.5822083320017555,True,7,0
terms_n20_0039_deep,20,deep,157,depth2_guard_direct,1291.82,1168,1900,1900,732,6,0.4710289159993408,True,7,0
terms_n20_0039_deep,20,deep,157,depth_policy,1291.82,1168,1900,1900,732,6,0.4710289159993408,True,7,0
terms_n20_0039_deep,20,deep,157,direct_logical_and,1553.405,1408,2269,2269,861,6,7.499984349124134e-07,True,1,0
terms_n20_0039_deep,20,deep,157,screen_depth1,1348.5,1220,1980,1980,760,6,0.09673516600014409,True,5,0
terms_n20_0039_deep,20,deep,157,screen_depth2,1291.82,1168,1900,1900,732,6,0.4710289159993408,True,7,0
terms_n20_0039_deep,20,deep,157,screen_single,1431.28,1296,2096,2096,800,6,0.014444250002270564,True,3,0
terms_n20_0040_shallow,20,shallow,38,adaptive_all_depth,219.75,196,334,334,138,2,0.024454083999444265,True,3,0
terms_n20_0040_shallow,20,shallow,38,depth2_guard_direct,219.75,196,334,334,138,2,0.010721167003794108,True,3,0
terms_n20_0040_shallow,20,shallow,38,depth_policy,219.75,196,334,334,138,2,0.010781874996609986,True,3,0
terms_n20_0040_shallow,20,shallow,38,direct_logical_and,230.67,208,350,350,142,1,6.659975042566657e-07,True,1,0
terms_n20_0040_shallow,20,shallow,38,screen_depth1,219.75,196,334,334,138,2,0.010781874996609986,True,3,0
terms_n20_0040_shallow,20,shallow,38,screen_depth2,219.75,196,334,334,138,2,0.010721167003794108,True,3,0
terms_n20_0040_shallow,20,shallow,38,screen_single,219.75,196,334,334,138,2,0.0029510419990401715,True,3,0
terms_n20_0041_mixed,20,mixed,93,adaptive_all_depth,707.695,636,1047,1047,411,5,0.3207370840027579,True,7,0
terms_n20_0041_mixed,20,mixed,93,depth2_guard_direct,707.695,636,1047,1047,411,5,0.25834954200399807,True,7,0
terms_n20_0041_mixed,20,mixed,93,depth_policy,707.695,636,1047,1047,411,5,0.25834954200399807,True,7,0
terms_n20_0041_mixed,20,mixed,93,direct_logical_and,818.795,740,1203,1203,463,4,5.830006557516754e-07,True,1,0
terms_n20_0041_mixed,20,mixed,93,screen_depth1,725.0299999999999,652,1070,1070,418,5,0.0540962499944726,True,5,0
terms_n20_0041_mixed,20,mixed,93,screen_depth2,707.695,636,1047,1047,411,5,0.25834954200399807,True,7,0
terms_n20_0041_mixed,20,mixed,93,screen_single,755.48,680,1112,1112,432,5,0.008291292004287243,True,3,0
terms_n20_0042_deep,20,deep,206,adaptive_all_depth,2283.935,2076,3303,3303,1227,7,0.7890077499905601,True,7,0
terms_n20_0042_deep,20,deep,206,depth2_guard_direct,2283.935,2076,3303,3303,1227,7,0.6389460419959505,True,7,0
terms_n20_0042_deep,20,deep,206,depth_policy,2283.935,2076,3303,3303,1227,7,0.6389460419959505,True,7,0
terms_n20_0042_deep,20,deep,206,direct_logical_and,2698.29,2456,3890,3890,1434,7,5.830006557516754e-07,True,1,0
terms_n20_0042_deep,20,deep,206,screen_depth1,2410.4100000000003,2192,3482,3482,1290,7,0.13067479199526133,True,5,0
terms_n20_0042_deep,20,deep,206,screen_depth2,2283.935,2076,3303,3303,1227,7,0.6389460419959505,True,7,0
terms_n20_0042_deep,20,deep,206,screen_single,2541.2999999999997,2312,3668,3668,1356,7,0.019386915999348275,True,3,0
terms_n20_0043_shallow,20,shallow,50,adaptive_all_depth,276.665,244,417,417,173,4,0.0488204580033198,True,5,0
terms_n20_0043_shallow,20,shallow,50,depth2_guard_direct,276.665,244,417,417,173,4,0.03025283299939474,True,5,0
terms_n20_0043_shallow,20,shallow,50,depth_policy,276.665,244,417,417,173,4,0.014554458000930026,True,5,0
terms_n20_0043_shallow,20,shallow,50,direct_logical_and,352.9,316,524,524,208,3,6.659975042566657e-07,True,1,0
terms_n20_0043_shallow,20,shallow,50,screen_depth1,276.665,244,417,417,173,4,0.014554458000930026,True,5,0
terms_n20_0043_shallow,20,shallow,50,screen_depth2,276.665,244,417,417,173,4,0.03025283299939474,True,5,0
terms_n20_0043_shallow,20,shallow,50,screen_single,302.69999999999993,268,452,452,184,4,0.004013167002995033,True,3,0
terms_n20_0044_mixed,20,mixed,121,adaptive_all_depth,1196.6499999999999,1084,1746,1746,662,5,0.43237804299860727,True,7,0
terms_n20_0044_mixed,20,mixed,121,depth2_guard_direct,1196.6499999999999,1084,1746,1746,662,5,0.3500439589988673,True,7,0
terms_n20_0044_mixed,20,mixed,121,depth_policy,1196.6499999999999,1084,1746,1746,662,5,0.3500439589988673,True,7,0
terms_n20_0044_mixed,20,mixed,121,direct_logical_and,1333.915,1212,1939,1939,727,4,7.919952622614801e-07,True,1,0
terms_n20_0044_mixed,20,mixed,121,screen_depth1,1213.9850000000001,1100,1769,1769,669,5,0.07152724999468774,True,5,0
terms_n20_0044_mixed,20,mixed,121,screen_depth2,1196.6499999999999,1084,1746,1746,662,5,0.3500439589988673,True,7,0
terms_n20_0044_mixed,20,mixed,121,screen_single,1240.02,1124,1804,1804,680,5,0.010806834005052224,True,3,0
terms_n20_0045_deep,20,deep,129,adaptive_all_depth,1272.86,1152,1852,1852,700,6,0.46594887500396,True,7,0
terms_n20_0045_deep,20,deep,129,depth2_guard_direct,1272.86,1152,1852,1852,700,6,0.37614420799945947,True,7,0
terms_n20_0045_deep,20,deep,129,depth_policy,1272.86,1152,1852,1852,700,6,0.37614420799945947,True,7,0
terms_n20_0045_deep,20,deep,129,direct_logical_and,1434.135,1300,2079,2079,779,6,7.089984137564898e-07,True,1,0
terms_n20_0045_deep,20,deep,129,screen_depth1,1303.2450000000001,1180,1893,1893,713,6,0.07789016699825879,True,5,0
terms_n20_0045_deep,20,deep,129,screen_depth2,1272.86,1152,1852,1852,700,6,0.37614420799945947,True,7,0
terms_n20_0045_deep,20,deep,129,screen_single,1342.46,1216,1948,1948,732,6,0.011914500006241724,True,3,0
terms_n20_0046_shallow,20,shallow,62,adaptive_all_depth,527.46,472,772,772,300,5,0.0699792910090764,True,5,0
terms_n20_0046_shallow,20,shallow,62,depth2_guard_direct,527.46,472,772,772,300,5,0.04072445800557034,True,5,0
terms_n20_0046_shallow,20,shallow,62,depth_policy,527.46,472,772,772,300,5,0.024088582998956554,True,5,0
terms_n20_0046_shallow,20,shallow,62,direct_logical_and,586.2299999999999,528,854,854,326,4,7.499984349124134e-07,True,1,0
terms_n20_0046_shallow,20,shallow,62,screen_depth1,527.46,472,772,772,300,5,0.024088582998956554,True,5,0
terms_n20_0046_shallow,20,shallow,62,screen_depth2,527.46,472,772,772,300,5,0.04072445800557034,True,5,0
terms_n20_0046_shallow,20,shallow,62,screen_single,540.38,484,788,788,304,5,0.005166250004549511,True,3,0
terms_n20_0047_mixed,20,mixed,115,adaptive_all_depth,1243.5900000000001,1128,1798,1798,670,5,0.4127208330028225,True,7,0
terms_n20_0047_mixed,20,mixed,115,depth2_guard_direct,1243.5900000000001,1128,1798,1798,670,5,0.3334182079997845,True,7,0
terms_n20_0047_mixed,20,mixed,115,depth_policy,1243.5900000000001,1128,1798,1798,670,5,0.3334182079997845,True,7,0
terms_n20_0047_mixed,20,mixed,115,direct_logical_and,1579.125,1436,2269,2269,833,5,7.499984349124134e-07,True,1,0
terms_n20_0047_mixed,20,mixed,115,screen_depth1,1317.605,1196,1901,1901,705,5,0.0689946249985951,True,5,0
terms_n20_0047_mixed,20,mixed,115,screen_depth2,1243.5900000000001,1128,1798,1798,670,5,0.3334182079997845,True,7,0
terms_n20_0047_mixed,20,mixed,115,screen_single,1444.015,1312,2079,2079,767,5,0.010308000004442874,True,3,0
terms_n22_0000_mixed,22,mixed,107,adaptive_all_depth,1074.0049999999999,972,1565,1565,593,5,0.4524072500062175,True,7,0
terms_n22_0000_mixed,22,mixed,107,depth2_guard_direct,1074.0049999999999,972,1565,1565,593,5,0.3683157920022495,True,7,0
terms_n22_0000_mixed,22,mixed,107,depth_policy,1074.0049999999999,972,1565,1565,593,5,0.3683157920022495,True,7,0
terms_n22_0000_mixed,22,mixed,107,direct_logical_and,1169.705,1060,1697,1697,637,5,8.749993867240846e-07,True,1,0
terms_n22_0000_mixed,22,mixed,107,screen_depth1,1091.34,988,1588,1588,600,5,0.07319624999945518,True,5,0
terms_n22_0000_mixed,22,mixed,107,screen_depth2,1074.0049999999999,972,1565,1565,593,5,0.3683157920022495,True,7,0
terms_n22_0000_mixed,22,mixed,107,screen_single,1108.675,1004,1611,1611,607,5,0.010895208004512824,True,3,0
terms_n22_0001_deep,22,deep,153,adaptive_all_depth,1315.505,1188,1929,1929,741,7,0.6603660420078086,True,7,0
terms_n22_0001_deep,22,deep,153,depth2_guard_direct,1315.505,1188,1929,1929,741,7,0.5335780419991352,True,7,0
terms_n22_0001_deep,22,deep,153,depth_policy,1315.505,1188,1929,1929,741,7,0.5335780419991352,True,7,0
terms_n22_0001_deep,22,deep,153,direct_logical_and,1498.595,1356,2187,2187,831,7,7.499984349124134e-07,True,1,0
terms_n22_0001_deep,22,deep,153,screen_depth1,1359.0049999999999,1228,1989,1989,761,7,0.11033070800476708,True,5,0
terms_n22_0001_deep,22,deep,153,screen_depth2,1315.505,1188,1929,1929,741,7,0.5335780419991352,True,7,0
terms_n22_0001_deep,22,deep,153,screen_single,1411.3349999999998,1276,2063,2063,787,7,0.016457292003906332,True,3,0
terms_n22_0002_shallow,22,shallow,69,adaptive_all_depth,456.38,408,684,684,276,4,0.26262345800205367,True,7,0
terms_n22_0002_shallow,22,shallow,69,depth2_guard_direct,456.38,408,684,684,276,4,0.21260995799821103,True,7,0
terms_n22_0002_shallow,22,shallow,69,depth_policy,456.38,408,684,684,276,4,0.21260995799821103,True,7,0
terms_n22_0002_shallow,22,shallow,69,direct_logical_and,523.785,472,777,777,305,3,5.840047379024327e-07,True,1,0
terms_n22_0002_shallow,22,shallow,69,screen_depth1,469.3,420,700,700,280,4,0.04342504200030817,True,5,0
terms_n22_0002_shallow,22,shallow,69,screen_depth2,456.38,408,684,684,276,4,0.21260995799821103,True,7,0
terms_n22_0002_shallow,22,shallow,69,screen_single,491.04999999999995,440,730,730,290,4,0.00658845800353447,True,3,0
terms_n22_0003_mixed,22,mixed,127,adaptive_all_depth,1134.27,1028,1670,1670,642,4,0.5249812069960171,True,7,0
terms_n22_0003_mixed,22,mixed,127,depth2_guard_direct,1134.27,1028,1670,1670,642,4,0.42639191600028425,True,7,0
terms_n22_0003_mixed,22,mixed,127,depth_policy,1134.27,1028,1670,1670,642,4,0.42639191600028425,True,7,0
terms_n22_0003_mixed,22,mixed,127,direct_logical_and,1240.9550000000002,1128,1819,1819,691,3,9.57996235229075e-07,True,1,0
terms_n22_0003_mixed,22,mixed,127,screen_depth1,1155.955,1048,1699,1699,651,4,0.08569029099453473,True,5,0
terms_n22_0003_mixed,22,mixed,127,screen_depth2,1134.27,1028,1670,1670,642,4,0.42639191600028425,True,7,0
terms_n22_0003_mixed,22,mixed,127,screen_single,1181.9899999999998,1072,1734,1734,662,4,0.012899000001198146,True,3,0
terms_n22_0004_deep,22,deep,209,adaptive_all_depth,2393.4,2176,3464,3464,1288,7,0.9806459999963408,True,7,0
terms_n22_0004_deep,22,deep,209,depth2_guard_direct,2393.4,2176,3464,3464,1288,7,0.7937170000004699,True,7,0
terms_n22_0004_deep,22,deep,209,depth_policy,2393.4,2176,3464,3464,1288,7,0.7937170000004699,True,7,0
terms_n22_0004_deep,22,deep,209,direct_logical_and,2676.735,2436,3863,3863,1427,7,7.919952622614801e-07,True,1,0
terms_n22_0004_deep,22,deep,209,screen_depth1,2471.8300000000004,2248,3574,3574,1326,7,0.1628816669981461,True,5,0
terms_n22_0004_deep,22,deep,209,screen_depth2,2393.4,2176,3464,3464,1288,7,0.7937170000004699,True,7,0
terms_n22_0004_deep,22,deep,209,screen_single,2563.375,2332,3703,3703,1371,7,0.02404733299772488,True,3,0
terms_n22_0005_shallow,22,shallow,46,adaptive_all_depth,326.32,288,480,480,192,5,0.10899883398815291,True,5,0
terms_n22_0005_shallow,22,shallow,46,depth2_guard_direct,326.32,288,480,480,192,5,0.07540429199434584,True,5,0
terms_n22_0005_shallow,22,shallow,46,depth_policy,326.32,288,480,480,192,5,0.07540429199434584,True,5,0
terms_n22_0005_shallow,22,shallow,46,direct_logical_and,402.49,360,586,586,226,4,5.420006345957518e-07,True,1,0
terms_n22_0005_shallow,22,shallow,46,screen_depth1,326.32,288,480,480,192,5,0.029195791998063214,True,5,0
terms_n22_0005_shallow,22,shallow,46,screen_depth2,326.32,288,480,480,192,5,0.07540429199434584,True,5,0
terms_n22_0005_shallow,22,shallow,46,screen_single,352.28999999999996,312,514,514,202,5,0.004398749995743856,True,3,0
terms_n22_0006_mixed,22,mixed,83,adaptive_all_depth,745.805,672,1085,1085,413,5,0.2803531660028966,True,7,0
terms_n22_0006_mixed,22,mixed,83,depth2_guard_direct,745.805,672,1085,1085,413,5,0.21668404099909822,True,7,0
terms_n22_0006_mixed,22,mixed,83,depth_policy,745.805,672,1085,1085,413,5,0.21668404099909822,True,7,0
terms_n22_0006_mixed,22,mixed,83,direct_logical_and,987.795,896,1427,1427,531,4,6.67001586407423e-07,True,1,0
terms_n22_0006_mixed,22,mixed,83,screen_depth1,758.7249999999999,684,1101,1101,417,5,0.05516791700210888,True,5,0
terms_n22_0006_mixed,22,mixed,83,screen_depth2,745.805,672,1085,1085,413,5,0.21668404099909822,True,7,0
terms_n22_0006_mixed,22,mixed,83,screen_single,854.62,772,1236,1236,464,5,0.00850120800168952,True,3,0
terms_n22_0007_deep,22,deep,120,adaptive_all_depth,1168.2,1056,1704,1704,648,6,0.5090126239956589,True,7,0
terms_n22_0007_deep,22,deep,120,depth2_guard_direct,1168.2,1056,1704,1704,648,6,0.41276854099851334,True,7,0
terms_n22_0007_deep,22,deep,120,depth_policy,1168.2,1056,1704,1704,648,6,0.41276854099851334,True,7,0
terms_n22_0007_deep,22,deep,120,direct_logical_and,1333.5,1208,1932,1932,724,6,7.089984137564898e-07,True,1,0
terms_n22_0007_deep,22,deep,120,screen_depth1,1209.285,1092,1757,1757,665,7,0.08358216699707555,True,5,0
terms_n22_0007_deep,22,deep,120,screen_depth2,1168.2,1056,1704,1704,648,6,0.41276854099851334,True,7,0
terms_n22_0007_deep,22,deep,120,screen_single,1250.72,1132,1816,1816,684,6,0.01266191600007005,True,3,0
terms_n22_0008_shallow,22,shallow,49,adaptive_all_depth,365.21,324,530,530,206,5,0.03737791800085688,True,5,0
terms_n22_0008_shallow,22,shallow,49,depth2_guard_direct,365.21,324,530,530,206,5,0.013141916999302339,True,5,0
terms_n22_0008_shallow,22,shallow,49,depth_policy,365.21,324,530,530,206,5,0.013141916999302339,True,5,0
terms_n22_0008_shallow,22,shallow,49,direct_logical_and,520.135,468,751,751,283,4,4.999965312890708e-07,True,1,0
terms_n22_0008_shallow,22,shallow,49,screen_depth1,365.21,324,530,530,206,5,0.013141916999302339,True,5,0
terms_n22_0008_shallow,22,shallow,49,screen_depth2,365.21,324,530,530,206,5,0.019431334003456868,True,5,0
terms_n22_0008_shallow,22,shallow,49,screen_single,443.64000000000004,396,640,640,244,5,0.004804666998097673,True,3,0
terms_n22_0009_mixed,22,mixed,86,adaptive_all_depth,511.295,456,767,767,311,5,0.32753354100714205,True,7,0
terms_n22_0009_mixed,22,mixed,86,depth2_guard_direct,511.295,456,767,767,311,5,0.2640644160055672,True,7,0
terms_n22_0009_mixed,22,mixed,86,depth_policy,511.295,456,767,767,311,5,0.2640644160055672,True,7,0
terms_n22_0009_mixed,22,mixed,86,direct_logical_and,657.3900000000001,592,974,974,382,4,7.920025382190943e-07,True,1,0
terms_n22_0009_mixed,22,mixed,86,screen_depth1,528.63,472,790,790,318,5,0.0550001669980702,True,5,0
terms_n22_0009_mixed,22,mixed,86,screen_depth2,511.295,456,767,767,311,5,0.2640644160055672,True,7,0
terms_n22_0009_mixed,22,mixed,86,screen_single,550.3149999999999,492,819,819,327,5,0.008468958003504667,True,3,0
terms_n22_0010_deep,22,deep,100,adaptive_all_depth,694.425,620,1025,1025,405,7,0.39723216699348995,True,7,0
terms_n22_0010_deep,22,deep,100,depth2_guard_direct,694.425,620,1025,1025,405,7,0.3197091249967343,True,7,0
terms_n22_0010_deep,22,deep,100,depth_policy,694.425,620,1025,1025,405,7,0.3197091249967343,True,7,0
terms_n22_0010_deep,22,deep,100,direct_logical_and,875.45,788,1282,1282,494,6,1.0420044418424368e-06,True,1,0
terms_n22_0010_deep,22,deep,100,screen_depth1,720.525,644,1061,1061,417,7,0.06731579200277338,True,5,0
terms_n22_0010_deep,22,deep,100,screen_depth2,694.425,620,1025,1025,405,7,0.3197091249967343,True,7,0
terms_n22_0010_deep,22,deep,100,screen_single,796.9549999999999,716,1171,1171,455,6,0.01020724999398226,True,3,0
terms_n22_0011_shallow,22,shallow,44,adaptive_all_depth,541.56,488,776,776,288,4,0.012865665994468145,True,1,0
terms_n22_0011_shallow,22,shallow,44,depth2_guard_direct,541.56,488,776,776,288,4,0.004285707997041754,True,1,0
terms_n22_0011_shallow,22,shallow,44,depth_policy,541.56,488,776,776,288,4,0.004285707997041754,True,1,0
terms_n22_0011_shallow,22,shallow,44,direct_logical_and,541.56,488,776,776,288,4,1.124994014389813e-06,True,1,0
terms_n22_0011_shallow,22,shallow,44,screen_depth1,541.56,488,776,776,288,4,0.004150125001615379,True,1,0
terms_n22_0011_shallow,22,shallow,44,screen_depth2,541.56,488,776,776,288,4,0.004285707997041754,True,1,0
terms_n22_0011_shallow,22,shallow,44,screen_single,541.56,488,776,776,288,4,0.004429832995811012,True,1,0
terms_n22_0012_mixed,22,mixed,123,adaptive_all_depth,967.775,872,1423,1423,551,6,0.5091336679979577,True,7,0
terms_n22_0012_mixed,22,mixed,123,depth2_guard_direct,967.775,872,1423,1423,551,6,0.41039808400091715,True,7,0
terms_n22_0012_mixed,22,mixed,123,depth_policy,967.775,872,1423,1423,551,6,0.41039808400091715,True,7,0
terms_n22_0012_mixed,22,mixed,123,direct_logical_and,1172.745,1060,1713,1713,653,6,7.090056897141039e-07,True,1,0
terms_n22_0012_mixed,22,mixed,123,screen_depth1,989.46,892,1452,1452,560,6,0.08574579199921573,True,5,0
terms_n22_0012_mixed,22,mixed,123,screen_depth2,967.775,872,1423,1423,551,6,0.41039808400091715,True,7,0
terms_n22_0012_mixed,22,mixed,123,screen_single,1059.255,956,1551,1551,595,6,0.012989791997824796,True,3,0
terms_n22_0013_deep,22,deep,144,adaptive_all_depth,1438.6799999999998,1304,2088,2088,784,6,0.6067661670022062,True,7,0
terms_n22_0013_deep,22,deep,144,depth2_guard_direct,1438.6799999999998,1304,2088,2088,784,6,0.489907208000659,True,7,0
terms_n22_0013_deep,22,deep,144,depth_policy,1438.6799999999998,1304,2088,2088,784,6,0.489907208000659,True,7,0
terms_n22_0013_deep,22,deep,144,direct_logical_and,1737.61,1580,2514,2514,934,5,9.590003173798323e-07,True,1,0
terms_n22_0013_deep,22,deep,144,screen_depth1,1517.24,1376,2200,2200,824,6,0.1014671669981908,True,5,0
terms_n22_0013_deep,22,deep,144,screen_depth2,1438.6799999999998,1304,2088,2088,784,6,0.489907208000659,True,7,0
terms_n22_0013_deep,22,deep,144,screen_single,1611.2,1464,2336,2336,872,5,0.015391792003356386,True,3,0
terms_n22_0014_shallow,22,shallow,51,adaptive_all_depth,381.67499999999995,344,571,571,227,2,0.0408383759931894,True,5,0
terms_n22_0014_shallow,22,shallow,51,depth2_guard_direct,381.67499999999995,344,571,571,227,2,0.021979208999255206,True,5,0
terms_n22_0014_shallow,22,shallow,51,depth_policy,381.67499999999995,344,571,571,227,2,0.013943416997790337,True,5,0
terms_n22_0014_shallow,22,shallow,51,direct_logical_and,407.51500000000004,368,603,603,235,2,7.90998456068337e-07,True,1,0
terms_n22_0014_shallow,22,shallow,51,screen_depth1,381.67499999999995,344,571,571,227,2,0.013943416997790337,True,5,0
terms_n22_0014_shallow,22,shallow,51,screen_depth2,381.67499999999995,344,571,571,227,2,0.021979208999255206,True,5,0
terms_n22_0014_shallow,22,shallow,51,screen_single,394.595,356,587,587,231,2,0.004915749996143859,True,3,0
terms_n22_0015_mixed,22,mixed,129,adaptive_all_depth,1331.72,1208,1935,1936,728,5,0.5397122920039692,True,7,0
terms_n22_0015_mixed,22,mixed,129,depth2_guard_direct,1331.72,1208,1935,1936,728,5,0.43627045799803454,True,7,0
terms_n22_0015_mixed,22,mixed,129,depth_policy,1331.72,1208,1935,1936,728,5,0.43627045799803454,True,7,0
terms_n22_0015_mixed,22,mixed,129,direct_logical_and,1556.245,1416,2252,2253,837,4,6.669943104498088e-07,True,1,0
terms_n22_0015_mixed,22,mixed,129,screen_depth1,1397.0349999999999,1268,2026,2027,759,5,0.08984616700035986,True,5,0
terms_n22_0015_mixed,22,mixed,129,screen_depth2,1331.72,1208,1935,1936,728,5,0.43627045799803454,True,7,0
terms_n22_0015_mixed,22,mixed,129,screen_single,1466.6350000000002,1332,2122,2123,791,5,0.013595667005574796,True,3,0
terms_n22_0016_deep,22,deep,184,adaptive_all_depth,1604.165,1452,2349,2349,897,7,0.8171707930014236,True,7,0
terms_n22_0016_deep,22,deep,184,depth2_guard_direct,1604.165,1452,2349,2349,897,7,0.6597223339995253,True,7,0
terms_n22_0016_deep,22,deep,184,depth_policy,1604.165,1452,2349,2349,897,7,0.6597223339995253,True,7,0
