correct,functions,mean_depth,mean_peak_ancilla,mean_score,mean_time_s,method,n,total_CNOT,total_T
6,6,30542.5,3.0,21331.242499999997,20.71221609910329,and_resource_nmcts_screen_gate,20,183255,117212
