CNOT,T,anf_terms,budget,candidate_top_k,correct,depth,explicit_ancilla,gates,max_polarities,mcts_simulations,method,model,n,n_qubits,name,neural_mcts_simulations,peak_ancilla,score,skipped,terms,time_s,truth_table_hex,variant
75,36,20,top8_s8_n12,8,True,83,1,43,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_31,12,2,44.675,,11,0.278857946395874,7412B293,no_prior
84,40,18,top8_s8_n12,8,True,90,1,46,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_22,12,2,49.17,,14,2.3530449867248535,4A15544D,no_prior
75,36,20,top8_s8_n12,8,True,83,1,43,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_31,12,2,44.675,,11,0.1510179042816162,7412B293,no_prior
90,40,15,top8_s8_n12,8,True,95,1,49,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_32,12,2,49.515,,11,0.18099403381347656,A2BC372F,no_prior
90,40,15,top8_s8_n12,8,True,95,1,49,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_32,12,2,49.515,,11,0.20322203636169434,A2BC372F,no_prior
86,44,15,top8_s8_n12,8,True,90,1,42,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_23,12,2,53.21,,13,2.289862871170044,FC377A4C,no_prior
106,48,19,top8_s8_n12,8,True,112,1,56,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_33,12,2,58.480000000000004,,11,0.19626498222351074,D58842DE,no_prior
88,40,18,top8_s8_n12,8,True,94,1,48,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_24,12,2,49.41,,9,2.3642659187316895,146D3F31,no_prior
92,44,19,top8_s8_n12,8,True,98,1,48,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_33,12,2,53.629999999999995,,13,0.2678849697113037,D58842DE,no_prior
98,44,18,top8_s8_n12,8,True,102,1,52,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_34,12,2,53.970000000000006,,13,0.17378807067871094,5D65A441,no_prior
98,44,18,top8_s8_n12,8,True,102,1,52,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_34,12,2,53.970000000000006,,13,0.21429181098937988,5D65A441,no_prior
93,40,20,top8_s8_n12,8,True,101,1,53,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_35,12,2,49.765,,10,0.14642715454101562,29A3B2E9,no_prior
89,44,21,top8_s8_n12,8,True,94,1,46,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_27,12,2,53.43,,13,2.384909152984619,DDD1DFB2,no_prior
107,48,14,top8_s8_n12,8,True,109,1,53,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_26,12,2,58.445,,12,2.6514241695404053,3B982EF8,no_prior
90,40,14,top8_s8_n12,8,True,101,1,55,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_29,12,2,49.665,,11,2.1322171688079834,614FF3D7,no_prior
93,40,20,top8_s8_n12,8,True,101,1,53,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_35,12,2,49.765,,10,0.19912004470825195,29A3B2E9,no_prior
106,44,14,top8_s8_n12,8,True,110,1,56,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_28,12,2,54.45,,13,2.4121952056884766,19DB3AD0,no_prior
51,24,10,top8_s8_n12,8,True,58,1,30,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_37,12,1,29.21,,8,0.03385806083679199,5AF30553,no_prior
103,48,10,top8_s8_n12,8,True,107,1,53,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_36,12,2,58.254999999999995,,12,0.16692519187927246,5EC42E08,no_prior
50,24,10,top8_s8_n12,8,True,56,1,30,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_37,12,1,29.14,,9,0.04784893989562988,5AF30553,no_prior
103,48,10,top8_s8_n12,8,True,107,1,53,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_36,12,2,58.254999999999995,,12,0.2182478904724121,5EC42E08,no_prior
94,44,16,top8_s8_n12,8,True,100,1,50,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_38,12,2,53.76,,9,0.18370676040649414,35A240AE,no_prior
75,36,20,top8_s8_n12,8,True,83,1,43,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_31,12,2,44.675,,11,1.6451671123504639,7412B293,no_prior
94,44,16,top8_s8_n12,8,True,100,1,50,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_38,12,2,53.76,,9,0.25330519676208496,35A240AE,no_prior
44,20,10,top8_s8_n12,8,True,50,1,28,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_37,12,1,24.790000000000003,,8,0.4256007671356201,5AF30553,no_prior
90,40,19,top8_s8_n12,8,True,97,1,51,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_39,12,2,49.565,,12,0.21886897087097168,AB9099A4,no_prior
90,40,19,top8_s8_n12,8,True,97,1,51,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_39,12,2,49.565,,12,0.2610039710998535,AB9099A4,no_prior
67,32,18,top8_s8_n12,8,True,73,1,37,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_30,12,2,40.144999999999996,,10,2.2640159130096436,47294739,no_prior
88,44,18,top8_s8_n12,8,True,95,1,45,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_40,12,2,53.395,,12,0.19851183891296387,4458A885,no_prior
81,40,18,top8_s8_n12,8,True,88,2,44,8,8,and_resource_nmcts,no_prior,5,8,truth_n5_40,12,3,51.0,,12,0.255403995513916,4458A885,no_prior
72,36,17,top8_s8_n12,8,True,79,1,39,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_41,12,2,44.455000000000005,,9,0.1767568588256836,B3AA7EFE,no_prior
72,36,17,top8_s8_n12,8,True,79,1,39,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_41,12,2,44.455000000000005,,9,0.21197199821472168,B3AA7EFE,no_prior
89,40,15,top8_s8_n12,8,True,95,1,49,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_32,12,2,49.475,,16,2.226322889328003,A2BC372F,no_prior
91,44,23,top8_s8_n12,8,True,100,1,50,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_42,12,2,53.64,,12,0.2833693027496338,EFC89849,no_prior
91,44,23,top8_s8_n12,8,True,100,1,50,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_42,12,2,53.64,,12,0.38590097427368164,EFC89849,no_prior
94,44,18,top8_s8_n12,8,True,101,1,51,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_34,12,2,53.785,,14,2.1899242401123047,5D65A441,no_prior
94,44,11,top8_s8_n12,8,True,94,1,42,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_43,12,2,53.589999999999996,,11,0.20683693885803223,AEFCFAD8,no_prior
90,44,19,top8_s8_n12,8,True,96,1,48,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_33,12,2,53.519999999999996,,13,2.5916428565979004,D58842DE,no_prior
94,44,11,top8_s8_n12,8,True,94,1,42,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_43,12,2,53.589999999999996,,11,0.27349400520324707,AEFCFAD8,no_prior
67,32,21,top8_s8_n12,8,True,75,1,37,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_44,12,2,40.175,,8,0.1802229881286621,A5E5A5AB,no_prior
91,44,10,top8_s8_n12,8,True,93,1,41,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_36,12,2,53.445,,10,2.16120982170105,5EC42E08,no_prior
93,40,20,top8_s8_n12,8,True,101,1,53,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_35,12,2,49.765,,10,2.3649349212646484,29A3B2E9,no_prior
67,32,21,top8_s8_n12,8,True,75,1,37,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_44,12,2,40.175,,8,0.2411801815032959,A5E5A5AB,no_prior
96,48,18,top8_s8_n12,8,True,104,1,50,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_45,12,2,57.900000000000006,,11,0.2260420322418213,12476F57,no_prior
96,48,18,top8_s8_n12,8,True,104,1,50,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_45,12,2,57.900000000000006,,11,0.2977890968322754,12476F57,no_prior
102,48,19,top8_s8_n12,8,True,104,1,50,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_46,12,2,58.14,,11,0.21741795539855957,9BF00273,no_prior
90,44,16,top8_s8_n12,8,True,95,1,45,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_38,12,2,53.475,,14,2.3967859745025635,35A240AE,no_prior
102,48,19,top8_s8_n12,8,True,104,1,50,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_46,12,2,58.14,,11,0.2675809860229492,9BF00273,no_prior
110,52,17,top8_s8_n12,8,True,113,1,55,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_47,12,2,62.644999999999996,,14,0.19776582717895508,A28DEFE3,no_prior
110,52,17,top8_s8_n12,8,True,113,1,55,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_47,12,2,62.644999999999996,,14,0.2401280403137207,A28DEFE3,no_prior
72,36,17,top8_s8_n12,8,True,79,1,39,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_41,12,2,44.455000000000005,,9,2.0542988777160645,B3AA7EFE,no_prior
61,32,19,top8_s8_n12,8,True,70,1,38,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_39,12,3,41.87,,10,2.5760879516601562,AB9099A4,no_prior
75,36,18,top8_s8_n12,8,True,79,1,37,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_40,12,2,44.555,,10,2.44638991355896,4458A885,no_prior
106,48,22,top8_s8_n12,8,True,116,1,60,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_48,12,2,58.580000000000005,,11,0.20477008819580078,2BCFBE01,no_prior
106,48,22,top8_s8_n12,8,True,116,1,60,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_48,12,2,58.580000000000005,,11,0.2893187999725342,2BCFBE01,no_prior
97,44,17,top8_s8_n12,8,True,108,1,54,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_49,12,2,54.04,,13,0.22426199913024902,88BD6407,no_prior
91,44,17,top8_s8_n12,8,True,102,1,52,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_49,12,2,53.690000000000005,,13,0.2842698097229004,88BD6407,no_prior
104,44,19,top8_s8_n12,8,True,108,1,54,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_50,12,2,54.31999999999999,,11,0.23995113372802734,BAA80DD4,no_prior
104,44,19,top8_s8_n12,8,True,108,1,54,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_50,12,2,54.31999999999999,,11,0.3162548542022705,BAA80DD4,no_prior
114,52,14,top8_s8_n12,8,True,122,1,62,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_51,12,2,63.01,,13,0.2429180145263672,3EABEDCB,no_prior
80,40,23,top8_s8_n12,8,True,88,1,46,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_42,12,3,50.980000000000004,,14,2.6260910034179688,EFC89849,no_prior
63,28,21,top8_s8_n12,8,True,72,1,36,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_44,12,2,35.96,,8,2.1237869262695312,A5E5A5AB,no_prior
94,44,11,top8_s8_n12,8,True,94,1,42,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_43,12,2,53.589999999999996,,11,2.443992853164673,AEFCFAD8,no_prior
104,52,14,top8_s8_n12,8,True,105,1,47,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_51,12,2,62.205,,14,0.2569112777709961,3EABEDCB,no_prior
94,44,18,top8_s8_n12,8,True,95,1,47,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_52,12,2,53.654999999999994,,13,0.1763927936553955,29D4BEEF,no_prior
94,44,18,top8_s8_n12,8,True,95,1,47,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_52,12,2,53.654999999999994,,13,0.20680499076843262,29D4BEEF,no_prior
90,44,16,top8_s8_n12,8,True,90,1,40,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_53,12,2,53.35,,11,0.1713879108428955,7656AF72,no_prior
90,44,16,top8_s8_n12,8,True,90,1,40,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_53,12,2,53.35,,11,0.21479010581970215,7656AF72,no_prior
71,36,12,top8_s8_n12,8,True,72,1,32,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_54,12,2,44.24,,8,0.15877914428710938,6123FDF7,no_prior
90,44,18,top8_s8_n12,8,True,100,1,52,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_45,12,2,53.620000000000005,,15,2.7824621200561523,12476F57,no_prior
71,36,12,top8_s8_n12,8,True,72,1,32,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_54,12,2,44.24,,8,0.21866083145141602,6123FDF7,no_prior
94,48,14,top8_s8_n12,8,True,101,1,49,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_55,12,2,57.765,,13,0.23412013053894043,451B4CF3,no_prior
95,48,17,top8_s8_n12,8,True,101,1,49,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_47,12,2,57.805,,14,2.502178907394409,A28DEFE3,no_prior
102,48,19,top8_s8_n12,8,True,104,1,50,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_46,12,2,58.14,,11,2.8281149864196777,9BF00273,no_prior
94,48,14,top8_s8_n12,8,True,101,1,49,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_55,12,2,57.765,,13,0.26475071907043457,451B4CF3,no_prior
102,48,11,top8_s8_n12,8,True,102,1,48,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_56,12,2,58.089999999999996,,11,0.24450182914733887,FD5166E6,no_prior
83,40,17,top8_s8_n12,8,True,91,1,47,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_49,12,2,49.155,,14,2.4443840980529785,88BD6407,no_prior
96,44,11,top8_s8_n12,8,True,96,2,42,8,8,and_resource_nmcts,no_prior,5,8,truth_n5_56,12,3,55.7,,11,0.28650593757629395,FD5166E6,no_prior
103,52,17,top8_s8_n12,8,True,108,1,48,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_57,12,2,62.21999999999999,,11,0.1800069808959961,ECE66FA2,no_prior
98,48,22,top8_s8_n12,8,True,107,1,53,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_48,12,2,58.055,,14,2.914051055908203,2BCFBE01,no_prior
100,48,17,top8_s8_n12,8,True,102,1,46,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_57,12,2,57.99,,12,0.2723500728607178,ECE66FA2,no_prior
56,28,9,top8_s8_n12,8,True,56,1,26,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_58,12,1,33.34,,8,0.05745983123779297,A3D70628,no_prior
56,28,9,top8_s8_n12,8,True,56,1,26,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_58,12,1,33.34,,8,0.0762169361114502,A3D70628,no_prior
107,44,17,top8_s8_n12,8,True,114,1,60,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_59,12,2,54.59,,15,0.22580790519714355,B02B61C4,no_prior
107,44,17,top8_s8_n12,8,True,114,1,60,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_59,12,2,54.59,,15,0.2769198417663574,B02B61C4,no_prior
83,40,16,top8_s8_n12,8,True,88,1,44,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_53,12,2,49.08,,13,2.2228660583496094,7656AF72,no_prior
94,44,18,top8_s8_n12,8,True,95,1,47,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_52,12,2,53.654999999999994,,13,2.452820062637329,29D4BEEF,no_prior
95,48,14,top8_s8_n12,8,True,100,1,48,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_51,12,2,57.779999999999994,,15,2.65392804145813,3EABEDCB,no_prior
49,24,9,top8_s8_n12,8,True,52,1,28,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_58,12,2,31.020000000000003,,10,0.7056398391723633,A3D70628,no_prior
104,44,19,top8_s8_n12,8,True,108,1,54,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_50,12,2,54.31999999999999,,11,3.2199199199676514,BAA80DD4,no_prior
70,32,14,top8_s8_n12,8,True,74,1,36,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_61,12,2,40.269999999999996,,10,0.12015104293823242,3838B326,no_prior
92,44,19,top8_s8_n12,8,True,93,2,43,8,8,and_affine_nmcts,no_prior,5,8,truth_n5_60,12,3,55.505,,13,0.21371698379516602,8E944239,no_prior
92,44,19,top8_s8_n12,8,True,93,2,43,8,8,and_resource_nmcts,no_prior,5,8,truth_n5_60,12,3,55.505,,13,0.26037096977233887,8E944239,no_prior
68,32,14,top8_s8_n12,8,True,72,1,36,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_61,12,2,40.16,,10,0.16256284713745117,3838B326,no_prior
71,36,12,top8_s8_n12,8,True,72,1,32,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_54,12,2,44.24,,8,2.019380807876587,6123FDF7,no_prior
95,44,21,top8_s8_n12,8,True,106,1,54,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_62,12,2,53.93,,13,0.22789812088012695,AF42E12F,no_prior
108,48,14,top8_s8_n12,8,True,117,1,61,8,8,and_affine_nmcts,no_prior,5,7,truth_n5_63,12,2,58.685,,14,0.21796822547912598,5304317F,no_prior
95,44,21,top8_s8_n12,8,True,106,1,54,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_62,12,2,53.93,,13,0.2709178924560547,AF42E12F,no_prior
251,124,29,top8_s8_n12,8,True,252,2,108,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_0,12,3,144.9,,29,0.045903921127319336,C4B032CCD7C524A5,no_prior
108,48,14,top8_s8_n12,8,True,117,1,61,8,8,and_resource_nmcts,no_prior,5,7,truth_n5_63,12,2,58.685,,14,0.2756381034851074,5304317F,no_prior
231,120,29,top8_s8_n12,8,True,232,1,98,8,8,and_resource_nmcts,no_prior,6,8,truth_n6_0,12,3,139.7,,29,0.22704315185546875,C4B032CCD7C524A5,no_prior
253,128,36,top8_s8_n12,8,True,262,1,122,8,8,and_affine_nmcts,no_prior,6,8,truth_n6_1,12,2,147.27,,29,0.04350399971008301,E51F30DC6A7EE39,no_prior
253,128,36,top8_s8_n12,8,True,262,1,122,8,8,and_resource_nmcts,no_prior,6,8,truth_n6_1,12,2,147.27,,29,0.25883984565734863,E51F30DC6A7EE39,no_prior
79,40,14,top8_s8_n12,8,True,82,1,40,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_55,12,3,50.78999999999999,,13,2.558030843734741,451B4CF3,no_prior
232,116,37,top8_s8_n12,8,True,244,2,116,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_2,12,3,136.1,,25,0.0644841194152832,D261A7AB3AA2E4F9,no_prior
232,116,37,top8_s8_n12,8,True,244,2,116,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_2,12,3,136.1,,25,0.25760674476623535,D261A7AB3AA2E4F9,no_prior
68,32,14,top8_s8_n12,8,True,72,1,36,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_61,12,2,40.16,,10,1.4834001064300537,3838B326,no_prior
96,44,11,top8_s8_n12,8,True,96,2,42,8,8,and_pareto_resource_nmcts,no_prior,5,8,truth_n5_56,12,3,55.7,,11,2.7516629695892334,FD5166E6,no_prior
258,140,37,top8_s8_n12,8,True,262,2,110,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_3,12,3,161.35,,26,0.05581212043762207,CE177B4E0837B8A3,no_prior
90,44,17,top8_s8_n12,8,True,94,1,44,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_57,12,2,53.449999999999996,,11,2.6464061737060547,ECE66FA2,no_prior
272,136,34,top8_s8_n12,8,True,280,2,128,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_4,12,3,158.35999999999999,,28,0.048834800720214844,66B2BC5B50C187FC,no_prior
218,116,37,top8_s8_n12,8,True,222,2,96,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_3,12,3,135.01000000000002,,26,0.2515828609466553,CE177B4E0837B8A3,no_prior
243,120,34,top8_s8_n12,8,True,255,2,115,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_4,12,3,140.695,,28,0.2707991600036621,66B2BC5B50C187FC,no_prior
246,124,34,top8_s8_n12,8,True,252,2,114,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_5,12,3,144.76,,24,0.04457807540893555,10F1BC81448AAA9E,no_prior
246,124,34,top8_s8_n12,8,True,252,2,114,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_5,12,3,144.76,,24,0.23059701919555664,10F1BC81448AAA9E,no_prior
86,44,19,top8_s8_n12,8,True,90,1,42,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_60,12,2,53.21,,12,2.569052219390869,8E944239,no_prior
205,96,33,top8_s8_n12,8,True,216,2,104,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_6,12,3,114.48,,23,0.0578458309173584,E9C349E03602F8AC,no_prior
90,44,17,top8_s8_n12,8,True,97,1,49,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_59,12,2,53.545,,15,2.7592289447784424,B02B61C4,no_prior
90,44,21,top8_s8_n12,8,True,99,1,49,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_62,12,2,53.575,,12,2.5399489402770996,AF42E12F,no_prior
230,108,29,top8_s8_n12,8,True,237,2,111,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_7,12,3,127.865,,25,0.03188204765319824,9132B63EF16287E4,no_prior
230,108,29,top8_s8_n12,8,True,237,2,111,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_7,12,3,127.865,,25,0.20905184745788574,9132B63EF16287E4,no_prior
205,96,33,top8_s8_n12,8,True,216,2,104,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_6,12,3,114.48,,23,0.4276149272918701,E9C349E03602F8AC,no_prior
254,124,31,top8_s8_n12,8,True,254,2,114,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_8,12,3,145.10999999999999,,27,0.03721880912780762,B7C93ACFE059A0EE,no_prior
108,48,14,top8_s8_n12,8,True,117,1,61,8,8,and_pareto_resource_nmcts,no_prior,5,7,truth_n5_63,12,2,58.685,,14,2.6874289512634277,5304317F,no_prior
254,124,31,top8_s8_n12,8,True,254,2,114,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_8,12,3,145.10999999999999,,27,0.24449586868286133,B7C93ACFE059A0EE,no_prior
242,128,30,top8_s8_n12,8,True,255,2,119,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_9,12,3,148.695,,25,0.043270111083984375,366EB16F508EBAD7,no_prior
242,128,30,top8_s8_n12,8,True,255,2,119,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_9,12,3,148.695,,25,0.24424099922180176,366EB16F508EBAD7,no_prior
200,100,29,top8_s8_n12,8,True,207,2,95,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_0,12,4,120.055,,27,5.079073667526245,C4B032CCD7C524A5,no_prior
255,128,36,top8_s8_n12,8,True,267,2,123,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_10,12,3,149.43499999999997,,23,0.054364919662475586,7FCD9EB1A7CAD415,no_prior
242,124,36,top8_s8_n12,8,True,245,2,107,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_10,12,3,144.425,,33,0.2630581855773926,7FCD9EB1A7CAD415,no_prior
212,108,37,top8_s8_n12,8,True,216,2,96,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_3,12,3,126.67999999999999,,26,5.6858131885528564,CE177B4E0837B8A3,no_prior
295,148,37,top8_s8_n12,8,True,307,2,141,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_11,12,3,171.815,,28,0.048776865005493164,E27A984D654821D0,no_prior
262,136,37,top8_s8_n12,8,True,268,2,116,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_11,12,3,157.66,,29,0.250352144241333,E27A984D654821D0,no_prior
222,112,34,top8_s8_n12,8,True,233,2,105,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_4,12,3,131.425,,29,5.926343202590942,66B2BC5B50C187FC,no_prior
238,120,29,top8_s8_n12,8,True,239,1,103,8,8,and_affine_nmcts,no_prior,6,8,truth_n6_12,12,2,138.13500000000002,,29,0.03813982009887695,A491F0B2EA1FCA65,no_prior
213,112,37,top8_s8_n12,8,True,220,2,98,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_2,12,4,132.8,,26,6.407601356506348,D261A7AB3AA2E4F9,no_prior
232,120,36,top8_s8_n12,8,True,239,2,105,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_1,12,4,141.91500000000002,,30,6.868880987167358,E51F30DC6A7EE39,no_prior
292,144,38,top8_s8_n12,8,True,297,2,135,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_13,12,3,167.485,,32,0.04816293716430664,24933B83757750A9,no_prior
212,116,29,top8_s8_n12,8,True,213,2,91,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_12,12,3,134.585,,29,0.18147778511047363,A491F0B2EA1FCA65,no_prior
183,96,29,top8_s8_n12,8,True,191,2,87,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_7,12,4,115.05499999999999,,23,5.071075201034546,9132B63EF16287E4,no_prior
223,120,34,top8_s8_n12,8,True,229,2,99,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_14,12,3,139.345,,23,0.04321098327636719,23BED01D43CF2FDE,no_prior
252,128,38,top8_s8_n12,8,True,257,2,113,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_13,12,3,149.065,,31,0.2386932373046875,24933B83757750A9,no_prior
201,100,34,top8_s8_n12,8,True,206,2,92,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_14,12,3,118.05000000000001,,24,0.1838359832763672,23BED01D43CF2FDE,no_prior
249,128,29,top8_s8_n12,8,True,249,2,109,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_15,12,3,148.78500000000003,,24,0.02665400505065918,BEB799193F22FAF8,no_prior
213,108,34,top8_s8_n12,8,True,223,2,101,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_5,12,3,126.875,,25,6.021570682525635,10F1BC81448AAA9E,no_prior
228,120,29,top8_s8_n12,8,True,235,2,103,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_15,12,3,139.675,,27,0.18957018852233887,BEB799193F22FAF8,no_prior
205,96,33,top8_s8_n12,8,True,216,2,104,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_6,12,3,114.48,,23,5.9488489627838135,E9C349E03602F8AC,no_prior
261,128,35,top8_s8_n12,8,True,273,2,127,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_16,12,3,149.805,,25,0.04249000549316406,89FA6A688FB5D27B,no_prior
261,128,35,top8_s8_n12,8,True,273,2,127,8,8,and_resource_nmcts,no_prior,6,9,truth_n6_16,12,3,149.805,,25,0.257753849029541,89FA6A688FB5D27B,no_prior
220,112,31,top8_s8_n12,8,True,228,2,102,8,8,and_pareto_resource_nmcts,no_prior,6,9,truth_n6_8,12,4,133.24,,29,5.822218179702759,B7C93ACFE059A0EE,no_prior
224,116,31,top8_s8_n12,8,True,227,2,97,8,8,and_affine_nmcts,no_prior,6,9,truth_n6_17,12,3,135.335,,24,0.2435140609741211,BF3C4C06434308BC,no_prior
