correct,functions,mean_depth,mean_peak_ancilla,mean_score,mean_time_s,method,n,total_CNOT,total_T
64,64,213.34375,6200.359375,39933.56453125,0.23969701677560806,external_abc_aig,14,3968294,1587292
64,64,229.375,7861.453125,48965.2871875,0.14291580021381378,external_abc_xag,14,3003422,1997092
