correct,functions,mean_depth,mean_peak_ancilla,mean_score,mean_time_s,method,n,total_CNOT,total_T
12,12,5739.666666666667,3.5833333333333335,3670.5499999999997,48.549086689949036,and_resource_nmcts,14,68854,39908
