losses,mean_baseline,mean_relative_pct,mean_target,metric,pairs,ties,wins
0,20138.0,-3.153050118992474,19542.0,T,6,1,5
0,31480.5,-2.60824087337229,30553.0,CNOT,6,1,5
0,31480.5,-2.60824087337229,30553.0,depth,6,1,5
1,2.8333333333333335,5.5555555555555545,3.0,peak_ancilla,6,5,0
0,21988.51916666667,-3.069569850780742,21338.524999999998,score,6,1,5
5,12.245832840601603,15.490836626903315,14.583008527755737,time_s,6,0,1
