losses,mean_baseline,mean_relative_pct,mean_target,metric,pairs,ties,wins
11,6754.0,34.06906411389565,10060.666666666666,T,12,0,1
10,11566.833333333334,23.573692659143248,15757.916666666666,CNOT,12,1,1
10,11568.416666666666,22.010880945138286,15758.0,depth,12,0,2
6,2.6666666666666665,22.22222222222222,3.5,peak_ancilla,12,5,1
11,7439.927083333333,32.57058677454863,10991.326666666668,score,12,0,1
0,69.44220676024754,-97.58062329587007,1.449048678080241,time_s,12,0,12
