name,n,method,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,score_lower_bound,score_rz1,score_rz1.5,score_rz2,score_rz4,score_rz10,score_synth_tperrz30,score_synth_tperrz60,score_synth_tperrz100,time_s,anf_terms,parity_gadgets,rz_total,rz_clifford,rz_t_like,rz_non_clifford,rz_max_denominator,phase_ops,ct_supported,verified_up_to_global_phase,correct,skipped,error,truth_table_hex,candidate_affine_forms,candidate_polarities,candidate_transforms,global_phase_pi,global_phase_pi_den,global_phase_pi_num,polarity,polarity_hex,polarity_weight,rank_metric,shifted_constant_term,transform_index,transform_nonidentity,transform_rows_hex,transform_weight
truth_n5_4,5,phase_parity_affine_fprm_opt_tperrz30,4,62,82,82,0,0,5,8.530000000000001,8.530000000000001,23.53,31.03,38.53,68.53,158.53,469.78000000000003,931.0300000000001,1546.03,0.06542698542277019,11,20,20,1,4,15,8,19,0,True,phase oracle verified up to global phase,,,60E7A113,1024,32,32,1/1,1,1,2,0x2,1,score_synth_tperrz30,0,29,1,0x1f;0x1d;0x4;0xa;0x10,13
truth_n5_40,5,phase_parity_affine_fprm_opt_score,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07613627115885417,18,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,4458A885,1024,32,32,1/1,1,1,0,0x0,0,score,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_40,5,phase_parity_affine_fprm_opt_rz1,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07613627115885417,18,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,4458A885,1024,32,32,1/1,1,1,0,0x0,0,score_rz1,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_40,5,phase_parity_affine_fprm_opt_tperrz30,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07613627115885417,18,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,4458A885,1024,32,32,1/1,1,1,0,0x0,0,score_synth_tperrz30,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_41,5,phase_parity_affine_fprm_opt_score,3,68,92,92,0,0,5,8.020000000000001,8.020000000000001,24.020000000000003,32.02,40.02,72.02,168.02,500.02000000000004,992.02,1648.0200000000002,0.061591386795043945,19,24,24,5,3,16,8,19,0,True,phase oracle verified up to global phase,,,B3AA7EFE,1024,32,32,0/1,1,0,19,0x13,3,score,1,3,1,0x5;0x6;0x4;0xc;0x14,9
truth_n5_41,5,phase_parity_affine_fprm_opt_rz1,3,68,92,92,0,0,5,8.020000000000001,8.020000000000001,24.020000000000003,32.02,40.02,72.02,168.02,500.02000000000004,992.02,1648.0200000000002,0.061591386795043945,19,24,24,5,3,16,8,19,0,True,phase oracle verified up to global phase,,,B3AA7EFE,1024,32,32,0/1,1,0,19,0x13,3,score_rz1,1,3,1,0x5;0x6;0x4;0xc;0x14,9
truth_n5_41,5,phase_parity_affine_fprm_opt_tperrz30,4,76,100,100,0,0,5,9.54,9.54,24.54,32.04,39.54,69.53999999999999,159.54,470.79,932.04,1547.04,0.061591386795043945,17,24,24,5,4,15,8,19,0,True,phase oracle verified up to global phase,,,B3AA7EFE,1024,32,32,0/1,1,0,0,0x0,0,score_synth_tperrz30,0,26,1,0x1;0x2;0x4;0x1a;0x11,8
truth_n5_42,5,phase_parity_affine_fprm_opt_score,5,64,87,87,0,0,5,9.735,9.735,25.735,33.735,41.735,73.735,169.735,501.735,993.735,1649.735,0.06386065483093262,18,23,23,2,5,16,8,21,0,True,phase oracle verified up to global phase,,,EFC89849,1024,32,32,1/1,1,1,0,0x0,0,score,1,30,1,0x9;0x2;0xc;0x8;0x1c,9
truth_n5_42,5,phase_parity_affine_fprm_opt_rz1,5,64,87,87,0,0,5,9.735,9.735,25.735,33.735,41.735,73.735,169.735,501.735,993.735,1649.735,0.06386065483093262,18,23,23,2,5,16,8,21,0,True,phase oracle verified up to global phase,,,EFC89849,1024,32,32,1/1,1,1,0,0x0,0,score_rz1,1,30,1,0x9;0x2;0xc;0x8;0x1c,9
truth_n5_42,5,phase_parity_affine_fprm_opt_tperrz30,6,66,89,89,0,0,5,10.865000000000002,10.865000000000002,25.865000000000002,33.365,40.865,70.86500000000001,160.865,472.11499999999995,933.365,1548.3650000000002,0.06386065483093262,19,23,23,2,6,15,8,21,0,True,phase oracle verified up to global phase,,,EFC89849,1024,32,32,1/1,1,1,0,0x0,0,score_synth_tperrz30,1,6,1,0x1;0x3;0x4;0x8;0x10,6
truth_n5_43,5,phase_parity_affine_fprm_opt_score,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07724531491597493,11,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,AEFCFAD8,1024,32,32,0/1,1,0,0,0x0,0,score,0,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_43,5,phase_parity_affine_fprm_opt_rz1,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07724531491597493,11,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,AEFCFAD8,1024,32,32,0/1,1,0,0,0x0,0,score_rz1,0,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_43,5,phase_parity_affine_fprm_opt_tperrz30,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07724531491597493,11,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,AEFCFAD8,1024,32,32,0/1,1,0,0,0x0,0,score_synth_tperrz30,0,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_44,5,phase_parity_affine_fprm_opt_score,3,66,89,89,0,0,5,7.865,7.865,23.865000000000002,31.865000000000002,39.865,71.865,167.865,499.865,991.865,1647.8650000000002,0.06215643882751465,17,23,23,4,3,16,8,19,0,True,phase oracle verified up to global phase,,,A5E5A5AB,1024,32,32,1/1,1,1,0,0x0,0,score,1,17,1,0x1;0x2;0x4;0x8;0x14,6
truth_n5_44,5,phase_parity_affine_fprm_opt_rz1,3,66,89,89,0,0,5,7.865,7.865,23.865000000000002,31.865000000000002,39.865,71.865,167.865,499.865,991.865,1647.8650000000002,0.06215643882751465,17,23,23,4,3,16,8,19,0,True,phase oracle verified up to global phase,,,A5E5A5AB,1024,32,32,1/1,1,1,0,0x0,0,score_rz1,1,17,1,0x1;0x2;0x4;0x8;0x14,6
truth_n5_44,5,phase_parity_affine_fprm_opt_tperrz30,4,72,98,98,0,0,5,9.33,9.33,24.33,31.83,39.33,69.33,159.33,470.58000000000004,931.83,1546.8300000000002,0.06215643882751465,19,26,26,7,4,15,8,19,0,True,phase oracle verified up to global phase,,,A5E5A5AB,1024,32,32,1/1,1,1,2,0x2,1,score_synth_tperrz30,0,4,1,0x9;0xa;0xc;0x8;0x18,9
truth_n5_45,5,phase_parity_affine_fprm_opt_score,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07700602213541667,18,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,12476F57,1024,32,32,1/1,1,1,0,0x0,0,score,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_45,5,phase_parity_affine_fprm_opt_rz1,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07700602213541667,18,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,12476F57,1024,32,32,1/1,1,1,0,0x0,0,score_rz1,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_45,5,phase_parity_affine_fprm_opt_tperrz30,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07700602213541667,18,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,12476F57,1024,32,32,1/1,1,1,0,0x0,0,score_synth_tperrz30,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_46,5,phase_parity_affine_fprm_opt_score,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07765404383341472,19,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,9BF00273,1024,32,32,1/1,1,1,0,0x0,0,score,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_46,5,phase_parity_affine_fprm_opt_rz1,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07765404383341472,19,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,9BF00273,1024,32,32,1/1,1,1,0,0x0,0,score_rz1,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_46,5,phase_parity_affine_fprm_opt_tperrz30,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07765404383341472,19,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,9BF00273,1024,32,32,1/1,1,1,0,0x0,0,score_synth_tperrz30,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_47,5,phase_parity_affine_fprm_opt_score,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07768106460571289,17,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,A28DEFE3,1024,32,32,1/1,1,1,0,0x0,0,score,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_47,5,phase_parity_affine_fprm_opt_rz1,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07768106460571289,17,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,A28DEFE3,1024,32,32,1/1,1,1,0,0x0,0,score_rz1,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_47,5,phase_parity_affine_fprm_opt_tperrz30,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07768106460571289,17,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,A28DEFE3,1024,32,32,1/1,1,1,0,0x0,0,score_synth_tperrz30,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_48,5,phase_parity_affine_fprm_opt_score,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07794729868570964,22,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,2BCFBE01,1024,32,32,1/1,1,1,0,0x0,0,score,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_48,5,phase_parity_affine_fprm_opt_rz1,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07794729868570964,22,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,2BCFBE01,1024,32,32,1/1,1,1,0,0x0,0,score_rz1,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_48,5,phase_parity_affine_fprm_opt_tperrz30,0,98,129,129,0,0,5,7.145,7.145,38.144999999999996,53.644999999999996,69.145,131.145,317.145,960.395,1913.6450000000002,3184.645,0.07794729868570964,22,31,31,0,0,31,16,31,0,True,phase oracle verified up to global phase,,,2BCFBE01,1024,32,32,1/1,1,1,0,0x0,0,score_synth_tperrz30,1,0,0,0x1;0x2;0x4;0x8;0x10,5
truth_n5_49,5,phase_parity_affine_fprm_opt_score,4,62,85,85,0,0,5,8.605,8.605,24.605,32.605000000000004,40.605000000000004,72.605,168.605,500.605,992.605,1648.605,0.06338135401407878,14,23,23,3,4,16,8,20,0,True,phase oracle verified up to global phase,,,88BD6407,1024,32,32,1/1,1,1,0,0x0,0,score,1,3,1,0x5;0x6;0x4;0xc;0x14,9
truth_n5_49,5,phase_parity_affine_fprm_opt_rz1,4,66,86,86,0,0,5,8.790000000000001,8.790000000000001,23.79,31.29,38.79,68.79,158.79,470.04,931.29,1546.29,0.06338135401407878,12,20,20,1,4,15,8,19,0,True,phase oracle verified up to global phase,,,88BD6407,1024,32,32,1/1,1,1,4,0x4,1,score_rz1,0,29,1,0x1f;0x1d;0x4;0xa;0x10,13
truth_n5_49,5,phase_parity_affine_fprm_opt_tperrz30,4,66,86,86,0,0,5,8.790000000000001,8.790000000000001,23.79,31.29,38.79,68.79,158.79,470.04,931.29,1546.29,0.06338135401407878,12,20,20,1,4,15,8,19,0,True,phase oracle verified up to global phase,,,88BD6407,1024,32,32,1/1,1,1,4,0x4,1,score_synth_tperrz30,0,29,1,0x1f;0x1d;0x4;0xa;0x10,13
