name,n,portfolio,selected_method,selected_score,selected_T,selected_CNOT,selected_depth,selected_peak_ancilla,selected_time_s,portfolio_run_all_time_s,revkit_lower_score,revkit_non_clifford_rz,revkit_total_rz,break_even_rz_score,break_even_impossible,revkit_score_rz0,relative_rz0,wins_rz0,revkit_score_rz0.25,relative_rz0.25,wins_rz0.25,revkit_score_rz0.5,relative_rz0.5,wins_rz0.5,revkit_score_rz0.75,relative_rz0.75,wins_rz0.75,revkit_score_rz1,relative_rz1,wins_rz1,revkit_score_rz1.5,relative_rz1.5,wins_rz1.5,revkit_score_rz2,relative_rz2,wins_rz2,revkit_score_rz4,relative_rz4,wins_rz4,revkit_score_rz10,relative_rz10,wins_rz10
truth_n4_32,4,all_internal_score_portfolio,and_affine_nmcts,20.045,16.0,32.0,37.0,1.0,0.17432689666748047,1.2561450004577637,5.935,16.0,21.0,0.8818750000000002,0,5.935,2.377422072451559,0,9.934999999999999,1.0176144942123808,0,13.934999999999999,0.43846429852888436,0,17.935,0.11764705882352959,0,21.935,-0.08616366537497137,1,29.935,-0.33038249540671444,1,37.935,-0.47159615131145377,1,69.935,-0.7133767069421606,1,165.935,-0.8791996866242805,1
truth_n4_33,4,resource_nmcts_family,and_pareto_resource_nmcts,15.435,12.0,22.0,27.0,1.0,0.4451119899749756,0.5594031810760498,4.705,16.0,19.0,0.670625,0,4.705,2.2805526036131774,0,8.705,0.7731188971855256,0,12.705,0.21487603305785127,0,16.705,-0.07602514217300198,1,20.705,-0.2545278918135715,1,28.705,-0.4622887998606514,1,36.705,-0.5794850837760522,1,68.705,-0.7753438614365766,1,164.705,-0.9062869979660605,1
truth_n4_33,4,traditional_baseline_family,and_esop_milp,19.654999999999998,16.0,26.0,31.0,1.0,0.05059099197387695,0.05463433265686035,4.705,16.0,19.0,0.9343749999999998,0,4.705,3.1774707757704563,0,8.705,1.2578977599080985,0,12.705,0.5470287288469105,0,16.705,0.1765938341813828,0,20.705,-0.05071238831200197,1,28.705,-0.3152760843058701,1,36.705,-0.46451437133905465,1,68.705,-0.7139218397496543,1,164.705,-0.8806654321362436,1
truth_n4_33,4,all_internal_score_portfolio,and_affine_nmcts,15.435,12.0,22.0,27.0,1.0,0.14886879920959473,0.7647805213928223,4.705,16.0,19.0,0.670625,0,4.705,2.2805526036131774,0,8.705,0.7731188971855256,0,12.705,0.21487603305785127,0,16.705,-0.07602514217300198,1,20.705,-0.2545278918135715,1,28.705,-0.4622887998606514,1,36.705,-0.5794850837760522,1,68.705,-0.7753438614365766,1,164.705,-0.9062869979660605,1
truth_n4_34,4,resource_nmcts_family,and_fprm_polarity_archive,17.665,12.0,27.0,29.0,2.0,0.006372213363647461,1.6290252208709717,2.6999999999999997,31.0,31.0,0.48274193548387095,0,2.6999999999999997,5.542592592592593,0,10.45,0.6904306220095694,0,18.2,-0.029395604395604406,1,25.95,-0.3192678227360308,1,33.7,-0.4758160237388725,1,49.2,-0.6409552845528456,1,64.7,-0.7269706336939722,1,126.7,-0.8605761641673243,1,312.7,-0.9435081547809401,1
truth_n4_34,4,traditional_baseline_family,and_cube_beam,21.71,16.0,28.0,30.0,2.0,0.002160787582397461,0.07995271682739258,2.6999999999999997,31.0,31.0,0.613225806451613,0,2.6999999999999997,7.040740740740742,0,10.45,1.0775119617224882,0,18.2,0.19285714285714295,0,25.95,-0.16339113680154138,1,33.7,-0.35578635014836796,1,49.2,-0.558739837398374,1,64.7,-0.664451313755796,1,126.7,-0.8286503551696922,1,312.7,-0.9305724336424689,1
truth_n4_34,4,all_internal_score_portfolio,and_fprm_polarity_archive,17.665,12.0,27.0,29.0,2.0,0.006372213363647461,2.167405843734741,2.6999999999999997,31.0,31.0,0.48274193548387095,0,2.6999999999999997,5.542592592592593,0,10.45,0.6904306220095694,0,18.2,-0.029395604395604406,1,25.95,-0.3192678227360308,1,33.7,-0.4758160237388725,1,49.2,-0.6409552845528456,1,64.7,-0.7269706336939722,1,126.7,-0.8605761641673243,1,312.7,-0.9435081547809401,1
truth_n4_35,4,resource_nmcts_family,and_fprm_polarity_archive,26.389999999999997,20.0,39.0,42.0,2.0,0.007970094680786133,1.4606339931488037,2.6999999999999997,31.0,31.0,0.7641935483870967,0,2.6999999999999997,8.774074074074074,0,10.45,1.525358851674641,0,18.2,0.4499999999999999,0,25.95,0.016955684007707042,0,33.7,-0.21691394658753724,1,49.2,-0.4636178861788619,1,64.7,-0.5921174652241112,1,126.7,-0.7917127071823205,1,312.7,-0.9156060121522226,1
truth_n4_35,4,traditional_baseline_family,and_cube_beam,30.435000000000002,24.0,40.0,43.0,2.0,0.0019998550415039062,0.2514224052429199,2.6999999999999997,31.0,31.0,0.8946774193548388,0,2.6999999999999997,10.272222222222224,0,10.45,1.9124401913875602,0,18.2,0.6722527472527474,0,25.95,0.17283236994219664,0,33.7,-0.09688427299703264,1,49.2,-0.38140243902439025,1,64.7,-0.5295981452859351,1,126.7,-0.7597868981846883,1,312.7,-0.9026702910137512,1
truth_n4_35,4,all_internal_score_portfolio,and_affine_nmcts,26.389999999999997,20.0,39.0,42.0,2.0,0.46364712715148926,2.179460287094116,2.6999999999999997,31.0,31.0,0.7641935483870967,0,2.6999999999999997,8.774074074074074,0,10.45,1.525358851674641,0,18.2,0.4499999999999999,0,25.95,0.016955684007707042,0,33.7,-0.21691394658753724,1,49.2,-0.4636178861788619,1,64.7,-0.5921174652241112,1,126.7,-0.7917127071823205,1,312.7,-0.9156060121522226,1
truth_n4_36,4,resource_nmcts_family,and_pareto_resource_nmcts,15.605,12.0,25.0,29.0,1.0,0.40470290184020996,0.513838529586792,5.6899999999999995,15.0,19.0,0.661,0,5.6899999999999995,1.7425307557117753,0,9.44,0.6530720338983053,0,13.19,0.18309325246398794,0,16.939999999999998,-0.0788075560802832,1,20.689999999999998,-0.2457709038182696,1,28.189999999999998,-0.44643490599503366,1,35.69,-0.5627626786214626,1,65.69,-0.7624448165626426,1,155.69,-0.8997687712762542,1
truth_n4_36,4,traditional_baseline_family,and_esop_milp,19.875,16.0,29.0,35.0,1.0,0.3704347610473633,0.37348461151123047,5.6899999999999995,15.0,19.0,0.9456666666666667,0,5.6899999999999995,2.4929701230228476,0,9.44,1.1054025423728815,0,13.19,0.5068233510235027,0,16.939999999999998,0.17325855962219613,0,20.689999999999998,-0.03939101014983073,1,28.189999999999998,-0.2949627527492018,1,35.69,-0.4431213224992995,1,65.69,-0.6974425331100624,1,155.69,-0.8723424754319481,1
truth_n4_36,4,all_internal_score_portfolio,and_affine_nmcts,15.605,12.0,25.0,29.0,1.0,0.13993334770202637,1.0327033996582031,5.6899999999999995,15.0,19.0,0.661,0,5.6899999999999995,1.7425307557117753,0,9.44,0.6530720338983053,0,13.19,0.18309325246398794,0,16.939999999999998,-0.0788075560802832,1,20.689999999999998,-0.2457709038182696,1,28.189999999999998,-0.44643490599503366,1,35.69,-0.5627626786214626,1,65.69,-0.7624448165626426,1,155.69,-0.8997687712762542,1
truth_n4_37,4,resource_nmcts_family,and_pareto_resource_nmcts,22.189999999999998,16.0,33.0,42.0,2.0,1.1812489032745361,1.316211462020874,2.6999999999999997,31.0,31.0,0.6287096774193548,0,2.6999999999999997,7.218518518518518,0,10.45,1.123444976076555,0,18.2,0.21923076923076915,0,25.95,-0.1448940269749519,1,33.7,-0.3415430267062316,1,49.2,-0.5489837398373985,1,64.7,-0.657032457496136,1,126.7,-0.8248618784530387,1,312.7,-0.9290374160537256,1
truth_n4_37,4,traditional_baseline_family,and_esop_milp,30.71,24.0,40.0,54.0,2.0,0.060775041580200195,0.06343388557434082,2.6999999999999997,31.0,31.0,0.9035483870967742,0,2.6999999999999997,10.374074074074075,0,10.45,1.9387559808612442,0,18.2,0.6873626373626375,0,25.95,0.18342967244701355,0,33.7,-0.08872403560830866,1,49.2,-0.37581300813008134,1,64.7,-0.5253477588871716,1,126.7,-0.7576164167324388,1,312.7,-0.9017908538535337,1
truth_n4_37,4,all_internal_score_portfolio,and_affine_nmcts,22.189999999999998,16.0,33.0,42.0,2.0,0.5154531002044678,1.9115386009216309,2.6999999999999997,31.0,31.0,0.6287096774193548,0,2.6999999999999997,7.218518518518518,0,10.45,1.123444976076555,0,18.2,0.21923076923076915,0,25.95,-0.1448940269749519,1,33.7,-0.3415430267062316,1,49.2,-0.5489837398373985,1,64.7,-0.657032457496136,1,126.7,-0.8248618784530387,1,312.7,-0.9290374160537256,1
truth_n4_38,4,resource_nmcts_family,and_fprm_polarity_archive,22.0,16.0,32.0,36.0,2.0,0.0080718994140625,1.3167445659637451,2.6999999999999997,31.0,31.0,0.6225806451612903,0,2.6999999999999997,7.148148148148149,0,10.45,1.105263157894737,0,18.2,0.20879120879120883,0,25.95,-0.15221579961464352,1,33.7,-0.3471810089020772,1,49.2,-0.5528455284552846,1,64.7,-0.6599690880989181,1,126.7,-0.8263614838200474,1,312.7,-0.9296450271826031,1
truth_n4_38,4,traditional_baseline_family,and_cube_beam,26.195,20.0,33.0,43.0,2.0,0.0006880760192871094,0.03813910484313965,2.6999999999999997,31.0,31.0,0.7579032258064516,0,2.6999999999999997,8.701851851851853,0,10.45,1.5066985645933015,0,18.2,0.43928571428571433,0,25.95,0.009441233140655144,0,33.7,-0.2227002967359051,1,49.2,-0.46758130081300814,1,64.7,-0.5951313755795982,1,126.7,-0.7932517758484608,1,312.7,-0.9162296130476495,1
truth_n4_38,4,all_internal_score_portfolio,and_affine_nmcts,22.0,16.0,32.0,36.0,2.0,0.4957399368286133,1.858900547027588,2.6999999999999997,31.0,31.0,0.6225806451612903,0,2.6999999999999997,7.148148148148149,0,10.45,1.105263157894737,0,18.2,0.20879120879120883,0,25.95,-0.15221579961464352,1,33.7,-0.3471810089020772,1,49.2,-0.5528455284552846,1,64.7,-0.6599690880989181,1,126.7,-0.8263614838200474,1,312.7,-0.9296450271826031,1
truth_n4_39,4,resource_nmcts_family,and_pareto_resource_nmcts,22.235000000000003,16.0,36.0,39.0,2.0,1.0988590717315674,1.197695255279541,2.6999999999999997,31.0,31.0,0.6301612903225807,0,2.6999999999999997,7.235185185185188,0,10.45,1.1277511961722493,0,18.2,0.22170329670329691,0,25.95,-0.1431599229287089,1,33.7,-0.3402077151335311,1,49.2,-0.5480691056910568,1,64.7,-0.656336939721793,1,126.7,-0.8245067087608524,1,312.7,-0.9288935081547809,1
truth_n4_39,4,traditional_baseline_family,and_esop_milp,35.025,28.0,47.0,57.0,2.0,0.2983570098876953,0.29949498176574707,2.6999999999999997,31.0,31.0,1.0427419354838707,0,2.6999999999999997,11.972222222222221,0,10.45,2.3516746411483256,0,18.2,0.9244505494505495,0,25.95,0.3497109826589595,0,33.7,0.0393175074183975,0,49.2,-0.28810975609756106,1,64.7,-0.4586553323029367,1,126.7,-0.7235595895816891,1,312.7,-0.8879916853213944,1
truth_n4_39,4,all_internal_score_portfolio,and_affine_nmcts,22.235000000000003,16.0,36.0,39.0,2.0,0.4966261386871338,2.0026352405548096,2.6999999999999997,31.0,31.0,0.6301612903225807,0,2.6999999999999997,7.235185185185188,0,10.45,1.1277511961722493,0,18.2,0.22170329670329691,0,25.95,-0.1431599229287089,1,33.7,-0.3402077151335311,1,49.2,-0.5480691056910568,1,64.7,-0.656336939721793,1,126.7,-0.8245067087608524,1,312.7,-0.9288935081547809,1
truth_n4_4,4,resource_nmcts_family,and_pareto_resource_nmcts,20.455,16.0,39.0,43.0,1.0,0.5646359920501709,0.6571187973022461,5.835,15.0,19.0,0.9746666666666665,0,5.835,2.505569837189374,0,9.585,1.1340636411058942,0,13.335,0.5339332583427069,0,17.085,0.19724904887328049,0,20.835,-0.018238540916726782,1,28.335,-0.2781012881595201,1,35.835,-0.4291893400306963,1,65.835,-0.6892990050884787,1,155.835,-0.8687393717714248,1
truth_n4_4,4,traditional_baseline_family,sshr_h,28.26,24.0,36.0,42.0,1.0,0.00029587745666503906,0.3310127258300781,5.835,15.0,19.0,1.495,0,5.835,3.843187660668381,0,9.585,1.948356807511737,0,13.335,1.1192350956130483,0,17.085,0.6540825285338016,0,20.835,0.3563714902807776,0,28.335,-0.0026469031233456604,1,35.835,-0.21138551695269986,1,65.835,-0.5707450444292549,1,155.835,-0.8186543459428242,1
truth_n4_4,4,all_internal_score_portfolio,and_affine_nmcts,20.455,16.0,39.0,43.0,1.0,0.18031978607177734,1.176126480102539,5.835,15.0,19.0,0.9746666666666665,0,5.835,2.505569837189374,0,9.585,1.1340636411058942,0,13.335,0.5339332583427069,0,17.085,0.19724904887328049,0,20.835,-0.018238540916726782,1,28.335,-0.2781012881595201,1,35.835,-0.4291893400306963,1,65.835,-0.6892990050884787,1,155.835,-0.8687393717714248,1
truth_n4_40,4,resource_nmcts_family,and_pareto_resource_nmcts,20.384999999999998,16.0,39.0,41.0,1.0,1.0488629341125488,1.1358628273010254,6.1000000000000005,16.0,21.0,0.8928124999999998,0,6.1000000000000005,2.341803278688524,0,10.100000000000001,1.018316831683168,0,14.100000000000001,0.44574468085106356,0,18.1,0.12624309392265173,0,22.1,-0.07760180995475129,1,30.1,-0.3227574750830566,1,38.1,-0.4649606299212599,1,70.1,-0.7092011412268189,1,166.1,-0.8772727272727273,1
truth_n4_40,4,traditional_baseline_family,sshr_h,23.855,20.0,29.0,35.0,1.0,0.0002892017364501953,0.20061063766479492,6.1000000000000005,16.0,21.0,1.1096875,0,6.1000000000000005,2.910655737704918,0,10.100000000000001,1.3618811881188115,0,14.100000000000001,0.6918439716312055,0,18.1,0.3179558011049723,0,22.1,0.0794117647058823,0,30.1,-0.20747508305647844,1,38.1,-0.37388451443569554,1,70.1,-0.659700427960057,1,166.1,-0.8563816977724263,1
truth_n4_40,4,all_internal_score_portfolio,and_affine_nmcts,20.384999999999998,16.0,39.0,41.0,1.0,0.25426316261291504,1.5957255363464355,6.1000000000000005,16.0,21.0,0.8928124999999998,0,6.1000000000000005,2.341803278688524,0,10.100000000000001,1.018316831683168,0,14.100000000000001,0.44574468085106356,0,18.1,0.12624309392265173,0,22.1,-0.07760180995475129,1,30.1,-0.3227574750830566,1,38.1,-0.4649606299212599,1,70.1,-0.7092011412268189,1,166.1,-0.8772727272727273,1
truth_n4_41,4,resource_nmcts_family,and_pareto_resource_nmcts,17.665,12.0,27.0,29.0,2.0,1.062865972518921,1.1491310596466064,2.6999999999999997,31.0,31.0,0.48274193548387095,0,2.6999999999999997,5.542592592592593,0,10.45,0.6904306220095694,0,18.2,-0.029395604395604406,1,25.95,-0.3192678227360308,1,33.7,-0.4758160237388725,1,49.2,-0.6409552845528456,1,64.7,-0.7269706336939722,1,126.7,-0.8605761641673243,1,312.7,-0.9435081547809401,1
truth_n4_41,4,traditional_baseline_family,and_cube_beam,26.07,20.0,33.0,38.0,2.0,0.002039194107055664,0.0728597640991211,2.6999999999999997,31.0,31.0,0.7538709677419355,0,2.6999999999999997,8.655555555555557,0,10.45,1.4947368421052634,0,18.2,0.4324175824175825,0,25.95,0.004624277456647437,0,33.7,-0.22640949554896148,1,49.2,-0.4701219512195122,1,64.7,-0.5970633693972179,1,126.7,-0.794238358326756,1,312.7,-0.9166293572113847,1
truth_n4_41,4,all_internal_score_portfolio,and_affine_nmcts,17.665,12.0,27.0,29.0,2.0,0.45047497749328613,1.6814119815826416,2.6999999999999997,31.0,31.0,0.48274193548387095,0,2.6999999999999997,5.542592592592593,0,10.45,0.6904306220095694,0,18.2,-0.029395604395604406,1,25.95,-0.3192678227360308,1,33.7,-0.4758160237388725,1,49.2,-0.6409552845528456,1,64.7,-0.7269706336939722,1,126.7,-0.8605761641673243,1,312.7,-0.9435081547809401,1
truth_n4_42,4,resource_nmcts_family,and_pareto_resource_nmcts,22.570000000000004,16.0,40.0,46.0,2.0,1.2438859939575195,1.3468360900878906,2.6999999999999997,31.0,31.0,0.640967741935484,0,2.6999999999999997,7.359259259259262,0,10.45,1.1598086124401918,0,18.2,0.24010989010989037,0,25.95,-0.13025048169556822,1,33.7,-0.33026706231454,1,49.2,-0.541260162601626,1,64.7,-0.6511591962905717,1,126.7,-0.8218626677190213,1,312.7,-0.9278221937959706,1
truth_n4_42,4,traditional_baseline_family,and_esop_milp,30.650000000000002,24.0,41.0,50.0,2.0,0.20823287963867188,0.2109062671661377,2.6999999999999997,31.0,31.0,0.9016129032258066,0,2.6999999999999997,10.351851851851855,0,10.45,1.933014354066986,0,18.2,0.6840659340659343,0,25.95,0.1811175337186899,0,33.7,-0.09050445103857568,1,49.2,-0.37703252032520324,1,64.7,-0.5262751159196289,1,126.7,-0.7580899763220205,1,312.7,-0.9019827310521267,1
truth_n4_42,4,all_internal_score_portfolio,and_affine_nmcts,22.570000000000004,16.0,40.0,46.0,2.0,0.5188009738922119,2.092064380645752,2.6999999999999997,31.0,31.0,0.640967741935484,0,2.6999999999999997,7.359259259259262,0,10.45,1.1598086124401918,0,18.2,0.24010989010989037,0,25.95,-0.13025048169556822,1,33.7,-0.33026706231454,1,49.2,-0.541260162601626,1,64.7,-0.6511591962905717,1,126.7,-0.8218626677190213,1,312.7,-0.9278221937959706,1
truth_n4_43,4,resource_nmcts_family,and_pareto_resource_nmcts,19.84,16.0,30.0,32.0,1.0,0.22213077545166016,0.25919365882873535,5.72,15.0,19.0,0.9413333333333334,0,5.72,2.4685314685314688,0,9.469999999999999,1.095036958817318,0,13.219999999999999,0.5007564296520425,0,16.97,0.16912197996464357,0,20.72,-0.04247104247104243,1,28.22,-0.2969525159461375,1,35.72,-0.44456886898096304,1,65.72,-0.6981132075471698,1,155.72,-0.8725918314924223,1
truth_n4_43,4,traditional_baseline_family,and_esop_milp,19.810000000000002,16.0,28.0,34.0,1.0,0.06776714324951172,0.06917500495910645,5.72,15.0,19.0,0.9393333333333336,0,5.72,2.463286713286714,0,9.469999999999999,1.0918690601900745,0,13.219999999999999,0.4984871406959156,0,16.97,0.1673541543901004,0,20.72,-0.043918918918918755,1,28.22,-0.2980155917788801,1,35.72,-0.44540873460246355,1,65.72,-0.6985696895922093,1,155.72,-0.8727844849730285,1
truth_n4_43,4,all_internal_score_portfolio,and_esop_milp,19.810000000000002,16.0,28.0,34.0,1.0,0.06776714324951172,0.4558546543121338,5.72,15.0,19.0,0.9393333333333336,0,5.72,2.463286713286714,0,9.469999999999999,1.0918690601900745,0,13.219999999999999,0.4984871406959156,0,16.97,0.1673541543901004,0,20.72,-0.043918918918918755,1,28.22,-0.2980155917788801,1,35.72,-0.44540873460246355,1,65.72,-0.6985696895922093,1,155.72,-0.8727844849730285,1
truth_n4_44,4,resource_nmcts_family,and_pareto_resource_nmcts,15.735,12.0,27.0,31.0,1.0,0.7263469696044922,0.7766532897949219,5.935,16.0,21.0,0.6125,0,5.935,1.651221566975569,0,9.934999999999999,0.5837946653246101,0,13.934999999999999,0.1291711517761034,0,17.935,-0.1226651798160022,1,21.935,-0.28265329382265786,1,29.935,-0.47436111575079337,1,37.935,-0.5852115460656386,1,69.935,-0.7750053621219705,1,165.935,-0.9051737125983065,1
truth_n4_44,4,traditional_baseline_family,sshr_h,23.985,20.0,31.0,37.0,1.0,0.0002930164337158203,0.4033632278442383,5.935,16.0,21.0,1.128125,0,5.935,3.0412805391743896,0,9.934999999999999,1.4141922496225467,0,13.934999999999999,0.7212055974165771,0,17.935,0.3373292444940062,0,21.935,0.09345794392523368,0,29.935,-0.19876398864205777,1,37.935,-0.3677342823250297,1,69.935,-0.6570386787731465,1,165.935,-0.8554554494229667,1
truth_n4_44,4,all_internal_score_portfolio,and_affine_nmcts,15.735,12.0,27.0,31.0,1.0,0.10248613357543945,1.2944707870483398,5.935,16.0,21.0,0.6125,0,5.935,1.651221566975569,0,9.934999999999999,0.5837946653246101,0,13.934999999999999,0.1291711517761034,0,17.935,-0.1226651798160022,1,21.935,-0.28265329382265786,1,29.935,-0.47436111575079337,1,37.935,-0.5852115460656386,1,69.935,-0.7750053621219705,1,165.935,-0.9051737125983065,1
truth_n4_45,4,resource_nmcts_family,and_pareto_resource_nmcts,15.635,12.0,27.0,27.0,1.0,0.18765807151794434,0.22450613975524902,5.71,15.0,19.0,0.6616666666666667,0,5.71,1.7381786339754817,0,9.46,0.6527484143763211,0,13.21,0.18357305071915206,0,16.96,-0.07812500000000006,1,20.71,-0.2450507001448576,1,28.21,-0.44576391350584904,1,35.71,-0.5621674600952115,1,65.71,-0.7620605691675544,1,155.71,-0.8995889795131977,1
truth_n4_45,4,traditional_baseline_family,and_cube_beam,19.745,16.0,27.0,33.0,1.0,0.0010249614715576172,0.08236241340637207,5.71,15.0,19.0,0.9356666666666666,0,5.71,2.457968476357268,0,9.46,1.0872093023255813,0,13.21,0.49470098410295227,0,16.96,0.16420990566037735,0,20.71,-0.046595847416706894,1,28.21,-0.30007089684509036,1,35.71,-0.44707364883786055,1,65.71,-0.6995130117181554,1,155.71,-0.8731937576263566,1
truth_n4_45,4,all_internal_score_portfolio,and_affine_nmcts,15.635,12.0,27.0,27.0,1.0,0.07934427261352539,0.38754796981811523,5.71,15.0,19.0,0.6616666666666667,0,5.71,1.7381786339754817,0,9.46,0.6527484143763211,0,13.21,0.18357305071915206,0,16.96,-0.07812500000000006,1,20.71,-0.2450507001448576,1,28.21,-0.44576391350584904,1,35.71,-0.5621674600952115,1,65.71,-0.7620605691675544,1,155.71,-0.8995889795131977,1
truth_n4_46,4,resource_nmcts_family,and_fprm_polarity_archive,22.285,16.0,36.0,41.0,2.0,0.009579658508300781,1.1990878582000732,2.6999999999999997,31.0,31.0,0.6317741935483872,0,2.6999999999999997,7.253703703703705,0,10.45,1.1325358851674643,0,18.2,0.2244505494505495,0,25.95,-0.14123314065510595,1,33.7,-0.33872403560830866,1,49.2,-0.5470528455284553,1,64.7,-0.655564142194745,1,126.7,-0.8241120757695344,1,312.7,-0.9287336104892868,1
truth_n4_46,4,traditional_baseline_family,and_esop_milp,30.56,24.0,40.0,48.0,2.0,0.363084077835083,0.36568307876586914,2.6999999999999997,31.0,31.0,0.8987096774193548,0,2.6999999999999997,10.31851851851852,0,10.45,1.9244019138755981,0,18.2,0.6791208791208792,0,25.95,0.17764932562620422,0,33.7,-0.09317507418397637,1,49.2,-0.3788617886178862,1,64.7,-0.5276661514683153,1,126.7,-0.7588003157063931,1,312.7,-0.902270546850016,1
truth_n4_46,4,all_internal_score_portfolio,and_fprm_polarity_archive,22.285,16.0,36.0,41.0,2.0,0.009579658508300781,2.0847177505493164,2.6999999999999997,31.0,31.0,0.6317741935483872,0,2.6999999999999997,7.253703703703705,0,10.45,1.1325358851674643,0,18.2,0.2244505494505495,0,25.95,-0.14123314065510595,1,33.7,-0.33872403560830866,1,49.2,-0.5470528455284553,1,64.7,-0.655564142194745,1,126.7,-0.8241120757695344,1,312.7,-0.9287336104892868,1
truth_n4_47,4,resource_nmcts_family,and_pareto_resource_nmcts,22.520000000000003,16.0,40.0,44.0,2.0,1.0727999210357666,1.2873713970184326,2.6999999999999997,31.0,31.0,0.6393548387096776,0,2.6999999999999997,7.340740740740743,0,10.45,1.1550239234449766,0,18.2,0.23736263736263757,0,25.95,-0.13217726396917134,1,33.7,-0.33175074183976255,1,49.2,-0.5422764227642276,1,64.7,-0.6519319938176198,1,126.7,-0.8222573007103394,1,312.7,-0.9279820914614647,1
truth_n4_47,4,traditional_baseline_family,and_cube_beam,30.675,24.0,41.0,51.0,2.0,0.002092123031616211,0.2896537780761719,2.6999999999999997,31.0,31.0,0.9024193548387097,0,2.6999999999999997,10.361111111111112,0,10.45,1.9354066985645935,0,18.2,0.6854395604395606,0,25.95,0.18208092485549138,0,33.7,-0.08976261127596445,1,49.2,-0.37652439024390244,1,64.7,-0.5258887171561052,1,126.7,-0.7578926598263616,1,312.7,-0.9019027822193796,1
truth_n4_47,4,all_internal_score_portfolio,and_affine_nmcts,22.520000000000003,16.0,40.0,44.0,2.0,0.5450549125671387,2.128896951675415,2.6999999999999997,31.0,31.0,0.6393548387096776,0,2.6999999999999997,7.340740740740743,0,10.45,1.1550239234449766,0,18.2,0.23736263736263757,0,25.95,-0.13217726396917134,1,33.7,-0.33175074183976255,1,49.2,-0.5422764227642276,1,64.7,-0.6519319938176198,1,126.7,-0.8222573007103394,1,312.7,-0.9279820914614647,1
truth_n4_48,4,resource_nmcts_family,and_fprm_polarity_archive,17.775,12.0,26.0,35.0,2.0,0.009900093078613281,1.2357330322265625,2.6999999999999997,31.0,31.0,0.48629032258064514,0,2.6999999999999997,5.583333333333334,0,10.45,0.700956937799043,0,18.2,-0.02335164835164839,1,25.95,-0.3150289017341041,1,33.7,-0.47255192878338287,1,49.2,-0.638719512195122,1,64.7,-0.7252704791344669,1,126.7,-0.8597079715864246,1,312.7,-0.9431563799168533,1
truth_n4_48,4,traditional_baseline_family,and_esop_milp,21.845,16.0,27.0,37.0,2.0,0.06731986999511719,0.06994080543518066,2.6999999999999997,31.0,31.0,0.6175806451612903,0,2.6999999999999997,7.090740740740741,0,10.45,1.0904306220095694,0,18.2,0.20027472527472526,0,25.95,-0.15818882466281312,1,33.7,-0.35178041543026717,1,49.2,-0.5559959349593496,1,64.7,-0.6623647604327666,1,126.7,-0.8275848460931334,1,312.7,-0.9301407099456349,1
truth_n4_48,4,all_internal_score_portfolio,and_affine_nmcts,17.775,12.0,26.0,35.0,2.0,0.5364861488342285,1.8725981712341309,2.6999999999999997,31.0,31.0,0.48629032258064514,0,2.6999999999999997,5.583333333333334,0,10.45,0.700956937799043,0,18.2,-0.02335164835164839,1,25.95,-0.3150289017341041,1,33.7,-0.47255192878338287,1,49.2,-0.638719512195122,1,64.7,-0.7252704791344669,1,126.7,-0.8597079715864246,1,312.7,-0.9431563799168533,1
truth_n4_49,4,resource_nmcts_family,and_pareto_resource_nmcts,11.23,8.0,19.0,22.0,1.0,0.5921630859375,0.6340501308441162,1.455,16.0,17.0,0.6109375,0,1.455,6.718213058419244,0,5.455,1.0586617781851513,0,9.455,0.18773135906927554,0,13.455,-0.1653660349312523,1,17.455,-0.35663133772558,1,25.455,-0.5588293066195246,1,33.455,-0.6643252129726498,1,65.455,-0.8284317470017568,1,161.455,-0.9304450156390326,1
truth_n4_49,4,traditional_baseline_family,and_esop_milp,19.825000000000003,16.0,29.0,33.0,1.0,0.07991194725036621,0.08275270462036133,1.455,16.0,17.0,1.1481250000000003,0,1.455,12.625429553264608,0,5.455,2.634280476626948,0,9.455,1.0967741935483875,0,13.455,0.47342995169082147,0,17.455,0.13577771412202835,0,25.455,-0.22117462188175194,1,33.455,-0.4074129427589298,1,65.455,-0.6971201588877854,1,161.455,-0.8772103682140534,1
truth_n4_49,4,all_internal_score_portfolio,and_affine_nmcts,11.23,8.0,19.0,22.0,1.0,0.1682589054107666,0.8890697956085205,1.455,16.0,17.0,0.6109375,0,1.455,6.718213058419244,0,5.455,1.0586617781851513,0,9.455,0.18773135906927554,0,13.455,-0.1653660349312523,1,17.455,-0.35663133772558,1,25.455,-0.5588293066195246,1,33.455,-0.6643252129726498,1,65.455,-0.8284317470017568,1,161.455,-0.9304450156390326,1
truth_n4_5,4,resource_nmcts_family,and_pareto_resource_nmcts,22.21,16.0,36.0,38.0,2.0,1.312408208847046,1.4059090614318848,2.6999999999999997,31.0,31.0,0.6293548387096775,0,2.6999999999999997,7.225925925925927,0,10.45,1.1253588516746413,0,18.2,0.22032967032967044,0,25.95,-0.14412331406551054,1,33.7,-0.3409495548961425,1,49.2,-0.5485772357723577,1,64.7,-0.6567233384853168,1,126.7,-0.8247040252565115,1,312.7,-0.9289734569875281,1
