name,n,portfolio,selected_method,selected_score,selected_T,selected_CNOT,selected_depth,selected_peak_ancilla,selected_time_s,portfolio_run_all_time_s,revkit_lower_score,revkit_non_clifford_rz,revkit_total_rz,break_even_rz_score,break_even_impossible,revkit_score_rz0,relative_rz0,wins_rz0,revkit_score_rz0.25,relative_rz0.25,wins_rz0.25,revkit_score_rz0.5,relative_rz0.5,wins_rz0.5,revkit_score_rz0.75,relative_rz0.75,wins_rz0.75,revkit_score_rz1,relative_rz1,wins_rz1,revkit_score_rz1.5,relative_rz1.5,wins_rz1.5,revkit_score_rz2,relative_rz2,wins_rz2,revkit_score_rz4,relative_rz4,wins_rz4,revkit_score_rz10,relative_rz10,wins_rz10
majority_n4,4,traditional_baseline_family,and_esop_milp,39.324999999999996,32.0,53.0,61.0,2.0,0.6009171009063721,0.6039750576019287,2.6999999999999997,31.0,31.0,1.1814516129032255,0,2.6999999999999997,13.564814814814813,0,10.45,2.763157894736842,0,18.2,1.1607142857142856,0,25.95,0.5154142581888246,0,33.7,0.16691394658753686,0,49.2,-0.20071138211382128,1,64.7,-0.39219474497681617,1,126.7,-0.6896211523283347,1,312.7,-0.8742404860889031,1
majority_n4,4,all_internal_score_portfolio,and_affine_nmcts,31.150000000000002,24.0,49.0,58.0,2.0,0.47490501403808594,2.6584560871124268,2.6999999999999997,31.0,31.0,0.9177419354838711,0,2.6999999999999997,10.53703703703704,0,10.45,1.980861244019139,0,18.2,0.7115384615384617,0,25.95,0.20038535645472072,0,33.7,-0.07566765578635017,1,49.2,-0.366869918699187,1,64.7,-0.5185471406491499,1,126.7,-0.7541436464088397,1,312.7,-0.9003837543971859,1
majority_n5,5,resource_nmcts_family,and_pareto_resource_nmcts,40.19,32.0,70.0,70.0,2.0,4.8233091831207275,5.600484609603882,3.6500000000000004,32.0,33.0,1.141875,0,3.6500000000000004,10.010958904109588,0,11.65,2.449785407725322,0,19.65,1.04529262086514,0,27.65,0.4535262206148282,0,35.65,0.1273492286115007,0,51.65,-0.22187802516940952,1,67.65,-0.40591278640059136,1,131.65,-0.6947208507406001,1,323.65,-0.8758226479221382,1
majority_n5,5,traditional_baseline_family,sshr_h,87.78999999999999,80.0,88.0,114.0,1.0,0.025406837463378906,10.037638425827026,3.6500000000000004,32.0,33.0,2.6293749999999996,0,3.6500000000000004,23.052054794520544,0,11.65,6.535622317596565,0,19.65,3.467684478371501,0,27.65,2.1750452079566003,0,35.65,1.4625525946704065,0,51.65,0.6997095837366891,0,67.65,0.2977087952697707,0,131.65,-0.3331560957083176,1,323.65,-0.7287501931098409,1
majority_n5,5,all_internal_score_portfolio,and_affine_nmcts,40.19,32.0,70.0,70.0,2.0,0.8630609512329102,16.62956428527832,3.6500000000000004,32.0,33.0,1.141875,0,3.6500000000000004,10.010958904109588,0,11.65,2.449785407725322,0,19.65,1.04529262086514,0,27.65,0.4535262206148282,0,35.65,0.1273492286115007,0,51.65,-0.22187802516940952,1,67.65,-0.40591278640059136,1,131.65,-0.6947208507406001,1,323.65,-0.8758226479221382,1
majority_n6,6,resource_nmcts_family,and_fprm_polarity_archive,108.115,92.0,171.0,171.0,3.0,0.5155749320983887,12.93435525894165,11.31,127.0,127.0,0.762244094488189,0,11.31,8.559239610963749,0,43.06,1.5107988852763583,0,74.81,0.4451944927148776,0,106.56,0.014592717717717647,0,138.31,-0.21831393247053724,1,201.81,-0.4642733263961152,1,265.31,-0.5924955712185744,1,519.31,-0.791810286726618,1,1281.31,-0.9156215123584457,1
majority_n6,6,traditional_baseline_family,sshr_h,196.05,184.0,128.0,154.0,2.0,0.03696298599243164,10.100478172302246,11.31,127.0,127.0,1.4546456692913388,0,11.31,16.3342175066313,0,43.06,3.5529493729679515,0,74.81,1.6206389520117632,0,106.56,0.8398085585585586,0,138.31,0.41746800665172445,0,201.81,-0.02854169763639062,1,265.31,-0.2610531076853492,1,519.31,-0.6224798290038704,1,1281.31,-0.8469925310814713,1
majority_n6,6,all_internal_score_portfolio,and_fprm_polarity_archive,108.115,92.0,171.0,171.0,3.0,0.5155749320983887,23.79239010810852,11.31,127.0,127.0,0.762244094488189,0,11.31,8.559239610963749,0,43.06,1.5107988852763583,0,74.81,0.4451944927148776,0,106.56,0.014592717717717647,0,138.31,-0.21831393247053724,1,201.81,-0.4642733263961152,1,265.31,-0.5924955712185744,1,519.31,-0.791810286726618,1,1281.31,-0.9156215123584457,1
mul_w2_bit1,4,resource_nmcts_family,and_fprm_polarity_archive,8.830000000000002,8.0,14.0,14.0,0.0,0.0008199214935302734,0.049672842025756836,2.6999999999999997,31.0,31.0,0.19774193548387106,0,2.6999999999999997,2.2703703703703715,0,10.45,-0.15502392344497584,1,18.2,-0.5148351648351647,1,25.95,-0.6597302504816955,1,33.7,-0.7379821958456972,1,49.2,-0.8205284552845529,1,64.7,-0.8635239567233385,1,126.7,-0.9303078137332281,1,312.7,-0.9717620722737449,1
mul_w2_bit1,4,traditional_baseline_family,direct_anf,8.68,8.0,12.0,12.0,0.0,3.814697265625e-05,0.02503347396850586,2.6999999999999997,31.0,31.0,0.19290322580645164,0,2.6999999999999997,2.2148148148148152,0,10.45,-0.169377990430622,1,18.2,-0.5230769230769231,1,25.95,-0.6655105973025048,1,33.7,-0.742433234421365,1,49.2,-0.8235772357723578,1,64.7,-0.8658423493044822,1,126.7,-0.9314917127071823,1,312.7,-0.972241765270227,1
mul_w2_bit1,4,all_internal_score_portfolio,direct_anf,8.68,8.0,12.0,12.0,0.0,3.814697265625e-05,0.08592724800109863,2.6999999999999997,31.0,31.0,0.19290322580645164,0,2.6999999999999997,2.2148148148148152,0,10.45,-0.169377990430622,1,18.2,-0.5230769230769231,1,25.95,-0.6655105973025048,1,33.7,-0.742433234421365,1,49.2,-0.8235772357723578,1,64.7,-0.8658423493044822,1,126.7,-0.9314917127071823,1,312.7,-0.972241765270227,1
mul_w3_bit2,6,resource_nmcts_family,and_fprm_polarity_archive,26.25,20.0,38.0,38.0,2.0,0.020580053329467773,0.37996554374694824,9.825,103.0,103.0,0.15946601941747574,0,9.825,1.67175572519084,0,35.575,-0.2621222768798314,1,61.325,-0.5719527109661638,1,87.075,-0.6985357450473729,1,112.825,-0.7673387990250388,1,164.325,-0.8402555910543131,1,215.825,-0.8783736823815591,1,421.825,-0.9377704024180643,1,1039.825,-0.9747553674897218,1
mul_w3_bit2,6,traditional_baseline_family,and_direct_anf,30.360000000000003,24.0,40.0,40.0,2.0,6.508827209472656e-05,2.4834866523742676,9.825,103.0,103.0,0.199368932038835,0,9.825,2.090076335877863,0,35.575,-0.1465917076598735,1,61.325,-0.5049327354260089,1,87.075,-0.6513350559862188,1,112.825,-0.7309107024152448,1,164.325,-0.8152441807393883,1,215.825,-0.8593304760801574,1,421.825,-0.9280270254252355,1,1039.825,-0.9708027793138269,1
mul_w3_bit2,6,all_internal_score_portfolio,and_affine_nmcts,26.25,20.0,38.0,38.0,2.0,0.017368078231811523,2.8819854259490967,9.825,103.0,103.0,0.15946601941747574,0,9.825,1.67175572519084,0,35.575,-0.2621222768798314,1,61.325,-0.5719527109661638,1,87.075,-0.6985357450473729,1,112.825,-0.7673387990250388,1,164.325,-0.8402555910543131,1,215.825,-0.8783736823815591,1,421.825,-0.9377704024180643,1,1039.825,-0.9747553674897218,1
mux_2_4,6,resource_nmcts_family,and_pareto_resource_nmcts,38.035,32.0,65.0,71.0,1.0,0.597121000289917,0.6543214321136475,3.595,32.0,33.0,1.07625,0,3.595,9.579972183588316,0,11.595,2.2802932298404484,0,19.595,0.9410563919367185,0,27.595,0.37832940750135885,0,35.595,0.06854895350470566,0,51.595,-0.2628161643570114,1,67.595,-0.4373104519565057,1,131.595,-0.7109692617500665,1,323.595,-0.8824611010676927,1
mux_2_4,6,traditional_baseline_family,and_esop_milp,37.26,32.0,52.0,60.0,1.0,2.475310802459717,2.5329489707946777,3.595,32.0,33.0,1.05203125,0,3.595,9.364394993045897,0,11.595,2.2134540750323413,0,19.595,0.9015054860933912,0,27.595,0.35024460953071207,0,35.595,0.04677623261694056,0,51.595,-0.27783699970927417,1,67.595,-0.4487757970264073,1,131.595,-0.7168585432577226,1,323.595,-0.8848560700876096,1
mux_2_4,6,all_internal_score_portfolio,and_esop_milp,37.26,32.0,52.0,60.0,1.0,2.475310802459717,3.215073347091675,3.595,32.0,33.0,1.05203125,0,3.595,9.364394993045897,0,11.595,2.2134540750323413,0,19.595,0.9015054860933912,0,27.595,0.35024460953071207,0,35.595,0.04677623261694056,0,51.595,-0.27783699970927417,1,67.595,-0.4487757970264073,1,131.595,-0.7168585432577226,1,323.595,-0.8848560700876096,1
parity_n3,3,resource_nmcts_family,and_fprm_polarity_archive,0.19499999999999998,0.0,3.0,3.0,0.0,0.00036716461181640625,0.02520298957824707,0.485,0.0,3.0,0.0,0,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1
parity_n3,3,traditional_baseline_family,and_direct_anf,0.19499999999999998,0.0,3.0,3.0,0.0,3.695487976074219e-05,0.015034198760986328,0.485,0.0,3.0,0.0,0,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1
parity_n3,3,all_internal_score_portfolio,and_affine_nmcts,0.19499999999999998,0.0,3.0,3.0,0.0,0.006691932678222656,0.04702401161193848,0.485,0.0,3.0,0.0,0,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1,0.485,-0.29000000000000004,1
parity_n4,4,resource_nmcts_family,and_fprm_polarity_archive,0.26,0.0,4.0,4.0,0.0,0.0007719993591308594,0.048455238342285156,0.615,0.0,3.0,0.0,0,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1
parity_n4,4,traditional_baseline_family,and_direct_anf,0.26,0.0,4.0,4.0,0.0,2.4080276489257812e-05,0.019021034240722656,0.615,0.0,3.0,0.0,0,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1
parity_n4,4,all_internal_score_portfolio,and_affine_nmcts,0.26,0.0,4.0,4.0,0.0,0.005449056625366211,0.07298421859741211,0.615,0.0,3.0,0.0,0,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1,0.615,-0.355,1
parity_n5,5,resource_nmcts_family,and_fprm_polarity_archive,0.325,0.0,5.0,5.0,0.0,0.001689910888671875,0.17551565170288086,0.745,0.0,3.0,0.0,0,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1
parity_n5,5,traditional_baseline_family,and_direct_anf,0.325,0.0,5.0,5.0,0.0,5.364418029785156e-05,0.07748031616210938,0.745,0.0,3.0,0.0,0,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1
parity_n5,5,all_internal_score_portfolio,and_affine_nmcts,0.325,0.0,5.0,5.0,0.0,0.00928497314453125,0.2623767852783203,0.745,0.0,3.0,0.0,0,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1,0.745,-0.42,1
parity_n6,6,resource_nmcts_family,and_fprm_polarity_archive,0.38999999999999996,0.0,6.0,6.0,0.0,0.005499124526977539,0.6507143974304199,0.875,0.0,3.0,0.0,0,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1
parity_n6,6,traditional_baseline_family,and_direct_anf,0.38999999999999996,0.0,6.0,6.0,0.0,8.0108642578125e-05,1.0716283321380615,0.875,0.0,3.0,0.0,0,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1,0.875,-0.48500000000000004,1
