baseline_CNOT,baseline_T,baseline_depth,baseline_peak_ancilla,baseline_score,baseline_time_s,name,relative_CNOT_pct,relative_T_pct,relative_depth_pct,relative_peak_ancilla_pct,relative_score_pct,relative_time_s_pct,target_CNOT,target_T,target_depth,target_peak_ancilla,target_score,target_time_s
102.0,52.0,102.0,1.0,60.11,20.938929080963135,anf_n18_0,0.0,0.0,0.0,0.0,0.0,-95.89194367468096,102.0,52.0,102.0,1.0,60.11,0.8601830005645752
17447.0,10004.0,17447.0,4.0,11039.275,87.9294080734253,anf_n18_1,36.287040751991746,51.37944822071171,36.287040751991746,25.0,49.90232601325722,-97.95921432976185,23778.0,15144.0,23778.0,5.0,16548.13,1.7944507598876953
6532.0,3840.0,6533.0,4.0,4232.924999999999,87.52537393569946,anf_n18_10,33.38946723821188,42.395833333333336,33.38435634471146,0.0,41.455140358026696,-98.59618868697792,8713.0,5468.0,8714.0,4.0,5987.6900000000005,1.2286911010742188
2672.0,1532.0,2672.0,3.0,1695.48,66.78791189193726,anf_n18_11,27.694610778443113,39.686684073107045,27.694610778443113,0.0,38.39030834925801,-98.55575366997424,3412.0,2140.0,3412.0,3.0,2346.3799999999997,0.9645819664001465
18600.0,10644.0,18600.0,4.0,11747.24,92.47424983978271,anf_n18_2,36.46774193548387,51.86020293122886,36.46774193548387,25.0,50.35238064430452,-97.9265276333848,25383.0,16164.0,25383.0,5.0,17662.254999999997,1.9174280166625977
41248.0,24452.0,41248.0,5.0,26886.32,205.10063099861145,anf_n18_3,42.520849495733124,54.44135449043023,42.520849495733124,20.0,53.310363783515214,-98.3681313284819,58787.0,37764.0,58787.0,6.0,41219.51500000001,3.346972942352295
4999.0,2916.0,4999.0,3.0,3216.6150000000002,79.10152292251587,anf_n18_4,31.42628525705141,41.289437585733886,31.42628525705141,0.0,40.26701983296105,-98.73163094814194,6570.0,4120.0,6570.0,3.0,4511.85,1.0032992362976074
11762.0,6748.0,11762.0,4.0,7448.45,128.08787608146667,anf_n18_5,35.402142492773336,50.26674570243035,35.402142492773336,0.0,48.779813249736534,-98.96931385485212,15926.0,10140.0,15926.0,4.0,11081.79,1.3201839923858643
449.0,240.0,449.0,2.0,270.585,24.17253875732422,anf_n18_6,5.56792873051225,18.333333333333332,5.56792873051225,0.0,16.77291793706229,-96.36863121353969,474.0,284.0,474.0,2.0,315.96999999999997,0.8777940273284912
29800.0,17560.0,29800.0,5.0,19321.56,147.06465888023376,anf_n18_7,41.46979865771812,54.21412300683372,41.46979865771812,20.0,52.99732526773199,-98.40608951498801,42158.0,27080.0,42158.0,6.0,29561.469999999998,2.34407901763916
2902.0,1676.0,2902.0,3.0,1853.01,67.41537618637085,anf_n18_8,27.980702963473465,38.902147971360385,27.980702963473465,0.0,37.728884355723935,-98.51743019824454,3714.0,2328.0,3714.0,3.0,2552.13,0.9994800090789795
76.0,36.0,90.0,1.0,42.93,20.976731777191162,anf_n18_9,2.631578947368421,22.22222222222222,-13.333333333333334,-100.0,13.277428371768002,-96.51308852560825,78.0,44.0,78.0,0.0,48.63,0.7314400672912598
