name,n,method,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,score_lower_bound,score_rz1,score_rz2,score_rz4,score_rz10,time_s,timeout_s,revkit_num_gates,revkit_num_qubits,rz_total,rz_clifford,rz_t_like,rz_non_clifford,rz_max_denominator,phase_ops,ct_supported,correct,skipped,error,truth_table_hex
anf_n14_0,14,external_revkit_oracle_synth_timeout_probe,,,,,,,,,,,,,,30.00568389892578,30.0,,,,,,,,,,,,ProcessTimeout(30s),8822882288228822BB11BB11BB11BB1188DD88DD88DD88DDBBEEBBEEBBEEBBEE44EE44EE44EE44EE77DD77DD77DD77DD4411441144114411772277227722772277DD77DD77DD77DDBB11BB11BB11BB117722772277227722BBEEBBEEBBEEBBEEBB11BB11BB11BB1177DD77DD77DD77DDBBEEBBEEBBEEBBEE772277227722772277DD77DD77DD77DD44EE44EE44EE44EE88DD88DD88DD88DDBBEEBBEEBBEEBBEEBB11BB11BB11BB11882288228822882244114411441144117722772277227722882288228822882244EE44EE44EE44EE7722772277227722BBEEBBEEBBEEBBEE44EE44EE44EE44EE8822882288228822BBEEBBEEBBEEBBEE7722772277227722228822882288228811BB11BB11BB11BB22772277227722771144114411441144EE44EE44EE44EE44DD77DD77DD77DD77EEBBEEBBEEBBEEBBDD88DD88DD88DD88DD77DD77DD77DD7711BB11BB11BB11BBDD88DD88DD88DD88114411441144114411BB11BB11BB11BBDD77DD77DD77DD771144114411441144DD88DD88DD88DD88DD77DD77DD77DD77EE44EE44EE44EE442277227722772277114411441144114411BB11BB11BB11BB2288228822882288EEBBEEBBEEBBEEBBDD88DD88DD88DD882288228822882288EE44EE44EE44EE44DD88DD88DD88DD881144114411441144EE44EE44EE44EE4422882288228822881144114411441144DD88DD88DD88DD888822882288228822BB11BB11BB11BB1188DD88DD88DD88DDBBEEBBEEBBEEBBEE44EE44EE44EE44EE77DD77DD77DD77DD4411441144114411772277227722772277DD77DD77DD77DDBB11BB11BB11BB117722772277227722BBEEBBEEBBEEBBEEBB11BB11BB11BB1177DD77DD77DD77DDBBEEBBEEBBEEBBEE772277227722772277DD77DD77DD77DD44EE44EE44EE44EE88DD88DD88DD88DDBBEEBBEEBBEEBBEEBB11BB11BB11BB11882288228822882244114411441144117722772277227722882288228822882244EE44EE44EE44EE7722772277227722BBEEBBEEBBEEBBEE44EE44EE44EE44EE8822882288228822BBEEBBEEBBEEBBEE7722772277227722228822882288228811BB11BB11BB11BB22772277227722771144114411441144EE44EE44EE44EE44DD77DD77DD77DD77EEBBEEBBEEBBEEBBDD88DD88DD88DD88DD77DD77DD77DD7711BB11BB11BB11BBDD88DD88DD88DD88114411441144114411BB11BB11BB11BBDD77DD77DD77DD771144114411441144DD88DD88DD88DD88DD77DD77DD77DD77EE44EE44EE44EE442277227722772277114411441144114411BB11BB11BB11BB2288228822882288EEBBEEBBEEBBEEBBDD88DD88DD88DD882288228822882288EE44EE44EE44EE44DD88DD88DD88DD881144114411441144EE44EE44EE44EE4422882288228822881144114411441144DD88DD88DD88DD8877DD77DD77DD77DD44EE44EE44EE44EE88DD88DD88DD88DDBBEEBBEEBBEEBBEEBB11BB11BB11BB11882288228822882244114411441144117722772277227722882288228822882244EE44EE44EE44EE7722772277227722BBEEBBEEBBEEBBEE44EE44EE44EE44EE8822882288228822BBEEBBEEBBEEBBEE77227722772277228822882288228822BB11BB11BB11BB1188DD88DD88DD88DDBBEEBBEEBBEEBBEE44EE44EE44EE44EE77DD77DD77DD77DD4411441144114411772277227722772277DD77DD77DD77DDBB11BB11BB11BB117722772277227722BBEEBBEEBBEEBBEEBB11BB11BB11BB1177DD77DD77DD77DDBBEEBBEEBBEEBBEE7722772277227722DD77DD77DD77DD77EE44EE44EE44EE442277227722772277114411441144114411BB11BB11BB11BB2288228822882288EEBBEEBBEEBBEEBBDD88DD88DD88DD882288228822882288EE44EE44EE44EE44DD88DD88DD88DD881144114411441144EE44EE44EE44EE4422882288228822881144114411441144DD88DD88DD88DD88228822882288228811BB11BB11BB11BB22772277227722771144114411441144EE44EE44EE44EE44DD77DD77DD77DD77EEBBEEBBEEBBEEBBDD88DD88DD88DD88DD77DD77DD77DD7711BB11BB11BB11BBDD88DD88DD88DD88114411441144114411BB11BB11BB11BBDD77DD77DD77DD771144114411441144DD88DD88DD88DD8877DD77DD77DD77DD44EE44EE44EE44EE88DD88DD88DD88DDBBEEBBEEBBEEBBEEBB11BB11BB11BB11882288228822882244114411441144117722772277227722882288228822882244EE44EE44EE44EE7722772277227722BBEEBBEEBBEEBBEE44EE44EE44EE44EE8822882288228822BBEEBBEEBBEEBBEE77227722772277228822882288228822BB11BB11BB11BB1188DD88DD88DD88DDBBEEBBEEBBEEBBEE44EE44EE44EE44EE77DD77DD77DD77DD4411441144114411772277227722772277DD77DD77DD77DDBB11BB11BB11BB117722772277227722BBEEBBEEBBEEBBEEBB11BB11BB11BB1177DD77DD77DD77DDBBEEBBEEBBEEBBEE7722772277227722DD77DD77DD77DD77EE44EE44EE44EE442277227722772277114411441144114411BB11BB11BB11BB2288228822882288EEBBEEBBEEBBEEBBDD88DD88DD88DD882288228822882288EE44EE44EE44EE44DD88DD88DD88DD881144114411441144EE44EE44EE44EE4422882288228822881144114411441144DD88DD88DD88DD88228822882288228811BB11BB11BB11BB22772277227722771144114411441144EE44EE44EE44EE44DD77DD77DD77DD77EEBBEEBBEEBBEEBBDD88DD88DD88DD88DD77DD77DD77DD7711BB11BB11BB11BBDD88DD88DD88DD88114411441144114411BB11BB11BB11BBDD77DD77DD77DD771144114411441144DD88DD88DD88DD88
anf_n14_1,14,external_revkit_oracle_synth_timeout_probe,,,,,,,,,,,,,,30.006879329681396,30.0,,,,,,,,,,,,ProcessTimeout(30s),AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000AA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFFAA55555500FFFFFF55AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF00000055AAAAAAFF000000
anf_n14_10,14,external_revkit_oracle_synth_timeout_probe,0,32766,65520,65535,0,0,15,2948.79,2948.79,35715.79,68482.79,134016.79,330618.79,0.40519094467163086,30.0,65535,15,32767,0,0,32767,4096,32767,0,RevKit oracle_synth accepted truth table,,,914D30C671E2F689E8E5F4619B9762F3FD2C251277A56BA56F6FC0704FC15C5B76780AD20F6930FDF22282C6390C39D9303122FF98E72B366634EDC52C1B71BE9AAAF0AB7E3254A46446D9E176697B56AA5972B0939361BB4F92D35AB62678A8DEFA88F7304F7F3709C04EA2A6B6F7AEC4B2A1E0191EC35C0D28453D314DBE3003B48BE3733AB14BD616204D8791F8EC248FD69DB33325BFA316EF2C2C597C46FA2505F961A7390B6B3CF4FDA500A14E89474B50505D1B7DBF1D826CFA1936E4A3B315CE88A5EDD3EA727B99236D6E7DAAAE91F8E232AC5F05E07F52CC1644E79C5F07C0A046C647BAFE6F6EBAF39202F2443518A228F2E9042144AF049FA4047390146BB5E98C86FD694894A767D55BFBF87619F2A755655125528A31C4F66A6E05A952610B04B3D401E922999A6F0C81CB88FD6C3EB3AF4F36409C7CA3447C3AFCA6DBB6CF2EC87557FE70AA2CDADBA636D86A6E94E7D8024A3BA29CA516165C24BBB7641DED43C06590F3E360DDCBA82B4A746038D3A919F94C47591019D49B10C7BCA48760D3B3BCCE259DB7E183A822E29BB3E1268E8B131C777485D215D3A658D1FD519A2D2C1B017B67C7C006A319B5A09A2C274FCB2827CE92A53BBBA9700B50403EDF089260E84FFC18BB2E0C5B8C3C793A04E247ADEFD1E5550B22F063D6F7D66CD074F47A05B48B5E551CD59566AE3ABAA59754E290C7BDEC1E9B951FD44ED3D669152F7EB040C34D6BEE351EC25F12F6A65E9D922BC776DAF4D2832E85A2E81243110E339D9B333531127143EACDA9D6149FD808E9790C9463663F5640B4F4EDB3B076CE12BAEB4F487BBDA583C90612C0C28F7A6C525ECB322845620FE330BFD75F46F4D4DF0F4530F0F33BBABF8E37552E2BC82C646AFD8844EEFD0E9E94B64CDE89BD1DDB4E7D2110C2BA67AF6D9B7B6786B0C2D1A71528266EA4C9E5DD3E6C11BBE2BF8EE399CD64AEC1C8BBAE58669DA2BA523CDFC2F9404CF7C828413B3E676A3F9CDF7F2D82BECF09F6C1CAB1FB604DF3352393A99B189FE96AEE580844D58955AECD555564E869F3CC3795A5D5DE48935CBFC917B00C02B5568E3263B0149EFDE239AE7492A640BB61A3787FF46CCD126742AF104966C533C13D0AA4E85EC16E0CD40D66407D0EB998D37D7845921E8DBDBB0823EB486BE79BFAF8A1DEE17D7FCFCB470CD3E5432BF2B70A6E619F12C74EB9F2483FE0248FCC2CCA0A52DAD87FE4B60A994923203D526BC666378CA20204DA44AC2A8C36E484C36A13674B7D2D7DAF09CB2F63F7533CCE719B4DA70A4A7065AB5FC8F386EBD04DA71006098AE813C3D568DD56D5334DC82E523AFBA6A4AD9A897DE033B4D53BE78D7BBD82F18B6A86EF3434FD621BAFCE9FA8D21F26DDF0DC03801157438617C926FAECD73C9F89B07DCDA680A222C0A19A80A637D6D4F57390A8597FF3B206B3AB56C43B3003C5E60D636DD6FEA6A0B7A3AB94D5F07F575B0EFCB8FCADABEC33F9314814D436E762FB5F37755DE5EBF712DD5871F2866F29697B8F2124FE754A2E8B83DB8EB0C231E242A2D84CD828DE92A98E3F2401FD4AAACEBFAE322D7EA9A74ABE38F66B9149E40329D864FED7346E833F0776B91EFD5B31958F6A0A7FD84FF042CC4BAAC835ECFF784D858B042FE440DBF6F2E416D61B4639D207308BA94DE83BC6DA5F1DF3A60A9BDDC19AD5B0308C87ED9D609104A067870C40FF04C79834A2302FBB2CD3E3856ED12D92A04DF9E3DB8B5F9EC09C3045B4B4001730762D64BD5C47B8A94A09DF488B4BCD28E8C0AEE19536708E1B7EFD30CC136776431E4FFF1582E18828E9EBCDCA9CD06BE164447261555B5DCFC1D4397900C66F35AEA649A02E503AAACBA9FDCF7E1B1332071A78AC494C6F8418D1C2AB2C5077683E6877A93895BE3EE5D98E8BD4BFBFF3211545B257487D236863C5945CE0F8F59012BCE345776CAE94B5C5789635AEA8061198B6FCF68543E2D44523DE887A5E5E810354FD1A90B83CDA02128F662C69BB0B2E6DF937A3A44A66374EE0D7B1290A6F269135461678E6D91D81318758CFAC3288103CD5B715AEE88960C3E55C803F6FCFD4741953B5F55542D8F2820B6C312410066B0A163949F9648EF4431C7CDAC0B04BF70E58F71F66322BB506C711FE598A244F95160051178660349E8E1C12FD46F49B1CE840112C73C8FC2F4B710AB0053CFE552C513D33DFA1EBC0254E1CF065E7F82C220B9F1A0D686AA3C6A7C5B2BB456A8421F2F0501E911715C08D40081063A5B30974C454EF6F589ADF406403B5F4D1A2D80AE70DFCC3E5B4B0D6F0964729690E2100897C2C50B9EC45FCE53DD5D11551AEAFBC757F3324D960001C046474E29B6FA3C46B85391BCC389C8B6A68CA9C59D06612E1199A8CABC4066F103A7E8C574C0F183E3A6911DDFEF099DEA45A2209BC0078E44300957BE64829DDF09A6AFA5E95387E566535718CAAFC4D943CF3930DCCDB8D403C492D7B27B477CEA0F29F8266B42483FF11BEBF33F0179266BB3AF8334B7D70CCB7E64E6898733B3194E8ADD7B18788EDF4CE553951583F061FA2115315A735DD544D0D1B1E59DD8B64BB8A2B2BCC05BE3BE199CDBF4D21B37D4658446589627B027959788E73E936102F96B159DCECF62B054920AA48E9C4A7977B66E32C66F3DB3575B64F3C8B2502B3BD9CA325769048FB406CF3687377BE8A6B550CE0D93F35CFB66EFE84F5CB2FFB5CE49CF4326C4270A6A87BBF28ECEA9F31EE97E415CC1AFCFA46D86A080E66109D0079F1E8590FD37BB33064788CB31B4C99C824150CFE5646B450B4F99538145E554B17C36A0B6C4555B6D75EC0C88E9BFF9B17E6C042A94482A2D16460CA14BD336E82D93FBC357CAA26D76EC0B3D76E00FB1726C0
anf_n14_11,14,external_revkit_oracle_synth_timeout_probe,,,,,,,,,,,,,,30.006694316864014,30.0,,,,,,,,,,,,ProcessTimeout(30s),977A812790AA3F93C4F74400D1F98E0C750DF00F817B184716E9054169EBFFE4FB86E2B244C61499C2914D0FA0C0005334DC4E8B2895BEF362318ECC3AC3A396939057DC9880D69BCA8154ABD34FA15442E737D679A1239D21C00E976E0D0831C6446B0746F76E1393656440CEC7DA2318C30B3EF8893476D7B89E238CB67C4916E593BD037DA982E53756653FACF60C34F8EECC440514CC52E641278B4DB8DB5E0D2B3CF305599CC745847E59B29074AEC274A336009693FDD5EE4130BDF3713FBE54074F70C7A2E42D8AAD0EB529F4DE53375BF8F857C165AC766240FBBFAE2D1D205BE543049EFABEF2C1544A1A043CFFBCCBF26BC4612B5C51AE1AC87CAEF3F0D3CE4615E3266CBE16E63485ADB684B73D23F73E3BA8D46F379DD36DDC042888F82083A4D90E22A364A15461FE0782123B2CBFFD7CCE183C37A86168AD6803EEA46B75FB6440339602B9A85D492AB8A95BA43420911CB218C7BFB5E5E015D28DE3F88962FED9EEC585D668C4237F96CAECF4671654163027107F7ABF75BF88CF5D6D20C7165B84EDAB89E3197A163F1DBF2638BAABB0A6F323F10802349B99B24C76D08CE979CC392FF7B607ECAD0C427C23BA7CD62393962A0270027F02AA9FC476A8F1E9EAD4A973B54C6E6E2ADE42C7EFBF8379D3C0E7EF40A2DAF82AD29A2A8331C216D96C509170E95D61D5A6B8262676E0268CD88DA2D5F7D5F7D5F0557A6432BF92860378798523BC152FD27B07D913384638776A520432520E07956389A213E5D5235C844F760713A8809A60D9FE4FE07CD35A28168534EC9175BF37818EBDD19A53858987309ABEE75A5E16E21E63566CCF38CBB8C381F0D40FE329B49FA5A3E4DE85F711BEE1930577F207D833247B4DD168D6811D05EEC9DD00B7701A7ABFB6D99006295ED5FD853B44556B94AB3792978DD7941CC4EC61ECEBC0F29DD5A4803DBE449113B3DF85197DF03B0D865126C22ED4A1DC7F20BCEC6D9B954EBE0936DBE99BEB88AF5077EE1A869FE29081CF483215B2484B1EBB44DCA7428D786A99B7FB38602BC6A088EEA44AB8E2F642C0488F2A6944222244447C5E3FF36AE7F3E725295A84D1411227C44FD2841B6A28F334FB1E306FA5F9A56DE3B8BE6690666F0E5ED430273C4E96072087D76A9FC03592CD1D09BBC987C938C89A47DEB295A30D865FC5092DD496BCD6691D503F9395D504F00342691769236EE8EED8DE0A30B5BFBDC06C1E1B69A880EB77090C5395C2A142A9D86927699D088E6C965C39A69BDF8D825078AFEE432A05D7E821EDBD1CCEA0F5EE63BB93ECE599810584C3711C345F5A39AA9C001FEA3FDBF98495DBE99B005F5A5F555F042FCA99962E28CA4C1CB4A04BBB69FFE90DAFFFE8AC21F30D528255FFFF55FF1CBABB035FBD78A63BDA995AE17769FF0197D159819FD1F32AF700FF55FF55FFC60C647C68207C9177052A8ACB08EC8A60A973A4CD2CCDBA1E9C0D91C76DF4C8AACCF72570439B94183976E31F580B702E4BCD1CA832A7FEF3EEDC75CE2C3E1F9713BDD83A0F9536AB01B2F9143C44FA571CBBDD3A59F6305192719FB75C7B3568AE24658222B41B9B402874AC22A928A8A1D25CDD2B787EC1BFBB42F07199E8AAF631D6D9AD628F4B508F2F0808138ACC39D5A8D5F7493EB8F9FE37F76134F77487EF3E737FC83B96DD9EF75DDA8AF2CF95D95EFDA7913418C59D9D805D7F5D2958F9CCCFA5F3FF98C7243F1B6C4B5A26320360995AF59C089441AA4B004BAA0737BE5395693FC37954609072A078AAF7A24B3C6336693CB694AAAA220088AA62E35C5A1893537DEFD9E25387773366F4238EED47CF47A6B62500278E4271D4495744BB7844FF00C791F94ED46CACD7F2BAB4E2AA95966A132C99B8F0B833B81A25F98D5CA5F969EAFBF6ACBEA5285A154F3AE7A6A3C09F200D0FA5E7954D656E20274450F05FF05102E7994D3C710F6E451B1D05593995349741CF1BCFEBCFAEEC6536F94E21F0B0BAE8F3281B9CC9F8B944D8F0BB504E8C76A384D222E14483A28BDD609C847852C4C92882050A8D072577221B1B77881CB6FF22AA225522FB642EA006A00CCCBA0BCF6FDD997755C46BEE63AA0F505FE53D6F9577A52D55EAF895F0A3A00300A8A7770F87558755250755FF5F5FFFFFA70D7755DD55DD55DD63E37F498A523B966F31EA1FA8514C446007CDDCD0107A59FA7C31BA3123CE47961F8A5B20266EA03652809E9185B9FCB72629B307199EEDED6226E6192AE6370418C56C11554E3D13478784D7241138A2E2A553E135D29183E12E81BB81EEC173774D12394D99ABC87B90A56C5066312A721E7296729658CB82665F330A66A9BEC76B4A8A97318E2140545219D0FD5671BA15D0202580D7889B4C08805D802B50DC85403B047F5F9C3BDA07F72FDF09428315581334807B8462407F8080806168DD6FDB361893DACEF55AF536A500070DB1CC14C97700109235C00F5AFF00EC67C66FED5547FFC892423A500A5A008A02AA00820A8800A2A22200AAAA0000A1CD0318871E0F3C1AC1ED41DE3CCF8707A42DCA18E4187DEA3E6AFA8E051705BF43B75AD1F00CE1571CF5AF1B41A0363B0844993377661125AD0F699669A5699D737BD1B4634B05979BE8A05CA5F69652BF4BD18133819904617B695369F96923B3902242C3E896B60863FFF596F56913805F1128CC7D997A61AF6905690569345BC6B83F5A817D2F08B1871BFA364EF401715950AF9933B6CB5FFFB4C3113386852E5A3A1B21FF024939058D28FAA09B02BB55D76CBBFFE63B55FF00FFFFFFD5ABA03047FFB26C5DC17705A5330FFF8CA4F9F382A077FF57F77DFF55FFFFFFA45884F0B2A012007FADFFA50FFF0FFFFD57DDFFD75F77FFD5F755FFFFFFFFFF
