losses,mean_baseline,mean_relative_pct,mean_target,metric,pairs,ties,wins
0,3700.3333333333335,-0.1841895223471214,3697.0,T,24,15,9
1,6404.5,-0.12412986564981723,6396.833333333333,CNOT,24,14,9
1,6404.625,-0.12410608579544226,6396.958333333333,depth,24,14,9
1,3.375,1.0416666666666667,3.4166666666666665,peak_ancilla,24,23,0
0,4084.0472916666663,-0.17581210757254997,4080.3522916666666,score,24,14,10
24,27.845824350913364,274.75018748666656,111.77096915245056,time_s,24,0,0
