name,n,portfolio,selected_method,selected_score,selected_T,selected_CNOT,revkit_lower_score,revkit_non_clifford_rz,model,epsilon,t_per_rz,extra_T,revkit_synth_T,revkit_synth_depth,revkit_synth_gates,revkit_synth_score,relative,win
mul_w2_bit1,4,resource_nmcts_family,and_fprm_polarity_archive,8.830000000000002,8.0,14.0,2.6999999999999997,31.0,ross_selinger_z,1e-06,60,1860.0,1860.0,1918.0,1923.0,1909.2,-0.9953750261889797,1
mul_w2_bit1,4,resource_nmcts_family,and_fprm_polarity_archive,8.830000000000002,8.0,14.0,2.6999999999999997,31.0,ross_selinger_z,1e-10,100,3100.0,3100.0,3158.0,3163.0,3180.2,-0.9972234450663481,1
mul_w2_bit1,4,resource_nmcts_family,and_fprm_polarity_archive,8.830000000000002,8.0,14.0,2.6999999999999997,31.0,selinger_su2,0.001,50,1550.0,1550.0,1608.0,1613.0,1591.45,-0.9944516007414622,1
mul_w2_bit1,4,resource_nmcts_family,and_fprm_polarity_archive,8.830000000000002,8.0,14.0,2.6999999999999997,31.0,selinger_su2,1e-06,90,2790.0,2790.0,2848.0,2853.0,2862.45,-0.9969152299603486,1
mul_w2_bit1,4,resource_nmcts_family,and_fprm_polarity_archive,8.830000000000002,8.0,14.0,2.6999999999999997,31.0,selinger_su2,1e-10,143,4433.0,4433.0,4491.0,4496.0,4546.525,-0.9980578573745883,1
mul_w2_bit1,4,traditional_baseline_family,direct_anf,8.68,8.0,12.0,2.6999999999999997,31.0,ross_selinger_z,0.001,30,930.0,930.0,988.0,993.0,955.95,-0.9909200271980753,1
mul_w2_bit1,4,traditional_baseline_family,direct_anf,8.68,8.0,12.0,2.6999999999999997,31.0,ross_selinger_z,1e-06,60,1860.0,1860.0,1918.0,1923.0,1909.2,-0.9954535931280117,1
mul_w2_bit1,4,traditional_baseline_family,direct_anf,8.68,8.0,12.0,2.6999999999999997,31.0,ross_selinger_z,1e-10,100,3100.0,3100.0,3158.0,3163.0,3180.2,-0.9972706119112006,1
mul_w2_bit1,4,traditional_baseline_family,direct_anf,8.68,8.0,12.0,2.6999999999999997,31.0,selinger_su2,0.001,50,1550.0,1550.0,1608.0,1613.0,1591.45,-0.9945458544095007,1
mul_w2_bit1,4,traditional_baseline_family,direct_anf,8.68,8.0,12.0,2.6999999999999997,31.0,selinger_su2,1e-06,90,2790.0,2790.0,2848.0,2853.0,2862.45,-0.996967632622404,1
mul_w2_bit1,4,traditional_baseline_family,direct_anf,8.68,8.0,12.0,2.6999999999999997,31.0,selinger_su2,1e-10,143,4433.0,4433.0,4491.0,4496.0,4546.525,-0.998090849604918,1
mul_w3_bit2,6,resource_nmcts_family,and_fprm_polarity_archive,26.25,20.0,38.0,9.825,103.0,ross_selinger_z,0.001,30,3090.0,3090.0,3295.0,3309.0,3177.0750000000003,-0.9917376832463823,1
mul_w3_bit2,6,resource_nmcts_family,and_fprm_polarity_archive,26.25,20.0,38.0,9.825,103.0,ross_selinger_z,1e-06,60,6180.0,6180.0,6385.0,6399.0,6344.325,-0.9958624439952241,1
mul_w3_bit2,6,resource_nmcts_family,and_fprm_polarity_archive,26.25,20.0,38.0,9.825,103.0,ross_selinger_z,1e-10,100,10300.0,10300.0,10505.0,10519.0,10567.325,-0.9975159276354233,1
mul_w3_bit2,6,resource_nmcts_family,and_fprm_polarity_archive,26.25,20.0,38.0,9.825,103.0,selinger_su2,0.001,50,5150.0,5150.0,5355.0,5369.0,5288.575,-0.9950364701266409,1
mul_w3_bit2,6,resource_nmcts_family,and_fprm_polarity_archive,26.25,20.0,38.0,9.825,103.0,selinger_su2,1e-06,90,9270.0,9270.0,9475.0,9489.0,9511.574999999999,-0.9972402046979602,1
mul_w3_bit2,6,resource_nmcts_family,and_fprm_polarity_archive,26.25,20.0,38.0,9.825,103.0,selinger_su2,1e-10,143,14729.0,14729.0,14934.0,14948.0,15107.05,-0.9982624006672381,1
mul_w3_bit2,6,traditional_baseline_family,and_direct_anf,30.360000000000003,24.0,40.0,9.825,103.0,ross_selinger_z,0.001,30,3090.0,3090.0,3295.0,3309.0,3177.0750000000003,-0.9904440405089586,1
mul_w3_bit2,6,traditional_baseline_family,and_direct_anf,30.360000000000003,24.0,40.0,9.825,103.0,ross_selinger_z,1e-06,60,6180.0,6180.0,6385.0,6399.0,6344.325,-0.9952146209407621,1
mul_w3_bit2,6,traditional_baseline_family,and_direct_anf,30.360000000000003,24.0,40.0,9.825,103.0,ross_selinger_z,1e-10,100,10300.0,10300.0,10505.0,10519.0,10567.325,-0.9971269928766268,1
mul_w3_bit2,6,traditional_baseline_family,and_direct_anf,30.360000000000003,24.0,40.0,9.825,103.0,selinger_su2,0.001,50,5150.0,5150.0,5355.0,5369.0,5288.575,-0.9942593231636122,1
mul_w3_bit2,6,traditional_baseline_family,and_direct_anf,30.360000000000003,24.0,40.0,9.825,103.0,selinger_su2,1e-06,90,9270.0,9270.0,9475.0,9489.0,9511.574999999999,-0.996808099604955,1
mul_w3_bit2,6,traditional_baseline_family,and_direct_anf,30.360000000000003,24.0,40.0,9.825,103.0,selinger_su2,1e-10,143,14729.0,14729.0,14934.0,14948.0,15107.05,-0.9979903422574228,1
mux_2_4,6,resource_nmcts_family,and_pareto_resource_nmcts,38.035,32.0,65.0,3.595,32.0,ross_selinger_z,0.001,30,960.0,960.0,1023.0,1041.0,987.595,-0.9614872493279127,1
mux_2_4,6,resource_nmcts_family,and_pareto_resource_nmcts,38.035,32.0,65.0,3.595,32.0,ross_selinger_z,1e-06,60,1920.0,1920.0,1983.0,2001.0,1971.5949999999998,-0.9807085126509247,1
mux_2_4,6,resource_nmcts_family,and_pareto_resource_nmcts,38.035,32.0,65.0,3.595,32.0,ross_selinger_z,1e-10,100,3200.0,3200.0,3263.0,3281.0,3283.5950000000003,-0.9884166591799537,1
mux_2_4,6,resource_nmcts_family,and_pareto_resource_nmcts,38.035,32.0,65.0,3.595,32.0,selinger_su2,0.001,50,1600.0,1600.0,1663.0,1681.0,1643.5949999999998,-0.9768586543521974,1
mux_2_4,6,resource_nmcts_family,and_pareto_resource_nmcts,38.035,32.0,65.0,3.595,32.0,selinger_su2,1e-06,90,2880.0,2880.0,2943.0,2961.0,2955.5950000000003,-0.9871311867830336,1
mux_2_4,6,resource_nmcts_family,and_pareto_resource_nmcts,38.035,32.0,65.0,3.595,32.0,selinger_su2,1e-10,143,4576.0,4576.0,4639.0,4657.0,4693.995,-0.9918970940531466,1
mux_2_4,6,traditional_baseline_family,and_esop_milp,37.26,32.0,52.0,3.595,32.0,ross_selinger_z,0.001,30,960.0,960.0,1023.0,1041.0,987.595,-0.9622719839610366,1
mux_2_4,6,traditional_baseline_family,and_esop_milp,37.26,32.0,52.0,3.595,32.0,ross_selinger_z,1e-06,60,1920.0,1920.0,1983.0,2001.0,1971.5949999999998,-0.9811015954087934,1
mux_2_4,6,traditional_baseline_family,and_esop_milp,37.26,32.0,52.0,3.595,32.0,ross_selinger_z,1e-10,100,3200.0,3200.0,3263.0,3281.0,3283.5950000000003,-0.9886526809792315,1
mux_2_4,6,traditional_baseline_family,and_esop_milp,37.26,32.0,52.0,3.595,32.0,selinger_su2,0.001,50,1600.0,1600.0,1663.0,1681.0,1643.5949999999998,-0.9773301817053471,1
mux_2_4,6,traditional_baseline_family,and_esop_milp,37.26,32.0,52.0,3.595,32.0,selinger_su2,1e-06,90,2880.0,2880.0,2943.0,2961.0,2955.5950000000003,-0.9873934013286664,1
mux_2_4,6,traditional_baseline_family,and_esop_milp,37.26,32.0,52.0,3.595,32.0,selinger_su2,1e-10,143,4576.0,4576.0,4639.0,4657.0,4693.995,-0.9920621986175954,1
parity_n3,3,resource_nmcts_family,and_fprm_polarity_archive,0.19499999999999998,0.0,3.0,0.485,0.0,ross_selinger_z,0.001,30,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,resource_nmcts_family,and_fprm_polarity_archive,0.19499999999999998,0.0,3.0,0.485,0.0,ross_selinger_z,1e-06,60,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,resource_nmcts_family,and_fprm_polarity_archive,0.19499999999999998,0.0,3.0,0.485,0.0,ross_selinger_z,1e-10,100,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,resource_nmcts_family,and_fprm_polarity_archive,0.19499999999999998,0.0,3.0,0.485,0.0,selinger_su2,0.001,50,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,resource_nmcts_family,and_fprm_polarity_archive,0.19499999999999998,0.0,3.0,0.485,0.0,selinger_su2,1e-06,90,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,resource_nmcts_family,and_fprm_polarity_archive,0.19499999999999998,0.0,3.0,0.485,0.0,selinger_su2,1e-10,143,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,traditional_baseline_family,and_direct_anf,0.19499999999999998,0.0,3.0,0.485,0.0,ross_selinger_z,0.001,30,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,traditional_baseline_family,and_direct_anf,0.19499999999999998,0.0,3.0,0.485,0.0,ross_selinger_z,1e-06,60,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,traditional_baseline_family,and_direct_anf,0.19499999999999998,0.0,3.0,0.485,0.0,ross_selinger_z,1e-10,100,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,traditional_baseline_family,and_direct_anf,0.19499999999999998,0.0,3.0,0.485,0.0,selinger_su2,0.001,50,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,traditional_baseline_family,and_direct_anf,0.19499999999999998,0.0,3.0,0.485,0.0,selinger_su2,1e-06,90,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n3,3,traditional_baseline_family,and_direct_anf,0.19499999999999998,0.0,3.0,0.485,0.0,selinger_su2,1e-10,143,0.0,0.0,9.0,11.0,0.485,-0.29000000000000004,1
parity_n4,4,resource_nmcts_family,and_fprm_polarity_archive,0.26,0.0,4.0,0.615,0.0,ross_selinger_z,0.001,30,0.0,0.0,11.0,13.0,0.615,-0.355,1
parity_n4,4,resource_nmcts_family,and_fprm_polarity_archive,0.26,0.0,4.0,0.615,0.0,ross_selinger_z,1e-06,60,0.0,0.0,11.0,13.0,0.615,-0.355,1
parity_n4,4,resource_nmcts_family,and_fprm_polarity_archive,0.26,0.0,4.0,0.615,0.0,ross_selinger_z,1e-10,100,0.0,0.0,11.0,13.0,0.615,-0.355,1
parity_n4,4,resource_nmcts_family,and_fprm_polarity_archive,0.26,0.0,4.0,0.615,0.0,selinger_su2,0.001,50,0.0,0.0,11.0,13.0,0.615,-0.355,1
parity_n4,4,resource_nmcts_family,and_fprm_polarity_archive,0.26,0.0,4.0,0.615,0.0,selinger_su2,1e-06,90,0.0,0.0,11.0,13.0,0.615,-0.355,1
parity_n4,4,resource_nmcts_family,and_fprm_polarity_archive,0.26,0.0,4.0,0.615,0.0,selinger_su2,1e-10,143,0.0,0.0,11.0,13.0,0.615,-0.355,1
parity_n4,4,traditional_baseline_family,and_direct_anf,0.26,0.0,4.0,0.615,0.0,ross_selinger_z,0.001,30,0.0,0.0,11.0,13.0,0.615,-0.355,1
parity_n4,4,traditional_baseline_family,and_direct_anf,0.26,0.0,4.0,0.615,0.0,ross_selinger_z,1e-06,60,0.0,0.0,11.0,13.0,0.615,-0.355,1
