losses,mean_baseline,mean_relative_pct,mean_target,metric,pairs,ties,wins
0,3326.6666666666665,-0.8659468441174427,3282.0,T,12,4,8
0,5736.5,-0.9435896265461482,5653.916666666667,CNOT,12,3,9
0,5738.333333333333,-0.9435496919761298,5655.75,depth,12,3,9
3,3.5,5.416666666666667,3.75,peak_ancilla,12,9,0
0,3671.295,-0.864996571527704,3622.2220833333336,score,12,3,9
12,23.260692318280537,247.75350146818707,97.25781122843425,time_s,12,0,0
