row_type,fold,train_pairs,test_pairs,train_support_min,train_support_max,gate_min,gate_max,gate_enabled,score_wins,score_losses,score_ties,learned_score_wins,learned_score_losses,learned_score_ties,retained_learned_win_fraction,retained_learned_wins,mean_score_relative,mean_always_learned_score_relative,mean_time_relative,mean_always_learned_time_relative,learned_overhead_reduction,status
fold,0,1305,288,6,23,4,25,225,68,0,220,68,0,220,1.0,True,-0.0157125549521448,-0.0157125549521448,0.2974882409035574,0.3099685249011801,0.040263068650604056,pass
fold,1,1296,297,6,23,4,25,225,32,0,265,32,0,265,1.0,True,-0.007935175271200948,-0.007935175271200948,0.31345113929869795,0.3339752929375695,0.06145410775254015,pass
fold,2,1269,324,6,23,4,25,261,54,0,270,54,0,270,1.0,True,-0.004102935156099453,-0.004102935156099453,0.3692280088093935,0.39869781605828974,0.07391514591238131,pass
fold,3,1314,279,6,21,4,23,225,38,0,241,38,0,241,1.0,True,-0.00517049871960231,-0.00517049871960231,0.2715510832799148,0.27999063311409067,0.030142257761662104,pass
fold,4,1188,405,6,23,4,25,333,136,0,269,136,0,269,1.0,True,-0.01806471378203792,-0.01806471378203792,0.3113808201241999,0.37940187646488444,0.17928497606410826,pass
aggregate,all,,1593,6,23,4,25,1269,328,0,1265,328,0,1265,1.0,True,-0.010652914059532335,-0.010652914059532335,0.314044859379522,0.3448931802787153,0.08944311648686168,pass
