name,n,profile,term_count,truth_build_time_s,method,score,T,CNOT,depth,gates,peak_ancilla,schedule_logical_depth,schedule_cnot_depth_proxy,schedule_t_depth_proxy,explicit_ancilla_live_peak,explicit_ancilla_lifetime_area,plan_time_s,truth_verify_time_s,truth_verified,anf_verified,plan_nodes,plan_mismatches,circuit_anf_verified,circuit_gates,circuit_max_wire_terms,circuit_mismatches
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,adaptive_all_depth,587.97,528,850,850,322,5,56,578,255,1,13,0.2087875009747222,0.7703715410025325,True,True,5,0,True,58,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,depth2_guard_direct,587.97,528,850,850,322,5,56,578,255,1,13,0.05699750001076609,0.6486202910018619,True,True,5,0,True,58,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,depth_frontier_policy,587.97,528,850,850,322,5,56,578,255,1,13,0.05699750001076609,0.6486202910018619,True,True,5,0,True,58,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,depth_policy,587.97,528,850,850,322,5,56,578,255,1,13,0.05699750001076609,0.6486202910018619,True,True,5,0,True,58,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,direct_logical_and,637.9749999999999,576,919,919,343,4,55,626,277,0,0,2.012500772252679e-05,1.0910721660184208,True,True,1,0,True,55,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,screen_depth1,587.97,528,850,850,322,5,56,578,255,1,13,0.030100916977971792,0.7703715410025325,True,True,5,0,True,58,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,screen_depth2,587.97,528,850,850,322,5,56,578,255,1,13,0.05699750001076609,0.6486202910018619,True,True,5,0,True,58,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,screen_depth3,587.97,528,850,850,322,5,56,578,255,1,13,0.05685154200182296,0.7628824159910437,True,True,5,0,True,58,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,screen_depth4,587.97,528,850,850,322,5,56,578,255,1,13,0.056878707982832566,0.6197493750078138,True,True,5,0,True,58,55,0
truth_bridge_n27_000_shallow,27,shallow,55,0.947170166997239,screen_single,609.6549999999999,548,879,879,331,5,55,596,263,1,6,0.007958834001328796,0.6612068339891266,True,True,3,0,True,57,55,0
truth_bridge_n27_001_mixed,27,mixed,117,1.4086386669951025,adaptive_all_depth,653.3799999999999,588,1004,1004,416,3,120,953,261,1,35,9.801687000959646,0.9542420830111951,True,True,11,0,True,122,117,0
truth_bridge_n27_001_mixed,27,mixed,117,1.4086386669951025,depth2_guard_direct,674.8700000000001,608,1030,1030,422,3,118,979,268,1,23,0.5558400419831742,1.0042210419778712,True,True,7,0,True,118,117,0
