name,n,method,flow,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,revkit_lines,revkit_logic_qubits,revkit_t_count,unknown_gates,time_s,correct,permutation_checked,toffoli_distribution,skipped,error,truth_table_hex,revkit_commit,selected_method
truth_n5_21,5,external_revkit_cli_tbs,tbs,148,120,120,13,0,0,6,154.73000000000002,6,6,148,0,0.06167292594909668,True,True,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 6, ""4"": 1}",,,C5E7CE8A,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_22,5,external_revkit_cli_best_score,best_score:dbs,224,88,88,8,0,1,7,230.92000000000002,6,7,224,0,0.0625007152557373,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 6, ""5"": 1}",,,4A15544D,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_22,5,external_revkit_cli_dbs,dbs,224,88,88,8,0,1,7,230.92000000000002,6,7,224,0,0.0625007152557373,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 6, ""5"": 1}",,,4A15544D,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_22,5,external_revkit_cli_rms,rms,242,139,140,18,0,1,7,251.84,6,7,242,0,0.06085801124572754,True,True,"{""0"": 1, ""1"": 3, ""2"": 6, ""3"": 4, ""4"": 3, ""5"": 1}",,,4A15544D,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_22,5,external_revkit_cli_tbs,tbs,242,139,140,18,0,1,7,251.84,6,7,242,0,0.060688018798828125,True,True,"{""0"": 1, ""1"": 3, ""2"": 6, ""3"": 4, ""4"": 3, ""5"": 1}",,,4A15544D,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_23,5,external_revkit_cli_best_score,best_score:dbs,191,116,116,11,0,1,7,199.49,6,7,191,0,0.062429189682006836,True,True,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 6, ""4"": 1, ""5"": 1}",,,FC377A4C,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_23,5,external_revkit_cli_dbs,dbs,191,116,116,11,0,1,7,199.49,6,7,191,0,0.062429189682006836,True,True,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 6, ""4"": 1, ""5"": 1}",,,FC377A4C,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_23,5,external_revkit_cli_rms,rms,227,136,136,15,0,1,7,236.63,6,7,227,0,0.05998516082763672,True,True,"{""0"": 0, ""1"": 2, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,FC377A4C,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_23,5,external_revkit_cli_tbs,tbs,227,136,136,15,0,1,7,236.63,6,7,227,0,0.06066608428955078,True,True,"{""0"": 0, ""1"": 2, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,FC377A4C,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_24,5,external_revkit_cli_best_score,best_score:dbs,167,102,102,9,0,0,6,172.70000000000002,6,6,167,0,0.06018400192260742,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 4}",,,146D3F31,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_24,5,external_revkit_cli_dbs,dbs,167,102,102,9,0,0,6,172.70000000000002,6,6,167,0,0.06018400192260742,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 4}",,,146D3F31,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_24,5,external_revkit_cli_rms,rms,193,148,149,18,0,0,6,201.335,6,6,193,0,0.05929875373840332,True,True,"{""0"": 1, ""1"": 2, ""2"": 7, ""3"": 6, ""4"": 2}",,,146D3F31,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_24,5,external_revkit_cli_tbs,tbs,193,148,149,18,0,0,6,201.335,6,6,193,0,0.05903267860412598,True,True,"{""0"": 1, ""1"": 2, ""2"": 7, ""3"": 6, ""4"": 2}",,,146D3F31,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_25,5,external_revkit_cli_best_score,best_score:dbs,143,72,72,6,0,1,7,149.02,6,7,143,0,0.0630347728729248,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 1, ""5"": 1}",,,DAF61A26,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_25,5,external_revkit_cli_dbs,dbs,143,72,72,6,0,1,7,149.02,6,7,143,0,0.0630347728729248,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 1, ""5"": 1}",,,DAF61A26,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_25,5,external_revkit_cli_rms,rms,212,112,112,13,0,1,7,220.29,6,7,212,0,0.060719966888427734,True,True,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 3, ""4"": 3, ""5"": 1}",,,DAF61A26,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_25,5,external_revkit_cli_tbs,tbs,212,112,112,13,0,1,7,220.29,6,7,212,0,0.060192108154296875,True,True,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 3, ""4"": 3, ""5"": 1}",,,DAF61A26,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_26,5,external_revkit_cli_best_score,best_score:dbs,206,116,116,10,0,1,7,214.48,6,7,206,0,0.06107497215270996,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 5, ""4"": 2, ""5"": 1}",,,3B982EF8,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_26,5,external_revkit_cli_dbs,dbs,206,116,116,10,0,1,7,214.48,6,7,206,0,0.06107497215270996,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 5, ""4"": 2, ""5"": 1}",,,3B982EF8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_26,5,external_revkit_cli_rms,rms,227,135,135,14,0,1,7,236.565,6,7,227,0,0.059782981872558594,True,True,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,3B982EF8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_26,5,external_revkit_cli_tbs,tbs,227,135,135,14,0,1,7,236.565,6,7,227,0,0.06046104431152344,True,True,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,3B982EF8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_27,5,external_revkit_cli_best_score,best_score:dbs,166,70,70,7,0,1,7,171.92000000000002,6,7,166,0,0.06169605255126953,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 1}",,,DDD1DFB2,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_27,5,external_revkit_cli_dbs,dbs,166,70,70,7,0,1,7,171.92000000000002,6,7,166,0,0.06169605255126953,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 1}",,,DDD1DFB2,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_27,5,external_revkit_cli_rms,rms,264,170,170,21,0,1,7,275.56,6,7,264,0,0.06010603904724121,True,True,"{""0"": 0, ""1"": 4, ""2"": 8, ""3"": 6, ""4"": 2, ""5"": 1}",,,DDD1DFB2,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_27,5,external_revkit_cli_tbs,tbs,264,170,170,21,0,1,7,275.56,6,7,264,0,0.05885791778564453,True,True,"{""0"": 0, ""1"": 4, ""2"": 8, ""3"": 6, ""4"": 2, ""5"": 1}",,,DDD1DFB2,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_28,5,external_revkit_cli_best_score,best_score:dbs,144,82,82,7,0,0,6,148.57999999999998,6,6,144,0,0.06168007850646973,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 3, ""4"": 4}",,,19DB3AD0,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_28,5,external_revkit_cli_dbs,dbs,144,82,82,7,0,0,6,148.57999999999998,6,6,144,0,0.06168007850646973,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 3, ""4"": 4}",,,19DB3AD0,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_28,5,external_revkit_cli_rms,rms,188,122,122,14,0,0,6,194.85,6,6,188,0,0.06041908264160156,True,True,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 4, ""4"": 4}",,,19DB3AD0,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_28,5,external_revkit_cli_tbs,tbs,188,122,122,14,0,0,6,194.85,6,6,188,0,0.06067013740539551,True,True,"{""0"": 0, ""1"": 2, ""2"": 4, ""3"": 4, ""4"": 4}",,,19DB3AD0,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_29,5,external_revkit_cli_best_score,best_score:dbs,133,72,72,8,0,0,6,137.04000000000002,6,6,133,0,0.0625920295715332,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 4}",,,614FF3D7,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_29,5,external_revkit_cli_dbs,dbs,133,72,72,8,0,0,6,137.04000000000002,6,6,133,0,0.0625920295715332,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 4}",,,614FF3D7,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_29,5,external_revkit_cli_rms,rms,188,142,143,14,0,0,6,195.965,6,6,188,0,0.06161999702453613,True,True,"{""0"": 1, ""1"": 0, ""2"": 4, ""3"": 7, ""4"": 2}",,,614FF3D7,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_29,5,external_revkit_cli_tbs,tbs,188,142,143,14,0,0,6,195.965,6,6,188,0,0.06105804443359375,True,True,"{""0"": 1, ""1"": 0, ""2"": 4, ""3"": 7, ""4"": 2}",,,614FF3D7,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_3,5,external_revkit_cli_best_score,best_score:dbs,215,102,102,9,0,1,7,222.70000000000002,6,7,215,0,0.06085515022277832,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 1}",,,EC1B8CA1,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_3,5,external_revkit_cli_dbs,dbs,215,102,102,9,0,1,7,222.70000000000002,6,7,215,0,0.06085515022277832,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 1}",,,EC1B8CA1,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_3,5,external_revkit_cli_rms,rms,226,148,149,19,0,1,7,236.345,6,7,226,0,0.06076407432556152,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 6, ""4"": 1, ""5"": 1}",,,EC1B8CA1,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_3,5,external_revkit_cli_tbs,tbs,226,148,149,19,0,1,7,236.345,6,7,226,0,0.06130814552307129,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 6, ""4"": 1, ""5"": 1}",,,EC1B8CA1,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_30,5,external_revkit_cli_best_score,best_score:dbs,125,56,56,6,0,1,7,130.14,6,7,125,0,0.06185507774353027,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 1, ""5"": 1}",,,47294739,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_30,5,external_revkit_cli_dbs,dbs,125,56,56,6,0,1,7,130.14,6,7,125,0,0.06185507774353027,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 1, ""5"": 1}",,,47294739,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_30,5,external_revkit_cli_rms,rms,267,160,161,18,0,1,7,277.995,6,7,267,0,0.06110119819641113,True,True,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 6, ""4"": 3, ""5"": 1}",,,47294739,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_30,5,external_revkit_cli_tbs,tbs,267,160,161,18,0,1,7,277.995,6,7,267,0,0.060224056243896484,True,True,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 6, ""4"": 3, ""5"": 1}",,,47294739,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_31,5,external_revkit_cli_best_score,best_score:dbs,176,88,88,8,0,0,6,180.92000000000002,6,6,176,0,0.06076693534851074,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 6}",,,7412B293,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_31,5,external_revkit_cli_dbs,dbs,176,88,88,8,0,0,6,180.92000000000002,6,6,176,0,0.06076693534851074,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 6}",,,7412B293,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_31,5,external_revkit_cli_rms,rms,200,155,156,20,0,0,6,208.73999999999998,6,6,200,0,0.059203147888183594,True,True,"{""0"": 1, ""1"": 3, ""2"": 8, ""3"": 6, ""4"": 2}",,,7412B293,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_31,5,external_revkit_cli_tbs,tbs,200,155,156,20,0,0,6,208.73999999999998,6,6,200,0,0.05969405174255371,True,True,"{""0"": 1, ""1"": 3, ""2"": 8, ""3"": 6, ""4"": 2}",,,7412B293,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_32,5,external_revkit_cli_best_score,best_score:dbs,119,83,83,8,0,0,6,123.645,6,6,119,0,0.06225299835205078,True,True,"{""0"": 0, ""1"": 1, ""2"": 1, ""3"": 4, ""4"": 2}",,,A2BC372F,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_32,5,external_revkit_cli_dbs,dbs,119,83,83,8,0,0,6,123.645,6,6,119,0,0.06225299835205078,True,True,"{""0"": 0, ""1"": 1, ""2"": 1, ""3"": 4, ""4"": 2}",,,A2BC372F,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_32,5,external_revkit_cli_rms,rms,181,138,139,15,0,0,6,188.75500000000002,6,6,181,0,0.059317827224731445,True,True,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 7, ""4"": 2}",,,A2BC372F,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_32,5,external_revkit_cli_tbs,tbs,181,138,139,15,0,0,6,188.75500000000002,6,6,181,0,0.059036970138549805,True,True,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 7, ""4"": 2}",,,A2BC372F,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_33,5,external_revkit_cli_best_score,best_score:dbs,214,90,90,9,0,1,7,221.04,6,7,214,0,0.06230926513671875,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 5, ""5"": 1}",,,D58842DE,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_33,5,external_revkit_cli_dbs,dbs,214,90,90,9,0,1,7,221.04,6,7,214,0,0.06230926513671875,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 5, ""5"": 1}",,,D58842DE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_33,5,external_revkit_cli_rms,rms,248,155,155,19,0,1,7,258.715,6,7,248,0,0.060456037521362305,True,True,"{""0"": 0, ""1"": 3, ""2"": 8, ""3"": 5, ""4"": 2, ""5"": 1}",,,D58842DE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_33,5,external_revkit_cli_tbs,tbs,248,155,155,19,0,1,7,258.715,6,7,248,0,0.05956101417541504,True,True,"{""0"": 0, ""1"": 3, ""2"": 8, ""3"": 5, ""4"": 2, ""5"": 1}",,,D58842DE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_34,5,external_revkit_cli_best_score,best_score:rms,170,130,131,18,0,0,6,177.345,6,6,170,0,0.06022810935974121,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 5, ""4"": 2}",,,5D65A441,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_34,5,external_revkit_cli_dbs,dbs,215,82,82,7,0,1,7,221.57999999999998,6,7,215,0,0.06210613250732422,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 2}",,,5D65A441,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_34,5,external_revkit_cli_rms,rms,170,130,131,18,0,0,6,177.345,6,6,170,0,0.06022810935974121,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 5, ""4"": 2}",,,5D65A441,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_34,5,external_revkit_cli_tbs,tbs,170,130,131,18,0,0,6,177.345,6,6,170,0,0.059248924255371094,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 5, ""4"": 2}",,,5D65A441,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_35,5,external_revkit_cli_best_score,best_score:dbs,174,86,86,9,0,0,6,178.82,6,6,174,0,0.06264495849609375,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 6}",,,29A3B2E9,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_35,5,external_revkit_cli_dbs,dbs,174,86,86,9,0,0,6,178.82,6,6,174,0,0.06264495849609375,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 6}",,,29A3B2E9,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_35,5,external_revkit_cli_rms,rms,245,174,175,20,0,0,6,254.785,6,6,245,0,0.05859827995300293,True,True,"{""0"": 1, ""1"": 4, ""2"": 3, ""3"": 8, ""4"": 4}",,,29A3B2E9,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_35,5,external_revkit_cli_tbs,tbs,245,174,175,20,0,0,6,254.785,6,6,245,0,0.06128191947937012,True,True,"{""0"": 1, ""1"": 4, ""2"": 3, ""3"": 8, ""4"": 4}",,,29A3B2E9,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_36,5,external_revkit_cli_best_score,best_score:dbs,150,78,78,7,0,1,7,156.35999999999999,6,7,150,0,0.061132192611694336,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 3, ""4"": 1, ""5"": 1}",,,5EC42E08,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_36,5,external_revkit_cli_dbs,dbs,150,78,78,7,0,1,7,156.35999999999999,6,7,150,0,0.061132192611694336,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 3, ""4"": 1, ""5"": 1}",,,5EC42E08,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_36,5,external_revkit_cli_rms,rms,180,104,104,10,0,1,7,187.82,6,7,180,0,0.05954790115356445,True,True,"{""0"": 0, ""1"": 0, ""2"": 4, ""3"": 4, ""4"": 1, ""5"": 1}",,,5EC42E08,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_36,5,external_revkit_cli_tbs,tbs,180,104,104,10,0,1,7,187.82,6,7,180,0,0.05898118019104004,True,True,"{""0"": 0, ""1"": 0, ""2"": 4, ""3"": 4, ""4"": 1, ""5"": 1}",,,5EC42E08,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_37,5,external_revkit_cli_best_score,best_score:rms,74,65,66,10,0,0,6,77.68999999999998,6,6,74,0,0.06180095672607422,True,True,"{""0"": 1, ""1"": 1, ""2"": 6, ""3"": 2}",,,5AF30553,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_37,5,external_revkit_cli_dbs,dbs,78,69,69,7,0,0,6,81.865,6,6,78,0,0.06239914894104004,True,True,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 4}",,,5AF30553,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_37,5,external_revkit_cli_rms,rms,74,65,66,10,0,0,6,77.68999999999998,6,6,74,0,0.06180095672607422,True,True,"{""0"": 1, ""1"": 1, ""2"": 6, ""3"": 2}",,,5AF30553,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_37,5,external_revkit_cli_tbs,tbs,74,65,66,10,0,0,6,77.68999999999998,6,6,74,0,0.05995368957519531,True,True,"{""0"": 1, ""1"": 1, ""2"": 6, ""3"": 2}",,,5AF30553,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_38,5,external_revkit_cli_best_score,best_score:dbs,151,68,68,6,0,1,7,156.8,6,7,151,0,0.06250214576721191,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 1}",,,35A240AE,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_38,5,external_revkit_cli_dbs,dbs,151,68,68,6,0,1,7,156.8,6,7,151,0,0.06250214576721191,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 2, ""4"": 2, ""5"": 1}",,,35A240AE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_38,5,external_revkit_cli_rms,rms,234,142,142,16,0,1,7,243.97,6,7,234,0,0.05953693389892578,True,True,"{""0"": 0, ""1"": 2, ""2"": 6, ""3"": 5, ""4"": 2, ""5"": 1}",,,35A240AE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_38,5,external_revkit_cli_tbs,tbs,234,142,142,16,0,1,7,243.97,6,7,234,0,0.06133389472961426,True,True,"{""0"": 0, ""1"": 2, ""2"": 6, ""3"": 5, ""4"": 2, ""5"": 1}",,,35A240AE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_39,5,external_revkit_cli_best_score,best_score:dbs,230,84,84,8,0,1,7,236.70000000000002,6,7,230,0,0.060388803482055664,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 2}",,,AB9099A4,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_39,5,external_revkit_cli_dbs,dbs,230,84,84,8,0,1,7,236.70000000000002,6,7,230,0,0.060388803482055664,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 2}",,,AB9099A4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_39,5,external_revkit_cli_rms,rms,250,176,176,19,0,0,6,259.87,6,6,250,0,0.058438777923583984,True,True,"{""0"": 0, ""1"": 2, ""2"": 6, ""3"": 7, ""4"": 4}",,,AB9099A4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_39,5,external_revkit_cli_tbs,tbs,250,176,176,19,0,0,6,259.87,6,6,250,0,0.05928826332092285,True,True,"{""0"": 0, ""1"": 2, ""2"": 6, ""3"": 7, ""4"": 4}",,,AB9099A4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_4,5,external_revkit_cli_best_score,best_score:rms,226,165,166,18,0,0,6,235.27,6,6,226,0,0.06079602241516113,True,True,"{""0"": 1, ""1"": 1, ""2"": 6, ""3"": 7, ""4"": 3}",,,60E7A113,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_4,5,external_revkit_cli_dbs,dbs,254,116,116,10,0,1,7,262.48,6,7,254,0,0.0622251033782959,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 2, ""5"": 2}",,,60E7A113,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_4,5,external_revkit_cli_rms,rms,226,165,166,18,0,0,6,235.27,6,6,226,0,0.06079602241516113,True,True,"{""0"": 1, ""1"": 1, ""2"": 6, ""3"": 7, ""4"": 3}",,,60E7A113,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_4,5,external_revkit_cli_tbs,tbs,226,165,166,18,0,0,6,235.27,6,6,226,0,0.06015801429748535,True,True,"{""0"": 1, ""1"": 1, ""2"": 6, ""3"": 7, ""4"": 3}",,,60E7A113,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_40,5,external_revkit_cli_best_score,best_score:dbs,176,91,91,8,0,1,7,183.085,6,7,176,0,0.06171703338623047,True,True,"{""0"": 0, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 2, ""5"": 1}",,,4458A885,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_40,5,external_revkit_cli_dbs,dbs,176,91,91,8,0,1,7,183.085,6,7,176,0,0.06171703338623047,True,True,"{""0"": 0, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 2, ""5"": 1}",,,4458A885,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_40,5,external_revkit_cli_rms,rms,227,138,139,18,0,1,7,236.78500000000003,6,7,227,0,0.05873703956604004,True,True,"{""0"": 1, ""1"": 4, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,4458A885,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_40,5,external_revkit_cli_tbs,tbs,227,138,139,18,0,1,7,236.78500000000003,6,7,227,0,0.059388160705566406,True,True,"{""0"": 1, ""1"": 4, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,4458A885,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_41,5,external_revkit_cli_best_score,best_score:dbs,117,80,80,8,0,0,6,121.48,6,6,117,0,0.060765981674194336,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 3, ""4"": 2}",,,B3AA7EFE,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_41,5,external_revkit_cli_dbs,dbs,117,80,80,8,0,0,6,121.48,6,6,117,0,0.060765981674194336,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 3, ""4"": 2}",,,B3AA7EFE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_41,5,external_revkit_cli_rms,rms,186,143,143,17,0,0,6,194.035,6,6,186,0,0.059793949127197266,True,True,"{""0"": 0, ""1"": 3, ""2"": 6, ""3"": 6, ""4"": 2}",,,B3AA7EFE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_41,5,external_revkit_cli_tbs,tbs,186,143,143,17,0,0,6,194.035,6,6,186,0,0.05895709991455078,True,True,"{""0"": 0, ""1"": 3, ""2"": 6, ""3"": 6, ""4"": 2}",,,B3AA7EFE,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_42,5,external_revkit_cli_best_score,best_score:dbs,119,82,82,7,0,0,6,123.58,6,6,119,0,0.0613398551940918,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 2}",,,EFC89849,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_42,5,external_revkit_cli_dbs,dbs,119,82,82,7,0,0,6,123.58,6,6,119,0,0.0613398551940918,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 2}",,,EFC89849,104eb35f1933b080aa228ad419756f04682d4a2e,
