n,method,functions,mean_terms,mean_T,mean_CNOT,mean_depth,mean_peak_ancilla,mean_schedule_logical_depth,mean_schedule_cnot_depth_proxy,mean_schedule_t_depth_proxy,mean_explicit_ancilla_live_peak,mean_explicit_ancilla_lifetime_area,mean_score,mean_plan_time_s,mean_truth_build_time_s,mean_truth_verify_time_s,truth_verified_rows,anf_verified_rows,circuit_verified_rows,mean_circuit_max_wire_terms
24,adaptive_all_depth,6,118,997.3333333333334,1612.1666666666667,1612.3333333333333,5,114.66666666666667,1127.1666666666667,480.3333333333333,1,33.666666666666664,1102.155,6.4581704026689595,0.1831801804995242,0.1220866525012146,6,6,6,118
24,depth2_guard_direct,6,118,1031.3333333333333,1662.8333333333333,1663,5,113.83333333333333,1160.6666666666667,496.1666666666667,1.1666666666666667,25.833333333333332,1139.1083333333333,0.4238321318359037,0.1831801804995242,0.12848644466672945,6,6,6,118
24,depth_frontier_policy,6,118,998.6666666666666,1613.8333333333333,1614,5,114.33333333333333,1128.5,480.6666666666667,1,32.666666666666664,1103.5833333333335,4.2138052359999465,0.1831801804995242,0.12522670133572925,6,6,6,118
24,depth_policy,6,118,1033.3333333333333,1665.5,1665.6666666666667,5,113.5,1163.3333333333333,497,1.1666666666666667,24.833333333333332,1141.2616666666668,0.40207190966854495,0.1831801804995242,0.12687346549743475,6,6,6,118
24,direct_logical_and,6,118,1182,1890.8333333333333,1891,4.666666666666667,118,1316.1666666666667,568.5,0,0,1302.4216666666666,7.5483306621511774e-06,0.1831801804995242,0.17457340266749574,6,6,6,118
24,screen_depth1,6,118,1059.3333333333333,1704.3333333333333,1704.5,5,113.33333333333333,1189,509.5,1.1666666666666667,19.666666666666668,1169.5258333333334,0.09302947916876292,0.1831801804995242,0.13337893733357,6,6,6,118
24,screen_depth2,6,118,1031.3333333333333,1662.8333333333333,1663,5,113.83333333333333,1160.6666666666667,496.1666666666667,1.1666666666666667,25.833333333333332,1139.1083333333333,0.4238321318359037,0.1831801804995242,0.12848644466672945,6,6,6,118
24,screen_depth3,6,118,1010,1631,1631.1666666666667,5,114.5,1142.8333333333333,485.8333333333333,1,29.833333333333332,1115.9191666666666,1.522497611498693,0.1831801804995242,0.12761094416782726,6,6,6,118
24,screen_depth4,6,118,997.3333333333334,1612.1666666666667,1612.3333333333333,5,114.66666666666667,1127.1666666666667,480.3333333333333,1,33.666666666666664,1102.155,4.40417775666477,0.1831801804995242,0.11663740983688815,6,6,6,118
24,screen_single,6,118,1106.6666666666667,1775.3333333333333,1775.5,5,113.83333333333333,1241.5,532.1666666666666,1,10.5,1221.0008333333333,0.014633423500830153,0.1831801804995242,0.14358173616589434,6,6,6,118
