name,n,profile,term_count,truth_build_time_s,method,score,T,CNOT,depth,gates,peak_ancilla,schedule_logical_depth,schedule_cnot_depth_proxy,schedule_t_depth_proxy,explicit_ancilla_live_peak,explicit_ancilla_lifetime_area,plan_time_s,truth_verify_time_s,truth_verified,anf_verified,plan_nodes,plan_mismatches,circuit_anf_verified,circuit_gates,circuit_max_wire_terms,circuit_mismatches
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,adaptive_all_depth,1389.3500000000001,1260,2030,2030,770,5,138,1364,605,1,45,10.699277584004449,0.33334912499412894,True,True,11,0,True,140,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,depth2_guard_direct,1450.055,1316,2111,2111,795,5,135,1426,633,1,32,0.631046458001947,0.37442258300143294,True,True,7,0,True,137,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,depth_frontier_policy,1389.3500000000001,1260,2030,2030,770,5,138,1364,605,1,45,7.434999124991009,0.33334912499412894,True,True,11,0,True,140,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,depth_policy,1450.055,1316,2111,2111,795,5,135,1426,633,1,32,0.631046458001947,0.37442258300143294,True,True,7,0,True,137,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,direct_logical_and,1731.3249999999998,1576,2509,2509,933,4,145,1664,758,0,0,6.462499732151628e-05,0.6104685830068775,True,True,1,0,True,145,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,screen_depth1,1510.955,1372,2195,2195,823,5,136,1475,660,1,24,0.12989233400730882,0.39614891599921975,True,True,5,0,True,137,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,screen_depth2,1450.055,1316,2111,2111,795,5,135,1426,633,1,32,0.631046458001947,0.37442258300143294,True,True,7,0,True,137,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,screen_depth3,1406.62,1276,2052,2052,776,5,136,1388,613,1,39,2.4836339589965064,0.33312370799831115,True,True,9,0,True,138,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,screen_depth4,1389.3500000000001,1260,2030,2030,770,5,138,1364,605,1,45,7.434999124991009,0.33334912499412894,True,True,11,0,True,140,145,0
truth_bridge_n25_000_mixed,25,mixed,145,0.6391599579947069,screen_single,1611.2,1464,2336,2336,872,5,140,1562,705,1,13,0.019705708007677458,0.46393958300177474,True,True,3,0,True,140,145,0
truth_bridge_n25_001_deep,25,deep,110,0.5057834170002025,adaptive_all_depth,1069.6299999999999,964,1558,1558,594,7,110,1112,461,1,38,8.121849791001296,0.29137733299285173,True,True,11,0,True,112,110,0
truth_bridge_n25_001_deep,25,deep,110,0.5057834170002025,depth2_guard_direct,1123.92,1016,1632,1632,616,6,106,1160,486,1,26,0.47167437500320375,0.3150730420020409,True,True,7,0,True,108,110,0
truth_bridge_n25_001_deep,25,deep,110,0.5057834170002025,depth_frontier_policy,1069.6299999999999,964,1558,1558,594,7,110,1112,461,1,38,5.658096208004281,0.29137733299285173,True,True,11,0,True,112,110,0
truth_bridge_n25_001_deep,25,deep,110,0.5057834170002025,depth_policy,1123.92,1016,1632,1632,616,6,106,1160,486,1,26,0.47167437500320375,0.3150730420020409,True,True,7,0,True,108,110,0
truth_bridge_n25_001_deep,25,deep,110,0.5057834170002025,direct_logical_and,1302.4,1180,1880,1880,700,6,110,1330,565,0,0,1.245799649041146e-05,0.5064616250019753,True,True,1,0,True,110,110,0
truth_bridge_n25_001_deep,25,deep,110,0.5057834170002025,screen_depth1,1171.7700000000002,1060,1698,1698,638,6,106,1204,507,1,18,0.09658562499680556,0.349230957988766,True,True,5,0,True,108,110,0
truth_bridge_n25_001_deep,25,deep,110,0.5057834170002025,screen_depth2,1123.92,1016,1632,1632,616,6,106,1160,486,1,26,0.47167437500320375,0.3150730420020409,True,True,7,0,True,108,110,0
