CNOT,T,anf_terms,correct,depth,explicit_ancilla,gates,method,model,n,n_qubits,name,peak_ancilla,random_seed,score,skipped,terms,time_s,truth_table_hex,variant
76,40,15,True,82,1,40,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_0,2,1004,48.669999999999995,,12,2.3455710411071777,89463E85,random_prior
171,92,35,True,184,2,84,and_pareto_resource_nmcts,random-prior:1004,6,9,threshold3_n6,3,1004,108.44000000000001,,16,8.332628011703491,FFFEFEE8FEE8E880,random_prior
90,44,21,True,98,1,48,and_affine_nmcts,random-prior:1004,5,7,truth_n5_8,2,1004,53.55,,11,0.5745408535003662,D453DD32,random_prior
90,44,21,True,98,1,48,and_resource_nmcts,random-prior:1004,5,7,truth_n5_8,2,1004,53.55,,11,0.6527321338653564,D453DD32,random_prior
67,32,15,True,78,1,44,and_affine_nmcts,random-prior:1004,5,7,truth_n5_9,2,1004,40.29,,8,0.2633659839630127,A0EE89AE,random_prior
67,32,15,True,78,1,44,and_resource_nmcts,random-prior:1004,5,7,truth_n5_9,2,1004,40.29,,8,0.3124880790710449,A0EE89AE,random_prior
93,40,12,True,93,1,45,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_1,2,1004,49.565000000000005,,10,3.310298204421997,1FF49B78,random_prior
78,40,15,True,85,1,41,and_affine_nmcts,random-prior:1004,5,7,truth_n5_10,2,1004,48.80499999999999,,11,0.26837897300720215,9E574F7A,random_prior
70,36,15,True,77,1,39,and_resource_nmcts,random-prior:1004,5,7,truth_n5_10,2,1004,44.345,,11,0.3222620487213135,9E574F7A,random_prior
87,44,15,True,91,1,43,and_affine_nmcts,random-prior:1004,5,7,truth_n5_11,2,1004,53.275,,11,0.3220858573913574,E2ACF72F,random_prior
85,36,21,True,96,1,52,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_6,2,1004,45.36,,9,2.8372931480407715,8D5288F1,random_prior
87,44,15,True,91,1,43,and_resource_nmcts,random-prior:1004,5,7,truth_n5_11,2,1004,53.275,,11,0.37435221672058105,E2ACF72F,random_prior
89,40,14,True,95,1,49,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_5,2,1004,49.475,,10,3.477752923965454,142C3FE8,random_prior
85,44,19,True,87,1,41,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_3,3,1004,55.114999999999995,,12,4.082715749740601,EC1B8CA1,random_prior
88,40,19,True,94,1,48,and_affine_nmcts,random-prior:1004,5,7,truth_n5_12,2,1004,49.41,,9,0.41225123405456543,DC98D2C1,random_prior
80,40,14,True,83,1,37,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_7,2,1004,48.815,,10,2.982470989227295,4B0DBB41,random_prior
61,28,12,True,65,1,35,and_affine_nmcts,random-prior:1004,5,7,truth_n5_13,2,1004,35.765,,7,0.1896979808807373,5C941CF0,random_prior
88,40,19,True,94,1,48,and_resource_nmcts,random-prior:1004,5,7,truth_n5_12,2,1004,49.41,,9,0.48351597785949707,DC98D2C1,random_prior
106,48,17,True,112,2,58,and_pareto_resource_nmcts,random-prior:1004,5,8,truth_n5_2,3,1004,60.5,,20,4.889704942703247,F91E1D4C,random_prior
92,44,18,True,98,1,50,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_4,3,1004,55.65,,16,4.280681848526001,60E7A113,random_prior
61,28,12,True,65,1,35,and_resource_nmcts,random-prior:1004,5,7,truth_n5_13,2,1004,35.765,,7,0.27240705490112305,5C941CF0,random_prior
67,32,15,True,78,1,44,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_9,2,1004,40.29,,8,2.3424320220947266,A0EE89AE,random_prior
99,48,13,True,106,1,54,and_affine_nmcts,random-prior:1004,5,7,truth_n5_14,2,1004,58.089999999999996,,12,0.5166661739349365,93CD59BF,random_prior
99,48,13,True,102,1,46,and_resource_nmcts,random-prior:1004,5,7,truth_n5_14,2,1004,57.95,,13,0.5849909782409668,93CD59BF,random_prior
69,28,12,True,74,1,40,and_resource_nmcts,random-prior:1004,5,7,truth_n5_15,2,1004,36.27,,9,0.4432358741760254,3139D32C,random_prior
70,36,15,True,77,1,39,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_10,2,1004,44.345,,11,2.308321714401245,9E574F7A,random_prior
69,28,12,True,74,1,40,and_affine_nmcts,random-prior:1004,5,7,truth_n5_15,2,1004,36.27,,9,0.6986789703369141,3139D32C,random_prior
83,36,17,True,89,2,47,and_affine_nmcts,random-prior:1004,5,8,truth_n5_16,3,1004,47.125,,9,0.4207332134246826,B45ED1F0,random_prior
83,36,17,True,89,2,47,and_resource_nmcts,random-prior:1004,5,8,truth_n5_16,3,1004,47.125,,9,0.4969520568847656,B45ED1F0,random_prior
72,36,12,True,75,1,35,and_affine_nmcts,random-prior:1004,5,7,truth_n5_17,2,1004,44.355000000000004,,9,0.3879678249359131,11CE5DD2,random_prior
71,36,10,True,72,1,32,and_affine_nmcts,random-prior:1004,5,7,truth_n5_18,2,1004,44.24,,10,0.2258291244506836,BBB2599,random_prior
72,36,12,True,75,1,35,and_resource_nmcts,random-prior:1004,5,7,truth_n5_17,2,1004,44.355000000000004,,9,0.4223179817199707,11CE5DD2,random_prior
71,36,10,True,72,1,32,and_resource_nmcts,random-prior:1004,5,7,truth_n5_18,2,1004,44.24,,10,0.26500892639160156,BBB2599,random_prior
90,44,21,True,98,1,48,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_8,2,1004,53.55,,11,4.654187917709351,D453DD32,random_prior
73,32,15,True,76,1,40,and_affine_nmcts,random-prior:1004,5,7,truth_n5_19,2,1004,40.46,,10,0.25652503967285156,A9488D99,random_prior
81,40,15,True,90,1,48,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_11,2,1004,49.07,,16,2.798295021057129,E2ACF72F,random_prior
73,32,15,True,76,1,40,and_resource_nmcts,random-prior:1004,5,7,truth_n5_19,2,1004,40.46,,10,0.2981278896331787,A9488D99,random_prior
87,44,18,True,90,1,42,and_affine_nmcts,random-prior:1004,5,7,truth_n5_20,2,1004,53.25,,12,0.40311694145202637,3A578A8E,random_prior
61,28,12,True,65,1,35,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_13,2,1004,35.765,,7,2.580242156982422,5C941CF0,random_prior
87,44,18,True,90,1,42,and_resource_nmcts,random-prior:1004,5,7,truth_n5_20,2,1004,53.25,,12,0.4599478244781494,3A578A8E,random_prior
60,28,13,True,68,1,36,and_affine_nmcts,random-prior:1004,5,7,truth_n5_21,2,1004,35.78,,8,0.1850728988647461,C5E7CE8A,random_prior
88,40,19,True,94,1,48,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_12,2,1004,49.41,,9,3.2817320823669434,DC98D2C1,random_prior
60,28,13,True,68,1,36,and_resource_nmcts,random-prior:1004,5,7,truth_n5_21,2,1004,35.78,,8,0.22523903846740723,C5E7CE8A,random_prior
99,44,18,True,102,1,50,and_affine_nmcts,random-prior:1004,5,7,truth_n5_22,2,1004,53.99,,11,0.4119861125946045,4A15544D,random_prior
69,28,12,True,74,1,40,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_15,2,1004,36.27,,9,2.912374973297119,3139D32C,random_prior
71,32,10,True,75,1,39,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_18,2,1004,40.355000000000004,,12,1.9719181060791016,BBB2599,random_prior
87,44,18,True,96,1,48,and_resource_nmcts,random-prior:1004,5,7,truth_n5_22,2,1004,53.39999999999999,,14,0.7765429019927979,4A15544D,random_prior
102,48,15,True,107,2,51,and_affine_nmcts,random-prior:1004,5,8,truth_n5_23,3,1004,60.19499999999999,,13,0.43059563636779785,FC377A4C,random_prior
94,48,15,True,96,1,44,and_resource_nmcts,random-prior:1004,5,7,truth_n5_23,2,1004,57.63999999999999,,13,0.49169206619262695,FC377A4C,random_prior
87,44,13,True,97,1,51,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_14,3,1004,55.44499999999999,,15,3.921170949935913,93CD59BF,random_prior
73,32,15,True,76,1,40,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_19,2,1004,40.46,,10,2.1111600399017334,A9488D99,random_prior
88,40,18,True,94,1,48,and_affine_nmcts,random-prior:1004,5,7,truth_n5_24,2,1004,49.41,,9,0.3943171501159668,146D3F31,random_prior
72,36,12,True,75,1,35,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_17,2,1004,44.355000000000004,,9,3.076061964035034,11CE5DD2,random_prior
70,32,13,True,75,2,37,and_affine_nmcts,random-prior:1004,5,8,truth_n5_25,3,1004,42.294999999999995,,9,0.25522375106811523,DAF61A26,random_prior
88,40,18,True,94,1,48,and_resource_nmcts,random-prior:1004,5,7,truth_n5_24,2,1004,49.41,,9,0.45803403854370117,146D3F31,random_prior
60,28,13,True,68,1,36,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_21,2,1004,35.78,,8,1.6827399730682373,C5E7CE8A,random_prior
83,36,17,True,89,2,47,and_pareto_resource_nmcts,random-prior:1004,5,8,truth_n5_16,3,1004,47.125,,9,3.8120229244232178,B45ED1F0,random_prior
70,32,13,True,75,2,37,and_resource_nmcts,random-prior:1004,5,8,truth_n5_25,3,1004,42.294999999999995,,9,0.31522607803344727,DAF61A26,random_prior
107,48,14,True,109,1,53,and_affine_nmcts,random-prior:1004,5,7,truth_n5_26,2,1004,58.445,,12,0.49155306816101074,3B982EF8,random_prior
107,48,14,True,109,1,53,and_resource_nmcts,random-prior:1004,5,7,truth_n5_26,2,1004,58.445,,12,0.5642690658569336,3B982EF8,random_prior
100,48,21,True,109,1,53,and_affine_nmcts,random-prior:1004,5,7,truth_n5_27,2,1004,58.165,,12,0.4727931022644043,DDD1DFB2,random_prior
96,48,21,True,101,1,47,and_resource_nmcts,random-prior:1004,5,7,truth_n5_27,2,1004,57.825,,13,0.5517299175262451,DDD1DFB2,random_prior
106,44,14,True,110,1,56,and_affine_nmcts,random-prior:1004,5,7,truth_n5_28,2,1004,54.45,,13,0.3826408386230469,19DB3AD0,random_prior
106,44,14,True,110,1,56,and_resource_nmcts,random-prior:1004,5,7,truth_n5_28,2,1004,54.45,,13,0.4830799102783203,19DB3AD0,random_prior
87,40,14,True,95,1,51,and_resource_nmcts,random-prior:1004,5,7,truth_n5_29,2,1004,49.41499999999999,,11,0.44623708724975586,614FF3D7,random_prior
87,40,14,True,95,1,51,and_affine_nmcts,random-prior:1004,5,7,truth_n5_29,2,1004,49.41499999999999,,11,0.6887631416320801,614FF3D7,random_prior
83,40,18,True,88,1,44,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_20,2,1004,49.08,,13,3.709804058074951,3A578A8E,random_prior
76,32,18,True,79,1,41,and_affine_nmcts,random-prior:1004,5,7,truth_n5_30,2,1004,40.635,,10,0.40845203399658203,47294739,random_prior
70,32,13,True,78,1,40,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_25,2,1004,40.37,,11,2.238510847091675,DAF61A26,random_prior
76,32,18,True,79,1,41,and_resource_nmcts,random-prior:1004,5,7,truth_n5_30,2,1004,40.635,,10,0.4704728126525879,47294739,random_prior
84,40,18,True,90,1,46,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_22,2,1004,49.17,,14,3.488064765930176,4A15544D,random_prior
75,36,20,True,83,1,43,and_affine_nmcts,random-prior:1004,5,7,truth_n5_31,2,1004,44.675,,11,0.2623910903930664,7412B293,random_prior
75,36,20,True,83,1,43,and_resource_nmcts,random-prior:1004,5,7,truth_n5_31,2,1004,44.675,,11,0.31371593475341797,7412B293,random_prior
85,40,15,True,88,1,44,and_affine_nmcts,random-prior:1004,5,7,truth_n5_32,2,1004,49.16,,10,0.35382914543151855,A2BC372F,random_prior
86,44,15,True,90,1,42,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_23,2,1004,53.21,,13,3.4402129650115967,FC377A4C,random_prior
88,40,18,True,94,1,48,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_24,2,1004,49.41,,9,3.2559142112731934,146D3F31,random_prior
85,40,15,True,88,1,44,and_resource_nmcts,random-prior:1004,5,7,truth_n5_32,2,1004,49.16,,10,0.4107699394226074,A2BC372F,random_prior
95,44,19,True,101,1,49,and_affine_nmcts,random-prior:1004,5,7,truth_n5_33,2,1004,53.805,,12,0.48914003372192383,D58842DE,random_prior
92,44,19,True,98,1,48,and_resource_nmcts,random-prior:1004,5,7,truth_n5_33,2,1004,53.629999999999995,,13,0.6088988780975342,D58842DE,random_prior
93,40,18,True,97,1,49,and_affine_nmcts,random-prior:1004,5,7,truth_n5_34,2,1004,49.665,,10,0.38542699813842773,5D65A441,random_prior
93,40,18,True,97,1,49,and_resource_nmcts,random-prior:1004,5,7,truth_n5_34,2,1004,49.665,,10,0.4588961601257324,5D65A441,random_prior
107,48,14,True,109,1,53,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_26,2,1004,58.445,,12,3.9684689044952393,3B982EF8,random_prior
89,44,21,True,94,1,46,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_27,2,1004,53.43,,13,3.8389201164245605,DDD1DFB2,random_prior
93,40,20,True,101,1,53,and_resource_nmcts,random-prior:1004,5,7,truth_n5_35,2,1004,49.765,,10,0.40555906295776367,29A3B2E9,random_prior
93,40,20,True,101,1,53,and_affine_nmcts,random-prior:1004,5,7,truth_n5_35,2,1004,49.765,,10,0.6483850479125977,29A3B2E9,random_prior
106,44,14,True,110,1,56,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_28,2,1004,54.45,,13,3.8425300121307373,19DB3AD0,random_prior
87,40,14,True,95,1,51,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_29,2,1004,49.41499999999999,,11,3.0946061611175537,614FF3D7,random_prior
43,20,10,True,48,1,26,and_affine_nmcts,random-prior:1004,5,7,truth_n5_37,1,1004,24.7,,8,0.04116082191467285,5AF30553,random_prior
43,20,10,True,48,1,26,and_resource_nmcts,random-prior:1004,5,7,truth_n5_37,1,1004,24.7,,8,0.055555105209350586,5AF30553,random_prior
103,48,10,True,107,1,53,and_affine_nmcts,random-prior:1004,5,7,truth_n5_36,2,1004,58.254999999999995,,12,0.4021942615509033,5EC42E08,random_prior
75,36,20,True,83,1,43,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_31,2,1004,44.675,,11,2.6066370010375977,7412B293,random_prior
97,48,10,True,101,1,47,and_resource_nmcts,random-prior:1004,5,7,truth_n5_36,2,1004,57.865,,12,0.47090888023376465,5EC42E08,random_prior
43,20,10,True,48,1,26,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_37,1,1004,24.7,,8,0.44883203506469727,5AF30553,random_prior
87,40,16,True,89,1,43,and_affine_nmcts,random-prior:1004,5,7,truth_n5_38,2,1004,49.245,,8,0.41335487365722656,35A240AE,random_prior
67,32,18,True,73,1,37,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_30,2,1004,40.144999999999996,,10,3.2081780433654785,47294739,random_prior
87,40,16,True,89,1,43,and_resource_nmcts,random-prior:1004,5,7,truth_n5_38,2,1004,49.245,,8,0.5000598430633545,35A240AE,random_prior
90,40,19,True,97,1,51,and_affine_nmcts,random-prior:1004,5,7,truth_n5_39,2,1004,49.565,,12,0.48076486587524414,AB9099A4,random_prior
85,40,15,True,88,1,44,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_32,2,1004,49.16,,10,2.93445086479187,A2BC372F,random_prior
90,40,19,True,97,1,51,and_resource_nmcts,random-prior:1004,5,7,truth_n5_39,2,1004,49.565,,12,0.5481500625610352,AB9099A4,random_prior
76,36,18,True,83,1,41,and_affine_nmcts,random-prior:1004,5,7,truth_n5_40,2,1004,44.69499999999999,,10,0.40363097190856934,4458A885,random_prior
71,36,17,True,80,1,40,and_affine_nmcts,random-prior:1004,5,7,truth_n5_41,2,1004,44.440000000000005,,8,0.3269309997558594,B3AA7EFE,random_prior
76,36,18,True,83,1,41,and_resource_nmcts,random-prior:1004,5,7,truth_n5_40,2,1004,44.69499999999999,,10,0.4824540615081787,4458A885,random_prior
71,36,17,True,80,1,40,and_resource_nmcts,random-prior:1004,5,7,truth_n5_41,2,1004,44.440000000000005,,8,0.39981794357299805,B3AA7EFE,random_prior
88,44,23,True,97,1,49,and_affine_nmcts,random-prior:1004,5,7,truth_n5_42,2,1004,53.465,,13,0.4539198875427246,EFC89849,random_prior
93,40,18,True,97,1,49,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_34,2,1004,49.665,,10,3.131408929824829,5D65A441,random_prior
88,44,23,True,97,1,49,and_resource_nmcts,random-prior:1004,5,7,truth_n5_42,2,1004,53.465,,13,0.5224480628967285,EFC89849,random_prior
90,44,19,True,96,1,48,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_33,2,1004,53.519999999999996,,13,3.9159739017486572,D58842DE,random_prior
94,44,11,True,94,1,42,and_affine_nmcts,random-prior:1004,5,7,truth_n5_43,2,1004,53.589999999999996,,11,0.40972208976745605,AEFCFAD8,random_prior
94,44,11,True,94,1,42,and_resource_nmcts,random-prior:1004,5,7,truth_n5_43,2,1004,53.589999999999996,,11,0.47544193267822266,AEFCFAD8,random_prior
93,40,20,True,101,1,53,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_35,2,1004,49.765,,10,3.1852970123291016,29A3B2E9,random_prior
67,32,21,True,75,1,37,and_affine_nmcts,random-prior:1004,5,7,truth_n5_44,2,1004,40.175,,8,0.4118373394012451,A5E5A5AB,random_prior
67,32,21,True,75,1,37,and_resource_nmcts,random-prior:1004,5,7,truth_n5_44,2,1004,40.175,,8,0.4839897155761719,A5E5A5AB,random_prior
91,44,10,True,93,1,41,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_36,2,1004,53.445,,10,3.2925209999084473,5EC42E08,random_prior
94,48,18,True,104,1,50,and_affine_nmcts,random-prior:1004,5,7,truth_n5_45,2,1004,57.82,,9,0.48653626441955566,12476F57,random_prior
94,48,18,True,104,1,50,and_resource_nmcts,random-prior:1004,5,7,truth_n5_45,2,1004,57.82,,9,0.5847151279449463,12476F57,random_prior
102,48,19,True,104,1,50,and_affine_nmcts,random-prior:1004,5,7,truth_n5_46,2,1004,58.14,,11,0.43053698539733887,9BF00273,random_prior
87,40,16,True,89,1,43,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_38,2,1004,49.245,,8,3.697938919067383,35A240AE,random_prior
102,48,19,True,104,1,50,and_resource_nmcts,random-prior:1004,5,7,truth_n5_46,2,1004,58.14,,11,0.5194840431213379,9BF00273,random_prior
71,36,17,True,80,1,40,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_41,2,1004,44.440000000000005,,8,2.7511839866638184,B3AA7EFE,random_prior
75,36,18,True,79,1,37,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_40,2,1004,44.555,,10,3.3253166675567627,4458A885,random_prior
61,32,19,True,70,1,38,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_39,3,1004,41.87,,10,3.8022687435150146,AB9099A4,random_prior
103,48,17,True,105,1,51,and_affine_nmcts,random-prior:1004,5,7,truth_n5_47,2,1004,58.205,,12,0.4412379264831543,A28DEFE3,random_prior
103,48,17,True,105,1,51,and_resource_nmcts,random-prior:1004,5,7,truth_n5_47,2,1004,58.205,,12,0.5171933174133301,A28DEFE3,random_prior
101,48,22,True,112,1,56,and_affine_nmcts,random-prior:1004,5,7,truth_n5_48,2,1004,58.28,,13,0.48724913597106934,2BCFBE01,random_prior
85,40,17,True,93,1,47,and_affine_nmcts,random-prior:1004,5,7,truth_n5_49,2,1004,49.265,,11,0.4331519603729248,88BD6407,random_prior
101,48,22,True,112,1,56,and_resource_nmcts,random-prior:1004,5,7,truth_n5_48,2,1004,58.28,,13,0.9100408554077148,2BCFBE01,random_prior
94,44,11,True,94,1,42,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_43,2,1004,53.589999999999996,,11,3.3333580493927,AEFCFAD8,random_prior
85,40,17,True,93,1,47,and_resource_nmcts,random-prior:1004,5,7,truth_n5_49,2,1004,49.265,,11,0.8180930614471436,88BD6407,random_prior
104,44,19,True,108,1,54,and_affine_nmcts,random-prior:1004,5,7,truth_n5_50,2,1004,54.31999999999999,,11,0.48140811920166016,BAA80DD4,random_prior
80,40,23,True,88,1,46,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_42,3,1004,50.980000000000004,,14,3.954850912094116,EFC89849,random_prior
63,28,21,True,72,1,36,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_44,2,1004,35.96,,8,3.3232851028442383,A5E5A5AB,random_prior
101,48,14,True,102,1,46,and_affine_nmcts,random-prior:1004,5,7,truth_n5_51,2,1004,58.03,,13,0.5411319732666016,3EABEDCB,random_prior
104,44,19,True,108,1,54,and_resource_nmcts,random-prior:1004,5,7,truth_n5_50,2,1004,54.31999999999999,,11,0.8888571262359619,BAA80DD4,random_prior
101,48,14,True,102,1,46,and_resource_nmcts,random-prior:1004,5,7,truth_n5_51,2,1004,58.03,,13,0.6191339492797852,3EABEDCB,random_prior
94,44,18,True,95,1,47,and_affine_nmcts,random-prior:1004,5,7,truth_n5_52,2,1004,53.654999999999994,,13,0.3479471206665039,29D4BEEF,random_prior
94,44,18,True,95,1,47,and_resource_nmcts,random-prior:1004,5,7,truth_n5_52,2,1004,53.654999999999994,,13,0.4193429946899414,29D4BEEF,random_prior
90,44,16,True,90,1,40,and_affine_nmcts,random-prior:1004,5,7,truth_n5_53,2,1004,53.35,,11,0.36315488815307617,7656AF72,random_prior
90,44,18,True,100,1,52,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_45,2,1004,53.620000000000005,,15,4.004630088806152,12476F57,random_prior
90,44,16,True,90,1,40,and_resource_nmcts,random-prior:1004,5,7,truth_n5_53,2,1004,53.35,,11,0.44415903091430664,7656AF72,random_prior
71,36,12,True,72,1,32,and_affine_nmcts,random-prior:1004,5,7,truth_n5_54,2,1004,44.24,,8,0.3499457836151123,6123FDF7,random_prior
71,36,12,True,72,1,32,and_resource_nmcts,random-prior:1004,5,7,truth_n5_54,2,1004,44.24,,8,0.414078950881958,6123FDF7,random_prior
102,48,19,True,104,1,50,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_46,2,1004,58.14,,11,4.044670104980469,9BF00273,random_prior
91,44,14,True,96,1,46,and_affine_nmcts,random-prior:1004,5,7,truth_n5_55,2,1004,53.54,,13,0.38942480087280273,451B4CF3,random_prior
95,48,17,True,101,1,49,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_47,2,1004,57.805,,14,4.019506931304932,A28DEFE3,random_prior
91,44,14,True,96,1,46,and_resource_nmcts,random-prior:1004,5,7,truth_n5_55,2,1004,53.54,,13,0.4388558864593506,451B4CF3,random_prior
98,48,22,True,107,1,53,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_48,2,1004,58.055,,14,4.064111948013306,2BCFBE01,random_prior
101,44,11,True,103,1,51,and_affine_nmcts,random-prior:1004,5,7,truth_n5_56,2,1004,54.095,,12,0.47142720222473145,FD5166E6,random_prior
83,40,17,True,91,1,47,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_49,2,1004,49.155,,14,3.6611409187316895,88BD6407,random_prior
101,44,11,True,103,1,51,and_resource_nmcts,random-prior:1004,5,7,truth_n5_56,2,1004,54.095,,12,0.5535750389099121,FD5166E6,random_prior
94,44,17,True,98,1,46,and_affine_nmcts,random-prior:1004,5,7,truth_n5_57,2,1004,53.69,,11,0.483691930770874,ECE66FA2,random_prior
56,28,9,True,56,1,26,and_affine_nmcts,random-prior:1004,5,7,truth_n5_58,1,1004,33.34,,8,0.0885000228881836,A3D70628,random_prior
94,44,17,True,98,1,46,and_resource_nmcts,random-prior:1004,5,7,truth_n5_57,2,1004,53.69,,11,0.5489909648895264,ECE66FA2,random_prior
56,28,9,True,56,1,26,and_resource_nmcts,random-prior:1004,5,7,truth_n5_58,1,1004,33.34,,8,0.11103701591491699,A3D70628,random_prior
94,44,18,True,95,1,47,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_52,2,1004,53.654999999999994,,13,3.242816925048828,29D4BEEF,random_prior
107,44,17,True,114,1,60,and_affine_nmcts,random-prior:1004,5,7,truth_n5_59,2,1004,54.59,,15,0.45592713356018066,B02B61C4,random_prior
83,40,16,True,88,1,44,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_53,2,1004,49.08,,13,3.0481932163238525,7656AF72,random_prior
104,44,19,True,108,1,54,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_50,2,1004,54.31999999999999,,11,4.496957063674927,BAA80DD4,random_prior
49,24,9,True,52,1,28,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_58,2,1004,31.020000000000003,,10,0.8462998867034912,A3D70628,random_prior
107,44,17,True,114,1,60,and_resource_nmcts,random-prior:1004,5,7,truth_n5_59,2,1004,54.59,,15,0.5406677722930908,B02B61C4,random_prior
95,48,14,True,100,1,48,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_51,2,1004,57.779999999999994,,15,4.341580152511597,3EABEDCB,random_prior
70,32,14,True,74,1,36,and_affine_nmcts,random-prior:1004,5,7,truth_n5_61,2,1004,40.269999999999996,,10,0.2527449131011963,3838B326,random_prior
89,44,19,True,91,1,41,and_affine_nmcts,random-prior:1004,5,7,truth_n5_60,2,1004,53.335,,10,0.47597503662109375,8E944239,random_prior
89,44,19,True,91,1,41,and_resource_nmcts,random-prior:1004,5,7,truth_n5_60,2,1004,53.335,,10,0.5463159084320068,8E944239,random_prior
68,32,14,True,72,1,36,and_resource_nmcts,random-prior:1004,5,7,truth_n5_61,2,1004,40.16,,10,0.29193115234375,3838B326,random_prior
71,36,12,True,72,1,32,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_54,2,1004,44.24,,8,3.219895124435425,6123FDF7,random_prior
84,40,21,True,91,1,45,and_affine_nmcts,random-prior:1004,5,7,truth_n5_62,2,1004,49.175000000000004,,12,0.4218449592590332,AF42E12F,random_prior
84,40,21,True,91,1,45,and_resource_nmcts,random-prior:1004,5,7,truth_n5_62,2,1004,49.175000000000004,,12,0.5097832679748535,AF42E12F,random_prior
108,48,14,True,117,1,61,and_affine_nmcts,random-prior:1004,5,7,truth_n5_63,2,1004,58.685,,14,0.48249292373657227,5304317F,random_prior
79,40,14,True,82,1,40,and_pareto_resource_nmcts,random-prior:1004,5,7,truth_n5_55,3,1004,50.78999999999999,,13,3.1604857444763184,451B4CF3,random_prior
251,124,29,True,252,2,108,and_affine_nmcts,random-prior:1004,6,9,truth_n6_0,3,1004,144.9,,29,0.06209826469421387,C4B032CCD7C524A5,random_prior
108,48,14,True,117,1,61,and_resource_nmcts,random-prior:1004,5,7,truth_n5_63,2,1004,58.685,,14,0.5784649848937988,5304317F,random_prior
231,120,29,True,232,1,98,and_resource_nmcts,random-prior:1004,6,8,truth_n6_0,3,1004,139.7,,29,0.3054220676422119,C4B032CCD7C524A5,random_prior
253,128,36,True,262,1,122,and_affine_nmcts,random-prior:1004,6,8,truth_n6_1,2,1004,147.27,,29,0.10224103927612305,E51F30DC6A7EE39,random_prior
253,128,36,True,262,1,122,and_resource_nmcts,random-prior:1004,6,8,truth_n6_1,2,1004,147.27,,29,0.4670979976654053,E51F30DC6A7EE39,random_prior
232,116,37,True,244,2,116,and_affine_nmcts,random-prior:1004,6,9,truth_n6_2,3,1004,136.1,,25,0.1261601448059082,D261A7AB3AA2E4F9,random_prior
