CNOT,T,anf_terms,correct,depth,explicit_ancilla,gates,method,model,n,n_qubits,name,peak_ancilla,random_seed,score,skipped,terms,time_s,truth_table_hex,variant
39,16,7,True,46,1,26,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_40,1,1003,20.51,,6,0.3837549686431885,CE4A,random_prior
36,16,10,True,43,1,25,and_affine_nmcts,random-prior:1003,4,6,truth_n4_46,2,1003,22.335,,7,0.06683707237243652,27CD,random_prior
30,16,6,True,32,0,16,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_43,1,1003,19.84,,4,0.2222139835357666,6C30,random_prior
36,16,10,True,41,1,23,and_resource_nmcts,random-prior:1003,4,6,truth_n4_46,2,1003,22.285,,7,0.08242106437683105,27CD,random_prior
36,16,11,True,39,1,21,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_39,2,1003,22.235000000000003,,7,0.5542929172515869,C241,random_prior
27,12,6,True,27,0,15,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_45,1,1003,15.635,,3,0.14026308059692383,4722,random_prior
40,16,10,True,44,1,26,and_affine_nmcts,random-prior:1003,4,6,truth_n4_47,2,1003,22.520000000000003,,6,0.07336282730102539,371E,random_prior
40,16,10,True,44,1,26,and_resource_nmcts,random-prior:1003,4,6,truth_n4_47,2,1003,22.520000000000003,,6,0.08763599395751953,371E,random_prior
26,12,13,True,35,1,21,and_affine_nmcts,random-prior:1003,4,6,truth_n4_48,2,1003,17.775,,5,0.07272911071777344,F50B,random_prior
27,12,6,True,29,1,15,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_41,2,1003,17.665,,3,0.480571985244751,28DF,random_prior
19,8,7,True,22,0,14,and_affine_nmcts,random-prior:1003,4,5,truth_n4_49,1,1003,11.23,,6,0.025745153427124023,C374,random_prior
26,12,13,True,35,1,21,and_resource_nmcts,random-prior:1003,4,6,truth_n4_48,2,1003,17.775,,5,0.09016084671020508,F50B,random_prior
19,8,7,True,22,0,14,and_resource_nmcts,random-prior:1003,4,5,truth_n4_49,1,1003,11.23,,6,0.034210205078125,C374,random_prior
27,12,10,True,31,0,19,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_44,1,1003,15.735,,3,0.32999682426452637,571A,random_prior
24,12,10,True,31,0,19,and_affine_nmcts,random-prior:1003,4,5,truth_n4_50,1,1003,15.615,,5,0.028766870498657227,562B,random_prior
24,12,10,True,31,0,19,and_resource_nmcts,random-prior:1003,4,5,truth_n4_50,1,1003,15.615,,5,0.0380859375,562B,random_prior
23,12,4,True,25,0,13,and_affine_nmcts,random-prior:1003,4,5,truth_n4_51,1,1003,15.425,,3,0.025966882705688477,1A2A,random_prior
23,12,4,True,25,0,13,and_resource_nmcts,random-prior:1003,4,5,truth_n4_51,1,1003,15.425,,3,0.03375411033630371,1A2A,random_prior
30,16,10,True,35,0,19,and_affine_nmcts,random-prior:1003,4,5,truth_n4_52,1,1003,19.915,,5,0.014157772064208984,17BE,random_prior
30,16,10,True,35,0,19,and_resource_nmcts,random-prior:1003,4,5,truth_n4_52,1,1003,19.915,,5,0.020673036575317383,17BE,random_prior
40,16,11,True,46,1,28,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_42,2,1003,22.570000000000004,,6,0.5955297946929932,B2B9,random_prior
19,8,7,True,22,0,14,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_49,1,1003,11.23,,6,0.24446725845336914,C374,random_prior
45,20,10,True,51,1,29,and_affine_nmcts,random-prior:1003,4,6,truth_n4_53,2,1003,26.855,,5,0.06876325607299805,6142,random_prior
30,16,10,True,35,0,19,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_52,1,1003,19.915,,5,0.16700100898742676,17BE,random_prior
23,12,4,True,25,0,13,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_51,1,1003,15.425,,3,0.23955607414245605,1A2A,random_prior
24,12,10,True,31,0,19,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_50,1,1003,15.615,,5,0.28773999214172363,562B,random_prior
45,20,10,True,51,1,29,and_resource_nmcts,random-prior:1003,4,6,truth_n4_53,2,1003,26.855,,5,0.08270788192749023,6142,random_prior
29,12,8,True,31,0,19,and_affine_nmcts,random-prior:1003,4,5,truth_n4_55,1,1003,15.815,,5,0.01557302474975586,5BE6,random_prior
44,20,8,True,49,1,27,and_affine_nmcts,random-prior:1003,4,6,truth_n4_54,2,1003,26.765,,9,0.0753028392791748,18C2,random_prior
29,12,8,True,31,0,19,and_resource_nmcts,random-prior:1003,4,5,truth_n4_55,1,1003,15.815,,5,0.03124403953552246,5BE6,random_prior
36,16,10,True,41,1,23,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_46,2,1003,22.285,,7,0.5385298728942871,27CD,random_prior
24,12,7,True,28,0,16,and_affine_nmcts,random-prior:1003,4,5,truth_n4_56,1,1003,15.540000000000001,,4,0.014541149139404297,D8F5,random_prior
24,12,7,True,28,0,16,and_resource_nmcts,random-prior:1003,4,5,truth_n4_56,1,1003,15.540000000000001,,4,0.020531177520751953,D8F5,random_prior
43,20,8,True,45,1,23,and_resource_nmcts,random-prior:1003,4,6,truth_n4_54,2,1003,26.625,,7,0.0903010368347168,18C2,random_prior
24,12,8,True,26,0,14,and_affine_nmcts,random-prior:1003,4,5,truth_n4_57,1,1003,15.490000000000002,,4,0.014400005340576172,580D,random_prior
24,12,8,True,26,0,14,and_resource_nmcts,random-prior:1003,4,5,truth_n4_57,1,1003,15.490000000000002,,4,0.020105838775634766,580D,random_prior
40,16,9,True,45,1,25,and_affine_nmcts,random-prior:1003,4,6,truth_n4_58,1,1003,20.525000000000002,,7,0.03644514083862305,9A8D,random_prior
40,16,10,True,44,1,26,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_47,2,1003,22.520000000000003,,6,0.5746431350708008,371E,random_prior
40,16,9,True,45,1,25,and_resource_nmcts,random-prior:1003,4,6,truth_n4_58,1,1003,20.525000000000002,,7,0.04838991165161133,9A8D,random_prior
24,12,7,True,28,0,16,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_56,1,1003,15.540000000000001,,4,0.15091419219970703,D8F5,random_prior
26,12,13,True,35,1,21,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_48,2,1003,17.775,,5,0.5935168266296387,F50B,random_prior
22,12,8,True,26,0,14,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_57,1,1003,15.410000000000002,,4,0.14539384841918945,580D,random_prior
39,20,8,True,44,1,22,and_affine_nmcts,random-prior:1003,4,6,truth_n4_59,2,1003,26.439999999999998,,6,0.07848024368286133,43B7,random_prior
34,16,9,True,39,1,21,and_affine_nmcts,random-prior:1003,4,6,truth_n4_60,2,1003,22.155,,5,0.058380126953125,CE9F,random_prior
39,20,8,True,44,1,22,and_resource_nmcts,random-prior:1003,4,6,truth_n4_59,2,1003,26.439999999999998,,6,0.0910341739654541,43B7,random_prior
34,16,9,True,39,1,21,and_resource_nmcts,random-prior:1003,4,6,truth_n4_60,2,1003,22.155,,5,0.0718231201171875,CE9F,random_prior
31,12,8,True,34,1,20,and_affine_nmcts,random-prior:1003,4,6,truth_n4_61,1,1003,15.95,,4,0.03267407417297363,B1F,random_prior
31,12,8,True,34,1,20,and_resource_nmcts,random-prior:1003,4,6,truth_n4_61,1,1003,15.95,,4,0.04668378829956055,B1F,random_prior
29,12,8,True,31,0,19,and_pareto_resource_nmcts,random-prior:1003,4,5,truth_n4_55,1,1003,15.815,,5,0.33730387687683105,5BE6,random_prior
32,16,7,True,35,1,17,and_affine_nmcts,random-prior:1003,4,6,truth_n4_62,2,1003,21.975,,5,0.061569929122924805,BACF,random_prior
32,16,7,True,35,1,17,and_resource_nmcts,random-prior:1003,4,6,truth_n4_62,2,1003,21.975,,5,0.07488608360290527,BACF,random_prior
40,16,9,True,45,1,25,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_58,1,1003,20.525000000000002,,7,0.3681161403656006,9A8D,random_prior
45,20,10,True,51,1,29,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_53,2,1003,26.855,,5,0.5704920291900635,6142,random_prior
39,16,8,True,46,1,28,and_affine_nmcts,random-prior:1003,4,6,truth_n4_63,2,1003,22.53,,6,0.06670594215393066,759C,random_prior
39,16,8,True,46,1,28,and_resource_nmcts,random-prior:1003,4,6,truth_n4_63,2,1003,22.53,,6,0.08081793785095215,759C,random_prior
43,20,8,True,45,1,23,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_54,2,1003,26.625,,7,0.6196532249450684,18C2,random_prior
31,12,8,True,34,1,20,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_61,1,1003,15.95,,4,0.35154008865356445,B1F,random_prior
34,16,9,True,39,1,21,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_60,2,1003,22.155,,5,0.4857189655303955,CE9F,random_prior
39,20,8,True,44,1,22,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_59,2,1003,26.439999999999998,,6,0.6074440479278564,43B7,random_prior
82,40,15,True,88,1,42,and_resource_nmcts,random-prior:1003,5,7,truth_n5_0,2,1003,49.02,,11,0.3327169418334961,89463E85,random_prior
32,16,7,True,35,1,17,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_62,2,1003,21.975,,5,0.4981958866119385,BACF,random_prior
171,92,15,True,171,2,71,and_pareto_resource_nmcts,random-prior:1003,6,9,majority_n6,3,1003,108.115,,15,6.525784969329834,FEE8E880E8808000,random_prior
82,40,15,True,88,1,42,and_affine_nmcts,random-prior:1003,5,7,truth_n5_0,2,1003,49.02,,11,0.5254058837890625,89463E85,random_prior
39,16,8,True,46,1,28,and_pareto_resource_nmcts,random-prior:1003,4,6,truth_n4_63,2,1003,22.53,,6,0.5602540969848633,759C,random_prior
93,40,12,True,93,1,45,and_affine_nmcts,random-prior:1003,5,7,truth_n5_1,2,1003,49.565000000000005,,10,0.41107892990112305,1FF49B78,random_prior
93,40,12,True,93,1,45,and_resource_nmcts,random-prior:1003,5,7,truth_n5_1,2,1003,49.565000000000005,,10,0.4838590621948242,1FF49B78,random_prior
125,56,17,True,133,1,67,and_affine_nmcts,random-prior:1003,5,7,truth_n5_2,2,1003,67.66499999999999,,14,0.5257568359375,F91E1D4C,random_prior
101,48,19,True,103,1,47,and_affine_nmcts,random-prior:1003,5,7,truth_n5_3,2,1003,58.055,,12,0.4553110599517822,EC1B8CA1,random_prior
125,56,17,True,133,1,67,and_resource_nmcts,random-prior:1003,5,7,truth_n5_2,2,1003,67.66499999999999,,14,0.6241490840911865,F91E1D4C,random_prior
97,48,19,True,99,1,45,and_resource_nmcts,random-prior:1003,5,7,truth_n5_3,2,1003,57.815000000000005,,12,0.5415182113647461,EC1B8CA1,random_prior
106,52,18,True,110,1,52,and_affine_nmcts,random-prior:1003,5,7,truth_n5_4,2,1003,62.410000000000004,,14,0.4641537666320801,60E7A113,random_prior
106,52,18,True,110,1,52,and_resource_nmcts,random-prior:1003,5,7,truth_n5_4,2,1003,62.410000000000004,,14,0.5685300827026367,60E7A113,random_prior
89,40,14,True,95,1,49,and_resource_nmcts,random-prior:1003,5,7,truth_n5_5,2,1003,49.475,,10,0.4786720275878906,142C3FE8,random_prior
89,40,14,True,95,1,49,and_affine_nmcts,random-prior:1003,5,7,truth_n5_5,2,1003,49.475,,10,0.6504359245300293,142C3FE8,random_prior
85,36,21,True,96,1,52,and_affine_nmcts,random-prior:1003,5,7,truth_n5_6,2,1003,45.36,,9,0.33040785789489746,8D5288F1,random_prior
85,36,21,True,96,1,52,and_resource_nmcts,random-prior:1003,5,7,truth_n5_6,2,1003,45.36,,9,0.3977799415588379,8D5288F1,random_prior
80,40,14,True,83,1,37,and_affine_nmcts,random-prior:1003,5,7,truth_n5_7,2,1003,48.815,,10,0.3726980686187744,4B0DBB41,random_prior
76,40,15,True,82,1,40,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_0,2,1003,48.669999999999995,,12,2.293543815612793,89463E85,random_prior
171,92,35,True,184,2,84,and_pareto_resource_nmcts,random-prior:1003,6,9,threshold3_n6,3,1003,108.44000000000001,,16,8.238102912902832,FFFEFEE8FEE8E880,random_prior
80,40,14,True,83,1,37,and_resource_nmcts,random-prior:1003,5,7,truth_n5_7,2,1003,48.815,,10,0.44067883491516113,4B0DBB41,random_prior
90,44,21,True,98,1,48,and_affine_nmcts,random-prior:1003,5,7,truth_n5_8,2,1003,53.55,,11,0.5716001987457275,D453DD32,random_prior
90,44,21,True,98,1,48,and_resource_nmcts,random-prior:1003,5,7,truth_n5_8,2,1003,53.55,,11,0.6640021800994873,D453DD32,random_prior
67,32,15,True,78,1,44,and_affine_nmcts,random-prior:1003,5,7,truth_n5_9,2,1003,40.29,,8,0.2692301273345947,A0EE89AE,random_prior
67,32,15,True,78,1,44,and_resource_nmcts,random-prior:1003,5,7,truth_n5_9,2,1003,40.29,,8,0.3258380889892578,A0EE89AE,random_prior
78,40,15,True,85,1,41,and_affine_nmcts,random-prior:1003,5,7,truth_n5_10,2,1003,48.80499999999999,,11,0.2846059799194336,9E574F7A,random_prior
93,40,12,True,93,1,45,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_1,2,1003,49.565000000000005,,10,3.720426082611084,1FF49B78,random_prior
70,36,15,True,77,1,39,and_resource_nmcts,random-prior:1003,5,7,truth_n5_10,2,1003,44.345,,11,0.570425271987915,9E574F7A,random_prior
85,44,19,True,87,1,41,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_3,3,1003,55.114999999999995,,12,3.7887799739837646,EC1B8CA1,random_prior
85,36,21,True,96,1,52,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_6,2,1003,45.36,,9,2.873042345046997,8D5288F1,random_prior
87,44,15,True,91,1,43,and_affine_nmcts,random-prior:1003,5,7,truth_n5_11,2,1003,53.275,,11,0.32675790786743164,E2ACF72F,random_prior
89,40,14,True,95,1,49,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_5,2,1003,49.475,,10,3.4636027812957764,142C3FE8,random_prior
87,44,15,True,91,1,43,and_resource_nmcts,random-prior:1003,5,7,truth_n5_11,2,1003,53.275,,11,0.39164185523986816,E2ACF72F,random_prior
88,44,19,True,95,1,45,and_affine_nmcts,random-prior:1003,5,7,truth_n5_12,2,1003,53.395,,10,0.4123649597167969,DC98D2C1,random_prior
92,44,18,True,98,1,50,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_4,3,1003,55.65,,16,4.067834854125977,60E7A113,random_prior
88,44,19,True,95,1,45,and_resource_nmcts,random-prior:1003,5,7,truth_n5_12,2,1003,53.395,,10,0.4869801998138428,DC98D2C1,random_prior
61,28,12,True,65,1,35,and_affine_nmcts,random-prior:1003,5,7,truth_n5_13,2,1003,35.765,,7,0.18825578689575195,5C941CF0,random_prior
106,48,17,True,112,2,58,and_pareto_resource_nmcts,random-prior:1003,5,8,truth_n5_2,3,1003,60.5,,20,4.785775899887085,F91E1D4C,random_prior
61,28,12,True,65,1,35,and_resource_nmcts,random-prior:1003,5,7,truth_n5_13,2,1003,35.765,,7,0.2732582092285156,5C941CF0,random_prior
80,40,14,True,83,1,37,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_7,2,1003,48.815,,10,3.2107231616973877,4B0DBB41,random_prior
99,48,13,True,106,1,54,and_affine_nmcts,random-prior:1003,5,7,truth_n5_14,2,1003,58.089999999999996,,12,0.5272090435028076,93CD59BF,random_prior
69,28,12,True,74,1,40,and_affine_nmcts,random-prior:1003,5,7,truth_n5_15,2,1003,36.27,,9,0.3751530647277832,3139D32C,random_prior
67,32,15,True,78,1,44,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_9,2,1003,40.29,,8,2.6336958408355713,A0EE89AE,random_prior
99,48,13,True,102,1,46,and_resource_nmcts,random-prior:1003,5,7,truth_n5_14,2,1003,57.95,,13,0.6007297039031982,93CD59BF,random_prior
69,28,12,True,74,1,40,and_resource_nmcts,random-prior:1003,5,7,truth_n5_15,2,1003,36.27,,9,0.44037604331970215,3139D32C,random_prior
83,36,17,True,89,2,47,and_affine_nmcts,random-prior:1003,5,8,truth_n5_16,3,1003,47.125,,9,0.4110069274902344,B45ED1F0,random_prior
70,36,15,True,77,1,39,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_10,2,1003,44.345,,11,2.3046209812164307,9E574F7A,random_prior
83,36,17,True,89,2,47,and_resource_nmcts,random-prior:1003,5,8,truth_n5_16,3,1003,47.125,,9,0.49638986587524414,B45ED1F0,random_prior
72,36,12,True,75,1,35,and_affine_nmcts,random-prior:1003,5,7,truth_n5_17,2,1003,44.355000000000004,,9,0.3750889301300049,11CE5DD2,random_prior
72,36,12,True,75,1,35,and_resource_nmcts,random-prior:1003,5,7,truth_n5_17,2,1003,44.355000000000004,,9,0.42915987968444824,11CE5DD2,random_prior
71,36,10,True,72,1,32,and_affine_nmcts,random-prior:1003,5,7,truth_n5_18,2,1003,44.24,,10,0.23772311210632324,BBB2599,random_prior
71,36,10,True,72,1,32,and_resource_nmcts,random-prior:1003,5,7,truth_n5_18,2,1003,44.24,,10,0.2825779914855957,BBB2599,random_prior
90,44,21,True,98,1,48,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_8,2,1003,53.55,,11,4.6841371059417725,D453DD32,random_prior
73,32,15,True,76,1,40,and_affine_nmcts,random-prior:1003,5,7,truth_n5_19,2,1003,40.46,,10,0.2567458152770996,A9488D99,random_prior
81,40,15,True,90,1,48,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_11,2,1003,49.07,,16,2.7918701171875,E2ACF72F,random_prior
73,32,15,True,76,1,40,and_resource_nmcts,random-prior:1003,5,7,truth_n5_19,2,1003,40.46,,10,0.30013489723205566,A9488D99,random_prior
61,28,12,True,65,1,35,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_13,2,1003,35.765,,7,2.3268020153045654,5C941CF0,random_prior
87,44,18,True,90,1,42,and_affine_nmcts,random-prior:1003,5,7,truth_n5_20,2,1003,53.25,,12,0.40305280685424805,3A578A8E,random_prior
60,28,13,True,68,1,36,and_affine_nmcts,random-prior:1003,5,7,truth_n5_21,2,1003,35.78,,8,0.1829969882965088,C5E7CE8A,random_prior
88,40,19,True,94,1,48,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_12,2,1003,49.41,,9,3.2491040229797363,DC98D2C1,random_prior
87,44,18,True,90,1,42,and_resource_nmcts,random-prior:1003,5,7,truth_n5_20,2,1003,53.25,,12,0.7276241779327393,3A578A8E,random_prior
60,28,13,True,68,1,36,and_resource_nmcts,random-prior:1003,5,7,truth_n5_21,2,1003,35.78,,8,0.220048189163208,C5E7CE8A,random_prior
99,44,18,True,102,1,50,and_affine_nmcts,random-prior:1003,5,7,truth_n5_22,2,1003,53.99,,11,0.405318021774292,4A15544D,random_prior
69,28,12,True,74,1,40,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_15,2,1003,36.27,,9,2.8068809509277344,3139D32C,random_prior
87,44,18,True,96,1,48,and_resource_nmcts,random-prior:1003,5,7,truth_n5_22,2,1003,53.39999999999999,,14,0.4830029010772705,4A15544D,random_prior
71,32,10,True,75,1,39,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_18,2,1003,40.355000000000004,,12,2.022052049636841,BBB2599,random_prior
102,52,15,True,104,1,46,and_affine_nmcts,random-prior:1003,5,7,truth_n5_23,2,1003,62.1,,13,0.4159729480743408,FC377A4C,random_prior
72,36,12,True,75,1,35,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_17,2,1003,44.355000000000004,,9,2.720918893814087,11CE5DD2,random_prior
94,48,15,True,96,1,44,and_resource_nmcts,random-prior:1003,5,7,truth_n5_23,2,1003,57.63999999999999,,13,0.49245214462280273,FC377A4C,random_prior
88,40,18,True,94,1,48,and_affine_nmcts,random-prior:1003,5,7,truth_n5_24,2,1003,49.41,,9,0.3574488162994385,146D3F31,random_prior
73,32,15,True,76,1,40,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_19,2,1003,40.46,,10,2.0840988159179688,A9488D99,random_prior
88,40,18,True,94,1,48,and_resource_nmcts,random-prior:1003,5,7,truth_n5_24,2,1003,49.41,,9,0.4433870315551758,146D3F31,random_prior
87,44,13,True,97,1,51,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_14,3,1003,55.44499999999999,,15,4.283066749572754,93CD59BF,random_prior
80,32,13,True,85,1,45,and_affine_nmcts,random-prior:1003,5,7,truth_n5_25,3,1003,42.925000000000004,,11,0.26320934295654297,DAF61A26,random_prior
83,36,17,True,89,2,47,and_pareto_resource_nmcts,random-prior:1003,5,8,truth_n5_16,3,1003,47.125,,9,3.484604835510254,B45ED1F0,random_prior
80,32,13,True,85,1,45,and_resource_nmcts,random-prior:1003,5,7,truth_n5_25,3,1003,42.925000000000004,,11,0.32084202766418457,DAF61A26,random_prior
60,28,13,True,68,1,36,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_21,2,1003,35.78,,8,1.9006640911102295,C5E7CE8A,random_prior
101,48,14,True,110,1,54,and_affine_nmcts,random-prior:1003,5,7,truth_n5_26,2,1003,58.23,,13,0.45879292488098145,3B982EF8,random_prior
101,48,14,True,110,1,54,and_resource_nmcts,random-prior:1003,5,7,truth_n5_26,2,1003,58.23,,13,0.5289180278778076,3B982EF8,random_prior
100,48,21,True,109,1,53,and_affine_nmcts,random-prior:1003,5,7,truth_n5_27,2,1003,58.165,,12,0.46315813064575195,DDD1DFB2,random_prior
96,48,21,True,101,1,47,and_resource_nmcts,random-prior:1003,5,7,truth_n5_27,2,1003,57.825,,13,0.5349650382995605,DDD1DFB2,random_prior
106,44,14,True,110,1,56,and_affine_nmcts,random-prior:1003,5,7,truth_n5_28,2,1003,54.45,,13,0.3904001712799072,19DB3AD0,random_prior
106,44,14,True,110,1,56,and_resource_nmcts,random-prior:1003,5,7,truth_n5_28,2,1003,54.45,,13,0.4766979217529297,19DB3AD0,random_prior
87,40,14,True,95,1,51,and_affine_nmcts,random-prior:1003,5,7,truth_n5_29,2,1003,49.41499999999999,,11,0.35686612129211426,614FF3D7,random_prior
87,40,14,True,95,1,51,and_resource_nmcts,random-prior:1003,5,7,truth_n5_29,2,1003,49.41499999999999,,11,0.4218299388885498,614FF3D7,random_prior
83,40,18,True,88,1,44,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_20,2,1003,49.08,,13,3.6195080280303955,3A578A8E,random_prior
76,32,18,True,79,1,41,and_resource_nmcts,random-prior:1003,5,7,truth_n5_30,2,1003,40.635,,10,0.5226747989654541,47294739,random_prior
70,32,13,True,78,1,40,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_25,2,1003,40.37,,11,2.2635860443115234,DAF61A26,random_prior
76,32,18,True,79,1,41,and_affine_nmcts,random-prior:1003,5,7,truth_n5_30,2,1003,40.635,,10,0.7156240940093994,47294739,random_prior
84,40,18,True,90,1,46,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_22,2,1003,49.17,,14,3.4658377170562744,4A15544D,random_prior
75,36,20,True,83,1,43,and_affine_nmcts,random-prior:1003,5,7,truth_n5_31,2,1003,44.675,,11,0.25272703170776367,7412B293,random_prior
75,36,20,True,83,1,43,and_resource_nmcts,random-prior:1003,5,7,truth_n5_31,2,1003,44.675,,11,0.30832886695861816,7412B293,random_prior
86,44,15,True,90,1,42,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_23,2,1003,53.21,,13,3.3638882637023926,FC377A4C,random_prior
85,40,15,True,88,1,44,and_affine_nmcts,random-prior:1003,5,7,truth_n5_32,2,1003,49.16,,10,0.34281325340270996,A2BC372F,random_prior
85,40,15,True,88,1,44,and_resource_nmcts,random-prior:1003,5,7,truth_n5_32,2,1003,49.16,,10,0.4189338684082031,A2BC372F,random_prior
88,40,18,True,94,1,48,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_24,2,1003,49.41,,9,3.396925926208496,146D3F31,random_prior
95,44,19,True,101,1,49,and_affine_nmcts,random-prior:1003,5,7,truth_n5_33,2,1003,53.805,,12,0.4743309020996094,D58842DE,random_prior
92,44,19,True,98,1,48,and_resource_nmcts,random-prior:1003,5,7,truth_n5_33,2,1003,53.629999999999995,,13,0.562938928604126,D58842DE,random_prior
93,40,18,True,97,1,49,and_affine_nmcts,random-prior:1003,5,7,truth_n5_34,2,1003,49.665,,10,0.3872089385986328,5D65A441,random_prior
101,48,14,True,110,1,54,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_26,2,1003,58.23,,13,3.871438980102539,3B982EF8,random_prior
93,40,18,True,97,1,49,and_resource_nmcts,random-prior:1003,5,7,truth_n5_34,2,1003,49.665,,10,0.4561119079589844,5D65A441,random_prior
93,40,20,True,101,1,53,and_affine_nmcts,random-prior:1003,5,7,truth_n5_35,2,1003,49.765,,10,0.33649396896362305,29A3B2E9,random_prior
87,40,14,True,95,1,51,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_29,2,1003,49.41499999999999,,11,2.979689121246338,614FF3D7,random_prior
89,44,21,True,94,1,46,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_27,2,1003,53.43,,13,3.8468189239501953,DDD1DFB2,random_prior
106,44,14,True,110,1,56,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_28,2,1003,54.45,,13,3.476652145385742,19DB3AD0,random_prior
93,40,20,True,101,1,53,and_resource_nmcts,random-prior:1003,5,7,truth_n5_35,2,1003,49.765,,10,0.4313628673553467,29A3B2E9,random_prior
43,20,10,True,48,1,26,and_affine_nmcts,random-prior:1003,5,7,truth_n5_37,1,1003,24.7,,8,0.04138779640197754,5AF30553,random_prior
43,20,10,True,48,1,26,and_resource_nmcts,random-prior:1003,5,7,truth_n5_37,1,1003,24.7,,8,0.05713605880737305,5AF30553,random_prior
103,48,10,True,107,1,53,and_affine_nmcts,random-prior:1003,5,7,truth_n5_36,2,1003,58.254999999999995,,12,0.38263916969299316,5EC42E08,random_prior
75,36,20,True,83,1,43,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_31,2,1003,44.675,,11,2.304837942123413,7412B293,random_prior
97,48,10,True,101,1,47,and_resource_nmcts,random-prior:1003,5,7,truth_n5_36,2,1003,57.865,,12,0.46954798698425293,5EC42E08,random_prior
43,20,10,True,48,1,26,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_37,1,1003,24.7,,8,0.4529151916503906,5AF30553,random_prior
94,44,16,True,100,1,50,and_affine_nmcts,random-prior:1003,5,7,truth_n5_38,2,1003,53.76,,9,0.41512227058410645,35A240AE,random_prior
94,44,16,True,100,1,50,and_resource_nmcts,random-prior:1003,5,7,truth_n5_38,2,1003,53.76,,9,0.5019199848175049,35A240AE,random_prior
67,32,18,True,73,1,37,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_30,2,1003,40.144999999999996,,10,3.3667492866516113,47294739,random_prior
90,40,19,True,97,1,51,and_affine_nmcts,random-prior:1003,5,7,truth_n5_39,2,1003,49.565,,12,0.4846620559692383,AB9099A4,random_prior
85,40,15,True,88,1,44,and_pareto_resource_nmcts,random-prior:1003,5,7,truth_n5_32,2,1003,49.16,,10,2.9542181491851807,A2BC372F,random_prior
76,36,18,True,83,1,41,and_affine_nmcts,random-prior:1003,5,7,truth_n5_40,2,1003,44.69499999999999,,10,0.39756107330322266,4458A885,random_prior
