name,n,profile,term_count,truth_build_time_s,method,score,T,CNOT,depth,gates,peak_ancilla,schedule_logical_depth,schedule_cnot_depth_proxy,schedule_t_depth_proxy,explicit_ancilla_live_peak,explicit_ancilla_lifetime_area,plan_time_s,truth_verify_time_s,truth_verified,anf_verified,plan_nodes,plan_mismatches,circuit_anf_verified,circuit_gates,circuit_max_wire_terms,circuit_mismatches
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,adaptive_all_depth,921.82,832,1356,1356,524,5,106,980,400,1,39,8.456461499008583,0.5292299999855459,True,True,11,0,True,108,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,depth2_guard_direct,973.7600000000001,880,1424,1424,544,5,102,1024,423,1,27,0.4850510419928469,0.5033867500023916,True,True,7,0,True,104,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,depth_frontier_policy,973.7600000000001,880,1424,1424,544,5,102,1024,423,1,27,0.4850510419928469,0.5033867500023916,True,True,7,0,True,104,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,depth_policy,973.7600000000001,880,1424,1424,544,5,102,1024,423,1,27,0.4850510419928469,0.5033867500023916,True,True,7,0,True,104,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,direct_logical_and,1134.905,1028,1649,1649,621,5,107,1184,492,0,0,7.750000804662704e-06,0.7519812090031337,True,True,1,0,True,107,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,screen_depth1,986.745,892,1441,1441,549,5,101,1038,426,1,20,0.09703299999819137,0.5331032499962021,True,True,5,0,True,103,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,screen_depth2,973.7600000000001,880,1424,1424,544,5,102,1024,423,1,27,0.4850510419928469,0.5033867500023916,True,True,7,0,True,104,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,screen_depth3,945.505,852,1385,1385,533,6,105,998,408,1,32,1.9205905830021948,0.49730258298222907,True,True,9,0,True,107,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,screen_depth4,921.82,832,1356,1356,524,5,106,980,400,1,39,5.939218832994811,0.5292299999855459,True,True,11,0,True,108,107,0
truth_bridge_n26_000_deep,26,deep,107,0.7179571249871515,screen_single,1030.1799999999998,932,1500,1500,568,5,100,1072,445,1,13,0.014568041020538658,0.5400237909925636,True,True,3,0,True,102,107,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,adaptive_all_depth,485.195,432,731,731,299,5,81,678,198,1,31,4.165325874986593,0.2975640829827171,True,True,9,0,True,83,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,depth2_guard_direct,498.11499999999995,444,747,747,303,5,79,694,203,1,25,0.3431058329879306,0.3251831670058891,True,True,7,0,True,81,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,depth_frontier_policy,498.11499999999995,444,747,747,303,5,79,694,203,1,25,0.3431058329879306,0.3251831670058891,True,True,7,0,True,81,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,depth_policy,498.11499999999995,444,747,747,303,5,79,694,203,1,25,0.3431058329879306,0.3251831670058891,True,True,7,0,True,81,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,direct_logical_and,648.4300000000001,584,958,958,374,4,82,850,272,0,0,1.7833983292803168e-05,0.5343127500091214,True,True,1,0,True,82,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,screen_depth1,511.03499999999997,456,763,763,307,5,77,710,208,1,19,0.0715127500006929,0.32995258300798014,True,True,5,0,True,79,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,screen_depth2,498.11499999999995,444,747,747,303,5,79,694,203,1,25,0.3431058329879306,0.3251831670058891,True,True,7,0,True,81,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,screen_depth3,485.195,432,731,731,299,5,81,678,198,1,31,1.1872023750038352,0.2975640829827171,True,True,9,0,True,83,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,screen_depth4,485.195,432,731,731,299,5,81,678,198,1,31,2.5526381249947008,0.3033497919968795,True,True,9,0,True,83,82,0
truth_bridge_n26_001_shallow,26,shallow,82,0.5109487080189865,screen_single,537.005,480,797,797,317,5,75,734,220,1,13,0.01086679199943319,0.3363357500056736,True,True,3,0,True,77,82,0
truth_bridge_n26_002_mixed,26,mixed,68,0.299497625004733,adaptive_all_depth,380.08,336,576,576,240,5,70,551,156,1,28,2.9664035409805365,0.24142037497949786,True,True,9,0,True,72,68,0
truth_bridge_n26_002_mixed,26,mixed,68,0.299497625004733,depth2_guard_direct,388.65000000000003,344,586,586,242,5,68,559,158,1,22,0.27640424997662194,0.24059491598745808,True,True,7,0,True,70,68,0
truth_bridge_n26_002_mixed,26,mixed,68,0.299497625004733,depth_frontier_policy,388.65000000000003,344,586,586,242,5,68,559,158,1,22,0.27640424997662194,0.24059491598745808,True,True,7,0,True,70,68,0
truth_bridge_n26_002_mixed,26,mixed,68,0.299497625004733,depth_policy,388.65000000000003,344,586,586,242,5,68,559,158,1,22,0.27640424997662194,0.24059491598745808,True,True,7,0,True,70,68,0
truth_bridge_n26_002_mixed,26,mixed,68,0.299497625004733,direct_logical_and,477.86999999999995,428,710,710,282,4,68,653,196,0,0,4.62500611320138e-06,0.27862183400429785,True,True,1,0,True,68,68,0
truth_bridge_n26_002_mixed,26,mixed,68,0.299497625004733,screen_depth1,401.56999999999994,356,602,602,246,5,67,576,163,1,16,0.05936037501669489,0.2581646660109982,True,True,5,0,True,68,68,0
