functions,mean_CNOT,mean_T,mean_depth,mean_peak_ancilla,mean_score,mean_time_s,method,variant
12,5737.833333333333,3325.6666666666665,5739.666666666667,3.5833333333333335,3670.5499999999997,48.549086689949036,and_resource_nmcts,learned_prior
12,5736.5,3326.6666666666665,5738.333333333333,3.5,3671.295,23.260692318280537,and_resource_nmcts,no_prior
