comparison,pairs,score_wins,score_losses,score_ties,mean_rel_score,mean_rel_time
frontier_policy_vs_depth-2_screen,32,13,0,19,-0.019503200763074054,4.559290522692656
frontier_policy_vs_depth-3_screen,32,13,8,11,-0.0016993725428206638,0.628781052193727
frontier_policy_vs_depth-4_screen,32,0,9,23,0.00802037845884552,-0.2599050876752734
frontier_policy_vs_oracle_depth-2_3_4_frontier,32,0,9,23,0.00802037845884552,-0.5876100823409806
