losses,mean_baseline,mean_relative_pct,mean_target,metric,pairs,ties,wins
0,3324.6666666666665,-0.8120820398655899,3282.0,T,12,4,8
0,5737.833333333333,-0.9516077479781795,5653.916666666667,CNOT,12,3,9
0,5739.666666666667,-0.9515678134081611,5655.75,depth,12,3,9
2,3.5833333333333335,3.75,3.75,peak_ancilla,12,10,0
0,3669.5516666666667,-0.8187470966763923,3622.2220833333336,score,12,3,9
12,71.29034306605656,32.79825771302206,97.25781122843425,time_s,12,0,0
